CURSO-TECNICO-PROFISSIONALIZANTE,Início.1,Quantidade,GRADUACAO,Início.2,Quantidade,MESTRADO,Início.4,Quantidade,DOUTORADO,Início.5,Quantidade
,,,Programa Especial De Formação Pedagógica De Docent,2011.0,1,Letras,2018.0,1.0,Comunicação Social,2021.0,1.0
,,,Programa Especial De Formação Pedagógica De Docentes,2018.0,1,Letras - Estudos Literário,2005.0,1.0,"Contrôle Automatique, Génie Informatique, Traitement Du Signal Et Des Imag",2017.0,1.0
,,,Programa Especial De Formação Pedagógica Docentes,2003.0,1,Letras: Estudos Da Linguagem,2010.0,1.0,Engenharia De Transportes,2007.0,1.0
,,,Programa Especial De Formação Pedagógica Docentes,2007.0,1,Linguística Teórica E Descritiva - Fonologia,2015.0,1.0,Engenharia Elétrica,2006.0,1.0
,,,Programa Especial Formação Pedagógica De Docentes,2005.0,1,Mestrado De Ensino De Ciências E Matematica,2012.0,1.0,Engenharia Elétrica,1999.0,1.0
,,,Programa Especial Formação Pedagógica De Docentes,2008.0,1,Medicina Veterinária,2000.0,1.0,Engenharia Elétrica,1996.0,1.0
,,,Programa Especial Formação Pedagógica Em Química,2013.0,1,Medicina Veterinária,1995.0,1.0,Engenharia Elétrica,1991.0,1.0
,,,Psicologia,1989.0,1,Medicamentos E Assistência Farmacêutica,2015.0,1.0,Engenharia Eletrônica E Computação,2018.0,1.0
,,,Psicologia,2016.0,1,Mba Em Gerenciamento De Projetos,2008.0,1.0,Engenharia Eletrônica E Computação,2011.0,1.0
,,,Psicologia,1993.0,1,Mathematical And Computational Modeling,2014.0,1.0,Engenharia E Tecnologia Espaciais,2014.0,1.0
,,,Psicologia,1996.0,1,Mestrado Multicêntrico Em Química,2014.0,1.0,Engenharia E Gestão Do Conhecimento,2013.0,1.0
,,,Psicologia,1997.0,1,Planeamento E Projeto Urbano,2017.0,1.0,Engenharia Do Ambiente,2019.0,1.0
,,,Psicologia,1998.0,1,Ppe-coppe/ufrj,2007.0,1.0,Engenharia De Transportes,2019.0,1.0
,,,Psicologia,1999.0,1,Matemática,2010.0,1.0,Engenharia De Transportes,1995.0,1.0
,,,Psicologia,2002.0,1,Matemática,2004.0,1.0,Engenharia De Materiais,2020.0,1.0
,,,Psicologia,2005.0,1,Processos Construtivos E Saneamento Urbano,2014.0,1.0,Engenharia De Transportes,1993.0,1.0
,,,Psicologia,2010.0,1,Matemática,2003.0,1.0,Engenharia De Sistemas E Computação,2013.0,1.0
,,,Psicologia,2012.0,1,Produção Vegetal,2012.0,1.0,Engenharia De Produção,2020.0,1.0
,,,Química,2018.0,1,Matemática,2000.0,1.0,Engenharia De Produção,2019.0,1.0
,,,Química Bacharelado,1994.0,1,Matemática,1996.0,1.0,Engenharia De Produção,2017.0,1.0
,,,Química Bacharelado,2004.0,1,Master Of Science In Cyber Security Engineering,2014.0,1.0,Engenharia De Produção,2010.0,1.0
,,,Tecnologia Em Processamento De Dados,1999.0,1,Master Of Music,2015.0,1.0,Engenharia De Produção,2007.0,1.0
,,,Sistemas De Informação,2001.0,1,Engenharia Metalúrgica E De Minas,2014.0,1.0,Engenharia De Produção,2005.0,1.0
,,,Sistemas De Informação,2003.0,1,Programa De Engenharia Elétrica,2014.0,1.0,Engenharia De Produção,2004.0,1.0
,,,Sociologia E Política,1999.0,1,Manufatura Integrada Por Computador,2002.0,1.0,Engenharia De Processos,2015.0,1.0
,,,Superior Processamento De Dados,1998.0,1,Manufatura Integrada Por Computador,2000.0,1.0,Engenharia Elétrica,2007.0,1.0
,,,Teatro,2011.0,1,Manufatura Integrada Por Computador,1995.0,1.0,Engenharia Elétrica,2012.0,1.0
,,,Tecnologia Em Gestão Da Produção E Metrologia,2006.0,1,Programa De Pó-graduação Em Engenharia Elétrica,2009.0,1.0,Engenharia Elétrica,2013.0,1.0
,,,Tecnologia Em Gestão De Recursos Humanos,2008.0,1,Maestría En Pedagogía Profesional,2000.0,1.0,Engenharia Elétrica,2014.0,1.0
,,,Tecnologia Em Mecatrônica Industrial,2006.0,1,Ma Music And Technology (research),2010.0,1.0,Engenharia Metalúrgica E De Minas,2009.0,1.0
,,,Tecnologia Em Normalização E Qualidade,1998.0,1,Línguística,2011.0,1.0,Engenharia Metalúrgica E De Minas,2008.0,1.0
,,,Tecnologia Em Radiologia,2000.0,1,Informática,2006.0,1.0,Engenharia Metalúrgica E De Minas,2005.0,1.0
,,,Química Bacharelado,2006.0,1,Information Technology,2014.0,1.0,Engenharia Metalúrgica E De Minas,2003.0,1.0
,,,Tecnologia Em Sistemas Para Internet,2008.0,1,Imunologia E Parasitologia Aplicadas,2004.0,1.0,Engenharia Metalúrgica E De Minas,2002.0,1.0
,,,Tecnologia Qualidade Industrial - Enf.automobilist,1997.0,1,Geografia Humana,2006.0,1.0,Engenharia Metalúrgica E De Minas,1999.0,1.0
,,,Tecnologo Em Normalização E Qualidade Industrial,2000.0,1,Geografia,2017.0,1.0,Engenharia Metalúrgica E De Minas,1994.0,1.0
,,,Tecnólogo Em Normalização E Qualidade Industrial,1996.0,1,Geografia,2015.0,1.0,Engenharia Metalúrgica,2012.0,1.0
,,,Tecnólogo Em Processamento De Dados,1991.0,1,Geografia,2014.0,1.0,Engenharia Mecânica,2013.0,1.0
,,,Turismo,2001.0,1,Geografia,2012.0,1.0,Engenharia Mecânica,2006.0,1.0
,,,Turismo E Hospitalidade,2008.0,1,Geografia,2011.0,1.0,Engenharia Mecânica,2005.0,1.0
,,,Veterinary Medicine,2003.0,1,Geociências E Meio Ambiente,2016.0,1.0,Engenharia Mecânica,2002.0,1.0
,,,Zoologia,1999.0,1,Programa De Pós-graduação Em Microbiologia,2017.0,1.0, De Pós-graduação Em Engenharia Metalúrgica E De Minas (cpgem),2011.0,1.0
,,,Sistemas De Informaçao,2003.0,1,Programa De Pós-graduação Multicêntrico Em Química,2019.0,1.0,Engenharia Mecânica,1999.0,1.0
,,,Sistema De Informação,2009.0,1,Programa De Pós-graduação Multicêntrico Em Química - Rede Mineira De Químic,2019.0,1.0,Engenharia Mecânica,1995.0,1.0
,,,Sistema De Informação,2003.0,1,Geociências,2014.0,1.0,Engenharia Mecânica,1994.0,1.0
,,,Serviço Social,2009.0,1,Genética E Melhoramento De Plantas,2015.0,1.0,Engenharia Mecanica,2003.0,1.0
,,,"Química Com Habilitação Em Química Tecnológica, Biotecnologia E Agroindustr",2009.0,1,Promoção Da Saúde E Prevenção Da Violência,2014.0,1.0,Engenharia Hidráulica E Saneamento,2019.0,1.0
,,,Química Industrial,2003.0,1,Psicologia,2013.0,1.0,Engenharia Elétrica E Metrologia,2019.0,1.0
,,,Química Industrial,2009.0,1,Psicologia,2017.0,1.0,Engenharia Elétrica E Informática Industrial,2017.0,1.0
,,,Química Licenciatura,1996.0,1,Psicologia,2018.0,1.0,Engenharia Elétrica,2021.0,1.0
,,,Química Licenciatura,2001.0,1,Metrologia Científica E Industrial,2008.0,1.0,Engenharia De Minas,1989.0,1.0
,,,Química Licenciatura,2010.0,1,Genética,2012.0,1.0,Engenharia De Materiais,2016.0,1.0
,,,Química Tecnológica,2009.0,1,Física E Matemática Aplicada,2011.0,1.0,Demografia,2015.0,1.0
,,,Química Tecnológica,2013.0,1,Física E Matemática Aplicada,2007.0,1.0,"Ecologia, Conservacao E Manejo Da Vida Silvestre",2017.0,1.0
,,,Química Tecnológica,2014.0,1,Física E Astronomia,2014.0,1.0,Educação,2020.0,1.0
,,,Química Tecnológica,2016.0,1,Física,2016.0,1.0,Educação,2007.0,1.0
,,,Química- Licenciatura,2002.0,1,Física,2015.0,1.0,Educação,2001.0,1.0
,,,Química/diurno,2001.0,1,Física,2014.0,1.0,Economia Doméstica,2017.0,1.0
,,,Radiologia,2003.0,1,Psicologia Avaliação Psicológica,2003.0,1.0,Economia De Empresa,2015.0,1.0
,,,Radiologia,2004.0,1,Física,2013.0,1.0,Economia Aplicada,2005.0,1.0
,,,Radiologia,2010.0,1,Pós Construção Civil,2018.0,1.0,Economia Aplicada,1998.0,1.0
,,,Secretariado Executivo,2011.0,1,Pós Engenharia De Materiais,2003.0,1.0,Economia,2017.0,1.0
,,,Serviço Social,2000.0,1,Geografia - Análise Ambiental,2009.0,1.0,Economia,2005.0,1.0
,,,Serviço Social,2005.0,1,Programa De Pós-graduação Em Microbiologia,2010.0,1.0,"Ecologia, Conservacao E Manejo Da Vida Silvestre",2019.0,1.0
,,,Serviço Social,2006.0,1,Hydro Science And Engineering,2018.0,1.0,Ecologia E Evolução Da Biodiversidade,2007.0,1.0
,,,Programa Especial De Formação De Docentes(química),2011.0,1,"Geografia- Organização,gestão E Produção Do Espaço",2006.0,1.0,Engenharia De Materiais,2015.0,1.0
,,,Programa Especial De Formação De Docente,2018.0,1,Mestrdo Engenharia Ambiental,2014.0,1.0,Ecologia De Ecossistemas,2011.0,1.0
,,,Programa Especial De Formação De Docente,2014.0,1,Géologie De L'ingénieur Et De L'environnement,2004.0,1.0,Ecologia (conservação E Manejo Da Vida Silvestre),2005.0,1.0
,,,Matematica,2006.0,1,Glitema,2012.0,1.0,Ecologia,2000.0,1.0
,,,Licenciatura Plena Para Formação De Professores,1995.0,1,Gestão Pública E Sociedade,2017.0,1.0,Doutorado Multicêntrico Em Química,2021.0,1.0
,,,Licenciatura Plena Para Graduação De Professores,1990.0,1,Geotecnia E Transportes,2015.0,1.0,Doctorate In Production Engineering,2015.0,1.0
,,,Licenciatura Plena Para Graduação De Professores,1996.0,1,Programa De Pós-graduação Em Engenharia Elétrica,2009.0,1.0,Doctorado En Ingeniería Energética Y Sostenible,2018.0,1.0
,,,Licenciatura Plena Para Graduação Professores 2o G,1991.0,1,Geotecnia E Transportes,2011.0,1.0,"Discurso, Mídia E Tecnologia",2017.0,1.0
,,,Licenciatura Plena/esquema 1,1997.0,1,Programa De Pós-graduação Em Engenharia Elétrica,2010.0,1.0,Design,2017.0,1.0
,,,Licendiatura Plena Para Graduação De Professores,1987.0,1,Geotecnia,2016.0,1.0,Desenvolvimento E Meio Ambiente - Prodema,2018.0,1.0
,,,Língua Inglesa,2000.0,1,Geotecnia,2006.0,1.0,Demografia,2021.0,1.0
,,,Matematica,1988.0,1,Geotecnia,2004.0,1.0,Educação,2021.0,1.0
,,,Matematica,2003.0,1,Geologia Estrutural,1989.0,1.0,Enfermagem,2017.0,1.0
,,,Matemática,1982.0,1,Geologia,2017.0,1.0,Engenharia Aeronâutica E Mecânica,2000.0,1.0
,,,Matemática,2011.0,1,Programa De Pós-graduação Em Engenharia Elétrica,2011.0,1.0,Engenharia Agrícola,2008.0,1.0
,,,Matemática,1984.0,1,Geologia,2007.0,1.0,Engenharia De Materiais,2014.0,1.0
,,,Matemática,1988.0,1,"Mestre Em Ciencia E Tec. Das Rad., Min. E Mat.",2007.0,1.0,Engenharia De Materiais,2013.0,1.0
,,,Matemática,1991.0,1,Programa De Pós-graduação Em Engenharia Elétrica,2016.0,1.0,Engenharia De Materiais,2011.0,1.0
,,,Matemática,1992.0,1,Programa De Pós-graduação Em Engenharia Elétrica,2017.0,1.0,Engenharia De Materiais,2003.0,1.0
,,,Matemática,1996.0,1,Programa De Pós-graduação Em Engenharia Elétrica (ppgel),2012.0,1.0,Engenharia De Materiais,2001.0,1.0
,,,Farmácia Habilitação Indústria,2001.0,1,Programa De Pós-graduação Em Engenharia Mecânica,2008.0,1.0,Engenharia De Materais,2018.0,1.0
,,,Matemática,1997.0,1,Metrologia,2010.0,1.0,Engenharia De Estruturas,2018.0,1.0
,,,Matemática,1998.0,1,Programa De Pós-graduação Em Engenharia Mecânica - Puc Minas,2017.0,1.0,Engenharia De Estruturas,2016.0,1.0
,,,Matemática,2004.0,1,Geologia,2002.0,1.0,Engenharia De Estruturas,2013.0,1.0
,,,Licenciatura Plena Para Ensino De Segundo Grau Mod,1989.0,1,"Programa De Pós-graduação Em Engenharia Metalúrgica, Materiais E De Minas",2017.0,1.0,Engenharia De Estruturas,2012.0,1.0
,,,Licenciatura Plena Para A Graduação De Professores,1993.0,1,Programa De Pós-graduação Em Estudos Lingüísticos,2008.0,1.0,Engenharia De Estruturas,2010.0,1.0
,,,Licenciatura Plena Para A Graduação De Professores,1989.0,1,Programa De Pós-graduação Em Linguística,2010.0,1.0,Engenharia De Estruturas,2008.0,1.0
,,,Licenciatura Plena Para A Formação De Professores,1988.0,1,Programa De Pós-graduação Em Medicamentos E Assistência Farmacêutica,2017.0,1.0,Engenharia De Estruturas,2004.0,1.0
,,,Licenciatura Plena Da Parte De Formação Especial D,1994.0,1,Master Of Engineering,2010.0,1.0,Engenharia De Automação E Sistemas,2017.0,1.0
,,,Licenciatura Plena De Professores,1991.0,1, De Ciências E Técnicas Nucleares,2004.0,1.0,Engenharia De Automação E Sistemas,2011.0,1.0
,,,Licenciatura Plena Em Construção Civil,1985.0,1,Engenharia Metalúrgica E De Minas,2013.0,1.0,Engenharia De Automação E Sistemas,2009.0,1.0
,,,Licenciatura Plena Em Eletricidade,1988.0,1,Ciência E Engenharia De Materiais,2016.0,1.0,Engenharia De Alimentos,2007.0,1.0
,,,Licenciatura Plena Em Eletricidade / Eletrônica,1991.0,1,Ciências Ambientais,2017.0,1.0,Engenharia Civil,2000.0,1.0
,,,Licenciatura Plena Em Letras,1994.0,1,Ciências Biológicas,2005.0,1.0,Engenharia Civil,1998.0,1.0
,,,Licenciatura Plena Em Matematica,2000.0,1,Ciências Biológicas (entomologia),2009.0,1.0,Engenharia Biomédica,2021.0,1.0
,,,Licenciatura Plena Em Matematica,2007.0,1,Ciências Biológicas (fisiologia E Farmacologia),2009.0,1.0,Engenharia Agrícola,2017.0,1.0
,,,Licenciatura Plena Em Matemática,1995.0,1,Ciências Biológicas (fisiologia E Farmacologia),2012.0,1.0,Zoologia,2013.0,1.0
,,,Licenciatura Plena Em Matemática,1999.0,1,Ciências Biológicas (genética),2015.0,1.0,,,
,,,Licenciatura Plena Em Matemática,2002.0,1,Ciências Biológicas (microbiologia),2004.0,1.0,,,
,,,Licenciatura Plena Em Matemática,2003.0,1,Ciências Biológicas (microbiologia),2006.0,1.0,,,
,,,Licenciatura Plena Em Mecânica,1988.0,1,Ciências Biológicas (microbiologia),2016.0,1.0,,,
,,,Licenciatura Plena Em Metalurgia E Mecânica,1988.0,1,Ciências Contábeis,2012.0,1.0,,,
,,,Licenciatura Plena Em Química,1988.0,1,Ciências Contábeis,2015.0,1.0,,,
,,,Licenciatura Plena Em Química,2004.0,1,Ciências Contábeis E Atuariais,2013.0,1.0,,,
,,,Licenciatura Plena Em Química Pura E Aplicada,1986.0,1,Ciências Da Computação,1983.0,1.0,,,
,,,Licenciatura Plena Ensino Do 2o Grau,1988.0,1,Ciências Da Computação,1992.0,1.0,,,
,,,Licenciatura Plena Ensino Química,1981.0,1,Ciências Da Computação,1997.0,1.0,,,
,,,Matemática,2009.0,1,Ciências Da Computação,2000.0,1.0,,,
,,,Matemática,2012.0,1,Ciências Da Computação,2001.0,1.0,,,
,,,Programa Especial De Formação De Docente,2003.0,1,Ciências Agrárias (fisiologia Vegetal),2015.0,1.0,,,
,,,Pedagogia,2016.0,1,Ciências (na Especialidade Em Ciência Dos Materiais),2019.0,1.0,,,
,,,Nutrição,2013.0,1,Ciência Política,2019.0,1.0,,,
,,,Odontologia,1999.0,1,"Ciência E Tecnologia Das Radiações, Minerais E Mat",2015.0,1.0,,,
,,,Pedagogia,1991.0,1,Ciência E Tecnologia Da Computação,2015.0,1.0,,,
,,,Pedagogia,1992.0,1,Ciência E Tecnologia Da Madeira,2016.0,1.0,,,
,,,Pedagogia,1993.0,1,Ciência E Tecnologia Da Madeira,2017.0,1.0,,,
,,,Pedagogia,1996.0,1,Ciência E Tecnologia Das Radiações,2014.0,1.0,,,
,,,Pedagogia,1998.0,1,Ciência E Tecnologia Das Radiações,2015.0,1.0,,,
,,,Pedagogia,2004.0,1,"Ciência E Tecnologia Das Radiações, Mi",2003.0,1.0,,,
,,,Pedagogia,2009.0,1,"Ciência E Tecnologia Das Radiações, Minerais E Mat",2012.0,1.0,,,
,,,Pedagogia,2017.0,1,"Ciência E Tecnologia Das Radiações, Minerais E Materiais",2009.0,1.0,,,
,,,Matemática - Complementação Pedagógica,2018.0,1,Ciência Política,2010.0,1.0,,,
,,,Pedagogia,2020.0,1,"Ciência E Tecnologia Das Radiações, Minerais E Materiais",2013.0,1.0,,,
,,,Pedagogia Com Ênfase Ensino Religioso,2004.0,1,"Ciência E Tecnologia Das Radiações, Minerais E Materiais",2014.0,1.0,,,
,,,Produção Editorial,1999.0,1,"Ciência E Tecnologia Das Radiações, Minerais E Materiais",2018.0,1.0,,,
,,,Prog.esp. De Formação Pedagógica De Docentes,2009.0,1,Ciência E Tecnologia De Alimentos,2003.0,1.0,,,
,,,Programa Esp. De Formação Pedagógica De Docentes,2010.0,1,Ciência E Tecnologia Dos Materiais,2014.0,1.0,,,
,,,Programa Especial De Formação De Docente,1981.0,1,Ciência Florestal,1998.0,1.0,,,
,,,Programa Especial De Formação De Docente,1988.0,1,Ciência Política,2008.0,1.0,,,
,,,Programa Especial De Formação De Docente,1989.0,1,Ciências Da Computação,2003.0,1.0,,,
,,,Programa Especial De Formação De Docente,1994.0,1,Ciências Da Computação,2005.0,1.0,,,
,,,Nutrição,2007.0,1,Ciências Da Computação,2009.0,1.0,,,
,,,Nutrição,2005.0,1,Ciências Sociais,2010.0,1.0,,,
,,,Normalização E Qualidade Industrial,2006.0,1,Ciências Farmacêuticas,2001.0,1.0,,,
,,,Música - Música Popular,2014.0,1,Ciências Farmacêuticas,2004.0,1.0,,,
,,,Matemática - Licenciatura,2005.0,1,Ciências Farmacêuticas,2006.0,1.0,,,
,,,Matemática - Licenciatura,2020.0,1,Ciências Farmacêuticas,2008.0,1.0,,,
,,,Matemática - Licenciatura Ou Bacharelado,2004.0,1,Ciências Farmacêuticas,2011.0,1.0,,,
,,,Matemática Computacional,1998.0,1,Ciências Farmacêuticas,2013.0,1.0,,,
,,,Matemática Computacional,2001.0,1,Ciências Sociais,2008.0,1.0,,,
,,,Matemática Computacional,2004.0,1,Ciências Técnicas Nucleares,1999.0,1.0,,,
,,,Matemática Computacional,2010.0,1,Ciências E Tecnologias Espaciais,2014.0,1.0,,,
,,,Matemática Licenciatura Plena,1999.0,1,Ciências Técnicas Nucleares,2000.0,1.0,,,
,,,Matemática/bacharel,1998.0,1,Ciências Técnicas Nucleares,2006.0,1.0,,,
,,,Medicina,2016.0,1,Ciências Técnicas Nucleares,2007.0,1.0,,,
,,,Medicina Veterinária,1995.0,1,Ciências Técnicas Nucleares,2010.0,1.0,,,
,,,Medicina Veterinária,2000.0,1,Ciências Técnicas Nucleares,2012.0,1.0,,,
,,,Medicina Veterinária,2005.0,1,Ciências Técnicas Nucleares,2019.0,1.0,,,
,,,Medicina Veterinária,2008.0,1,Computação,2007.0,1.0,,,
,,,Medicina Veterinária,2016.0,1,Ciências E Técnicas Nucleares,2007.0,1.0,,,
,,,Museologia,2009.0,1,Ciências Dos Materiais,2015.0,1.0,,,
,,,Museologia,2017.0,1,Ciências Da Computação,2015.0,1.0,,,
,,,Música - Composição,2012.0,1,Ciências Da Informação,2018.0,1.0,,,
,,,"Música - Instrumentos De Corda, Sopro E Percussão",2010.0,1,Ciências Da Computação E Matemática Computacional,2013.0,1.0,,,
,,,Farmácia Industrial,1988.0,1,Ciências Da Computação E Matemática Computacional,2016.0,1.0,,,
,,,Engenharia Mecânica,1993.0,1,Ciências Da Computação E Matemática Computacional,2018.0,1.0,,,
,,,Farmácia Com Habilitação Em Indústria,2003.0,1,Ciências Da Educação,1999.0,1.0,,,
,,,Ciências Econômicas,1999.0,1,Ciências Da Informação,2003.0,1.0,,,
,,,Ciências Econômicas,2006.0,1,Ciências Da Informação,2004.0,1.0,,,
,,,Ciências Sociais,1978.0,1,Ciências Da Informação,2010.0,1.0,,,
,,,Ciências Sociais,1991.0,1,Ciências Da Reabilitação,2015.0,1.0,,,
,,,Ciências Sociais,2002.0,1,Ciências Dos Materiais,2010.0,1.0,,,
,,,Ciências Sociais,2010.0,1,Ciências Da Saúde,2013.0,1.0,,,
,,,Computação,2020.0,1,Ciências De Alimentos,2003.0,1.0,,,
,,,Computer Science,2009.0,1,Ciências De Alimentos,2005.0,1.0,,,
,,,Comunicação Social,1997.0,1,Ciências De Alimentos,2008.0,1.0,,,
,,,Comunicação Social,2005.0,1,Ciências De Alimentos,2010.0,1.0,,,
,,,Comunicação Social,2009.0,1,Ciências De Alimentos,2012.0,1.0,,,
,,,Comunicação Social,2015.0,1,Ciências De Alimentos,2014.0,1.0,,,
,,,Comunicação Social - Habilitação Em Jornalismo,2004.0,1,"Ciência E Tec. Das Radiações, Minerais E Materiais",2011.0,1.0,,,
,,,Comunicação Social - Jornalismo,1999.0,1,Ciência Do Solo,1997.0,1.0,,,
,,,Comunicação Social - Jornalismo,2007.0,1,Comunicação,2016.0,1.0,,,
,,,Comunicação Social - Jornalismo,2009.0,1,Ciência De Alimentos,1994.0,1.0,,,
,,,Comunicação Social - Publicidade E Propaganda,2004.0,1,Aqüicultura,2019.0,1.0,,,
,,,Comunicação Social - Publicidade E Propaganda,2009.0,1,Arqueologia/artefact Studies,2013.0,1.0,,,
,,,Comunicação Social - Relações Públicas,2007.0,1,Arquitetura,1998.0,1.0,,,
,,,Comunicação Social / Relações Públicas,2008.0,1,Arquitetura,2004.0,1.0,,,
,,,Ciências Econômicas,2004.0,1,Arquitetura,2005.0,1.0,,,
,,,Ciências Econômicas,1998.0,1,Arquitetura,2013.0,1.0,,,
,,,Ciência Da Computação,2012.0,1,Arquitetura,2015.0,1.0,,,
,,,Ciências Econômicas,1982.0,1,Arquitetura,2016.0,1.0,,,
,,,Ciência Da Computação,2018.0,1,Arquitetura,2017.0,1.0,,,
,,,Ciência E Economia,2011.0,1,Arquitetura E Urbanismo,2004.0,1.0,,,
,,,Ciências Biológicas,1997.0,1,Arquitetura E Urbanismo,2011.0,1.0,,,
,,,Ciências Biológicas,2000.0,1,Artes,2008.0,1.0,,,
,,,Ciências Biológicas,2001.0,1,Artes,2009.0,1.0,,,
,,,Ciências Biológicas,2002.0,1,Artes,2010.0,1.0,,,
,,,Ciências Biológicas,2004.0,1,Artes,2011.0,1.0,,,
,,,Ciências Biológicas,2007.0,1,"Artes Plásticas, Visuais E Interartes",2017.0,1.0,,,
,,,Ciências Biológicas,2011.0,1,Artes Visuais,2015.0,1.0,,,
,,,Ciências Biológicas,2019.0,1,Análises Clínicas E Toxicológicas,2015.0,1.0,,,
,,,Ciências Biológicas - Licenciatura,2006.0,1,Análise E Modelagem De Sistemas Ambientais,2019.0,1.0,,,
,,,Ciências Biológicas - Licenciatura Plena,2000.0,1,Análise E Modelagem De Sistemas Ambientais,2009.0,1.0,,,
,,,Ciências Biológicas E Programação Da Saúde,1997.0,1,Administração Pública,2005.0,1.0,,,
,,,Ciências Biológicas Licenciatura,2001.0,1, De Pós-graduação Em Engenharia Metalúrgica E De Minas (cpgem),2012.0,1.0,,,
,,,Ciências Biológicas/bacharelado Em Ecologia,1996.0,1,Administração,2005.0,1.0,,,
,,,Ciências Contábeis,1976.0,1,Administração,2011.0,1.0,,,
,,,Ciências Contábeis,2007.0,1,Administração,2013.0,1.0,,,
,,,Ciências Da Computação,2005.0,1,Administração,2015.0,1.0,,,
,,,Ciências Economicas,1990.0,1,Administração,2018.0,1.0,,,
,,,Conservação E Restauração De Bens Culturais Móveis,2009.0,1,Administração De Empresas,2015.0,1.0,,,
,,,Controle De Processos Industrais,2010.0,1,Administração Pública,2008.0,1.0,,,
,,,Desenho Industrial,1992.0,1,Análise De Bacias E Faixas Móveis,2010.0,1.0,,,
,,,Desenho Industrial - Hab. Projeto De Produto,1991.0,1,Agricultura Tropical E Sub Tropical,2013.0,1.0,,,
,,,Eletrônica,1988.0,1,Agronomia (fitotecnia),1994.0,1.0,,,
,,,Enfermagem,1998.0,1,Agronomia (solos E Nutrição De Plantas),2006.0,1.0,,,
,,,Enfermagem,2008.0,1,Agroquímica,1999.0,1.0,,,
,,,Eng Civil,1984.0,1,Agroquímica,2009.0,1.0,,,
,,,Eng. Ind. Mecânica,1984.0,1,Agroquímica,2016.0,1.0,,,
,,,Eng. Mecânica,1983.0,1,Antropologia,2015.0,1.0,,,
,,,Engeharia Elétrica,1985.0,1,Bioinformática,2013.0,1.0,,,
,,,Engeharia Mecanica,2007.0,1,Bioinformática,2014.0,1.0,,,
,,,Engenhari Industrial Elétrica,2004.0,1,Biologia (ecologia),2005.0,1.0,,,
,,,Engenhari Mecânica,1984.0,1,Ciência Da Computação,2005.0,1.0,,,
,,,Engenharia,1962.0,1,"Ciên. E Tec. Das Radiações, Minerais E Materiais",2010.0,1.0,,,
,,,Engenharia,1983.0,1,Ciênc.da Saúde (infectologia E Medicina Tropical),2006.0,1.0,,,
,,,Engenharia Agronomica,2001.0,1,Ciência Animal,2008.0,1.0,,,
,,,Engenharia Ambiental,2000.0,1,Ciência Animal (conceito Capes 6),2010.0,1.0,,,
,,,Engenharia Ambiental,2002.0,1,Ciência Da Computação,1992.0,1.0,,,
,,,Engenharia Ambiental,2003.0,1,Ciência Da Computação,2003.0,1.0,,,
,,,Engenharia Ambiental,2005.0,1,Ciência Da Computação,2004.0,1.0,,,
,,,Engenharia Ambiental,2009.0,1,Ciência Da Computação,2006.0,1.0,,,
,,,Engenharia Ambiental E Sanitária,2012.0,1,Ciencias Geofisicas Geologicas,1993.0,1.0,,,
,,,Electrical Engineering,2000.0,1,Ciência Da Computação,2008.0,1.0,,,
,,,Electrical And Electronic Engineering,2014.0,1,Ciência Da Computação,2011.0,1.0,,,
,,,Educação Física,2009.0,1,Ciência Da Computação,2014.0,1.0,,,
,,,Direito,2002.0,1,Ciência Da Computação,2015.0,1.0,,,
,,,Desenho Industrial - Projeto De Produto,2003.0,1,Ciência Da Informação,2007.0,1.0,,,
,,,Desenho Industrial -habilitação Projeto De Produto,1998.0,1,Ciência Da Nutrição,2003.0,1.0,,,
,,,Design De Ambientes,2009.0,1,Ciência Das Tec Das Radiações Minerais E Materiais,2005.0,1.0,,,
,,,Design De Produto,2007.0,1,Civil And Structural Engineering,2004.0,1.0,,,
,,,Design De Produto,2008.0,1,Ciencia E Tecnologia Dos Materiais,2007.0,1.0,,,
,,,Design Gráfico,2003.0,1,Biologia Animal,2002.0,1.0,,,
,,,Direito,1990.0,1,Biologia Vegetal,2014.0,1.0,,,
,,,Direito,1999.0,1,Biologia Celular,2011.0,1.0,,,
,,,Direito,2003.0,1,Biologia Celular,2017.0,1.0,,,
,,,Educação Física,2005.0,1,Biologia Celular,2018.0,1.0,,,
,,,Direito,2006.0,1,"Biologia Celular E Molecular, Genômica E Proteômica De Tripanosomatídeos",2018.0,1.0,,,
,,,Direito,2008.0,1,Biologia Comparada,2006.0,1.0,,,
,,,Direito,2011.0,1,Biologia Computacional E Sistemas,2014.0,1.0,,,
,,,Ecologia,2005.0,1,Biologia Vegetal,2010.0,1.0,,,
,,,Educação Artística,1988.0,1,Bioquimica Agricola,2012.0,1.0,,,
,,,Educação Artística (licenciatura),1993.0,1,Ciencia E Tecnologia Das Radiações E Materiais,2008.0,1.0,,,
,,,Educação Artística - Música,2003.0,1,Bioquímica E Imunologia,2002.0,1.0,,,
,,,Educação Física,2002.0,1,Bioquímica E Imunologia,2017.0,1.0,,,
,,,Ciência Da Computação,2013.0,1,Bioquímica E Imunologia,2019.0,1.0,,,
,,,Ciência Da Computação,2005.0,1,Biotecnologia,2016.0,1.0,,,
,,,Farmácia,2012.0,1,Botânica,2014.0,1.0,,,
,,,Administração De Empresas,1996.0,1,"C & T Das Radiações, Minerais E Materiais",2006.0,1.0,,,
