CURSO-TECNICO-PROFISSIONALIZANTE,Fim.1,Quantidade,GRADUACAO,Fim.2,Quantidade,MESTRADO,Fim.4,Quantidade,DOUTORADO,Fim.5,Quantidade
Informática Industrial,1991.0,1.0,Química,1995.0,2,Matemática,2012.0,2.0,Ciências Florestais,1998.0,1.0
Edificações,1975.0,1.0,Física,2014.0,2,Ciências Da Computação,2013.0,2.0,Ciências Mecânicas,2013.0,1.0
 Química,1992.0,1.0,Sistemas De Informação,2008.0,2,Química,2012.0,2.0,Ciências Técnicas Nucleares,2012.0,1.0
 Química,1994.0,1.0,Sistemas De Informação,2010.0,2,Ciências Biológicas (fisiologia E Farmacologia),2012.0,2.0,Ciências Técnicas Nucleares,2013.0,1.0
 Química,1997.0,1.0,Engenharia Mecânica,2017.0,2,Ciências De Alimentos,2011.0,2.0,Ciências Técnicas Nucleares,2014.0,1.0
 Química,2005.0,1.0,Ciências Biológicas,2001.0,2,Programa De Pós Medicamentos E Assistência Farmacêutica,2017.0,2.0,Ciências Técnicas Nucleares,2017.0,1.0
 Química,2010.0,1.0,Física,1994.0,2,Tecnologia,2006.0,2.0,Cognitive Science,2013.0,1.0
 Química Industrial,1994.0,1.0,Ciências Biológicas,2002.0,2,Arquitetura,2007.0,2.0,Computação,2012.0,1.0
 Química Industrial,1999.0,1.0,Ciências Biológicas,2008.0,2,Arquitetura,2018.0,2.0,Computação Aplicada,2006.0,1.0
 Química Industrial,2004.0,1.0,Ciências Biológicas,2009.0,2,Tecnologia,1998.0,2.0,Comunicação Social,2014.0,1.0
Administração De Empresas,2010.0,1.0,Física,2006.0,2,Tecnologia,1997.0,2.0,Comunicação Social,2019.0,1.0
Administração De Empresas Com Ênfase Em Gestão De Negócios,2012.0,1.0,Ciências Biológicas,2011.0,2,Artes,2011.0,2.0,Ciência E Tecnologia De Alimentos,2015.0,1.0
Administração E Contabilidade,2000.0,1.0,Engenharia Mecânica,2010.0,2,Química,2020.0,2.0,Ciência E Tecnologia De Alimentos,2013.0,1.0
Agroindústria,2009.0,1.0,Física,2004.0,2,Ciência Da Computação,2008.0,2.0,"Ciência E Tecnologia Das Radiações, Minerais E Materiais",2018.0,1.0
Automação Industrial,2012.0,1.0,Ciência Da Computação,2014.0,2,Ciências Da Computação,2003.0,2.0,Biologia Celular,2015.0,1.0
Automação Industrial,2016.0,1.0,Química,2003.0,2,Ciências Da Computação,2005.0,2.0, De Pós-graduação Em Engenharia Metalúrgica E De Minas (cpgem),2017.0,1.0
Edificações,1979.0,1.0,Geologia,2011.0,2,Programa De Pós-graduação Em Engenharia Elétrica,2010.0,2.0," De Pós-graduação Em Engenharia Metalúrgica, Materiais E De Minas",2013.0,1.0
 Química,1981.0,1.0,Ciencias Biologicas,2012.0,2,Ciências Da Computação,2019.0,2.0,Administração,2016.0,1.0
Edificações,1985.0,1.0,Serviço Social,2009.0,2,Ciências Da Computação,2017.0,2.0,Administração,2019.0,1.0
Edificações,1992.0,1.0,Radiologia,2006.0,2,Ciências Da Computação,2015.0,2.0,Administração,2021.0,1.0
Edificações,1993.0,1.0,Arquitetura E Urbanismo,2011.0,2,"Saneamento, Meio Ambiente E Recursos Hídricos",2009.0,2.0,Agronomia (agricultura),2019.0,1.0
Edificações,1995.0,1.0,Geografia,2006.0,2,Biologia Vegetal,2012.0,2.0,Agroquímica,2015.0,1.0
Edificações,1998.0,1.0,Química Tecnológica,2011.0,2,Biologia Vegetal,2013.0,2.0,Arquitetura E Urbanismo,2012.0,1.0
Edificações,2005.0,1.0,Engenharia Química,2004.0,2,Ciências Da Computação,2006.0,2.0,Arquitetura E Urbanismo,2017.0,1.0
Edificações,2006.0,1.0,Engenharia Química,1996.0,2,Química,2016.0,2.0,Bioengenharia,2016.0,1.0
Edificações,2010.0,1.0,Geografia,2007.0,2,Tecnologia,2001.0,2.0,Bioinformática,2008.0,1.0
Edificações,2012.0,1.0,Engenharia Industrial Mecânica,2009.0,2,Administração,2007.0,2.0,Bioinformática,2021.0,1.0
Edificações / Construção Civil,2004.0,1.0,Geologia,1988.0,2,Ciência E Tecnologia Da Madeira,2018.0,2.0,Biologia Animal,2006.0,1.0
Edificações: Planejamento E Projetos,2006.0,1.0,Arquitetura E Urbanismo,2010.0,2,Administração,2012.0,2.0,Biologia Comparada,2012.0,1.0
Eletrinica,1992.0,1.0,Engenharia Metalúrgica,2012.0,2, De Pós-graduação Em Engenharia Metalúrgica E De Minas (cpgem),2011.0,2.0,"Ciência E Tecnologia Das Radiações, Minerais E Mat",2018.0,1.0
Eletroeletrônica,2009.0,1.0,Engenharia Metalúrgica,2011.0,2,Ciências Técnicas Nucleares,2008.0,2.0,Biologia Vegetal,2008.0,1.0
Eletromecanica,2004.0,1.0,Geologia,2006.0,2,"Ciência E Tecnologia Das Radiações, Mi",2010.0,2.0,Biologia Vegetal,2016.0,1.0
 Química,1988.0,1.0,Química,2010.0,2,"Ciência E Tecnologia Das Radiações, Minerais E Mat",2012.0,2.0,Biologia Vegetal,2020.0,1.0
 Meânica,1981.0,1.0,Física,2003.0,2,"Ciência E Tecnologia Das Radiações, Minerais E Materiais",2018.0,2.0,Bioquímica E Imunologia,2006.0,1.0
Eletromecânica,1985.0,1.0,Arquitetura E Urbanismo,2013.0,2,Química,2004.0,2.0,Biotecnologia,2015.0,1.0
 Industrial Em Eletrônica,1992.0,1.0,Tecnologia Em Radiologia,2010.0,2,Quimica Inorganica,2007.0,2.0,Biotecnologia,2020.0,1.0
 Administração,1997.0,1.0,Ciências Econômicas,2014.0,2,"Ciência E Tecnologia Das Radiações, Minerais E Mat",2013.0,2.0,"Cienc. Tecnologia Radiações, Minerais E Materiais",2019.0,1.0
 Agrícola,2007.0,1.0,Administração,2003.0,2,Ciências Farmacêuticas,2016.0,2.0,Ciencia Da Computacao,2018.0,1.0
 Edificações,1988.0,1.0,Administração,2004.0,2,Ressources Minérales - Exploitation Minière Et Stockage Géologique,2017.0,1.0,Ciencia Política,2021.0,1.0
 Eletromecânica,1994.0,1.0,Engenharia Mecatrônica,2015.0,2,Química,2010.0,1.0,Ciencias Empresariales,2000.0,1.0
 Eletromecânica,1996.0,1.0,Filosofia,2009.0,2,Química,2006.0,1.0,Ciência Da Educação,2010.0,1.0
 Eletronica,1997.0,1.0,Engenharia Mecânica,2004.0,2,"Saneamento, Meio Ambiente E Recursos Hídricos",1999.0,1.0,"Ciência Dos Materiais, Minerais E Radiações",2015.0,1.0
 Eletronica,2006.0,1.0,Farmácia,2014.0,2,Relações Internacionais,2015.0,1.0,Ciência E Tecnologia Das Radiações,2017.0,1.0
 Eletrotécnica,1971.0,1.0,Administração,2013.0,2,Recursos Hídricos E Saneamento Ambiental,1993.0,1.0,Demografia,2019.0,1.0
 Eletrotécnica,1980.0,1.0,Psicologia,1991.0,2,Química Orgânica,2016.0,1.0,"Discurso, Mídia E Tecnologia",2021.0,1.0
 Eletrônica,1983.0,1.0,História,2007.0,2,Química Inorgânica,2018.0,1.0,Engenharia Mecânica,2007.0,1.0
 Eletrônica Industrial,1993.0,1.0,Engenharia Mecânica,1989.0,2,"Saneamento, Meio Ambiente E Recursos Hídricos",1996.0,1.0,Doctorado En Ingeniería Energética Y Sostenible,2022.0,1.0
 Eletrônica Industrial,1996.0,1.0,História,2006.0,2,Fisiologia E Farmacologia,2012.0,1.0,Engenharia De Materiais,2011.0,1.0
 Eletrônico,2001.0,1.0,Administração,2014.0,2,"Saneamento, Meio Ambiente E Recursos Hídricos",2005.0,1.0,Engenharia De Materiais,2012.0,1.0
 Industrial De Mecânica,1988.0,1.0,Engenharia Mecânica,1986.0,2,Química Inorgânica,2008.0,1.0,Engenharia De Materiais,2016.0,1.0
 Industrial Em Eletrônica,1995.0,1.0,Tecnologia Em Radiologia,2008.0,2,"Saneamento, Meio Ambiente E Recursos Hídricos",2007.0,1.0,Engenharia De Materiais,2018.0,1.0
 Metalurgia,2003.0,1.0,Tecnologia Em Radiologia,2006.0,2,"Saneamento, Meio Ambiente E Recursos Hídricos",2008.0,1.0,Engenharia De Materiais,2019.0,1.0
 Industrial Em Eletrônica,1996.0,1.0,Tecnologia Em Radiologia,2004.0,2,"Saneamento, Meio Ambiente E Recursos Hídricos",2014.0,1.0,Engenharia De Minas,1993.0,1.0
 Industrial Em Mecânica,1973.0,1.0,Farmácia,2003.0,2,"Saneamento, Meio Ambiente E Recursos Hídricos",2015.0,1.0,Engenharia De Processos,2019.0,1.0
 Industrial Em Quimica,1997.0,1.0,Engenharia Industrial Mecânica,2011.0,2,"Saneamento, Meio Ambiente E Recursos Hídricos",2017.0,1.0,Engenharia De Produção,2008.0,1.0
 Industrial Em Química,1997.0,1.0,Psicologia,2016.0,2,"Saneamento, Meio Ambiente E Recursos Hídricos",2019.0,1.0,Engenharia De Produção,2009.0,1.0
 Industrial Em Química,2007.0,1.0,Engenharia Mecânica,1999.0,2,Química,2007.0,1.0,Engenharia De Produção,2013.0,1.0
 Industrial Em Saneamento,1997.0,1.0,Psicologia,2011.0,2,Química (química Analítica) [sp-capital],1973.0,1.0,Engenharia De Produção,2016.0,1.0
 Mecanico,1987.0,1.0,Psicologia,2003.0,2,Química E Biotecnologia,1999.0,1.0,Engenharia De Produção,2017.0,1.0
 Mecânica,1978.0,1.0,Letras,1999.0,2,Química,2018.0,1.0,Engenharia De Sistemas E Computação,2018.0,1.0
 Mecânica Industrial,2006.0,1.0,Filosofia,2010.0,1,Geociências,2017.0,1.0,Engenharia De Transportes,1998.0,1.0
 Mecânico,1984.0,1.0,Letras-português/inglês E Respectivas Literaturas,2014.0,1,Genética E Melhoramento De Plantas,2017.0,1.0,Engenharia De Transportes,2001.0,1.0
 Mecânico,1989.0,1.0,Letras R2,2016.0,1,Geociências E Meio Ambiente,2018.0,1.0,Engenharia De Transportes,2010.0,1.0
 Mecânico,1995.0,1.0,Letras Português/ Inglês,2008.0,1,Genética,2014.0,1.0,Engenharia E Gestão Do Conhecimento,2017.0,1.0
 Mecânico,2006.0,1.0,Licenciatura Plena,1988.0,1,Física E Matemática Aplicada,2013.0,1.0,Engenharia E Tecnologia Espaciais,2018.0,1.0
 Metalurgia,1982.0,1.0,Letras - Português E Inglês,2008.0,1,Química,2009.0,1.0,Engenharia Eletrônica E Computação,2015.0,1.0
Eletromecanica,2007.0,1.0,Farmácia Industrial,1993.0,1,Física E Matemática Aplicada,2009.0,1.0,Engenharia Elétrica,1994.0,1.0
Eletromecânica,1989.0,1.0,Letras / Licenciatura Plena Em Língua Portuguesa,2000.0,1,Geografia,2013.0,1.0,Engenharia Elétrica,2003.0,1.0
Informática Industrial,1990.0,1.0,Letras - Tradução,2010.0,1,Física E Astronomia,2016.0,1.0,Engenharia Elétrica,2010.0,1.0
Equipamentos Para A Área Da Saúde,2010.0,1.0,Letras - Português E Inglês,2019.0,1,Física,2018.0,1.0,Engenharia Elétrica,2012.0,1.0
Eletrônica,1981.0,1.0,Farmácia Habilitação Indústria,2005.0,1,Física,2017.0,1.0,Engenharia Elétrica,2017.0,1.0
Eletrônica,1986.0,1.0,Liceciatura Em Química,2003.0,1,Física,2005.0,1.0, De Pós-graduação Em Engenharia Metalúrgica E De Minas (cpgem),2014.0,1.0
Eletrônica,1989.0,1.0,Letras: Tecnologias De Edição,2018.0,1,Química,2014.0,1.0,Engenharia Mecânica,1999.0,1.0
Eletrônica,1990.0,1.0,Física,1991.0,1,Química,2008.0,1.0,Engenharia Mecânica,2000.0,1.0
Eletrônica,1991.0,1.0,Licenciatura Me Matemática,2006.0,1,Filosofia,2018.0,1.0,Engenharia Mecânica,2003.0,1.0
Eletrônica,2008.0,1.0,Física,2018.0,1,Geografia,2014.0,1.0,Engenharia Mecânica,2004.0,1.0
Eletrônica,2009.0,1.0,Física,1989.0,1,Física,2004.0,1.0,Engenharia De Materiais,2010.0,1.0
Eletrônica,2010.0,1.0,Formação Pedagógica Para Educação Profissional,2007.0,1,Física,2000.0,1.0,Engenharia De Materiais,2008.0,1.0
Eletrônica,2011.0,1.0,Física,2005.0,1,Geografia,2016.0,1.0,Engenharia De Estruturas,2016.0,1.0
Eletrônica Industrial,1993.0,1.0,Letras - Português E Inglês,2006.0,1,Geografia,2017.0,1.0,Educação,2017.0,1.0
Eletrônica Industrial,1995.0,1.0,Física,2009.0,1,Geografia,2019.0,1.0,Doctorate In Production Engineering,2018.0,1.0
Eletrônica Industrial,1996.0,1.0,Licenciado Pleno Para Graduação De Professores Da,1990.0,1,Física,1994.0,1.0,Ecologia,2004.0,1.0
Ensino Profissional De Nível ,1997.0,1.0,Física - Licenciatura Ou Bacharelado,2014.0,1,Física,1987.0,1.0,Ecologia (conservação E Manejo Da Vida Silvestre),2009.0,1.0
Equipamentos Biomédicos,2007.0,1.0,Fisica,2010.0,1,Fitotecnia (produção Vegetal),2002.0,1.0,Ecologia De Ecossistemas,2015.0,1.0
Equipamentos Para A Área Da Sáude,2011.0,1.0,Licenciatura Matemática,2009.0,1,"Saneamento, Meio Ambiente E Recursos Hídricos",2021.0,1.0,Ecologia E Evolução Da Biodiversidade,2011.0,1.0
Eletrônica,1978.0,1.0,Licenc. P. P/ A Grad. De Prof. Parte De Form Espec,1990.0,1,Mpa,2006.0,1.0,"Ecologia, Conservacao E Manejo Da Vida Silvestre",2021.0,1.0
Estradas,1994.0,1.0,Formação De Professores Para Currículo Especial Do,1996.0,1,Saúde Animal,2014.0,1.0,Economia,2011.0,1.0
Estradas,2006.0,1.0,Física / Licenciatura,2000.0,1,Tecnologia Manufatura Integrada Por Computador,2004.0,1.0,Economia Aplicada,2008.0,1.0
 /profissionalizante Em Edificações,2005.0,1.0,Física Aplicada Ciência Dos Materiais,2002.0,1,Estudos Lingüísticos,2015.0,1.0,Economia Aplicada,2011.0,1.0
Estradas - Ênfase Em Transporte E Trânsito,2002.0,1.0,Formacao De Docentes,2011.0,1,Estudos Lingüísticos,2006.0,1.0,Economia De Empresa,2019.0,1.0
Gestão Comercial,2007.0,1.0,Letras,2000.0,1,Estudos Lingüísticos,2005.0,1.0,Educação,2004.0,1.0
Gestão Em Serviços De Saúde,2007.0,1.0,Letras - Português,2009.0,1,Estudos Lingüísticos,2003.0,1.0,Educação,2013.0,1.0
Gestão Empresarial,2010.0,1.0,Letras - Português E Espanhol,2010.0,1,"Tecnologia, Educação Tecnológica",1996.0,1.0,Educação,2015.0,1.0
Informática,2000.0,1.0,Física Licenciatura,1997.0,1,Telecomunicações,2005.0,1.0,Educação,2018.0,1.0
Informática,2003.0,1.0,Gestão E Matemática - Prog. Esp. De Form. Ped.. P. Docentes,2007.0,1,Teologia Sistemática,2004.0,1.0,Engenharia De Estruturas,2014.0,1.0
Informática,2009.0,1.0,Letras (português/inglês),2000.0,1,Teoria Literaria E Critica Da Cultura,2008.0,1.0,Educação,2020.0,1.0
Informática,2011.0,1.0,Graduação De Professores,1983.0,1,Teoria Literaria E Critica Da Cultura,2013.0,1.0,Enfermagem,2021.0,1.0
Informática,2012.0,1.0,Letras (espanhol),2013.0,1,Teoria Literaria E Critica Da Cultura,2014.0,1.0,Engenharia Aeronâutica E Mecânica,2005.0,1.0
Informática - Sistemas De Análise Da Informação,2000.0,1.0,Graduação De Professores - Química Aplicada,1983.0,1,Teoria Literaria E Critica Da Cultura,2015.0,1.0,Engenharia Agrícola,2012.0,1.0
Informática Gerencial,2008.0,1.0,Historia,2006.0,1,Teoria Literaria E Critica Da Cultura,2018.0,1.0,Engenharia Agrícola,2021.0,1.0
Eletrônica,1980.0,1.0,Historia,2009.0,1,Transportes,2010.0,1.0,Engenharia Civil,2002.0,1.0
Eletrotécnica/automação Industrial,2008.0,1.0,História,2004.0,1,Tratamento Da Informação Espacial,2004.0,1.0,Engenharia Civil,2004.0,1.0
Eletromecânica,1995.0,1.0,História,2005.0,1,Tratamento Da Informação Espacial,2010.0,1.0,Engenharia De Alimentos,2012.0,1.0
Eletrotécnica,1986.0,1.0,História,2010.0,1,Estudos De Linguagem,2020.0,1.0,Engenharia De Automação E Sistemas,2013.0,1.0
Eletromecânica,1998.0,1.0,História,2012.0,1,Estudos De Linguagem,2011.0,1.0,Engenharia De Automação E Sistemas,2016.0,1.0
Eletromecânica,2001.0,1.0,História-licenciatura,2010.0,1,Uso Sustentável De Recursos Naturais,2015.0,1.0,Engenharia De Automação E Sistemas,2021.0,1.0
Eletromecânica,2003.0,1.0,Humanas,2012.0,1,Estruturas E Construção Civil,2016.0,1.0,Engenharia De Estruturas,2008.0,1.0
Eletromecânica,2005.0,1.0,Ingenieria Civil,2011.0,1,Zoologia,2007.0,1.0,Engenharia De Estruturas,2013.0,1.0
Eletromecânica,2009.0,1.0,Jornalismo,2002.0,1,Estatística E Experimentação Agropecuária,2020.0,1.0,Zoologia,2013.0,1.0
Eletromecânica Industrial,1998.0,1.0,Jornalismo,2003.0,1,Estatística Aplicada E Biometria,2013.0,1.0,,,
Eletromêcanica,2011.0,1.0,Jornalismo,2006.0,1,Estatística,2018.0,1.0,,,
Eletronica,1989.0,1.0,Jornalismo,2009.0,1,Estatística,2016.0,1.0,,,
Eletrotecnica,1986.0,1.0,Licenciatura Plena,1990.0,1,Zootecnia,1992.0,1.0,,,
Eletrotecnica,2012.0,1.0,Jornalismo,2014.0,1,Estatística,2008.0,1.0,,,
Eletrotécnica,1975.0,1.0,Jornalismo,2015.0,1,Zootecnia,2005.0,1.0,,,
Eletrotécnica,1979.0,1.0,Jornalismo,2016.0,1,Estatística,2004.0,1.0,,,
Eletrotécnica,1980.0,1.0,Letras,1985.0,1,Estatística,2001.0,1.0,,,
Eletrotécnica,1984.0,1.0,Letras,2004.0,1,Estudos Literários,2003.0,1.0,,,
Eletrotécnica,1989.0,1.0,Letras,1997.0,1,Tecnologia Ambiental E Recursos Hídricos,2019.0,1.0,,,
Eletrotécnica/automação,2009.0,1.0,Gestão De Serviços E Negocios Internacionais,2008.0,1,Saúde Coletiva,2020.0,1.0,,,
Eletrotécnica,1992.0,1.0,Letras - Espanhol,2014.0,1,Tecnologia Ambiental,2017.0,1.0,,,
Eletrotécnica,1997.0,1.0,Letras - Inglês,2000.0,1,Filosofia,2015.0,1.0,,,
Eletrotécnica,1998.0,1.0,Geologia,2002.0,1,Filosofia,2006.0,1.0,,,
Eletrotécnica,2007.0,1.0,Física Licenciatura,2005.0,1,Saúde E Enfermagem,2011.0,1.0,,,
Eletrotécnica,2009.0,1.0,Física Licenciatura,2006.0,1,Farmacotécnica E Biofarmácia,2020.0,1.0,,,
Eletrotécnica - Automação Industrial,2009.0,1.0,Física Licenciatura,2007.0,1,Extensão Rural,2018.0,1.0,,,
Eletrotécnica - Automação Industrial,2011.0,1.0,Física-licenciatura,2005.0,1,Química,1995.0,1.0,,,
Eletrotécnica - Ênfase Em Automação Industrial,2008.0,1.0,Letras - Português E Alemão,2015.0,1,Saúde Pública,2011.0,1.0,,,
Eletrotécnica E Automaçaõ Industrial,2005.0,1.0,Letras - Português,2020.0,1,Evolução Crustal E Recursos Naturais,2020.0,1.0,,,
Eletrotécnica E Automação Industrial,2004.0,1.0,Geografia,2010.0,1,Saúde Pública,2018.0,1.0,,,
Eletrotécnica E Automação Industrial,2007.0,1.0,Geografia - Licenciatura,2014.0,1,Evolução Crustal E Recursos Naturais,2015.0,1.0,,,
Eletrotécnica E Automação Industrial,2009.0,1.0,Geografia - Licenciatura Ou Bacharelado,2014.0,1,Evolução Crustal E Recursos Naturais,2014.0,1.0,,,
Eletrotécnica E Automação Industrial,2012.0,1.0,Geografia E Análise Ambiental (bacharelado E Lic.),2010.0,1,Evolução Crustal E Recursos Naturais,1998.0,1.0,,,
Eletrotécnica Industrial,1998.0,1.0,Geologia,1987.0,1,Estética E História Da Arte,2020.0,1.0,,,
Técni Co Em Química,2006.0,1.0,Geologia,2008.0,1,Estética E Filosofia Da Arte,2016.0,1.0,,,
,,,Letras - Inglês,2001.0,1,Saúde Pública,2020.0,1.0,,,
,,,Geologia,2010.0,1,Sig E Modelação Territorial Aplicados Ao Ordenamento,2020.0,1.0,,,
,,,Letras - Português,2008.0,1,Sistemas Aquáticos E Gestão De Águas,2011.0,1.0,,,
,,,Geologia,2014.0,1,Sistemas De Controle,2014.0,1.0,,,
,,,Geologia,2015.0,1,Sistemas De Controle,2017.0,1.0,,,
,,,Geologia,2016.0,1,Sistemas De Informação E Gestão Do Conhecimento,2015.0,1.0,,,
,,,Geologia,2017.0,1,Sistemas Elétricos De Potencia,2015.0,1.0,,,
,,,Gestão Da Tecnologia Da Informação,2008.0,1,Sistemas Mecatrônicos,2020.0,1.0,,,
,,,Letras - Língua Portuguesa,2007.0,1,Sociologia,1993.0,1.0,,,
,,,Gestão De Serviços De Saúde,2016.0,1,Estudos Literários,2015.0,1.0,,,
,,,Letras - Língua Portuguesa,2005.0,1,Sustentabilidade Socioeconômica E Ambiental,2014.0,1.0,,,
,,,Letras - Inglês,2006.0,1,Tecnologia,1993.0,1.0,,,
,,,Licenciatura Plena,1989.0,1,Tecnologia,1995.0,1.0,,,
,,, De Engenharia Eletrônica E De Telecomunicaçõ,2001.0,1,Estudos Literários,2014.0,1.0,,,
,,,Licenciatura Plena,1997.0,1,Tecnologia,1999.0,1.0,,,
,,,Química,1987.0,1,Química,2003.0,1.0,,,
,,,Quimica,1997.0,1,Geologia,2009.0,1.0,,,
,,,Quimica,2004.0,1,Química,1990.0,1.0,,,
,,,Quimica,2006.0,1,Matemática,2006.0,1.0,,,
,,,Quimica,2009.0,1,Mestrado Engenharia Mecânica,2003.0,1.0,,,
,,,Quimica,2010.0,1,Programa De Pós Química,2017.0,1.0,,,
,,,Quimica,2012.0,1,Mestrado De Ensino De Ciências E Matematica,2014.0,1.0,,,
,,,Quimica - D,2014.0,1,Medicina Veterinária,2002.0,1.0,,,
,,,Qumica,2009.0,1,Medicina Veterinária,1997.0,1.0,,,
,,,Química,1983.0,1,Programa De Pós Zootecnia,2013.0,1.0,,,
,,,Química,1989.0,1,Programa De Pós- Ciência E Tecnologia,2016.0,1.0,,,
,,,Programa Especial De Formação De Docentes(química),2011.0,1,Medicamentos E Assistência Farmacêutica,2018.0,1.0,,,
,,,Química,2001.0,1,Mba Em Gerenciamento De Projetos,2009.0,1.0,,,
,,,Química,2005.0,1,Mathematical And Computational Modeling,2016.0,1.0,,,
,,,Química,2008.0,1,Programa De Pós-graduação Em Administração,2017.0,1.0,,,
,,,Química,2009.0,1,Programa De Pós-graduação Em Ciência E Engenharia De Materiais,2019.0,1.0,,,
,,,Química,2012.0,1,Matemática,2013.0,1.0,,,
,,,Química,2014.0,1,Engenharia Urbana,2018.0,1.0,,,
,,,Química,2015.0,1,Matemática,2004.0,1.0,,,
,,,Química,2016.0,1,Mestrado Multicêntrico Em Química,2016.0,1.0,,,
,,,Química,2017.0,1,Matemática,2002.0,1.0,,,
,,,Quimica,1991.0,1,Matemática,1999.0,1.0,,,
,,,Quimica,1986.0,1,Master Of Science In Cyber Security Engineering,2016.0,1.0,,,
,,,Publicidade E Propaganda,2002.0,1,Master Of Music,2017.0,1.0,,,
,,,Psicologia,2021.0,1,Programa De Pós-graduação Em Ciência Física De Materiais,2019.0,1.0,,,
,,,Programa Especial De Formação Pedagógica De Docent,2007.0,1,Programa De Pós-graduação Em Economia,2017.0,1.0,,,
,,,Programa Especial De Formação Pedagógica De Docent,2012.0,1,"Programa De Pós-graduação Em Educação: Conhecimento E Inclusão Social, Da F",2011.0,1.0,,,
,,,Programa Especial De Formação Pedagógica De Docentes,2018.0,1,"Programa De Pós-graduação Em Educação: Conhecimento E Inclusão Social, Da F",2014.0,1.0,,,
,,,Programa Especial De Formação Pedagógica Docentes,2003.0,1,Master Of Engineering,2012.0,1.0,,,
,,,Programa Especial De Formação Pedagógica Docentes,2008.0,1,"Programa De Pós-graduação Em Educação: Conhecimento E Inclusão Social, Da F",2015.0,1.0,,,
,,,Programa Especial Formação Pedagógica De Docentes,2006.0,1,Programa De Pós-graduação Em Egenharia Mecânica,1993.0,1.0,,,
,,,Programa Especial Formação Pedagógica De Docentes,2008.0,1,Programa De Pós-graduação Em Engenharia Elétrica,1999.0,1.0,,,
,,,Programa Especial Formação Pedagógica Em Química,2014.0,1,Programa De Pós-graduação Em Engenharia Elétrica,2002.0,1.0,,,
,,,Psicologia,1992.0,1,Programa De Pós-graduação Em Engenharia Elétrica,2011.0,1.0,,,
,,,Psicologia,1994.0,1,Mestrado Matematica Aplicada,2016.0,1.0,,,
,,,Psicologia,1998.0,1,Mestrado Multicêntrico Em Química,2020.0,1.0,,,
,,,Psicologia,1999.0,1,Geografia - Análise Ambiental,2011.0,1.0,,,
,,,Psicologia,2000.0,1,Produção Vegetal,2014.0,1.0,,,
,,,Psicologia,2001.0,1,Modelagem Matemática E Computacional,2021.0,1.0,,,
,,,Psicologia,2004.0,1,Msc Water Resources And Environmental Management,2017.0,1.0,,,
,,,Psicologia,2007.0,1,Museologia E Patrimönio,2017.0,1.0,,,
,,,Psicologia,2010.0,1,Máster En Pedagogía Profesional,2003.0,1.0,,,
,,,Psicologia,2015.0,1,Música,2015.0,1.0,,,
,,,Psicologia,2018.0,1,Música,2020.0,1.0,,,
,,,Química,2019.0,1,Nanociências E Materiais Avançados,2021.0,1.0,,,
,,,Química Bacharelado,1997.0,1,Nutrição E Saúde,2021.0,1.0,,,
,,,Química Bacharelado,2007.0,1,Parasitologia,2009.0,1.0,,,
,,,Sistemas De Informação,2013.0,1,Patologia,2010.0,1.0,,,
,,,Sistemas De Informação,2015.0,1,Pedagogia Profissional,2003.0,1.0,,,
,,,Sistemas De Informação,2017.0,1,Planeamento E Projeto Urbano,2019.0,1.0,,,
,,,Sociologia E Política,2002.0,1,Ppe-coppe/ufrj,2009.0,1.0,,,
,,,Superior Processamento De Dados,2001.0,1,Processos Construtivos E Saneamento Urbano,2016.0,1.0,,,
,,,Teatro,2015.0,1,Programa De Engenharia Elétrica,2016.0,1.0,,,
,,,Tecnologia Em Gestão Da Produção E Metrologia,2009.0,1,Mestrado Multicêntrico Em Química,2021.0,1.0,,,
,,,Tecnologia Em Gestão De Recursos Humanos,2010.0,1,Programa De Pó-graduação Em Engenharia Elétrica,2011.0,1.0,,,
,,,Tecnologia Em Mecatrônica Industrial,2009.0,1,Programa De Pós Graduação Multicêntrico Em Química De Minas Gerais,2021.0,1.0,,,
,,,Tecnologia Em Normalização E Qualidade,2002.0,1,Modelagem Matemática E Computacional,2004.0,1.0,,,
,,,Tecnologia Em Processamento De Dados,2002.0,1,Modelagem Matematica E Computacional,2005.0,1.0,,,
,,,Tecnologia Em Sistemas Para Internet,2011.0,1,Modelagem E Controle De Sistemas,2015.0,1.0,,,
,,,Tecnologia Qualidade Industrial - Enf.automobilist,2000.0,1,Modelagem Computacional,2018.0,1.0,,,
,,,Tecnologo Em Normalização E Qualidade Industrial,2002.0,1,Microbiologia Agrícola,2014.0,1.0,,,
,,,Tecnólogo Em Normalização E Qualidade Industrial,1999.0,1,Metrologia Científica E Industrial,2010.0,1.0,,,
,,,Tecnólogo Em Processamento De Dados,1998.0,1,Metrologia,2012.0,1.0,,,
,,,Turismo,2005.0,1,"Mestre Em Ciencia E Tec. Das Rad., Min. E Mat.",2009.0,1.0,,,
,,,Turismo E Hospitalidade,2009.0,1,Mestrdo Engenharia Ambiental,2016.0,1.0,,,
,,,Veterinary Medicine,2008.0,1,Mestrado Profissional Em Montagem Industrial,2020.0,1.0,,,
,,,Zoologia,2003.0,1,Mestrado Profissional Em Ensino De Biologia Em Rede Nacional 32001010175p5,2019.0,1.0,,,
,,,Sistemas De Informação,2014.0,1,Mestrado Multicêntrico Em Química/ppgmq-mg - Belo Horizonte.,2021.0,1.0,,,
,,,Sistemas De Informação,2007.0,1,Programa De Pós-graduação Em Engenharia Elétrica,2012.0,1.0,,,
