CURSO-TECNICO-PROFISSIONALIZANTE,Fim.1,Quantidade,GRADUACAO,Fim.2,Quantidade,MESTRADO,Fim.4,Quantidade,DOUTORADO,Fim.5,Quantidade
,,,Química Bacharelado,2011.0,1,Programa De Pós-graduação Em Engenharia Elétrica,2014.0,1.0,,,
,,,Sistemas De Informação,2005.0,1,Programa De Pós-graduação Em Engenharia Elétrica,2015.0,1.0,,,
,,,"Química Com Habilitação Em Química Tecnológica, Biotecnologia E Agroindustr",2012.0,1,Pós Engenharia De Materiais,2005.0,1.0,,,
,,,Química Industrial,2007.0,1,Hydro Science And Engineering,2020.0,1.0,,,
,,,Química Industrial,2013.0,1,Promoção Da Saúde E Prevenção Da Violência,2016.0,1.0,,,
,,,Química Licenciatura,2000.0,1,Géologie De L'ingénieur Et De L'environnement,2005.0,1.0,,,
,,,Química Licenciatura,2005.0,1,Glitema,2014.0,1.0,,,
,,,Química Licenciatura,2014.0,1,Gestão Pública E Sociedade,2019.0,1.0,,,
,,,Química Tecnológica,2008.0,1,Geotecnia E Transportes,2017.0,1.0,,,
,,,Química Tecnológica,2019.0,1,Geotecnia E Transportes,2016.0,1.0,,,
,,,Química- Licenciatura,2006.0,1,Geotecnia E Transportes,2015.0,1.0,,,
,,,Química/diurno,2004.0,1,Psicologia,2015.0,1.0,,,
,,,Radiologia,2013.0,1,Geotecnia E Transportes,2013.0,1.0,,,
,,,Relações Internacionais,2010.0,1,Psicologia,2019.0,1.0,,,
,,,Relações Internacionais,2011.0,1,Psicologia,2020.0,1.0,,,
,,,Secretariado Executivo,2015.0,1,Psicologia Avaliação Psicológica,2005.0,1.0,,,
,,,Serviço Social,2001.0,1,Pós Construção Civil,2020.0,1.0,,,
,,,Serviço Social,2013.0,1,Pós-graduação Em Ciência Da Computação,2003.0,1.0,,,
,,,Sistema De Informação,2005.0,1,Manufatura Integrada Por Computador,2004.0,1.0,,,
,,,Sistema De Informação,2014.0,1,Geotecnia,2020.0,1.0,,,
,,,Sistemas De Informaçao,2007.0,1,Geotecnia,2019.0,1.0,,,
,,,Programa Especial De Formação Para Docentes,2002.0,1,Geotecnia,2018.0,1.0,,,
,,,Programa Especial De Formação De Docente,2018.0,1,Pós-graduação Em Ciências E Técnicas Nucleares,2010.0,1.0,,,
,,,Licenciatura Plena,2003.0,1,Geotecnia,2008.0,1.0,,,
,,,Matematica,2007.0,1,Geotecnia,2006.0,1.0,,,
,,,Licenciatura Plena Para Ensino De Segundo Grau Mod,1990.0,1,Geologia Estrutural,1991.0,1.0,,,
,,,Licenciatura Plena Para Formação De Professores,1996.0,1,Geologia,2019.0,1.0,,,
,,,Licenciatura Plena Para Graduação De Professores,1991.0,1,Pós-graduação Em Engenharia Mecânica,2012.0,1.0,,,
,,,Licenciatura Plena Para Graduação De Professores,1997.0,1,Quimica,2010.0,1.0,,,
,,,Licenciatura Plena Para Graduação Professores 2o G,1991.0,1,Quimica,2013.0,1.0,,,
,,,Licenciatura Plena/esquema 1,1997.0,1,Geologia,2004.0,1.0,,,
,,,Licendiatura Plena Para Graduação De Professores,1988.0,1,"Geografia- Organização,gestão E Produção Do Espaço",2008.0,1.0,,,
,,,Língua Inglesa,2003.0,1,Geografia Humana,2008.0,1.0,,,
,,,Matematica,1991.0,1,Programa De Pós-graduação Multicêntrico Em Química,2021.0,1.0,,,
,,,Matemática,1986.0,1,Programa De Pós-graduação Em Microbiologia,2019.0,1.0,,,
,,,Programa Especial De Formação De Docente,2004.0,1,Programa De Pós-graduação Em Microbiologia,2013.0,1.0,,,
,,,Matemática,1988.0,1,Programa De Pós-graduação Em Medicamentos E Assistência Farmacêutica,2019.0,1.0,,,
,,,Matemática,1991.0,1,Manufatura Integrada Por Computador,2002.0,1.0,,,
,,,Matemática,1995.0,1,Manufatura Integrada Por Computador,1998.0,1.0,,,
,,,Matemática,1997.0,1,Maestría En Pedagogía Profesional,2003.0,1.0,,,
,,,Matemática,2000.0,1,Ma Music And Technology (research),2011.0,1.0,,,
,,,Matemática,2004.0,1,Línguística,2013.0,1.0,,,
,,,Matemática,2006.0,1,Linguística Teórica E Descritiva - Fonologia,2017.0,1.0,,,
,,,Matemática,2013.0,1,Letras: Estudos Da Linguagem,2012.0,1.0,,,
,,,Matemática,2016.0,1,Letras - Estudos Literário,2011.0,1.0,,,
,,,Licenciatura Plena Para A Graduação De Professores,1995.0,1,Letras,2020.0,1.0,,,
,,,Licenciatura Plena Para A Graduação De Professores,1993.0,1,Programa De Pós-graduação Em Engenharia Elétrica,2016.0,1.0,,,
,,,Licenciatura Plena Para A Graduação De Professores,1990.0,1,Letras,2017.0,1.0,,,
,,,Licenciatura Plena Para A Formação De Professores,1989.0,1,Letras,2014.0,1.0,,,
,,,Licenciatura Plena Da Parte De Formação Especial D,1994.0,1,Letras,2003.0,1.0,,,
,,,Licenciatura Plena De Professores,1992.0,1,International Health And Tropical Medicine,2018.0,1.0,,,
,,,Licenciatura Plena Em Construção Civil,1986.0,1,Informática,2019.0,1.0,,,
,,,Licenciatura Plena Em Eletricidade,1990.0,1,Informática,2015.0,1.0,,,
,,,Licenciatura Plena Em Eletricidade / Eletrônica,1993.0,1,Informática,2014.0,1.0,,,
,,,Licenciatura Plena Em Letras,1999.0,1,Informática,2013.0,1.0,,,
,,,Licenciatura Plena Em Matematica,2004.0,1,Programa De Pós-graduação Em Engenharia Elétrica,2018.0,1.0,,,
,,,Licenciatura Plena Em Matematica,2010.0,1,Informática,2008.0,1.0,,,
,,,Licenciatura Plena Em Matemática,1998.0,1,Information Technology,2016.0,1.0,,,
,,,Licenciatura Plena Em Matemática,2003.0,1,Programa De Pós-graduação Em Engenharia Elétrica,2019.0,1.0,,,
,,,Licenciatura Plena Em Matemática,2005.0,1,Programa De Pós-graduação Em Engenharia Elétrica (ppgel),2015.0,1.0,,,
,,,Licenciatura Plena Em Matemática,2007.0,1,Programa De Pós-graduação Em Engenharia Mecânica,2010.0,1.0,,,
,,,Licenciatura Plena Em Mecânica,1990.0,1,Programa De Pós-graduação Em Engenharia Mecânica - Puc Minas,2019.0,1.0,,,
,,,Licenciatura Plena Em Metalurgia E Mecânica,1990.0,1,"Programa De Pós-graduação Em Engenharia Metalúrgica, Materiais E De Minas",2019.0,1.0,,,
,,,Licenciatura Plena Em Química,1989.0,1,Programa De Pós-graduação Em Estudos Lingüísticos,2010.0,1.0,,,
,,,Licenciatura Plena Em Química,2010.0,1,Imunologia E Parasitologia Aplicadas,2006.0,1.0,,,
,,,Licenciatura Plena Em Química Pura E Aplicada,1990.0,1,Programa De Pós-graduação Em Linguística,2012.0,1.0,,,
,,,Licenciatura Plena Ensino Do 2o Grau,1989.0,1,Entomologia,2016.0,1.0,,,
,,,Licenciatura Plena Ensino Química,1983.0,1, De Ciências E Técnicas Nucleares,2006.0,1.0,,,
,,,Matemática,2017.0,1,Engenharia Urbana,2006.0,1.0,,,
,,,Matemática - Complementação Pedagógica,2019.0,1,Ciências Da Computação,1987.0,1.0,,,
,,,Matemática - Licenciatura,2008.0,1,Ciências Biológicas (genética),2017.0,1.0,,,
,,,Nutrição,2009.0,1,Ciências Biológicas (microbiologia),2005.0,1.0,,,
,,,Nutrição,2018.0,1,Ciências Biológicas (microbiologia),2008.0,1.0,,,
,,,Odontologia,2003.0,1,Ciências Biológicas (microbiologia),2018.0,1.0,,,
,,,Pedagogia,1999.0,1,Ciências Contábeis,2013.0,1.0,,,
,,,Pedagogia,2000.0,1,Ciências Contábeis,2017.0,1.0,,,
,,,Pedagogia,2002.0,1,Ciências Contábeis E Atuariais,2016.0,1.0,,,
,,,Pedagogia,2003.0,1,Ciências Da Computação,1996.0,1.0,,,
,,,Pedagogia,2004.0,1,Ciências Da Computação,2020.0,1.0,,,
,,,Pedagogia,2008.0,1,Ciências Da Computação,2001.0,1.0,,,
,,,Pedagogia,2015.0,1,Ciências Da Computação,2002.0,1.0,,,
,,,Pedagogia,2016.0,1,Ciências Da Computação,2004.0,1.0,,,
,,,Pedagogia,2017.0,1,Ciências Da Computação,2007.0,1.0,,,
,,,Pedagogia Com Ênfase Ensino Religioso,2008.0,1,Ciências Da Computação,2009.0,1.0,,,
,,,Produção Editorial,2003.0,1,Ciências Da Computação,2014.0,1.0,,,
,,,Prog.esp. De Formação Pedagógica De Docentes,2009.0,1,Ciências Da Computação,2016.0,1.0,,,
,,,Programa Esp. De Formação Pedagógica De Docentes,2010.0,1,Ciências Biológicas (fisiologia E Farmacologia),2014.0,1.0,,,
,,,Programa Especial De Formação De Docente,1983.0,1,Ciências Biológicas (fisiologia E Farmacologia),2011.0,1.0,,,
,,,Programa Especial De Formação De Docente,1990.0,1,Ciências Biológicas (entomologia),2011.0,1.0,,,
,,,Programa Especial De Formação De Docente,1993.0,1,Ciências Biológicas,2007.0,1.0,,,
,,,Programa Especial De Formação De Docente,1994.0,1,"Ciência E Tecnologia Das Radiações, Mi",2005.0,1.0,,,
,,,Nutrição,2011.0,1,"Ciência E Tecnologia Das Radiações, Minerais E Mat",2014.0,1.0,,,
,,,Nutrição,2003.0,1,"Ciência E Tecnologia Das Radiações, Minerais E Mat",2017.0,1.0,,,
,,,Matemática - Licenciatura,2021.0,1,"Ciência E Tecnologia Das Radiações, Minerais E Materiais",2011.0,1.0,,,
,,,Nutrição,2002.0,1,"Ciência E Tecnologia Das Radiações, Minerais E Materiais",2015.0,1.0,,,
,,,Matemática - Licenciatura Ou Bacharelado,2010.0,1,"Ciência E Tecnologia Das Radiações, Minerais E Materiais",2016.0,1.0,,,
,,,Matemática Computacional,2002.0,1,"Ciência E Tecnologia Das Radiações, Minerais E Materiais",2020.0,1.0,,,
,,,Matemática Computacional,2007.0,1,Ciência E Tecnologia De Alimentos,2005.0,1.0,,,
,,,Matemática Computacional,2010.0,1,Ciência E Tecnologia Dos Materiais,2016.0,1.0,,,
,,,Matemática Computacional,2013.0,1,Ciência Florestal,2000.0,1.0,,,
,,,Matemática Computacional,2015.0,1,Ciência Política,2010.0,1.0,,,
,,,Matemática Computacional,2016.0,1,Ciência Política,2012.0,1.0,,,
,,,Matemática Licenciatura Plena,2004.0,1,Ciência Política,2021.0,1.0,,,
,,,Matemática/bacharel,2004.0,1,Ciências Agrárias (fisiologia Vegetal),2017.0,1.0,,,
,,,Medicina Veterinária,1999.0,1,Ciências Ambientais,2019.0,1.0,,,
,,,Medicina Veterinária,2004.0,1,Ciências Da Computação,2018.0,1.0,,,
,,,Medicina Veterinária,2010.0,1,Ciências Da Computação,2021.0,1.0,,,
,,,Medicina Veterinária,2013.0,1,Ciência E Tecnologia Das Radiações,2016.0,1.0,,,
,,,Museologia,2014.0,1,Ciências Sociais,2012.0,1.0,,,
,,,Museologia,2018.0,1,Ciências Farmacêuticas,2003.0,1.0,,,
,,,Música - Composição,2014.0,1,Ciências Farmacêuticas,2007.0,1.0,,,
,,,"Música - Instrumentos De Corda, Sopro E Percussão",2013.0,1,Ciências Farmacêuticas,2008.0,1.0,,,
,,,Música - Música Popular,2017.0,1,Ciências Farmacêuticas,2010.0,1.0,,,
,,,Normalização E Qualidade Industrial,2009.0,1,Ciências Farmacêuticas,2013.0,1.0,,,
,,,Farmácia Com Habilitação Em Indústria,2007.0,1,Ciências Farmacêuticas,2015.0,1.0,,,
,,,Engenharia Mecânica,1994.0,1,Ciências Sociais,2010.0,1.0,,,
,,,Farmácia,2016.0,1,Ciências Técnicas Nucleares,2000.0,1.0,,,
,,,Conservação E Restauração De Bens Culturais Móveis,2012.0,1,Ciências Da Computação E Matemática Computacional,2015.0,1.0,,,
,,,Ciências Sociais,2013.0,1,Ciências Técnicas Nucleares,2002.0,1.0,,,
,,,Ciências Socioambientais,2014.0,1,Ciências Técnicas Nucleares,2012.0,1.0,,,
,,,Ciências Socioambientais,2015.0,1,Ciências Técnicas Nucleares,2015.0,1.0,,,
,,,Computação,2020.0,1,Ciências Técnicas Nucleares,2021.0,1.0,,,
,,,Computer Science,2012.0,1,Computação,2008.0,1.0,,,
,,,Comunicação Social,2001.0,1,Computação Aplicada,2014.0,1.0,,,
,,,Comunicação Social,2009.0,1,Comunicação,2018.0,1.0,,,
,,,Comunicação Social,2011.0,1,Ciências E Técnicas Nucleares,2009.0,1.0,,,
,,,Comunicação Social,2012.0,1,Ciências E Tecnologias Espaciais,2017.0,1.0,,,
,,,Comunicação Social,2013.0,1,Ciências Dos Materiais,2017.0,1.0,,,
,,,Comunicação Social - Habilitação Em Jornalismo,2008.0,1,Ciências Dos Materiais,2011.0,1.0,,,
,,,Comunicação Social - Jornalismo,2003.0,1,Ciências Da Computação E Matemática Computacional,2018.0,1.0,,,
,,,Comunicação Social - Jornalismo,2008.0,1,Ciências Da Computação E Matemática Computacional,2021.0,1.0,,,
,,,Comunicação Social - Jornalismo,2009.0,1,Ciências Da Educação,2004.0,1.0,,,
,,,Comunicação Social - Jornalismo,2010.0,1,Ciências Da Informação,2005.0,1.0,,,
,,,Comunicação Social - Jornalismo,2013.0,1,Ciências Da Informação,2006.0,1.0,,,
,,,Comunicação Social - Publicidade E Propaganda,2007.0,1,Ciências Da Informação,2012.0,1.0,,,
,,,Comunicação Social - Publicidade E Propaganda,2013.0,1,Ciências Da Informação,2020.0,1.0,,,
,,,Comunicação Social - Relações Públicas,2011.0,1,Ciências Da Reabilitação,2017.0,1.0,,,
,,,Ciências Sociais,2006.0,1,Ciências Da Saúde,2015.0,1.0,,,
,,,Ciências Sociais,1995.0,1,Ciências De Alimentos,2005.0,1.0,,,
,,,Ciências Sociais,1981.0,1,Ciências De Alimentos,2007.0,1.0,,,
,,,Ciências Contábeis,1980.0,1,Ciências De Alimentos,2010.0,1.0,,,
,,,Ciências Biológicas,2007.0,1,Ciências De Alimentos,2012.0,1.0,,,
,,,Ciências Biológicas,2010.0,1,Ciências De Alimentos,2014.0,1.0,,,
,,,Ciências Biológicas,2018.0,1,Ciências De Alimentos,2016.0,1.0,,,
,,,Ciências Biológicas - Licenciatura,2009.0,1,Ciência E Tecnologia Das Radiações,2017.0,1.0,,,
,,,Ciências Biológicas - Licenciatura Plena,2003.0,1,Ciência E Tecnologia Da Computação,2017.0,1.0,,,
,,,Ciências Biológicas E Programação Da Saúde,2001.0,1,Comunicação Social,2003.0,1.0,,,
,,,Ciências Biológicas Licenciatura,2005.0,1,Arquitetura E Urbanismo,2007.0,1.0,,,
,,,Ciências Biológicas/bacharelado Em Ecologia,2000.0,1,Análise E Modelagem De Sistemas Ambientais,2021.0,1.0,,,
,,,Ciências Contábeis,2009.0,1,Análises Clínicas E Toxicológicas,2016.0,1.0,,,
,,,Ciências Econômicas,2016.0,1,Aqüicultura,2021.0,1.0,,,
,,,Ciências Da Computação,2009.0,1,Arqueologia/artefact Studies,2015.0,1.0,,,
,,,Ciências Economicas,1994.0,1,Arquitetura,2001.0,1.0,,,
,,,Ciências Econômicas,1988.0,1,Arquitetura,2015.0,1.0,,,
,,,Ciências Econômicas,2002.0,1,Arquitetura,2020.0,1.0,,,
,,,Ciências Econômicas,2003.0,1,Arquitetura E Urbanismo,2013.0,1.0,,,
,,,Ciências Econômicas,2008.0,1,Biologia Celular,2013.0,1.0,,,
,,,Ciências Econômicas,2010.0,1,Artes,2012.0,1.0,,,
,,,Ciências Econômicas,2015.0,1,Artes,2013.0,1.0,,,
,,,Comunicação Social / Relações Públicas,2011.0,1,"Artes Plásticas, Visuais E Interartes",2019.0,1.0,,,
,,,Controle De Processos Industrais,2011.0,1,Artes Visuais,2017.0,1.0,,,
,,,Ciências Biológicas,2005.0,1,Bioinformática,2015.0,1.0,,,
,,,Desenho Industrial,1997.0,1,Bioinformática,2016.0,1.0,,,
,,,Enfermagem,2002.0,1,Biologia (ecologia),2007.0,1.0,,,
,,,Enfermagem,2012.0,1,Análise E Modelagem De Sistemas Ambientais,2011.0,1.0,,,
,,,Eng Civil,1988.0,1,Análise De Bacias E Faixas Móveis,2012.0,1.0,,,
,,,Eng. Ind. Mecânica,1989.0,1,Antropologia,2017.0,1.0,,,
,,,Eng. Mecânica,1990.0,1,Agroquímica,2017.0,1.0,,,
,,,Engeharia Elétrica,1991.0,1, De Pós-graduação Em Engenharia Metalúrgica E De Minas (cpgem),2014.0,1.0,,,
,,,Engeharia Mecanica,2012.0,1,Administração,2005.0,1.0,,,
,,,Engenhari Industrial Elétrica,2008.0,1,Administração,2009.0,1.0,,,
,,,Engenhari Mecânica,1989.0,1,Administração,2010.0,1.0,,,
,,,Engenharia,1966.0,1,Administração,2013.0,1.0,,,
,,,Engenharia,1996.0,1,Administração,2015.0,1.0,,,
,,,Engenharia Agronomica,2006.0,1,Administração,2017.0,1.0,,,
,,,Engenharia Ambiental,2004.0,1,Administração De Empresas,2017.0,1.0,,,
,,,Engenharia Ambiental,2005.0,1,Administração Pública,2007.0,1.0,,,
,,,Engenharia Ambiental,2008.0,1,Administração Pública,2009.0,1.0,,,
,,,Engenharia Ambiental,2009.0,1,Agricultura Tropical E Sub Tropical,2015.0,1.0,,,
,,,Engenharia Ambiental,2012.0,1,Agronomia (fitotecnia),1996.0,1.0,,,
,,,Engenharia Ambiental E Sanitária,2017.0,1,Agronomia (solos E Nutrição De Plantas),2008.0,1.0,,,
,,,Engenharia Ambiental E Sanitária,2018.0,1,Agroquímica,2001.0,1.0,,,
,,,Eletrônica,1989.0,1,Agroquímica,2011.0,1.0,,,
,,,Electrical Engineering,2001.0,1,Biologia Animal,2004.0,1.0,,,
,,,Electrical And Electronic Engineering,2015.0,1,Biologia Celular,2019.0,1.0,,,
,,,Direito,2003.0,1,"Ciência E Tec. Das Radiações, Minerais E Materiais",2013.0,1.0,,,
,,,Desenho Industrial - Hab. Projeto De Produto,1995.0,1,Ciência Da Computação,2013.0,1.0,,,
,,,Desenho Industrial - Projeto De Produto,2007.0,1,Ciência Animal (conceito Capes 6),2012.0,1.0,,,
,,,Desenho Industrial -habilitação Projeto De Produto,2003.0,1,Ciência Da Computação,1994.0,1.0,,,
,,,Design De Ambientes,2014.0,1,Ciência Da Computação,2005.0,1.0,,,
,,,Design De Produto,2011.0,1,Ciência Da Computação,2006.0,1.0,,,
,,,Design De Produto,2012.0,1,Ciência Da Computação,2010.0,1.0,,,
,,,Design Gráfico,2006.0,1,Ciência Da Computação,2011.0,1.0,,,
,,,Direito,1995.0,1,Ciência Da Computação,2012.0,1.0,,,
,,,Direito,2007.0,1,Ciência Da Computação,2016.0,1.0,,,
,,,Educação Física,2013.0,1,Biologia Celular,2020.0,1.0,,,
,,,Direito,2009.0,1,Ciência Da Computação,2017.0,1.0,,,
,,,Direito,2016.0,1,Ciência Da Informação,2009.0,1.0,,,
,,,Ecologia,2009.0,1,Ciência Da Nutrição,2005.0,1.0,,,
,,,Educação Artística,1994.0,1,Ciência Das Tec Das Radiações Minerais E Materiais,2007.0,1.0,,,
,,,Educação Artística (licenciatura),1995.0,1,Ciência De Alimentos,1996.0,1.0,,,
,,,Educação Artística - Música,2007.0,1,Ciência Do Solo,2000.0,1.0,,,
,,,Educação Física,2006.0,1,Ciência E Engenharia De Materiais,2018.0,1.0,,,
,,,Educação Física,2008.0,1,Ciência Animal,2010.0,1.0,,,
,,,Ciências Biológicas,2006.0,1,Ciênc.da Saúde (infectologia E Medicina Tropical),2009.0,1.0,,,
,,,Ciências Biológicas,2004.0,1,"Ciên. E Tec. Das Radiações, Minerais E Materiais",2012.0,1.0,,,
,,,Farmácia,2015.0,1,Civil And Structural Engineering,2006.0,1.0,,,
,,,Arquitetura E Urbanismo,2016.0,1,"Biologia Celular E Molecular, Genômica E Proteômica De Tripanosomatídeos",2020.0,1.0,,,
,,,Agronomia,1997.0,1,Biologia Comparada,2008.0,1.0,,,
,,,Agronomia,1999.0,1,Biologia Computacional E Sistemas,2016.0,1.0,,,
,,,Agronomia,2004.0,1,Biologia Vegetal,2016.0,1.0,,,
,,,Agronomia,2012.0,1,Bioquimica Agricola,2015.0,1.0,,,
,,,Agronomia,2014.0,1,Bioquímica E Imunologia,2003.0,1.0,,,
,,,Agronomia,2015.0,1,Bioquímica E Imunologia,2018.0,1.0,,,
,,,Análise E Desenvolvimento De Sistemas,2012.0,1,Bioquímica E Imunologia,2021.0,1.0,,,
,,,Análise E Desenvolvimento De Sistemas,2014.0,1,Biotecnologia,2018.0,1.0,,,
,,,Aquacultura,2016.0,1,Botânica,2016.0,1.0,,,
,,,Arquitetura,1993.0,1,"C & T Das Radiações, Minerais E Materiais",2008.0,1.0,,,
,,,Arquitetura,2006.0,1,"C&t Das Radiações, Minerais E Materiais",2007.0,1.0,,,
,,,Arquitetura E Urbanismo,1980.0,1,Ciencia E Tecnologia Das Radiações E Materiais,2010.0,1.0,,,
,,,Arquitetura E Urbanismo,1983.0,1,Ciencia E Tecnologia Dos Materiais,2009.0,1.0,,,
,,,Arquitetura E Urbanismo,1990.0,1,Ciencias Geofisicas Geologicas,1995.0,1.0,,,
,,,Arquitetura E Urbanismo,1991.0,1,Comunicação Social,2002.0,1.0,,,
,,,Arquitetura E Urbanismo,1992.0,1,Comunicação Social,2016.0,1.0,,,
,,,Arquitetura E Urbanismo,2008.0,1,Engenharia Química,2019.0,1.0,,,
,,,Arquitetura E Urbanismo,2012.0,1,Engenharia Eletrônica,2019.0,1.0,,,
,,,Arquitetura E Urbanismo,2014.0,1,Engenharia De Produção E Sistemas,1997.0,1.0,,,
,,,Administração Pública,2018.0,1,Engenharia De Recursos Hídricos,2011.0,1.0,,,
,,,Administração Pública,1998.0,1,Engenharia De Transportes,1992.0,1.0,,,
,,,Administração De Empresas,2005.0,1,Engenharia De Transportes,1995.0,1.0,,,
,,,Administração,2006.0,1,Engenharia De Transportes,2019.0,1.0,,,
,,, Especial De Formação De Professores,1994.0,1,Engenharia E Gestão De Processos E Sistemas,2017.0,1.0,,,
,,, Superior De Tecnologia Em Gestão De Rh,2008.0,1,Engenharia Eletrica,1992.0,1.0,,,
,,,(bacharelado) Ciências Bioloógicas,2007.0,1,Engenharia Eletrônica E Computação,1995.0,1.0,,,
,,,Abi - Ciências Biológicas,2019.0,1,Engenharia Elétrica (ufsj / Cefet-mg),2012.0,1.0,,,
,,,Abi - Ciências Sociais,2003.0,1,Engenharia Eletrônica E Computação,2010.0,1.0,,,
,,,Abi - Química,1997.0,1,Engenharia Elétrica,1991.0,1.0,,,
,,,Administração,1998.0,1,Engenharia Elétrica,1993.0,1.0,,,
,,,Administração,1999.0,1,Engenharia Elétrica,1994.0,1.0,,,
,,,Administração,2011.0,1,Engenharia Elétrica,2009.0,1.0,,,
,,,Administração De Empresas,2004.0,1, De Ciências E Técnicas Nucleares,2009.0,1.0,,,
,,,Administração,2012.0,1,Engenharia Elétrica,2021.0,1.0,,,
,,,Administração,2015.0,1,Engenharia De Produção Com Ênfase Em Marketing Estratégico,2002.0,1.0,,,
,,,Administração,2016.0,1,Engenharia De Produção - Produção E Logística,2011.0,1.0,,,
,,,Administração - Ênfase Em Comércio Exterior,1992.0,1,Engenharia De Produção,2021.0,1.0,,,
,,,Administração Comercio Exterior,1985.0,1,Engenharia De Produção,2011.0,1.0,,,
,,,Administração De Empresa,1993.0,1,Engenharia De Estruturas,2010.0,1.0,,,
,,,Administração De Empresas,1994.0,1,Engenharia De Estruturas,2012.0,1.0,,,
,,,Administração De Empresas,2000.0,1,Engenharia De Estruturas,2016.0,1.0,,,
,,,Arquitetura E Urbanismo,2015.0,1,Engenharia De Estruturas,2018.0,1.0,,,
,,,Arquitetura E Urbanismo,2017.0,1,Engenharia De Estruturas,2020.0,1.0,,,
,,,Ciências Biológicas,1997.0,1,Engenharia De Materiais,2000.0,1.0,,,
,,,Artes Cênicas,2006.0,1,Engenharia De Materiais,2002.0,1.0,,,
,,,Ciencia Da Computacao,1982.0,1,Engenharia De Materiais,2004.0,1.0,,,
,,,Ciencia Da Computacao,2002.0,1,Engenharia De Materiais,2006.0,1.0,,,
,,,Ciencia Da Computação,1996.0,1,Engenharia De Materiais,2021.0,1.0,,,
,,,Ciencia Da Computação,2010.0,1,Engenharia De Materiais De Construção Civil,2008.0,1.0,,,
,,,Ciencia Da Computação,2011.0,1,"Engenharia De Minas, Metalúrgica E De Materiais",2017.0,1.0,,,
,,,Ciencias Biologicas,2010.0,1,Engenharia De Processos,2013.0,1.0,,,
,,,Ciencias Biológicas,2010.0,1,Engenharia De Produção,2003.0,1.0,,,
,,,Ciencias Sociais,2011.0,1,Engenharia De Produção,2006.0,1.0,,,
,,,Cinema E Audiovisual,2013.0,1,Engenharia Elétrica (cefet Mg/ufsj),2017.0,1.0,,,
,,,Ciência Da Computação,1991.0,1,Engenharia Elétrica (ufsj / Cefet-mg),2014.0,1.0,,,
,,,Ciência Da Computação,1994.0,1,Engenharia De Energia,2019.0,1.0,,,
,,,Ciência Da Computação,2001.0,1,Engenharia Metalúrgica E De Minas,2013.0,1.0,,,
,,,Ciência Da Computação,2007.0,1,Engenharia Metalúrgica E De Minas,1998.0,1.0,,,
,,,Ciência Da Computação,2015.0,1,Engenharia Metalúrgica E De Minas,1999.0,1.0,,,
,,,Ciência Da Computação,2016.0,1,Engenharia Metalúrgica E De Minas,2000.0,1.0,,,
,,,Ciência Da Computação,2018.0,1,Engenharia Metalúrgica E De Minas,2004.0,1.0,,,
,,,Ciência E Economia,2014.0,1,Engenharia Metalúrgica E De Minas,2006.0,1.0,,,
,,,Ciências,2001.0,1,Engenharia Metalúrgica E De Minas,2010.0,1.0,,,
,,,Ciências,2002.0,1,Engenharia Metalúrgica E De Minas,2012.0,1.0,,,
,,,Bsc In Management Studies And Operations Research,2009.0,1,Engenharia Metalúrgica E De Minas,2016.0,1.0,,,
,,,Bioquímica,2016.0,1,Engenharia Elétrica - Cefet/mg - Ufsj,2015.0,1.0,,,
,,,Bioquímica,2010.0,1,"Engenharia Metalúrgica, Materiais E Minas",2013.0,1.0,,,
,,,Bacharel Química,1971.0,1,Engenharia Mineral,2012.0,1.0,,,
,,,Artes Cênicas,2010.0,1,Engenharia Mineral,2019.0,1.0,,,
,,,Artes Plásticas,2012.0,1,Engenharia Naval E Oceânica,2016.0,1.0,,,
,,,Artes Visuais,2017.0,1,Engenharia Química,2007.0,1.0,,,
,,,Artes Visuais - Desenho,2010.0,1,Engenharia Química,2014.0,1.0,,,
,,,Artes Visuais - Pintura,2014.0,1,Engenharia Química,2015.0,1.0,,,
,,,Arts And Humanities,2010.0,1,Engenharia Metalúrgica E De Minas,1996.0,1.0,,,
,,,Bacharel Ciência Da Computação,2009.0,1,Engenharia Metalúrgica E De Minas,1994.0,1.0,,,
,,,Bacharel Em Teologia,1998.0,1,Engenharia Metalúrgica E De Minas,1993.0,1.0,,,
,,,Bacharelado Interdisciplinar Em Biossistemas,2016.0,1,Engenharia Metalúrgica E De Minas,1991.0,1.0,,,
,,,Bioquimica,2015.0,1,Engenharia Elétrica - Modelagem E Sistemas De Controle,2019.0,1.0,,,
,,,Biblioteconomia,1978.0,1,Engenharia Elétrica E De Computação,2008.0,1.0,,,
,,,Biblioteconomia,1985.0,1,Engenharia Elétrica E Informática Industrial,2017.0,1.0,,,
,,,Biblioteconomia E Ciência Da Informação,2002.0,1,Engenharia Geotécnica,2015.0,1.0,,,
,,,Biologia,1989.0,1,Engenharia Hidráulica E Saneamento,2019.0,1.0,,,
,,,Biomedicina,2014.0,1,Engenharia Mecânica,1989.0,1.0,,,
,,,Biomedicina,2015.0,1,Engenharia Mecânica,2003.0,1.0,,,
,,,Biomedicina,2017.0,1,Engenharia Mecânica,2011.0,1.0,,,
,,,Biomedicina (bolsista Integral - Prouni),2009.0,1,Engenharia Mecânica,2012.0,1.0,,,
,,,Engenharia Ambiental E Sanitária,2019.0,1,Engenharia Mecânica [sp-capital],1996.0,1.0,,,
,,,Engenharia Civil,1987.0,1,Engenharia Mecänica,1993.0,1.0,,,
