Identificador,Cidade de Origem,Estado de Origem,País de Origem,Instituição de Atuação,Cidade de Atuação,Estado de Atuação,País de Atuação
4148560644440060,Araxá,MG,Brasil,Universidade Federal de Mato Grosso
4160241755975383,Belo Horizonte,MG,Brasil,Infectious Diseases of Poverty
4160696912723367,,,Brasil,Centro Universitário de Belo Horizonte
4165174989611695,,,Brasil,RMG Engenharia,Belo Horizonte,MG,Brasil
4177740105153544,,,Brasil,Universität Konstanz
,Belo Horizonte,MG,Brasil,Universidade Federal de Minas Gerais,Belo Horizonte,MG,Brasil
4181476403202112,Belo Horizonte,MG,Brasil,Maple Bear - Belo Horizonte
4186096587571511,São Paulo,MG,Brasil,Pontifícia Universidade Católica de Minas Gerais,Belo Horizonte,MG,Brasil
4189263795838669,,,Brasil,Universidade Estadual de Campinas
4210848804313468,Belo Horizonte,MG,Brasil,Centro Federal de Educação Tecnologica,Belo Horizonte,MG,Brasil
4222377564959203,BELO HORIZONTE,MG,Brasil,Axxiom Tecnologia e Inovação
4239050644068438,Belo Horizonte,MG,Brasil,Universidade Federal de Minas Gerais,Belo Horizonte,MG,Brasil
4239314925513636,Belo Horizonte,MG,Brasil,Universidade Federal de Minas Gerais
4252362272988875,BELO HORIZONTE,MG,Brasil,Universidade do Estado de Mato Grosso,Sinop,MT,Brasil
,Belo Horizonte,MG,Brasil,Escola Estadual Catarina Jorge Gonçalves
4265484403528911,Belo Horizonte,MG,Brasil,Escola Estadual Professor Soares Ferreira
,Contagem,MG,Brasil,
4283074963971874,Belo Horizonte,MG,Brasil,Universidade Federal de São João Del-Rei
4294802205300085,Belo Horizonte,MG,Brasil,
4304545444551660,Belo Horizonte,MG,Brasil,Universidade Federal de Uberlândia,Uberlândia,MG,Brasil
4325582561181007,Araxá,MG,Brasil,Instituto Federal  Minas Gerais
4332723786913534,Porto Velho,RO,Brasil,Lappeenranta University of Technology
4338246629029499,Belo Horizonte,MG,Brasil,SESI
4341763615784674,Leopoldina,MG,Brasil,Smurfit Kappa Inpa
4373059548375461,Belo Horizonte,MG,Brasil,Anima Educação,Belo Horizonte,MG,Brasil
,Belo Horizonte,MG,Brasil,F6 Sistemas de Informática LTDA,Belo Horizonte,MG,Brasil
4412572566624277,,,Brasil,Concremat Engenharia e Tecnologia
,Contagem,MG,Brasil,Fundação para Inovações Tecnológicas,Belo Horizonte,MG,Brasil
4443432601871977,Belo Horizonte,MG,Brasil,Coordenadoria de Educação Aberta à Distância
4453549380479243,Belo Horizonte,MG,Brasil,Universidade Federal de Minas Gerais
4487211577813266,Belo Horizonte,MG,Brasil,Centro Federal de Educação Tecnológica de Minas Gerais
4500238036424665,Belo Horizonte,MG,Brasil,Tintas Bema
4504589250197658,Belo Horizonte,MG,Brasil,Centro Federal de Educação Tecnológica de Minas Gerais
4508679646762464,Itaúna,MG,Brasil,Colégio Sant'Ana
4528635282626175,Belo Horizonte,MG,Brasil,Pimenta de Avila Consultoria
4530840116900566,Birigui,MG,Brasil,
4533031068447712,Belo Horizonte,MG,Brasil,Serviço Federal de Processamento de Dados,Belo Horizonte,MG,Brasil
4546069313977800,Rio de Janeiro,RJ,Brasil,"Instituto Federal de Educação, Ciência e Tecnologia do Espírito Santo",Vitória,ES,Brasil
4551952470979072,Sete Lagoas,MG,Brasil,Universidade FUMEC,Belo Horizonte,MG,Brasil
4552550214334379,Belo Horiznonte,MG,Brasil,Universidade Federal de Lavras,Lavras,MG,Brasil
4553553772075790,Sabará,MG,Brasil,Universidade Federal de Minas Gerais
4563758203231227,Belo Horizonte,MG,Brasil,Serviço Nacional de Aprendizagem Comercial - SENAC Minas,Belo Horizonte,MG,Brasil
4578101211935991,Nova Era,MG,Brasil,Centro Federal de Educação Tecnológica de Minas Gerais
4581844090075900,Belo Horizonte,MG,Brasil,Colégio e pré-vestibular Bernoulli
4582617053265743,Divinópolis,MG,Brasil,Centro Federal de Educação Tecnológica de Minas Gerais,Divinópolis,MG,Brasil
4591709510999495,Belo Horizonnte,MG,Brasil,AJNATECH Desenvolvimento de Soluções S A.,Belo Horizonte,MG,Brasil
4602902468636381,Belo Horizonte,MG,Brasil,Obras Passionistas São Paulo da Cruz,Belo Horizonte,MG,Brasil
4623529591915058,Brasília,DF,Brasil,Centro Universitário Newton Paiva,Belo Horizonte,MG,Brasil
4637687387433353,Belo Horizonte,MG,Brasil,Instituto Federal de Brasília,Brasília,DF,Brasil
4638576041954572,Conselheiro Lafaiete,MG,Brasil,SENAI - Departamento Regional de Minas Gerais
4692910121435823,Belo Horizonte,MG,Brasil,Prefeitura Municipal de Betim
4698802008555776,João Monlevade,MG,Brasil,Universidade Federal do Espírito Santo
,Itabira,,Brasil,Universidade Estadual de Montes Claros
4701018309893636,,,Brasil,REVISTA BRASILEIRA DE ESTUDOS REGIONAIS E URBANOS
4742150388442620,Contagem,MG,Brasil,E-SYSTEMS TECH
4746944995248173,,,Brasil,
4757198431789287,Montes Claros,MG,Brasil,Adsensus Soluções em Gestão e Engenharia Industrial,Belo Horizonte,MG,Brasil
4764888630667027,Belo Horizonte,MG,Brasil,Câmara Municipal de Belo Horizonte
4775183813721050,,,Brasil,Centro Federal de Educação Tecnológica de Minas Gerais
4775864389654132,Belo Horizonte,MG,Brasil,Prefeitura Municipal de Pará de Minas
4776066693489021,Astolfo Dutra,MG,Brasil,"Instituto Federal de Educação, Ciência e Tecnologia Sudeste de Minas Gerais",Juiz de Fora,MG,Brasil
,Varginha,MG,Brasil,Centro de Formação Profissional Afonso Greco,Nova Lima,MG,Brasil
,Carmo da Mata,MG,Brasil,Centro Federal de Educação Tecnológica de Minas Gerais,Belo Horizonte,MG,Brasil
4804054094875262,Belo Horizonte,MG,Brasil,How To: trabalhos acadêmicos
4813954972640457,Belo Horizonte,MG,Brasil,Universidade Estadual de Maringá,Maringá,PR,Brasil
4813998304408421,Belo Horizonte,MG,Brasil,Secretaria de Estado de Educação de Minas Gerais
4818224271131600,Itaúna,MG,Brasil,Universidade de Itaúna,Itaúna,MG,Brasil
4831803680241547,Lavras,MG,Brasil,Neogeo Geotecnologia
,,,Brasil,
4841223140313794,Belo Horizonte,MG,Brasil,Samba Mobile Multimídia
4850976770292639,Contagem,MG,Brasil,
4854385475685930,Governador Valadares,MG,Brasil,MRV
4855078470841836,Patos de Minas,MG,Brasil,"Secretaria de Estado de Desenv. Econ., Ciên., Tecn. e Ensino Superior MG",Belo Horizonte,MG,Brasil
4863016331632918,Belo Horizonte,MG,Brasil,Universidade Federal de Minas Gerais,Belo Horizonte,MG,Brasil
,Conselheiro Lafaiete,MG,Brasil,Gerdau Aços Brasil
4865736903441417,Divinópolis,MG,Brasil,Instituto Federal  Minas Gerais
4883678277285746,,,Brasil,Processamento e Caracterização Mineral
4885079876301512,Novo Hamburgo,RS,Brasil,Comissão Nacional de Energia Nuclear,Belo Horizonte,MG,Brasil
4897980052334376,Rio Grande,RS,Brasil,Samarco Mineração - Matriz,Mariana,MG,Brasil
,Belo Horizonte,MG,Brasil,Synergia
4902995836474200,Belo Horizonte,MG,Brasil,Petróleo Brasileiro - Rio de Janeiro - Matriz
4906456349497668,Belo Horizonte,MG,Brasil,Centro Federal de Educação Tecnológica de Minas Gerais,Belo Horizonte,MG,Brasil
4910542125006391,Contagem,MG,Brasil,IFMG
4916110634987353,Araxá,MG,Brasil,Centro Federal de Educação Tecnológica de Minas Gerais,Divinópolis,MG,Brasil
4917859508658942,Morrinhos,GO,Brasil,CIE CONSULTORIA,Itabirito,MG,Brasil
4919443884503279,,,Brasil,Centro Universitário de Belo Horizonte
,Belo Horizonte,MG,Brasil,Escola Graça Maior,Belo Horizonte,MG,Brasil
4950120946660572,Governador Valadares,MG,Brasil,Universidade Federal de Juiz de Fora,Governador Valadares,MG,Brasil
4953902708828386,Belo Horizonte,MG,Brasil,Universidade Federal de Minas Gerais
,Belo Horizonte,MG,Brasil,Companhia Vale do Rio Doce,Santa Luzia,MG,Brasil
4982331747689900,Dona Euzébia,MG,Brasil,Associação de Poupança e Empréstimo Poupex,Goiânia,GO,Brasil
4983927179360310,Pitangui,MG,Brasil,Academia de Polícia Civil de Minas Gerais
4984843924680283,Belo Horizonte,MG,Brasil,Universidade Federal de Minas Gerais
5001374012020696,Belo Horizonte,MG,Brasil,Centro Federal de Educação Tecnológica de Minas Gerais,Belo Horizonte,MG,Brasil
5002279890831176,Campinas,SP,Brasil,Instituto Nacional de Pesquisas Espaciais,Sao Jose dos Campos,SP,Brasil
5003902346457680,Ferros,MG,Brasil,Zup Innovation IT
5004215078144971,Maceió,AL,Brasil,Universidade Estadual de Campinas
5043629582963130,Belo Horizonte,MG,Brasil,"Instituto Federal de Educação, Ciência e Tecnologia de Minas Gerais"
5047509572507581,Belo Horizonte,MG,Brasil,Centro Universitário UNI-BH
,Belo Horizonte,MG,Brasil,Universidade Federal de Minas Gerais,Belo Horizonte,MG,Brasil
5062976824165292,Belo Horizonte,MG,Brasil,Instituto Federal Minas Gerais
,BELO HORIZONTE,MG,Brasil,Quimipel Indústria Química,Piracaia,SP,Brasil
,Belo Horizonte,MG,Brasil,Empresa Brasileira de Aeronáutica S/A,Sao Jose dos Campos,SP,Brasil
5108371783695940,ITABIRA,MG,Brasil,Centro Universitário UNA,Belo Horizonte,MG,Brasil
5121609097417806,Belo Horizonte,MG,Brasil,Centro Federal de Educação Tecnológica de Minas Gerais
5128321601449310,Betim,MG,Brasil,Fundação Ezequiel Dias
5134896922194160,Monte Carmelo,MG,Brasil,"Instituto Federal de Educação, Ciência e Tecnologia de Goiás",Goiânia,GO,Brasil
5135485313629719,Belo Horizonte,MG,Brasil,Centro Federal de Educação Tecnológica de Minas Gerais,Belo Horizonte,MG,Brasil
5147014565893477,Itaúna,MG,Brasil,Centro Federal de Educação Tecnológica de Minas Gerais
5150094883384479,Nova Lima,MG,Brasil,Faculdade de Ciências Contábeis e de Administração do Vale do Juruena
5160225448535785,Contagem,MG,Brasil,Universidade Federal do Paraná
5183150146087742,João Monlevade,MG,Brasil,Centro de Desenvolvimento da Tecnologia Nuclear,Belo Horizonte,MG,Brasil
5193597280200557,Belo Horizonte,MG,Brasil,Folha de São Paulo
5203352863484832,Contagem,MG,Brasil,Associação Mineira de Reabilitação
5207237682502072,Belo Horizonte,MG,Brasil,Universidade Federal de Minas Gerais,Belo Horizonte,MG,Brasil
5214572901558066,Belo Horizonte,MG,Brasil,Journal of Water Process Engineering
5222836104073061,Pindamonhangaba,SP,Brasil,Centro Federal de Educação Tecnológica de Minas Gerais,Belo Horizonte,MG,Brasil
,Belo Horizonte,MG,Brasil,Universidade Federal de Minas Gerais,Belo Horizonte,MG,Brasil
5245173516583179,Belo Horizonte,MG,Brasil,Designer de Joias
5261437566516289,Santa  Bárbara,MG,Brasil,Universidade Federal de São Carlos,São Carlos,SP,Brasil
5297454846841638,Belo Horizonte,MG,Brasil,Centro Universitário de Belo Horizonte
5300072325969500,CORINTO,MG,Brasil,Belgo Bekaert Arames - Matriz
5300714772644653,Penápolis,SP,Brasil,PREFEITURA DE BELO HORIZONTE,Belo Horizonte,MG,Brasil
,Belo Horizonte,MG,Brasil,Complexo 14
5315353523763315,Itamogi,MG,Brasil,JPR - Arquitetura e Design
5330198281056984,Divinópolis,MG,Brasil,Centro Federal de Educação Tecnológica de Minas Gerais
5334685362325429,Mariana,MG,Brasil,CPV Consultoria
5341764231791401,Belo Horizonte,MG,Brasil,Centro Federal de Educação Tecnológica de Minas Gerais
5342590558585220,Belo Horizonte,MG,Brasil,Universidade Federal do Oeste do Pará
5346036684681734,Uberlândia,MG,Brasil,Empresa Brasileira de Serviços Hospitalares
5359194293683076,Belo Horizonte,MG,Brasil,Prefeitura Municipal de Belo Horizonte,Belo Horizonte,MG,Brasil
5360506225793795,Belo Horizonte,MG,Brasil,IEEE Transactions on Robotics
5364556376864277,Belo Horizonte,MG,Brasil,Centro Federal de Educação Tecnológica de Minas Gerais,Belo Horizonte,MG,Brasil
5366430761761403,Sabinópolis,MG,Brasil,Institut National de Recherche en Informatique et en Automatique
5368786797964768,Ribeirão das Neves,MG,Brasil,Secretaria Estadual de Educação / Minas Gerais
5378603097453617,Teixeira de Freitas,BA,Brasil,Petróleo Brasileiro - Rio de Janeiro - Matriz,Santos,SP,Brasil
5378621054402966,Belo Horizonte,MG,Brasil,"Ministério da Agricultura, Pecuária e Abastecimento",Pedro Leopoldo,MG,Brasil
5378637011361467,,,Brasil,Fundação de Amparo à Pesquisa do Estado de Minas Gerais
,Cristalina,GO,Brasil,Sociedade de Educação Integral e de Assistencia Social
5385008920073930,Barbacena,MG,Brasil,Universidade Federal de Minas Gerais,Belo Horizonte,MG,Brasil
5410951194001572,Belo Horizonte,MG,Brasil,Centro Universitário Metodista Izabela Hendrix
5413185584653271,Belo Horizonte,MG,Brasil,Revista Brasileira de Energia
,Belo Horizonte,MG,Brasil,Cooperativa dos Profissionais de Especialização Eletromecanica Ltda,Belo Horizonte,MG,Brasil
5417347744218706,Belo Horizonte,MG,Brasil,Grupo Teatro Público
5440375833019239,Belo Horizonte,MG,Brasil,"Instituto Federal de Educação, Ciência e Tecnologia de Goiás"
5447465770869257,Belo Horizonte,MG,Brasil,Secretaria de Estado de Esportes de Minas Gerais
5447910386941427,,,Brasil,Ministerio Publico da União
5452317638626286,Pará de Minas,MG,Brasil,Centro Federal de Educação Tecnológica de Minas Gerais
5462502511106413,Belo Horizonte,MG,Brasil,Centro Federal de Educação Tecnológica de Minas Gerais
5474283781840409,Belo Horizonte,MG,Brasil,Governo do Estado de Minas Gerais
5482915969861065,Conceição do Rio Verde,MG,Brasil,Instituto de Ciências Matemáticas e de Computação,São Carlos,SP,Brasil
5484076790538972,Belo Horizonte,MG,Brasil,Del Marti
5492360672919683,Rio Piracicaba,MG,Brasil,CEMIG Distribuidora,Belo Horizonte,MG,Brasil
5513685845435190,Pará de Minas,MG,Brasil,Universidade Federal de Viçosa,Florestal,MG,Brasil
5522969367464172,DIAMANTINA,MG,Brasil,"Instituto Nacional de Metrologia, Qualidade e Tecnologia",Duque de Caxias,RJ,Brasil
5529868238533531,Cataguases,MG,Brasil,Weatherford  Industria e Comércio Ltda
5536137525718570,OURO PRETO,MG,Brasil,SERVIÇO MUNICIPAL DE ÁGUA ESGOTO DE OURO PRETO,Ouro Preto,MG,Brasil
5548152975215795,,,Brasil,Instituto Axis
5562628458031881,Belo Horizonte,MG,Brasil,Instituto Estadual do Patrimônio Histórico e Artístico,Belo Horizonte,MG,Brasil
5567281297354709,,MG,Brasil,Secretaria de Estado da Saúde de Minas Gerais
5568050514668139,Belo Horizonte,MG,Brasil,Universidade Federal de Minas Gerais
5590063719069600,Ipatinga,MG,Brasil,
5594280263936387,Pedro Leopoldo,MG,Brasil,SENAI - Departamento Regional de Minas Gerais,Belo Horizonte,MG,Brasil
,Valparaiso,,Chile,Prefeitura Municipal de Belo Horizonte,Belo Horizonte,MG,Brasil
5657095145377589,Belo Horizonte,MG,Brasil,Universidade Federal de Minas Gerais,Belo Horizonte,MG,Brasil
,Belo Horizonte,MG,Brasil,Ihm Engenharia e Sistemas de Automação Ltda,Belo Horizonte,MG,Brasil
5661208265419937,Divinópolis,MG,Brasil,Universidade Federal de Minas Gerais
5710219791896692,Macaé,RJ,Brasil,Universidade Federal de Ouro Preto,Ouro Preto,MG,Brasil
,Governador Valadares,MG,Brasil,Companhia de Processamento de Dados do Estado de Minas Gerais,,,
5786577642349029,Belo Horizonte,MG,Brasil,Suntrace GmbH
5802108825109375,,,Brasil,
5807687035586527,Belo Horizonte,MG,Brasil,Centro Universitário Metodista Izabela Hendrix,Belo Horizonte,MG,Brasil
5812715254599478,Ponte Nova,MG,Brasil,Fundação Universidade de Itaúna
5824033836393142,Belo Horizonte,MG,Brasil,Centro Federal de Educação Tecnológica de Minas Gerais
5837032243650002,Divinopólis,MG,Brasil,Instituto Federal de São Paulo,Bragança Paulista,SP,Brasil
5850270323751381,Belo Horizonte,MG,Brasil,
5863295594903103,Montes Claros,MG,Brasil,Universidade de Lisboa
5867242583028077,Belo Horizonte,MG,Brasil,Synergia - Engenharia de Software e Sistemas,Belo Horizonte,MG,Brasil
5898384823708803,Juiz de Fora,MG,Brasil,SETE - Soluções e Tecnologia Ambiental
5903314112504848,Belo Horizonte,MG,Brasil,Faculdade Batista de Minas Gerais,Belo Horizonte,MG,Brasil
,Belo Horizonte,MG,Brasil,Universidade Federal de Minas Gerais
5909923010930365,,,Brasil,Hipolabor Farmaceutica
5921370663237396,Belo Horizonte,MG,Brasil,Renault do Brasil S/A,Curitiba,PR,Brasil
5939916179506404,Belo Horizonte,MG,Brasil,Universidade de Brasília,Brasília,DF,Brasil
5949169640645103,Belo Horizonte,MG,Brasil,HorusGeo
5959145002540320,Belo Horizonte,MG,Brasil,Centro Tecnológico da Marinha Em Sao Paulo
5962232408936650,,,Brasil,Pontifícia Universidade Católica de Minas Gerais
5972709152749623,Belo Horizonte,MG,Brasil,Universidade Federal de Minas Gerais
5974443729372866,Belo Horizonte,MG,Brasil,Universidade Federal de Minas Gerais,Belo Horizonte,MG,Brasil
,Parque Industrial,MG,Brasil,Universidade José do Rosário Vellano,Belo Horizonte,MG,Brasil
5978277277690990,Poços de Caldas,MG,Brasil,Tribunal de Justiça do Estado de Minas Gerais
5987601110729512,Belo Horizonte,MG,Brasil,Minas Gerais Educação
5989647802301558,Recreio,MG,Brasil,RENEWABLE & SUSTAINABLE ENERGY REVIEWS
6012372743372278,belo horizonte,MG,Brasil,Centro Federal de Educação Tecnológica de Minas Gerais
6015458985035021,Belo Horizonte,MG,Brasil,Universidade de São Paulo,Ribeirão Preto,SP,Brasil
,Belo Horizonte,MG,Brasil,Vallourec e Mannesmann Tubes,Belo Horizonte,MG,Brasil
6022403311752936,Belo Horizonte,MG,Brasil,Centro Federal de Educação Tecnológica de Minas Gerais
6029598095959350,Rio de Janeiro,RJ,Brasil,Universidade Federal de Minas Gerais,Belo Horizonte,MG,Brasil
6069453519116321,Belo Horizonte,MG,Brasil,Comissão Nacional de Energia Nuclear,Belo Horizonte,MG,Brasil
6071182225115070,São Francisco,MG,Brasil,Universidade Federal dos Vales do Jequitinhonha e Mucuri,Janaúba,MG,Brasil
6072273240800818,Belo Horizonte,MG,Brasil,Prefeitura Municipal de Belo Horizonte
6074593470781731,Belo Horizonte,MG,Brasil,Instituto Federal Minas Gerais
6075633155495115,Arcos,MG,Brasil,Revista Eletrônica de Potência
6092607703163228,Belo Horizonte,MG,Brasil,Centro Federal de Educação Tecnológica de Minas Gerais,Belo Horizonte,MG,Brasil
6102325350521593,Betim,MG,Brasil,Centro Federal de Educação Tecnológica de Minas Gerais,Belo Horizonte,MG,Brasil
6107592518058030,Belo Horizonte,MG,Brasil,Centro Federal de Educação Tecnológica de Minas Gerais
6109924220347252,Belo Horizonte,MG,Brasil,Instituto Estadual do Patrimônio Histórico e Artístico,Belo Horizonte,MG,Brasil
6110365771354188,Cachoeira de Minas,MG,Brasil,Instituto Federal Minas Gerais
6124071399114938,Belo Horizonte,MG,Brasil,Universidade Federal de Minas Gerais,Belo Horizonte,MG,Brasil
6155982718058492,Belo Horizonte,MG,Brasil,Universidade Federal de Minas Gerais
6176423541721939,João Monlevade,MG,Brasil,Instituto Federal do Sudeste de Minas Gerais,Barbacena,MG,Brasil
6188167549433610,Santa Rita,PB,Brasil,Governo do Estado da Paraíba
6197510654514442,Formiga,MG,Brasil,Instituto Federal  Minas Gerais
,Governador Valadares,MG,Brasil,Institut National de Sciences Appliquees de Rouen,Saint Etienne du Rouvray,,França
6243353891930501,Pimenta Bueno,RO,Brasil,Instituto Doctum
6253960242254048,Contagem,MG,Brasil,Centro Federal de Educação Tecnológica de Minas Gerais,Belo Horizonte,MG,Brasil
6255249581918483,Ibiá,MG,Brasil,Escola Estadual Dr. Pedro Dias dos Reis
6268197959263779,Pedro Leopoldo,MG,Brasil,Comissão Nacional de Energia Nuclear,Belo Horizonte,MG,Brasil
6283571947278218,Belo Horizonte,MG,Brasil,IA Tech GmbH
6292547555081852,Belo Horizonte,MG,Brasil,Centro Federal de Educação Tecnológica de Minas Gerais,Belo Horizonte,MG,Brasil
6294620516500222,Belo Horizonte,MG,Brasil,UNA Bom Despacho
6296378422045365,Montes Claros,MG,Brasil,Centro Federal de Educação Tecnológica de Minas Gerais,Belo Horizonte,MG,Brasil
6305690361528868,BELO HORIZONTE,MG,Brasil,Centro Federal de Educação Tecnológica de Minas Gerais
6306744704178353,Araxá,MG,Brasil,
6307348250257624,Diamantina,MG,Brasil,KOTCHERGENKO ENGENHARIA,Belo Horizonte,MG,Brasil
6315272547398051,Paranavaí,PR,Brasil,Centro Federal de Educação Tecnológica de Minas Gerais,Belo Horizonte,MG,Brasil
6332739046722192,Belo Horizonte,MG,Brasil,Universidade do Estado de Minas Gerais
6339716838250739,Belo Horizonte,MG,Brasil,Gesmed Gestão Estratégica em Saúde SA,Belo Horizonte,MG,Brasil
6344421132782726,Belo Horizonte,MG,Brasil,Centro Federal de Educação Tecnológica de Minas Gerais
6347254071071364,Belo Horizonte,MG,Brasil,Take.Net,Belo Horizonte,MG,Brasil
6353159558108735,Araxá,MG,Brasil,Centro Federal de Educação Tecnológica de Minas Gerais,Belo Horizonte,MG,Brasil
6356009710514102,Belo Horizonte,MG,Brasil,Universidade do Estado de Minas Gerais
6362147286323801,Belo Horizonte,MG,Brasil,Universidade Federal de Minas Gerais
6371574270638272,Passos,MG,Brasil,Centro Federal de Educação Tecnológica de Minas Gerais,Belo Horizonte,MG,Brasil
6378129638579747,BELO HORIZONTE,MG,Brasil,APPLIED THERMAL ENGINEERING
6399143901939413,Formiga,MG,Brasil,Centro Universitário de Formiga,Formiga,MG,Brasil
6417409118663066,,,Brasil,Faculdade Descomplica
6426335158530557,Belo Horizonte,MG,Brasil,Policia Civil Minas Gerais
6429158875614884,Belo Horizonte,MG,Brasil,Centro Federal de Educação Tecnológica de Minas Gerais
6430414858592614,Bom Jesus do Itabapoana,RJ,Brasil,Instituto Federal Fluminense
6448206018452079,Belo Horizonte,MG,Brasil,Centro Federal de Educação Tecnológica de Minas Gerais,Belo Horizonte,MG,Brasil
6450901352656231,BELO HORIZONTE,MG,Brasil,Escola Estadual Técnico Industrial Professor Fontes
6454506232853760,Belo Horizonte,MG,Brasil,"Instituto Federal de Educação, Ciência e Tecnologia de Minas Gerais",Betim,MG,Brasil
6473387453372651,Varginha,MG,Brasil,Universidade Federal de Lavras
6473460957217229,Divinópolis,MG,Brasil,Universidade Federal de Santa Catarina
6498999437425971,Belo Horizonte,MG,Brasil,Companhia Energética de Minas Gerais S/A,Belo Horizonte,MG,Brasil
6500029386042296,Belo Horizonte,MG,Brasil,Coordenação de Aperfeiçoamento de Pessoal de Nível Superior
6504354976686588,,,Brasil,Banco do Brasil - Direção Geral
6509788406230242,Belo horizonte,MG,Brasil,Universidade Federal de Minas Gerais,Belo Horizonte,MG,Brasil
6516507531319703,Belo Horizonte,MG,Brasil,Fundação Instituto Brasileiro de Geografia e Estatística
6518919813741344,Belo Horizonte,MG,Brasil,Universidade Federal de Minas Gerais
6531470623836602,Belo Horizonte,MG,Brasil,Vale Logistica Integrada,Belo Horizonte,MG,Brasil
6533597782099766,Belo Horizonte,MG,Brasil,Universidade Federal de Minas Gerais,Belo Horizonte,MG,Brasil
6542526075145130,Belo Horizonte,MG,Brasil,Serviço Federal de Processamento de Dados,Belo Horizonte,MG,Brasil
6549308867346849,Belo Horizonte,MG,Brasil,Fundação Pedro Leopoldo / Inclusiva
6550295762184385,Belo Horizonte,MG,Brasil,Universidade Federal de Minas Gerais
6579166915730771,Bambuí,MG,Brasil,RealBYTE Sistemas de Automacao LTDA
6583100106614887,Governador Valadares,,Brasil,VBC Sistemas Inteligentes,Belo Horizonte,MG,Brasil
6615691337576245,São Paulo,SP,Brasil,Colégio Bernoulli,Belo Horizonte,MG,Brasil
6615797307685471,Mariana,MG,Brasil,Centro Federal de Educação Tecnológica de Minas Gerais
6649784748705469,Belo Horizonte,MG,Brasil,Universidade Federal de Minas Gerais,Belo Horizonte,MG,Brasil
6660577553508492,Contagem,MG,Brasil,"Instituto Federal de Educação, Ciência e Tecnologia do Espírito Santo",Santa Teresa,ES,Brasil
6660877877652322,Belo Horizonte,MG,Brasil,i-mídia,Belo Horizonte,MG,Brasil
6669774706420842,Haldwani,,Índia,
6683288748187798,BELO HORIZONTE,MG,Brasil,Instituto Federal Minas Gerais
6691236830115968,Belo Horizonte,MG,Brasil,Instituto Santo Antônio de Pádua
6695611812296662,Belo Horizonte,MG,Brasil,Universidade Federal de Minas Gerais,Belo Horizonte,MG,Brasil
6700427179718843,Caxias do Sul,RS,Brasil,Universidade Salgado de Oliveira (BH),Belo Horizonte,MG,Brasil
6714860178987392,Belo Horizonte,MG,Brasil,Universidade Federal de Minas Gerais,Belo Horizonte,MG,Brasil
6722079964176189,CONTAGEM,MG,Brasil,INSTITUTO CANIDADA SOUZA - FEAMIG MG
6725003764745396,TEOFILO OTONI,MG,Brasil,Universidade Federal de Minas Gerais,Belo Horizonte,MG,Brasil
6740068631948149,Coronel Fabriciano,MG,Brasil,
6751173317474006,Belo Horizonte,MG,Brasil,Colégio Pedro II BH
6751542602227045,PEDRO LEOPOLDO,MG,Brasil,ReVeLe - Revista Virtual dos Estudantes de Letras
6761210593243593,Belo Horizonte,MG,Brasil,Universidade Federal de Minas Gerais,Belo Horizonte,MG,Brasil
6786083900656695,Belo Horizonte,MG,Brasil,Secretaria de Estado da Saúde de Minas gerais
6790240222257129,Belo Horizonte,MG,Brasil,Centro Federal de Educação Tecnológica de Minas Gerais
6795460071035579,Belo Horizonte,MG,Brasil,Universidade Federal de Itajubá,Itabira,MG,Brasil
6808701070994140,,,Brasil,Centro Federal de Educação Tecnológica de Minas Gerais,Belo Horizonte,MG,Brasil
6829903931545154,Belo Horizonte,MG,Brasil,Potamos Engenharia e Hidrologia,Belo Horizonte,MG,Brasil
6830310718895399,São Paulo,SP,Brasil,Centro Federal de Educação Tecnológica de Minas Gerais,Belo Horizonte,MG,Brasil
6848155537418775,Conselheiro Lafaiete,MG,Brasil,Universidade Presidente Antônio Carlos
6848497689176388,Elói Mendes,MG,Brasil,João de Paula Arquitetura,Belo Horizonte,MG,Brasil
6850678036173013,Esmeraldas,MG,Brasil,Universidade Federal de Minas Gerais
6856609358934321,Taubate,SP,Brasil,Caixa Econômica Federal,Belo Horizonte,MG,Brasil
6858770923141197,Contagem,MG,Brasil,Universidade Federal de Minas Gerais,Belo Horizonte,MG,Brasil
6874558123228959,,,Brasil,Sindicato dos Eletricitários de Minas Gerais
6885406761382549,Belo  Horizonte,MG,Brasil,FUNDAMENTOS DA ÁLGEBRA
6890505178731352,Petrópolis,RJ,Brasil,"Instituto Federal de Educação, Ciência e Tecnologia do Sul de Minas Gerais",Carmo de Minas,MG,Brasil
6894810822648983,Itaúna,MG,Brasil,Centro Federal de Educação Tecnológica de Minas Gerais,Divinópolis,MG,Brasil
6903477930411082,Belo Horizonte,MG,Brasil,Duarte Vasconcelos Advocacia e Consultoria,Belo Horizonte,MG,Brasil
6944248864593116,Oliveira,MG,Brasil,Centro Federal de Educação Tecnológica de Minas Gerais,Belo Horizonte,MG,Brasil
6961594073213770,Belo Horizonte,MG,Brasil,Centro Federal de Educação Tecnológica de Minas Gerais,Belo Horizonte,MG,Brasil
6965580657603064,Bonfim,MG,Brasil,Universidade Federal de Minas Gerais
6975509309502460,Araxá,MG,Brasil,Centro Federal de Educação Tecnológica de Minas Gerais
6983473941512639,Leopoldina,MG,Brasil,Universidade Federal de Viçosa
6992718520327609,Belo Horizonte,MG,Brasil,Centro de Desenvolvimento da Tecnologia Nuclear
6998459829782655,,,Brasil,Instituto Federal Minas Gerais
