Identificador,ENSINO-MEDIO-SEGUNDO-GRAU,Instituição,Início,Fim,CURSO-TECNICO-PROFISSIONALIZANTE,Instituição,Início,Fim,GRADUACAO,Instituição,Início,Fim,ESPECIALIZACAO,Instituição,Início,Fim,MESTRADO,Instituição,Início,Fim,DOUTORADO,Instituição,Início,Fim
1989081286274816,,,,,,Centro Federal de Educação Tecnológica de Minas Gerais,1997,2000,Educação Física,Universidade Federal de Minas Gerais,2002,2006,,,,,Educação Física,Universidade Federal de Minas Gerais,2007,2009,Ciências Do Esporte,Universidade Federal de Minas Gerais,2013,2017
2003009101258670,,,,,,,,,Programa Especial De Formação De Docente,Centro Federal de Educação Tecnológica de Minas Gerais,1989,1993,,,,,Educação,Universidade Federal do Ceará,2005,2007,Educação,Universidade Federal do Ceará,2008,2013
2003051305652723,,,,,,Centro Federal de Educação Tecnológica de Minas Gerais,1978,1981,Engenharia Civil,Centro Universitário Fumec - Faculdade de Engenharia e Arquitetura,1986,1991,,,,,Engenharia De Materiais,Universidade Federal de Minas Gerais,2004,2005,Engenharia Metalúrgica E De Minas,Universidade Federal de Minas Gerais,2009,2012
2021890970181321,,,,,  Mecânico,Centro Federal de Educação Tecnológica de Minas Gerais,1974,1978,Engenharia Mecânica,Universidade Federal de Minas Gerais,1978,1983,,,,,Engenharia Mecânica,Universidade Federal de Minas Gerais,1984,1989,Thermique Et Energétique,Institut National Des Sciences Appliquées de Lyon,1992,1996
2039900917750691,,,,,Eletrônica,Centro Federal de Educação Tecnológica de Minas Gerais,1983,1985,Engenharia Eletrica,Pontifícia Universidade Católica de Minas Gerais,1986,1992,,,,,Engenharia Eletrônica E Computação,Instituto Tecnológico de Aeronáutica,1992,1995,Computação Aplicada,Instituto Nacional de Pesquisas Espaciais,2002,2006
2059026424367284,,,,,,Centro Federal de Educação Tecnológica de Minas Gerais,2000,2003,Engenharia De Alimentos,Universidade Federal de Viçosa,2003,2008,,,,,Ciências De Alimentos,Universidade Federal de Minas Gerais,2008,2010,Ciência E Tecnologia De Alimentos,Universidade Federal do Pará,2012,2016
2109150393605727,,,,,,,,,Licenciatura Plena,Centro Federal de Educação Tecnológica de Minas Gerais,1988,1989,,,,,Engenharia De Transportes,Escola de Engenharia de São Carlos da Universidade de São Paulo,1990,1992,Engenharia De Transportes,Escola Politécnica da Universidade de São Paulo,1993,1998
2157968516048040,,,,,,Centro Federal de Educação Tecnológica de Minas Gerais,2000,2003,Química,Universidade Federal de Minas Gerais,2004,2007,,,,,Química,Universidade Federal de Minas Gerais,2008,2010,Química,Universidade Federal de Minas Gerais,2010,2015
2168277444752193,,,,,,,,,Engenharia Industrial Elétrica,Centro Federal de Educação Tecnológica de Minas Gerais,1993,1998,,,,,Engenharia Elétrica,Universidade Estadual de Campinas,1999,2001,Engenharia Elétrica,Universidade Estadual de Campinas,2009,2013
2173798953418445,,,,,,,,,Matemática - Licenciatura,Universidade Federal de Ouro Preto,2005,2008,,,,,Modelagem Matemática E Computacional,Centro Federal de Educação Tecnológica de Minas Gerais,2009,2011,Engenharia Elétrica,Universidade Federal de Minas Gerais,2012,2016
2202102584504407,,,,,,,,,Engenharia De Operação Mecânica,Centro Federal de Educação Tecnológica de Minas Gerais,1974,1977,,,,,Engenharia Metalúrgica E De Minas,Universidade Federal de Minas Gerais,1984,1987,Engenharia De Minas,Universidade Técnica de Lisboa,1989,1993
2204279029918735,,,,,,,,,Filosofia,Pontifícia Universidade Católica de Minas Gerais,2005,2009,,,,,Estudos De Linguagens,Centro Federal de Educação Tecnológica de Minas Gerais,2012,2014,Estudos De Linguagens,Centro Federal de Educação Tecnológica de Minas Gerais,2017,
2264931829840693,,,,,,,,,Engenharia Industrial Elétrica,Centro Federal de Educação Tecnológica de Minas Gerais,1992,1993,,,,,Arquitetura E Urbanismo,Universidade de São Paulo,2004,2007,Arquitetura E Urbanismo,Instituto de Arquitetura e Urbanismo da Universidade de São Paulo,2008,2012
2270334190661422,,,,,Química,Centro Federal de Educação Tecnológica de Minas Gerais,1979,1981,Geologia,Universidade Federal de Minas Gerais,1983,1988,,,,,Ciencias Geofisicas Geologicas,Universidade Federal do Pará,1993,1995, De Pós-graduação Em Engenharia Metalúrgica E De Minas (cpgem),Universidade Federal de Minas Gerais,2004,2008
2279435887416972,,,,,Eletrônica,Centro Federal de Educação Tecnológica de Minas Gerais,1983,1985,Física,Universidade Federal de Minas Gerais,1991,1994,,,,,Física,Universidade Federal de Minas Gerais,1994,1998,Fisica,Universidade Federal da Paraíba,2015,2021
2297262157782323,,,,, Eletronica,Centro Federal de Educação Tecnológica de Minas Gerais,1995,1997,Física Licenciatura,Universidade Federal de Minas Gerais,2000,2006,,,,,Educação,Universidade Federal de Minas Gerais,2010,2012,Educação,Universidade Federal de Minas Gerais,2012,2016
2315264795654609,,,,,,,,,Tecnologia Em Radiologia,Centro Federal de Educação Tecnológica de Minas Gerais,2001,2004,,,,,Biologia Celular,Universidade Federal de Minas Gerais,2011,2013,Biologia Celular,Universidade Federal de Minas Gerais,2013,2015
2350999296977270,,,,,,Centro Federal de Educação Tecnológica de Minas Gerais,1992,1995,Ciência Da Computação,Pontifícia Universidade Católica de Minas Gerais,1995,1999,,,,,Ciências Da Computação,Universidade Federal de Minas Gerais,2000,2002,Engenharia Eletrônica E Computação,Instituto Tecnológico de Aeronáutica,2011,2015
2394009040939868,,,,,,,,,Engenharia De Telecomunicações,Centro Universtário de belo Horizonte,2001,2005,,,,,Modelagem Matemática E Computacional,Centro Federal de Educação Tecnológica de Minas Gerais,2005,2007,Engenharia Elétrica,Universidade Federal de Juiz de Fora,2011,2016
2395411911546232,,,,,,Centro Federal de Educação Tecnológica de Minas Gerais,1989,1992,Engenharia Civil,Universidade Federal de Ouro Preto,1992,1996,,,,,Engenharia Civil,Universidade Federal de Ouro Preto,1998,2000,Engenharia Civil,Universidade Federal do Rio de Janeiro,2000,2004
2408594767683122,,,,,,,,,Engenharia De Operações Mecânica,Centro Federal de Educação Tecnológica de Minas Gerais,1977,1980,,,,,Engenharia Mecânica,Universidade Federal de Uberlândia,1993,1995,Engenharia Mecânica,Universidade Estadual de Campinas,1995,2000
2414677052501972,,,,, Industrial Em Saneamento,Centro Federal de Educação Tecnológica de Minas Gerais,1994,1997,Ciências Biológicas,Universidade Federal de Minas Gerais,1998,2001,,,,,Biologia Animal,Universidade de Brasília,2002,2004,Ecologia (conservação E Manejo Da Vida Silvestre),Universidade Federal de Minas Gerais,2005,2009
2541931523196689,,,,, Química,Centro Federal de Educação Tecnológica de Minas Gerais,1990,1992,Agronomia,Universidade Federal de Viçosa,1995,1999,,,,,Fitotecnia (produção Vegetal),Universidade Federal de Viçosa,2000,2002,Fitotecnia (produção Vegetal),Universidade Federal de Viçosa,2003,2007
2545337686252068,,,,,,,,,Matemática,Universidade Federal de Uberlândia,2000,2003,,,,,Modelagem Matemática E Computacional,Centro Federal de Educação Tecnológica de Minas Gerais,2006,2008,Matemática,Universidade Estadual Paulista Júlio de Mesquita Filho,2016,2021
2572462775582499,,,,,,Centro Federal de Educação Tecnológica de Minas Gerais,2006,2008,Física,Universidade Federal de Minas Gerais,2011,2014,,,,,Física,Universidade Federal de Minas Gerais,2015,2017,Física,Universidade Federal de Minas Gerais,2017,2021
2580986429763465,,,,,Química Industrial,Centro Federal de Educação Tecnológica de Minas Gerais,2003,2005,Psicologia,Universidade Federal de Minas Gerais,2006,2011,,,,,Psicologia,Universidade Federal de Minas Gerais,2013,2015,Programa De Pós-graduação Em Psicologia: Cognição E Comportamento,Universidade Federal de Minas Gerais,2017,2021
2582202671258213,,,,,,,,,Arquitetura E Urbanismo,Universidade Federal de Minas Gerais,1974,1980,,,,,Tecnologia,Centro Federal de Educação Tecnológica de Minas Gerais,1993,1997,Geografia Rio Claro,Universidade Estadual Paulista Júlio de Mesquita Filho,1998,2003
2586202325653230,,,,,Química,Centro Federal de Educação Tecnológica de Minas Gerais,1996,1998,Comunicação Social,Universidade Estadual de Campinas,2015,,,,,,Engenharia De Alimentos,Universidade Estadual de Campinas,2005,2006,Engenharia De Alimentos,Universidade Estadual de Campinas,2007,2012
2622198823346358,,,,,,,,,Matemática Computacional,Universidade Federal de Minas Gerais,2001,2007,,,,,Modelagem Matemática E Computacional,Centro Federal de Educação Tecnológica de Minas Gerais,2008,2010,Ciencia Da Computacao,Universidade de São Paulo,2012,2018
2628557550611049,,,,,,,,,Engenharia Industrial Elétrica,Centro Federal de Educação Tecnológica de Minas Gerais,1999,2005,,,,,Modelagem Matemática E Computacional,Centro Federal de Educação tecnológica de Minas Gerais,2005,2007,Ciências Da Computação,Universidade Federal de Minas Gerais,2014,2020
2664722461551742,,,,,,SESI BENJAMIM GUIMARAES,1999,2002,Química Tecnológica,Centro Federal de Educação Tecnológica de Minas Gerais,2011,,,,,,"Ciência E Tecnologia Das Radiações, Minerais E Mat",Centro de Desenvolvimento da Tecnologia Nuclear,2010,2012,Ciência E Tecnologia Das Radiações,Centro de Desenvolvimento da Tecnologia Nuclear,2013,2017
2671579138286779,,,,,Eletromecanica,Centro Federal de Educação Tecnológica de Minas Gerais,2002,2004,Agronomia,Universidade Federal de Minas Gerais,2007,2012,,,,,Produção Vegetal,Universidade Federal de Minas Gerais,2012,2014,Agronomia (agricultura),Universidade Estadual Paulista Júlio de Mesquita Filho,2015,2019
,,,,,Edificações,Centro Federal de Educação Tecnológica de Minas Gerais,1976,1979,Letras,Universidade Federal de Minas Gerais,1980,1985,,,,,Letras,Universidade Federal de Minas Gerais,2000,2003,Programa De Pós-graduação Em Letras Da Ufmg / Estudos Literários,Universidade Federal de Minas Gerais,2008,2012
2759397663052419,,,,,Meio Ambiente,"Centro Federal de Educação Tecnológica de Minas Gerais, campus Ouro Preto",2006,2007,Farmácia,Universidade Federal de Ouro Preto,2007,2013,,,,,Ciências Farmacêuticas,Universidade Federal de Ouro Preto,2014,2016,Biotecnologia,Universidade Federal de Ouro Preto,2016,2020
2763286712009012,,,,,Eletrotécnica,Centro Federal de Educação Tecnológica de Minas Gerais,1995,1998,Engenharia De Produção,Universidade Federal de Ouro Preto,1999,2003,,,,,Engenharia De Produção,Universidade Federal de Minas Gerais,2005,2007,Engenharia De Produção,Universidade Federal do Rio de Janeiro,2007,2013
2774946715740027,,,,,,Centro Federal de Educação Tecnológica de Minas Gerais,2005,2007,Matemática,Universidade Federal de Minas Gerais,2008,2011,,,,,Matemática,Universidade Federal de Minas Gerais,2012,2014,Estatística,Universidade Federal de Minas Gerais,2015,2017
2779265978428042,,,,, Industrial De Mecânica,Centro Federal de Educação Tecnológica de Minas Gerais,1985,1988,Programa Especial De Formação Para Docentes,Centro Federal de Educação Tecnológica de Minas Gerais,2002,2002,,,,,Educação Tecnológica,Centro Federal de Educação Tecnológica de Minas Gerais,2006,2008,Educação,Pontifícia Universidade Católica de Minas Gerais,2013,2017
2792357895049279,,,,,,Centro Federal de Educação Tecnológica de Minas Gerais,1989,1991,Engenharia Elétrica,Pontifícia Universidade Católica de Minas Gerais,1993,1999,,,,,Engenharia Elétrica,Pontifícia Universidade Católica de Minas Gerais,1999,2001,Engenharia Elétrica,Universidade Federal de Minas Gerais,2003,2007
2835433621443406,,,,,,,,,Engenharia Mecânica,Pontifícia Universidade Católica de Minas Gerais,2011,2014,,,,,Engenharia De Materiais,Centro Federal de Educação Tecnológica de Minas Gerais,2014,2015,Programa De Pós-graduação Em Engenharia Mecânica - Puc Minas,Pontifícia Universidade Católica de Minas Gerais,2015,2018
2858047951009808,,,,, Eletrotécnica,Centro Federal de Educação Tecnológica de Minas Gerais,1977,1980,Licenciatura Plena Para Graduação Professores 2o G,Centro Federal de Educação Tecnológica de Minas Gerais,1991,1991,,,,,Ciências Técnicas Nucleares,Universidade Federal de Minas Gerais,2007,2008,Ciências Técnicas Nucleares,Universidade Federal de Minas Gerais,2009,2013
2888501805559990,,,,,,Centro Federal de Educação Tecnológica de Minas Gerais,1985,1988,Engenharia Elétrica,Centro Federal de Educação Tecnológica de Minas Gerais,1990,1995,,,,,Engenharia Elétrica,Universidade Federal de Minas Gerais,2000,2001,Engenharia Elétrica,Universidade Federal de Minas Gerais,2004,2007
2927636393829724,,,,,,,,,Engenharia Industrial Elétrica,Centro Federal de Educação Tecnológica de Minas Gerais,1993,1999,,,,,,,,,Engenharia Elétrica,Universidade Federal de Minas Gerais,1999,2003
2962992091083183,,,,,,,,,Engenharia Elétrica,Centro Federal de Educação Tecnológica de Minas Gerais,2012,2016,,,,,Engenharia Elétrica,Universidade Federal de Minas Gerais,2017,2018,Engenharia Elétrica,Universidade Federal de Minas Gerais,2018,2021
3017936660747980,,,,,,Centro Federal de Educação Tecnológica de Minas Gerais,2002,2004,Ciências Econômicas,Universidade Federal de Minas Gerais,2004,2008,,,,,Economia,Universidade Federal de Minas Gerais,2010,2012,Geografia Humana E Estudos Urbanos,London School of Economics and Political Science,2013,2017
3037359640502906,,,,,,,,,Engenharia Industrial Elétrica,Centro Federal de Educação Tecnológica de Minas Gerais,2004,2009,,,,,Engenharia Elétrica (ufsj / Cefet-mg),Universidade Federal de São João Del-Rei,2009,2011,Engenharia De Automação E Sistemas,Universidade Federal de Santa Catarina,2011,2016
3081335079399561,,,,,,,,,Artes Visuais,Centro Universitário de Jales,2016,2017,,,,,Educação Tecnológica - Disciplina Isolada Tópicos,Centro Federal de Educação Tecnológica de Minas Gerais,2007,,Comunicação Social,Pontifícia Universidade Católica do Rio Grande do Sul (Conceito CAPES 5),2010,2014
3084251272040826,,,,,,,,,Tecnologia Em Radiologia,Centro Federal de Educação Tecnológica de Minas Gerais,2003,2006,,,,, De Ciências E Técnicas Nucleares,Universidade Federal de Minas Gerais,2007,2009,Ciências Técnicas Nucleares,Universidade Federal de Minas Gerais,2009,2012
3109237342394417,,,,,Química,Centro Federal de Educação Tecnológica de Minas Gerais,2000,2003,Geologia,Universidade Federal de Minas Gerais,2004,2008,,,,,Análise De Bacias E Faixas Móveis,Universidade do Estado do Rio de Janeiro,2010,2012,Geologia,Universidade Federal de Minas Gerais,2013,2019
3209006279873697,,,,,,,,,Letras,Universidade Federal de Mato Grosso do Sul,2006,2010,,,,,Estudos De Linguagens,Universidade Federal de Mato Grosso do Sul,2011,2013,Estudos De Linguagens,Centro Federal de Educação Tecnológica de Minas Gerais,2018,
3265727266094418,,,,,Eletrônica,Centro Federal de Educação Tecnológica de Minas Gerais,2000,2002,Ciências Biológicas,Universidade Federal de Minas Gerais,2003,2008,,,,,Ciências Biológicas (fisiologia E Farmacologia),Universidade Federal de Minas Gerais,2009,2011,Ciências Biológicas (fisiologia E Farmacologia),Universidade Federal de Minas Gerais,2011,2015
3334471497786718,,,,, Química Industrial,Centro Federal de Educação Tecnológica de Minas Gerais,1992,1994,Química,Universidade Federal de Minas Gerais,1997,2001,,,,,Química,Universidade Federal de Minas Gerais,2002,2004,Química Analítica,Universidade Federal de Minas Gerais,2006,2010
3345095295680144,,,,,Eletrotécnica,Centro Federal de Educação Tecnológica do Ceará,1975,1979, De Licenciatura Esquema 2,Centro Federal de Educação Tecnológica de Minas Gerais,1990,1993,,,,,Engenharia Elétrica,Universidade Federal da Paraíba,2001,2003,Engenharia Elétrica,Universidade Federal de Campina Grande,2003,2007
3350234515830996,,,,,Química,Centro Federal de Educação Tecnológica de Minas Gerais,1997,2000,Veterinary Medicine,Universidade Federal de Minas Gerais,2003,2008,,,,,Ciência Animal,Universidade Federal de Minas Gerais,2008,2010,Ciências Biologicas (microbiologia),Universidade Federal de Minas Gerais,2010,2015
3364052641493334,,,,,Eletrotécnica,Centro Federal de Educação Tecnológica de Minas Gerais,1987,1989,Engenharia Industrial Elétrica,Centro Federal de Educação Tecnológica de Minas Gerais,1991,1996,,,,,Engenharia Elétrica,Universidade Federal de Minas Gerais,1999,2001,Engenharia Elétrica,Universidade Federal de Minas Gerais,2005,2009
3401819655719801,,,,,,Centro Federal de Educação Tecnológica de Minas Gerais,1994,1997,Engenharia Elétrica,Universidade Federal de Juiz de Fora,1998,2002,,,,,Engenharia Elétrica,Universidade Federal de Juiz de Fora,2003,2005,Engenharia Elétrica,Universidade Federal de Juiz de Fora,2015,2019
3406193940120417,,,,,Eletromecânica,Centro Federal de Educação Tecnológica de Minas Gerais,2006,2008,Engenharia Mecânica,Pontifícia Universidade Católica de Minas Gerais,2008,2013,,,,,Engenharia Mecânica,Pontifícia Universidade Católica de Minas Gerais,2013,2015,Programa De Pós-graduação Em Engenharia Mecânica - Ufmg,Universidade Federal de Minas Gerais,2015,2020
3424921071626104,,,,,Química,Centro Federal de Educação Tecnológica de Minas Gerais,1995,1997,Química Bacharelado,Universidade Federal de Minas Gerais,2004,2007,,,,,"C&t Das Radiações, Minerais E Materiais",Centro de Desenvolvimento de Tecnologia Nuclear,2005,2007,Engenharia De Materiais,Universidade Federal de Ouro Preto,2008,2012
3428069418812707,,,,,,,,,Química Tecnológica,Centro Federal de Educação Tecnológica de Minas Gerais,2008,2013,,,,,Química,Universidade Federal de Minas Gerais,2013,2015,Quimica,Universidade Federal de Minas Gerais,2016,2020
3494771555107693,,,,,,,,,Engenharia Industrial Elétrica,Centro Federal de Educação Tecnológica de Minas Gerais,1999,2005,Gestão De Projetos,Instituto de Educação Tecnológica,2007,,Programa De Pós-graduação Em Engenharia Elétrica,Pontifícia Universidade Católica de Minas Gerais,2008,2011,Engenharia Elétrica,Universidade Federal de Minas Gerais,2015,2019
3518531140136427,,,,,,,,,Engenharia Ambiental E Sanitária,Centro Federal de Educação Tecnológica de Minas Gerais,2018,,,,,,"Saneamento, Meio Ambiente E Recursos Hídricos",Universidade Federal de Minas Gerais,2005,2007,"Saneamento, Meio Ambiente E Recursos Hídricos",Universidade Federal de Minas Gerais,2008,2012
