Identificador,ENSINO-MEDIO-SEGUNDO-GRAU,Instituição,Início,Fim,CURSO-TECNICO-PROFISSIONALIZANTE,Instituição,Início,Fim,GRADUACAO,Instituição,Início,Fim,ESPECIALIZACAO,Instituição,Início,Fim,MESTRADO,Instituição,Início,Fim,DOUTORADO,Instituição,Início,Fim
9931001859551532,,,,,,,,,Programa Especial De Formação De Docente,Centro Federal de Educação Tecnológica de Minas Gerais,2015,2016,,,,,Genética,Universidade Federal de Minas Gerais,2012,2014,Genética,Universidade Federal de Minas Gerais,2014,2018
9939452591905541,,,,,Química,Centro Federal de Educação Tecnológica de Minas Gerais,1994,1996,Nutrição,Universidade Federal de Viçosa,1998,2003,,,,,Ciência E Tecnologia De Alimentos,Universidade Federal de Viçosa,2003,2005,Ciência E Tecnologia De Alimentos,Universidade Federal de Viçosa,2008,2013
9950126045224559,,,,,,,,,Matemática,Universidade Federal de Viçosa,1991,1997,,,,,Matemática,Universidade de São Paulo,2000,2002,Modelagem Matemática E Computacional,Centro Federal de Educação Tecnológica de Minas Gerais,2016,2020
0001254051266765,,,,,,Centro Federal de Educação Tecnológica de Minas Gerais,1994,1997,Ciência Da Computação,Universidade Federal de Lavras,1999,2002,,,,,Informática,Pontifícia Universidade Católica de Minas Gerais,2012,2014,,,,
0023587234892072,,,,,,Centro Federal de Educação Tecnológica de Minas Gerais,2005,2007,Engenharia Civil,Universidade Federal de Viçosa,2009,2013,,,,,Engenharia Civil,Universidade Federal de Viçosa,2014,2016,Engenharia Civil,Pontifícia Universidade Católica do Rio de Janeiro,2019,
0032946771655881,,,,,,,,,Tecnologia Em Radiologia,Centro Federal de Educação Tecnológica de Minas Gerais,2006,2010,,,,,"Ciência E Tecnologia Das Radiações, Minerais E Mat",Centro de Desenvolvimento de Tecnologia Nuclear,2011,2013,Meio Ambiente,Universidade do Estado do Rio de Janeiro,2018,
0041269300389148,,,,,,Centro Federal de Educação Tecnológica de Minas Gerais,1996,1998,Engenharia Mecatrônica,Centro Federal de Educação Tecnológica de Minas Gerais,2008,2013,,,,,Engenharia Elétrica,Centro Federal de Educação Tecnológica de Minas Gerais,2013,2015,,,,
0070590121266298,,,,,Quimica,Centro Federal de Educação Tecnológica de Minas Gerais,2002,2004,Quimica,Universidade Federal de Minas Gerais,2003,2006,,,,,Química,Universidade Federal de Minas Gerais,2007,2008,Quimica,Universidade Federal de Minas Gerais,2008,2010
0078450303545325,,,,,,Centro Federal de Educação Tecnológica de Minas Gerais,1987,1994,Engenharia Mecânica,Pontificia Universidade Catolica de Minas Gerais,1994,2004,,,,,"Mestre Em Ciencia E Tec. Das Rad., Min. E Mat.",Centro de Desenvolvimento da Tecnologia Nuclear,2007,2009,,,,
0086922403272399,,,,,Eletrônica,Centro Federal de Educação Tecnológica de Minas Gerais,1988,1990,Engenharia Elétrica,Universidade Federal de Minas Gerais,1993,1997,,,,,Engenharia Elétrica,Universidade Federal de Minas Gerais,1998,2000,,,,
0111421345890975,,,,,,,,,Engenharia Elétrica,Centro Federal de Educação Tecnológica de Minas Gerais,2008,2010,,,,,Engenharia Naval E Oceânica,Universidade de São Paulo,2014,2016,Wind Energy Systems,Gottfried Wilhelm Leibniz Universität Hannover,2016,
0115883050967285,,,,,Informática Industrial,Centro Federal de Educação Tecnológica de Minas Gerais,1997,1999,Ciência Da Computação,Universidade Federal de Minas Gerais,2001,2004,,,,,Ciências Da Computação,Universidade Federal de Minas Gerais,2005,2007,Ciências Da Computação,Universidade Federal de Minas Gerais,2009,2012
,,,,,,,,,Engenharia De Produção Civil,Centro Federal de Educação Tecnológica de Minas Gerais,2004,2009,,,,,Engenharia Civil,Centro Federal de Educação Tecnológica de Minas Gerais,2010,2012,Engenharia De Estruturas,Universidade Federal de Minas Gerais,2013,
,,,,,,Centro Federal de Educação Tecnológica de Minas Gerais,1995,1998,Engenharia Civil,Pontifícia Universidade Católica de Minas Gerais,1999,2003,,,,,Engenharia Civil,Universidade Federal de Ouro Preto,2004,2006,,,,
0130862227047561,,,,,,Centro Federal de Educação Tecnológica de Minas Gerais,1997,2000,Engenharia De Infra Estrutura Aeronáutica,Instituto Tecnológico de Aeronáutica,2002,2007,,,,,Master Of Engineering,Kyoto University,2010,2012,Engenharia De Estruturas,Universidade Federal de Minas Gerais,2015,
0133579487074837,,,,,Química,Centro Federal de Educação Tecnológica de Minas Gerais,2010,2012,Engenharia De Minas,Universidade Federal de Minas Gerais,2012,2018,Engenharia Geotécnica,Pontifícia Universidade Católica de Minas Gerais,2020,,Ressources Minérales - Exploitation Minière Et Stockage Géologique,Ecole Nationale Supérieure des Mines de Nancy,2016,2017,,,,
0134742671677643,,,,,,,,,Letras,Faculdade de Minas - Belo Horizonte (MG),2007,2010,Linguagem E Tecnológia,Centro Federal de Educação Tecnológica de Minas Gerais,2011,,Estudos De Linguagens,Centro Federal de Educação Tecnológica de Minas Gerais,2013,2015,,,,
0137908977525812,,,,,Mecânica,Centro Federal de Educação Tecnológica de Minas Gerais,2002,2004,Engenharia Mecânica,Pontifícia Universidade Católica de Minas Gerais,2006,2011,,,,,Engenharia Mecânica,Universidade Federal de Minas Gerais,2013,2015,,,,
,,,,,Informática Industrial,Centro Federal de Educação Tecnológica de Minas Gerais,2002,2004,Ciência Da Computação,Universidade Federal de Minas Gerais,2004,2005,,,,,Ciências Da Computação,Universidade Federal de Minas Gerais,2011,2012,,,,
0148689717369496,,,,,,,,,Programa Especial De Formação De Docente,Centro Federal de Educação Tecnológica de Minas Gerais,1994,1994,,,,,Processos Construtivos E Saneamento Urbano,Universidade Federal do Pará,2014,2016,"Sociedade, Natureza E Desenvolvimento",Universidade Federal do Oeste do Pará,2019,
0165195251357013,,,,,,Escola Técnica Municipal &quot;Os Padres do Trabalho&quot;,2008,2009,Pedagogia,Universidade Federal de Minas Gerais,2008,2011,,,,,Educação Tecnológica,Centro Federal de Educação Tecnológica de Minas Gerais,2015,2016,Educação,Universidade Federal de Juiz de Fora,2018,
0180533725445627,,,,,,,,,Química Tecnológica,Centro Federal de Educação Tecnológica de Minas Gerais,2006,2010,,,,,"Engenharia Metalúrgica, Materiais E Minas",Universidade Federal de Minas Gerais,2011,2013,,,,
0203091675010444,,,,,Estradas,Centro Federal de Educação Tecnológica de Minas Gerais,2007,2009,Engenharia Civil,Faculdades Kennedy,2010,2014,Gestão Da Produção E Qualidade,Universidade Candido Mendes,2017,,Pós Construção Civil,Universidade Federal de Minas Gerais,2018,2020,,,,
0204288055870845,,,,,,Centro Federal de Educação Tecnológica de Minas Gerais,1997,2000,Ciencias Sociais,Universidade Federal de Minas Gerais,2005,2011,,,,,"Programa De Pós-graduação Em Educação: Conhecimento E Inclusão Social, Da F",Universidade Federal de Minas Gerais,2012,2014,,,,
0207636363252117,,,,,,,,,Engenharia Industrial Elétrica,Centro Federal de Educação Tecnológica de Minas Gerais,2006,2010,,,,,Engenharia Elétrica,Universidade Federal de Minas Gerais,2011,2013,,,,
0212216056662038,,,,, Química Industrial,Centro Federal de Educação Tecnológica de Minas Gerais,2002,2004,Exchange Program In Environmental Sciences,Gonzaga University,2007,2007,,,,,Artes,Universidade Federal de Minas Gerais,2011,2013,Estudos Literários,Universidade Federal de Uberlândia,2019,
0229451053312290,,,,,Turismo E Lazer,Centro Federal de Educação Tecnológica de Minas Gerais,2003,2006,Letras,Universidade Federal de Minas Gerais,2006,2012,,,,,Glitema,Universidade do Porto,2012,2014,,,,
0236400279872187,,,,,Química Industrial,Centro Federal de Educação Tecnológica de Minas Gerais,2000,2004,Química,Universidade Federal de Minas Gerais,2008,2012,,,,,Química,Universidade de São Paulo,2014,2016,Química Orgânica E Biológica,Universidade de São Paulo,2016,
,,,,,,Centro Federal de Educação Tecnológica de Minas Gerais,1989,1992,Engenharia Elétrica,Pontifícia Universidade Católica de Minas Gerais,1993,1997,,,,,Engenharia Elétrica,Universidade Estadual de Campinas,1998,2000,Engenharia Elétrica,Universidade Estadual de Campinas,2000,
0251209535461863,,,,,,,,,Engenharia Industrial Mecânica,Fundação Universidade de Itaúna,1996,2003,,,,,Engenharia Da Energia - Cefet/mg - Ufsj,Centro Federal de Educação Tecnológica de Minas Gerais,2010,2013,,,,
0254096484236621,,,,,,,,,Licenciatura Plena Em Matemática,Fundação Educacional do Nordeste Mineiro - IESI,2002,2005,,,,,Modelagem Matemática E Computacional,Centro Federal de Educação Tecnológica de Minas Gerais,2011,2013,,,,
0274746359633010,,,,,,,,,Engenharia Civil,Universidade FUMEC,2005,2009,,,,,Engenharia De Materiais,Centro Federal de Educação Tecnológica de Minas Gerais,2016,2018,,,,
0275924637110340,,,,,,,,,Arquitetura E Urbanismo,Universidade Federal de Ouro Preto,2011,2017,,,,,Modelagem Matemática E Computacional,Centro Federal de Educação Tecnológica de Minas Gerais,2018,2020,Modelagem Matemática E Computacional,Centro Federal de Educação Tecnológica de Minas Gerais,2020,
0283060045146102,,,,,,Centro Federal de Educação Tecnológica de Minas Gerais,2010,2012,Ciências Biológicas,Universidade Federal de Minas Gerais,2011,2016,,,,,Genética,Universidade Federal de Minas Gerais,2016,2018,Ciências De Alimentos,Universidade Federal de Minas Gerais,2018,
0296512029208381,,,,,,Escola Técnica Federal do Espírito Santo,1974,1976,Programa Especial De Formação De Docente,Centro Federal de Educação Tecnológica de Minas Gerais,1988,1990,,,,,Educação,Universidade Del Norte,2010,2012,,,,
0301675641260630,,,,,,,,,Engenharia Industrial Elétrica,Centro Federal de Educação Tecnológica de Minas Gerais,1991,1994,,,,,Modelagem Matemática E Computacional,Centro Federal de Educação Tecnológica de Minas Gerais,2007,2009,Modelagem Matemática E Computacional,Centro Federal de Educação Tecnológica de Minas Gerais,2017,
0386463322601077,,,,,,,,,Engenharia Industrial Mecânica,Centro Federal de Educação Tecnológica de Minas Gerais,2006,2010,,,,,Educação,Universidade Federal de Minas Gerais,2019,2021,,,,
0387424672760929,,,,,,,,,Engenharia Industrial Mecânica,Centro Federal de Educação Tecnológica de Minas Gerais,2004,2009,,,,,Engenharia Da Energia - Cefet/mg - Ufsj,Centro Federal de Educação Tecnológica de Minas Gerais,2010,2012,"Risk Evaluation Of Renewable Energy Assets, With A Focus On Wind Energy Ass",University of Strathclyde,2020,
0392579494942618,,,,,,Colégio Imaculada Conceição - Magistério 1a. a 4a. (BH),1982,1984,Programa Especial Formação Pedagógica De Docentes,Centro Federal de Educação Tecnológica de Minas Gerais,2008,2008,,,,,Educação Tecnológica,Centro Federal de Educação Tecnológica de Minas Gerais,2009,2011,,,,
,,,,, Eletronica,Centro Federal de Educação Tecnológica de Minas Gerais,2004,2006,Engenharia Eletronica E De Telecomunicacao,Pontifícia Universidade Católica de Minas Gerais,2001,2006,,,,,Engenharia Elétrica,Universidade Federal de Minas Gerais,2008,2009,,,,
0398691158224626,,,,,Informática Industrial,Centro Federal de Educação Tecnológica de Minas Gerais,1996,1998,Ciência Da Computação,Pontifícia Universidade Católica de Minas Gerais,2000,2003,,,,,Engenharia Elétrica,Pontifícia Universidade Católica de Minas Gerais,2006,2008,Tecnologias Da Inteligência E Design Digital,Pontifícia Universidade Católica de São Paulo,2018,
0401770406497920,,,,,,Centro Federal de Educação Tecnológica de Minas Gerais,2000,2003,Engenharia Elétrica,Universidade Federal de Minas Gerais,2005,2009,,,,,Engenharia Elétrica,Universidade Federal de Minas Gerais,2010,2012,,,,
0424202774631725,,,,,,Colégio Técnico da Universidade Federal de Minas Gerais,1993,1995,Engenharia Eletrônica E De Telecomunicações,Pontifícia Universidade Católica de Minas Gerais,1997,2002,,,,,Modelagem Matemática E Computacional,Centro Federal de Educação Tecnológica de Minas Gerais,2011,2013,,,,
0432109859663628,,,,,Eletrônica,Centro Federal de Educação Tecnológica de Minas Gerais,1991,1995,Psicologia,Universidade Federal de Minas Gerais,1995,2000,,,,,Psicologia Avaliação Psicológica,Universidade São Francisco,2003,2005,Psicologia Escolar E Do Desenvolvimento Humano,Universidade de São Paulo,2006,
,,,,,Meio Ambiente,Centro Federal de Educação Tecnológica de Minas Gerais,2006,,Zoologia,Universidade Federal de Minas Gerais,1999,2003,,,,,"Ecologia, Conservacao E Manejo Da Vida Silvestre",Universidade Federal de Minas Gerais,2006,2008,,,,
0462559704169996,,,,,,,,,Administração,Centro Federal de Educação Tecnológica de Minas Gerais,2011,2014,,,,,Administração,Centro Federal de Educação Tecnológica de Minas Gerais,2016,2018,,,,
0473207439121319,,,,,,,,,Matemática,Centro Universitário de Belo Horizonte,1996,2002,,,,,Tecnologia,Centro Federal de Educação Tecnológica de Minas Gerais,2003,2004,,,,
0474822226913558,,,,,Edificações,Centro Federal de Educação Tecnológica de Minas Gerais,2001,2003,Engenharia Civil,Universidade Federal de Ouro Preto,2002,2007,,,,,Engenharia Civil,Universidade Federal de Ouro Preto,2008,2010,,,,
0479955257441396,,,,,,,,,Radiologia,Centro Federal de Educação Tecnológica de Minas Gerais,2003,2006,"Inovação, Gestão E Práticas Docentes No Ensino Superior",Afya Educacional - FASA Itabuna,2020,,Ciência E Tecnologia Das Radiações,Centro Desenvolvimento de Técnicas Nucleares,2014,2016,,,,
0480363684778170,,,,,Eletrotécnica E Automação Industrial,Centro Federal de Educação Tecnológica de Minas Gerais,2010,2012,Engenharia De Controle E Automação,Pontifícia Universidade Católica de Minas Gerais,2010,2015,,,,,Engenharia Elétrica,Pontifícia Universidade Católica de Minas Gerais,2016,2018,,,,
0490596902713548,,,,,Eletrônica,Centro Federal de Educação Tecnológica De Minas Gerais,2001,2003,Engenharia Industrial Mecânica,Centro Federal de Educação Tecnológica de Minas Gerais,2005,2011,Tecnologias Educacionais,Faculdade União das Américas,2021,, De Pós-graduação Em Engenharia Metalúrgica E De Minas (cpgem),Universidade Federal de Minas Gerais,2009,2011,,,,
,,,,,,Centro Federal de Educação Tecnológica de Minas Gerais,2001,2003,Nutrição,Universidade Federal de Minas Gerais,2004,2008,,,,,Ciências De Alimentos,Universidade Federal de Minas Gerais,2009,2011,,,,
0503772383273150,,,,,Eletromecânica,Centro Federal de Educação Tecnológica de Minas Gerais,2002,2004,Ciências Biológicas - Licenciatura,Pontifícia Universidade Católica de Minas Gerais,2006,2009,,,,,Entomologia,Universidade Federal de Viçosa,2014,2016,Phd In Biology,Universität Konstanz,2016,
0509819283994724,,,,,,,,,Engenharia De Materiais,Centro Federal de Educação Tecnológica de Minas Gerais,2011,2013,,,,,Aqüicultura,Universidade Federal do Rio Grande,2019,2021,Aqüicultura,Universidade Federal do Rio Grande,2021,
0516607448845086,,,,,,Centro Federal de Educação Tecnológica de Minas Gerais,2001,2002,Engenharia Civil,Universidade Federal de Minas Gerais,2003,2007,,,,,Transportes,Universidade de Brasília,2008,2010,,,,
0517372378645684,,,,,,,,,Engenharia Ambiental E Sanitária,Centro Federal de Educação Tecnológica de Minas Gerais,2010,2016,Jornalismo Científico,Universidade Estadual de Campinas,2021,,Engenharia Hidráulica E Saneamento,Universidade de São Paulo,2017,2019,Engenharia Hidráulica E Saneamento,Universidade de São Paulo,2019,
0522046662381115,,,,,Eletrotécnica - Automação Industrial,Centro Federal de Educação Tecnológica de Minas Gerais,2007,2009,Engenharia De Produção Civil,Centro Federal de Educação Tecnológica de Minas Gerais,2010,2015,,,,,Engenharia Civil,Centro Federal de Educação Tecnológica de Minas Gerais,2016,2018,Engenharia Civil,Centro Federal de Educação Tecnológica de Minas Gerais,2020,
0523422745592699,,,,,,,,,Engenharia De Materiais,Centro Federal de Educação Tecnológica de Minas Gerais,2008,2013,,,,,Modelagem Matemática E Computacional,Centro Federal de Educação Tecnológica de Minas Gerais,2013,2015,,,,
0524436323864831,,,,,,POLIMIG-ESCOLA DE 1º E 2º GRAUS DE MINAS GERAI S,1979,1981,Licenciatura Plena Para A Graduação De Professores,Centro Federal de Educação Tecnológica de Minas Gerais,1992,1992,,,,,Engenharia Da Energia - Cefet/mg - Ufsj,Centro Federal de Educação Tecnológica de Minas Gerais,2014,2016,,,,
0549873913008159,,,,,,,,,Engenharia Eletrônica E De Telecomunicações,Pontifícia Universidade Católica de Minas Gerais,2009,2014,,,,,Engenharia Da Energia - Cefet/mg - Ufsj,Centro Federal de Educação Tecnológica de Minas Gerais,2015,2017,,,,
0556620313680924,,,,,,,,,Ciência Da Computação,Universidade José do Rosário Vellano,1996,1999,,,,,Modelagem Matemática E Computacional,Centro Federal de Educação Tecnológica de Minas Gerais,2003,2005,,,,
0567160950149386,,,,,,,,,Engenharia De Produção,Universidade Federal de Ouro Preto,2008,2013,,,,,Modelagem Matemática E Computacional,Centro Federal de Educação Tecnológica de Minas Gerais,2014,2016,Modelagem Matemática E Computacional,Centro Federal de Educação Tecnológica de Minas Gerais,2016,
0607282523645907,,,,,,,,,Engenharia Ambiental E Sanitária,Centro Federal de Educação Tecnológica de Minas Gerais,2013,2018,,,,,Análise E Modelagem De Sistemas Ambientais,Universidade Federal de Minas Gerais,2019,2021,,,,
0617499913301856,,,,,,,,,Desenho Industrial,Universidade do Estado de Minas Gerais,1992,1997,,,,,Educação Tecnológica,Centro Federal de Educação Tecnológica de Minas Gerais,2010,2012,Design,Universidade do Estado de Minas Gerais,2017,
0633127301502872,,,,,,Centro Federal de Educação Tecnológica de Minas Gerais,1992,1994,Engenharia Mecânica,Pontifícia Universidade Católica de Minas Gerais,1995,2000,,,,,Ciências Da Informação,Universidade Federal de Minas Gerais,2004,2006,,,,
0644334810277344,,,,,,Centro Federal de Educação Tecnológica de Minas Gerais,1986,1988,Estatística,Universidade Federal de Minas Gerais,1994,1998,,,,,Estatística,Universidade Federal de Minas Gerais,1999,2001,,,,
0650201236330018,,,,,,,,,Psicologia,Centro Universitário Newton Paiva,1995,1999,Psicologia Clínica: Gestalt-terapia E Análise Existencial,Universidade Federal de Minas Gerais,2018,,Educação Tecnológica,Centro Federal de Educação Tecnológica de Minas Gerais,2003,2005,,,,
0656360404647373,,,,,Eletrônica,Centro Federal de Educação Tecnológica de Minas Gerais,1997,2000,Sistema De Informação,Centro Universitário de Itajubá,2003,2005,,,,,,,,,,,,
0657123876559235,,,,,,,,,Letras,Universidade Federal do Maranhão,2003,2007,,,,,Estudos De Linguagens,Centro Federal de Educação Tecnológica de Minas Gerais,2010,2012,Letras,Universidade Federal do Rio Grande do Sul,2017,
0659542609323901,,,,,Mecatrônica,Centro Federal de Educação Tecnológica de Minas Gerais,2009,2011,Engenharia Metalúrgica,Universidade Federal de Minas Gerais,2012,2016,,,,,Engenharia De Estruturas,Universidade Federal de Minas Gerais,2017,2019,,,,
0672048578327465,,,,,,Centro Federal de Educação Tecnológica de Minas Gerais,1983,1986,Engenharia Eletrica,Pontifícia Universidade Católica de Minas Gerais,1991,2000,,,,,Engenharia Elétrica,Pontifícia Universidade Católica de Minas Gerais,2001,2008,Biotecnologia,Universidade de Ribeirão Preto,2014,
0673656750646601,,,,,,,,,Programa Especial De Formação De Docente,Centro Federal de Educação Tecnológica de Minas Gerais,2015,2016,,,,,Engenharia De Materiais,Centro Federal de Educação Tecnológica de Minas Gerais,2014,2016,,,,
,,,,,,,,,Engenharia Mecânica,Centro Federal de Educação Tecnológica de Minas Gerais,1990,1995,,,,,Engenharia Mecânica,Universidade Federal de Minas Gerais,1996,1998,,,,
0683381689716954,,,,,,Centro Federal de Educação Tecnológica de Minas Gerais,2001,2004,Licenciatura Plena Em Química,Universidade Federal de Minas Gerais,2004,2010,,,,,Química,Universidade Federal de Minas Gerais,2011,2013,,,,
0701201312791286,,,,,,,,,Química,Universidade Federal de Viçosa Campus Rio Paranaíba,2010,2016,,,,,Química Inorgânica,Centro Federal de Educação Tecnológica de Minas Gerais,2016,2018,Quimica,Universidade Federal de Minas Gerais,2020,
0704570168373296,,,,,Processamento De Dados,Escola Técnica Federal do Mato Grosso,1994,1997,Administração,Universidade Estadual de Maringá,1998,2003,,,,,Educação Tecnológica,Centro Federal de Educação Tecnológica de Minas Gerais,2010,2012,,,,
0705470362325086,,,,,,,,,Matemática,UNIVERSIDADE DOS VALES DO JEQUITINHONHA E MUCURI- CAMPUS MUCURI,2010,2016,,,,,Modelagem Matemática E Computacional,Centro Federal de Educação Tecnológica de Minas Gerais,2017,2020,,,,
,,,,,,Centro Federal de Educação Tecnológica de Minas Gerais,1996,1998,Física Aplicada Ciência Dos Materiais,Universidade Federal de Ouro Preto,1999,2002,,,,,Engenharia De Materiais,Universidade Federal de Ouro Preto,2003,2005,,,,
0709866672035412,,,,,,,,,Engenharia Elétrica,Centro Federal de Educação Tecnológica de Minas Gerais,2008,2013,,,,,Engenharia De Produção,Universidade Federal de Minas Gerais,2019,2021,,,,
0719949615864724,,,,,,,,,Engenharia Mecânica,Centro Universitário Newton Paiva,2009,2015,,,,,Engenharia De Materiais,Centro Federal de Educação Tecnológica de Minas Gerais,2016,2018,,,,
0720442714328433,,,,,,,,,Matemática Computacional,Universidade Federal de Minas Gerais,2011,2016,,,,,Modelagem Matemática E Computacional,Centro Federal de Educação Tecnológica de Minas Gerais,2017,2019,Modelagem Matemática E Computacional,Centro Federal de Educação Tecnológica de Minas Gerais,2019,
0726354332826472,,,,,Meio Ambiente,Centro Federal de Educação Tecnológica de Minas Gerais,2006,2009,Geografia,Universidade Federal de Minas Gerais,2006,2010,,,,,Geotecnia E Transportes,Universidade Federal de Minas Gerais,2011,2013,Geografia,Universidade Federal de Minas Gerais,2019,
0736777905305940,,,,,,,,,Letras (português/inglês),Centro Universitário de Belo Horizonte,1997,2000,,,,,Estudos De Linguagens,Centro Federal de Educação Tecnológica de Minas Gerais,2009,2012,,,,
0742752505737842,,,,,Química,Centro Federal de Educação Tecnológica de Minas Gerais,2002,2004,Química,Universidade Federal de Minas Gerais,2005,2009,,,,,Química,Universidade Federal de Minas Gerais,2010,2012,,,,
0765338340787795,,,,,,Centro Federal de Educação Tecnológica de Minas Gerais,1970,1973,Engenharia Elétrica,Pontifícia Universidade Católica de Minas Gerais,1977,1982,,,,,Engenharia Elétrica,Pontifícia Universidade Católica de Minas Gerais,1996,1999,,,,
0774272433141362,,,,,Mecânica,Centro Federal de Educação Tecnológica de Minas Gerais,2009,2010,Formação Pedagógica Em Matemática,Uniplena Educacional,2019,,,,,,Engenharia De Materiais,Universidade Federal de Ouro Preto,2016,2018,,,,
0783863176050080,,,,,Eletrônica,Centro Federal de Educação Tecnológica de Minas Gerais,2001,2004,Fisica,Universidade Federal de Minas Gerais,2005,2010,,,,,Sistemas De Informação E Gestão Do Conhecimento,Universidade FUMEC,2013,2015,,,,
0785069866724240,,,,,,Centro Federal de Educação Tecnológica de Minas Gerais,1994,1996,Engenharia Mecânica,Centro Universitário do Leste de Minas Gerais,1998,2004,,,,,Engenharia Mecânica,Universidade Federal de Minas Gerais,2009,2011,,,,
0786332301788268,,,,,,,,,Psicologia,Universidade Federal de Minas Gerais,1996,2001,,,,,Tecnologia,Centro Federal de Educação Tecnológica de Minas Gerais,2002,2004,,,,
0791308676026962,,,,,Mecânica,Centro Federal de Educação Tecnológica de Minas Gerais,1974,1977,Engenharia Industrial Mecânica,Centro Federal de Educação Tecnológica de Minas Gerais,1979,1984,Pós Graduação Lato Sesu Ead - Em Docência,"Instituto Federal de Educação, Ciência e Tecnologia de MInas Gerais",2020,,Engenharia De Materiais,Rede Temática de Engenharia de Materiais,1999,2004,,,,
0792355070169268,,,,,,,,,Administração,Faculdades Adventistas de Minas Gerais,2009,2013,,,,,Estudos De Linguagens,Centro Federal de Educação Tecnológica de Minas Gerais,2018,2020,Estudos De Linguagens,Centro Federal de Educação Tecnológica de Minas Gerais,2020,
,,,,,,Centro Federal de Educação Tecnológica de Minas Gerais,1999,2000,Ciência Da Computação,Universidade Federal de Minas Gerais,2001,2005,,,,,Ciência Da Computação,Universidade Federal de Minas Gerais,2006,2008,,,,
,,,,,,,,,Pedagogia,Universidade Federal de Minas Gerais,2002,2006,,,,,Educação Tecnológica,Centro Federal de Educação Tecnológica de Minas Gerais,2010,2012,,,,
0810805273448110,,,,,,,,,Pedagogia,Universidade Federal de Minas Gerais,2008,2012,Teorias E Práticas De Ensino De Leitura E Produção De Texto (proleitura),Universidade Federal de Minas Gerais,2020,,Educação Tecnológica,Centro Federal de Educação Tecnológica de Minas Gerais,2014,2016,,,,
0826978369119896,,,,,,Centro Federal de Educação Tecnológica de Minas Gerais,2008,2010,Física,Pontifícia Universidade Católica de Minas Gerais,2011,2015,,,,,"Ciência E Tecnologia Das Radiações, Minerais E Materiais",Comissão Nacional de Energia Nuclear,2016,2018,,,,
0838592982926485,,,,,Química Industrial,Centro Federal de Educação Tecnológica de Minas Gerais,2002,2004,Engenharia De Materiais,Centro Universitário do Leste de Minas Gerais,2009,2013,,,,,Programa De Pós-graduação Em Ciência E Engenharia De Materiais,Universidade Tecnológica Federal do Paraná,2017,2019,,,,
0857782480121184,,,,,Química,Centro Federal de Educação Tecnológica de Minas Gerais,2002,2003,Química,Universidade Federal de Minas Gerais,2006,2010,,,,,Quimica,Universidade Federal de Minas Gerais,2011,2013,,,,
0862734683047770,,,,,,,,,Engenharia Elétrica,Centro Federal de Educação Tecnológica de Minas Gerais,2009,2015,,,,,Engenharia Elétrica,Centro Federal de Educação Tecnológica de Minas Gerais,2015,2017,Engenharia Elétrica,Universidade Federal de Minas Gerais,2017,
0868215401510560,,,,,Eletrônica,Centro Federal de Educação Tecnológica de Minas Gerais,2008,2010,Engenharia Eletrônica E De Telecomunicações,Pontifícia Universidade Católica de Minas Gerais,2008,2012,,,,,Engenharia Elétrica,Centro Federal de Educação Tecnológica de Minas Gerais,2014,2017,,,,
0900232726212035,,,,,,Centro Federal de Educação Tecnológica de Minas Gerais,2000,2004,Engenharia Metalúrgica,Universidade Federal de Minas Gerais,2005,2011,,,,,Engenharia De Materiais,Universidade Federal de Ouro Preto,2013,2015,,,,
0907112810709494,,,,,Edificações,Centro Federal de Educação Tecnológica de Minas Gerais,1994,1997,Engenharia Ambiental,Universidade FUMEC,2002,2005,Engenharia Geotécnica,Faculdade Única de Ipatinga,2020,,Geografia,Universidade Federal de Minas Gerais,2012,2014,,,,
0911755595480801,,,,,,,,,Letras,Centro Federal de Educação Tecnológica de Minas Gerais,2011,2015,,,,,Estudos De Linguagens,Centro Federal de Educação Tecnológica de Minas Gerais,2016,2018,Programa De Pós-graduação Em Letras Da Ufmg / Estudos Literários,Universidade Federal de Minas Gerais,2020,
0925340617302716,,,,,,,,,Engenharia Industrial Elétrica,Centro Federal de Educação Tecnológica de Minas Gerais,1999,2003,,,,,Engenharia Elétrica,Universidade Federal de Minas Gerais,2011,2014,,,,
0932050603759522,,,,,,Centro Federal de Educação Tecnológica de Minas Gerais,1998,2001,Química,Universidade Federal de Minas Gerais,2001,2007,,,,,Engenharia De Materiais,Centro Federal de Educação Tecnológica de Minas Gerais,2011,2013,,,,
0934264391718687,,,,,,Centro Federal de Educação Tecnológica de Minas Gerais,2001,2003,Ciência Da Computação,Pontifícia Universidade Católica de Minas Gerais,2006,2010,,,,,Informática,Pontifícia Universidade Católica de Minas Gerais,2011,2013,,,,
0940521683671091,,,,,,,,,Química Tecnológica,Centro Federal de Educação Tecnológica de Minas Gerais,2008,2013,,,,,Química,Universidade Federal de Minas Gerais,2017,2019,Química Analítica,Universidade Federal de Minas Gerais,2019,
0942895780584218,,,,,,,,,,,,,,,,,Modelagem Matemática E Computacional,Centro Federal de Educação Tecnológica de Minas Gerais,2012,2014,,,,
0954376072098941,,,,,,,,,Matemática,Universidade Federal dos Vales do Jequitinhonha e Mucuri - Campus JK,2007,2011,,,,,Modelagem Matemática E Computacional,Centro Federal de Educação Tecnológica de Minas Gerais,2014,2016,,,,
