Identificador,ENSINO-MEDIO-SEGUNDO-GRAU,Instituição,Início,Fim,CURSO-TECNICO-PROFISSIONALIZANTE,Instituição,Início,Fim,GRADUACAO,Instituição,Início,Fim,ESPECIALIZACAO,Instituição,Início,Fim,MESTRADO,Instituição,Início,Fim,DOUTORADO,Instituição,Início,Fim
9412048303683562,,,,,Eletrônica,Centro Federal de Educação Tecnológica de Minas Gerais,1996,1998,,,,,,,,,,,,,,,,
9439187681387352,,,,,,,,,,,,,,,,,Educação Tecnológica,Centro Federal de Educação Tecnológica de Minas Gerais,2008,2010,,,,
9495038512676847,,,,,,Centro Federal de Educação Tecnológica de Minas Gerais,2002,2005,,,,,,,,,,,,,,,,
9577967923659176,,,,,Eletrônica,Centro Federal de Educação Tecnológica de Minas Gerais,1995,1997,,,,,,,,,Modelagem Matemática E Computacional,Centro Federal de Educação Tecnológica de Minas Gerais,2005,2007,,,,
9589927393728395,,,,,Eletrônica,Centro Federal de Educação Tecnológica de Minas Gerais,1977,1980,Engenharia Industrial Elétrica,Centro Federal de Educação Tecnológica de Minas Gerais,1982,1986,,,,,Tecnologia,Centro Federal de Educação Tecnológica de Minas Gerais,1997,2000,,,,
9600454252198935,,,,,,Centro Federal de Educação Tecnológica de Minas Gerais,1987,1989,,,,,,,,,,,,,,,,
9607810203273442,,,,,,,,,Engenharia Elétrica,Centro Federal de Educação Tecnológica de Minas Gerais,1987,1991,,,,,,,,,,,,
9654163923780041,,,,,,,,,Engenharia Elétrica,Centro Federal de Educação Tecnológica de Minas Gerais,2007,2012,,,,,,,,,,,,
9659186457698038,,,,,,,,,Engenharia Mecânica,Centro Federal de Educação Tecnológica de Minas Gerais,2009,2013,,,,,Engenharia Da Energia - Cefet/mg - Ufsj,Centro Federal de Educação Tecnológica de Minas Gerais,2014,2016,,,,
9700724855197079,,,,,Informática Industrial,Centro Federal de Educação Tecnológica de Minas Gerais,1991,1994,,,,,,,,,,,,,,,,
9705861262551232,,,,, Edificações,Centro Federal de Educação Tecnológica de Minas Gerais,1986,1988,,,,,,,,,Modelagem Matemática E Computacional,Centro Federal de Educação Tecnológica de Minas Gerais,2003,2005,,,,
9745220201579559,,,,,,Centro Federal de Educação Tecnológica de Minas Gerais,1986,1988,,,,,,,,,,,,,,,,
9745490911393855,,,,,Química,Centro Federal de Educação Tecnológica de Minas Gerais,1997,1999,,,,,,,,,,,,,,,,
9755121133659210,,,,,,Centro Federal de Educação Tecnológica de Minas Gerais,1977,1979,,,,,,,,,,,,,,,,
9760857491132547,,,,,,,,,Engenharia De Materiais,Centro Federal de Educação Tecnológica de Minas Gerais,2011,2015,,,,,,,,,,,,
9801659268600510,,,,,,,,,Engenharia Operacional Elétrica,Centro Federal de Educação Tecnológica de Minas Gerais,1976,1980,,,,,,,,,,,,
9803399050437549,,,,,,Centro Federal de Educação Tecnológica de Minas Gerais,2006,2009,,,,,,,,,,,,,,,,
9816031086099820,,,,,,,,,,,,,,,,,Tecnologia,Centro Federal de Educação Tecnológica de Minas Gerais,2002,2004,,,,
9832711276496155,,,,,Eletrônica,Centro Federal de Educação Tecnológica de Minas Gerais,1999,2001,,,,,,,,,,,,,,,,
9843467186933551,,,,,,,,,,,,,,,,,Modelagem Matemática E Computacional,Centro Federal de Educação Tecnológica de Minas Gerais,2007,2009,,,,
9859818848422707,,,,,,Centro Federal de Educação Tecnológica de Minas Gerais,1983,1985,,,,,,,,,,,,,,,,
9875052967115296,,,,,Química,Centro Federal de Educação Tecnológica de Minas Gerais,1991,1994,,,,,,,,,,,,,,,,
9913973314729609,,,,,,Centro Federal de Educação Tecnológica de Minas Gerais,1993,1995,,,,,,,,,,,,,,,,
9931001859551532,,,,,,,,,Programa Especial De Formação De Docente,Centro Federal de Educação Tecnológica de Minas Gerais,2015,2016,,,,,,,,,,,,
9939452591905541,,,,,Química,Centro Federal de Educação Tecnológica de Minas Gerais,1994,1996,,,,,,,,,,,,,,,,
9950126045224559,,,,,,,,,,,,,,,,,,,,,Modelagem Matemática E Computacional,Centro Federal de Educação Tecnológica de Minas Gerais,2016,2020
0001254051266765,,,,,,Centro Federal de Educação Tecnológica de Minas Gerais,1994,1997,,,,,,,,,,,,,,,,
0023587234892072,,,,,,Centro Federal de Educação Tecnológica de Minas Gerais,2005,2007,,,,,,,,,,,,,,,,
0032946771655881,,,,,,,,,Tecnologia Em Radiologia,Centro Federal de Educação Tecnológica de Minas Gerais,2006,2010,,,,,,,,,,,,
0041269300389148,,,,,,Centro Federal de Educação Tecnológica de Minas Gerais,1996,1998,Engenharia Mecatrônica,Centro Federal de Educação Tecnológica de Minas Gerais,2008,2013,,,,,Engenharia Elétrica,Centro Federal de Educação Tecnológica de Minas Gerais,2013,2015,,,,
0070590121266298,,,,,Quimica,Centro Federal de Educação Tecnológica de Minas Gerais,2002,2004,,,,,,,,,,,,,,,,
0078450303545325,,,,,,Centro Federal de Educação Tecnológica de Minas Gerais,1987,1994,,,,,,,,,,,,,,,,
0086922403272399,,,,,Eletrônica,Centro Federal de Educação Tecnológica de Minas Gerais,1988,1990,,,,,,,,,,,,,,,,
0111421345890975,,,,,,,,,Engenharia Elétrica,Centro Federal de Educação Tecnológica de Minas Gerais,2008,2010,,,,,,,,,,,,
0115883050967285,,,,,Informática Industrial,Centro Federal de Educação Tecnológica de Minas Gerais,1997,1999,,,,,,,,,,,,,,,,
,,,,,,,,,Engenharia De Produção Civil,Centro Federal de Educação Tecnológica de Minas Gerais,2004,2009,,,,,Engenharia Civil,Centro Federal de Educação Tecnológica de Minas Gerais,2010,2012,,,,
,,,,,,Centro Federal de Educação Tecnológica de Minas Gerais,1995,1998,,,,,,,,,,,,,,,,
0130862227047561,,,,,,Centro Federal de Educação Tecnológica de Minas Gerais,1997,2000,,,,,,,,,,,,,,,,
0133579487074837,,,,,Química,Centro Federal de Educação Tecnológica de Minas Gerais,2010,2012,,,,,,,,,,,,,,,,
0134742671677643,,,,,,,,,,,,,Linguagem E Tecnológia,Centro Federal de Educação Tecnológica de Minas Gerais,2011,,Estudos De Linguagens,Centro Federal de Educação Tecnológica de Minas Gerais,2013,2015,,,,
0137908977525812,,,,,Mecânica,Centro Federal de Educação Tecnológica de Minas Gerais,2002,2004,,,,,,,,,,,,,,,,
,,,,,Informática Industrial,Centro Federal de Educação Tecnológica de Minas Gerais,2002,2004,,,,,,,,,,,,,,,,
0148689717369496,,,,,,,,,Programa Especial De Formação De Docente,Centro Federal de Educação Tecnológica de Minas Gerais,1994,1994,,,,,,,,,,,,
0165195251357013,,,,,,,,,,,,,,,,,Educação Tecnológica,Centro Federal de Educação Tecnológica de Minas Gerais,2015,2016,,,,
0180533725445627,,,,,,,,,Química Tecnológica,Centro Federal de Educação Tecnológica de Minas Gerais,2006,2010,,,,,,,,,,,,
0203091675010444,,,,,Estradas,Centro Federal de Educação Tecnológica de Minas Gerais,2007,2009,,,,,,,,,,,,,,,,
0204288055870845,,,,,,Centro Federal de Educação Tecnológica de Minas Gerais,1997,2000,,,,,,,,,,,,,,,,
0207636363252117,,,,,,,,,Engenharia Industrial Elétrica,Centro Federal de Educação Tecnológica de Minas Gerais,2006,2010,,,,,,,,,,,,
0212216056662038,,,,, Química Industrial,Centro Federal de Educação Tecnológica de Minas Gerais,2002,2004,,,,,,,,,,,,,,,,
0229451053312290,,,,,Turismo E Lazer,Centro Federal de Educação Tecnológica de Minas Gerais,2003,2006,,,,,,,,,,,,,,,,
0236400279872187,,,,,Química Industrial,Centro Federal de Educação Tecnológica de Minas Gerais,2000,2004,,,,,,,,,,,,,,,,
,,,,,,Centro Federal de Educação Tecnológica de Minas Gerais,1989,1992,,,,,,,,,,,,,,,,
0251209535461863,,,,,,,,,,,,,,,,,Engenharia Da Energia - Cefet/mg - Ufsj,Centro Federal de Educação Tecnológica de Minas Gerais,2010,2013,,,,
0254096484236621,,,,,,,,,,,,,,,,,Modelagem Matemática E Computacional,Centro Federal de Educação Tecnológica de Minas Gerais,2011,2013,,,,
0274746359633010,,,,,,,,,,,,,,,,,Engenharia De Materiais,Centro Federal de Educação Tecnológica de Minas Gerais,2016,2018,,,,
0275924637110340,,,,,,,,,,,,,,,,,Modelagem Matemática E Computacional,Centro Federal de Educação Tecnológica de Minas Gerais,2018,2020,Modelagem Matemática E Computacional,Centro Federal de Educação Tecnológica de Minas Gerais,2020,
0283060045146102,,,,,,Centro Federal de Educação Tecnológica de Minas Gerais,2010,2012,,,,,,,,,,,,,,,,
0296512029208381,,,,,,,,,Programa Especial De Formação De Docente,Centro Federal de Educação Tecnológica de Minas Gerais,1988,1990,,,,,,,,,,,,
0301675641260630,,,,,,,,,Engenharia Industrial Elétrica,Centro Federal de Educação Tecnológica de Minas Gerais,1991,1994,,,,,Modelagem Matemática E Computacional,Centro Federal de Educação Tecnológica de Minas Gerais,2007,2009,Modelagem Matemática E Computacional,Centro Federal de Educação Tecnológica de Minas Gerais,2017,
0386463322601077,,,,,,,,,Engenharia Industrial Mecânica,Centro Federal de Educação Tecnológica de Minas Gerais,2006,2010,,,,,,,,,,,,
0387424672760929,,,,,,,,,Engenharia Industrial Mecânica,Centro Federal de Educação Tecnológica de Minas Gerais,2004,2009,,,,,Engenharia Da Energia - Cefet/mg - Ufsj,Centro Federal de Educação Tecnológica de Minas Gerais,2010,2012,,,,
0392579494942618,,,,,,,,,Programa Especial Formação Pedagógica De Docentes,Centro Federal de Educação Tecnológica de Minas Gerais,2008,2008,,,,,Educação Tecnológica,Centro Federal de Educação Tecnológica de Minas Gerais,2009,2011,,,,
,,,,, Eletronica,Centro Federal de Educação Tecnológica de Minas Gerais,2004,2006,,,,,,,,,,,,,,,,
0398691158224626,,,,,Informática Industrial,Centro Federal de Educação Tecnológica de Minas Gerais,1996,1998,,,,,,,,,,,,,,,,
0401770406497920,,,,,,Centro Federal de Educação Tecnológica de Minas Gerais,2000,2003,,,,,,,,,,,,,,,,
0424202774631725,,,,,,,,,,,,,,,,,Modelagem Matemática E Computacional,Centro Federal de Educação Tecnológica de Minas Gerais,2011,2013,,,,
0432109859663628,,,,,Eletrônica,Centro Federal de Educação Tecnológica de Minas Gerais,1991,1995,,,,,,,,,,,,,,,,
,,,,,Meio Ambiente,Centro Federal de Educação Tecnológica de Minas Gerais,2006,,,,,,,,,,,,,,,,,
0462559704169996,,,,,,,,,Administração,Centro Federal de Educação Tecnológica de Minas Gerais,2011,2014,,,,,Administração,Centro Federal de Educação Tecnológica de Minas Gerais,2016,2018,,,,
0473207439121319,,,,,,,,,,,,,,,,,Tecnologia,Centro Federal de Educação Tecnológica de Minas Gerais,2003,2004,,,,
0474822226913558,,,,,Edificações,Centro Federal de Educação Tecnológica de Minas Gerais,2001,2003,,,,,,,,,,,,,,,,
0479955257441396,,,,,,,,,Radiologia,Centro Federal de Educação Tecnológica de Minas Gerais,2003,2006,,,,,,,,,,,,
0480363684778170,,,,,Eletrotécnica E Automação Industrial,Centro Federal de Educação Tecnológica de Minas Gerais,2010,2012,,,,,,,,,,,,,,,,
0490596902713548,,,,,,,,,Engenharia Industrial Mecânica,Centro Federal de Educação Tecnológica de Minas Gerais,2005,2011,,,,,,,,,,,,
,,,,,,Centro Federal de Educação Tecnológica de Minas Gerais,2001,2003,,,,,,,,,,,,,,,,
0503772383273150,,,,,Eletromecânica,Centro Federal de Educação Tecnológica de Minas Gerais,2002,2004,,,,,,,,,,,,,,,,
0509819283994724,,,,,,,,,Engenharia De Materiais,Centro Federal de Educação Tecnológica de Minas Gerais,2011,2013,,,,,,,,,,,,
0516607448845086,,,,,,Centro Federal de Educação Tecnológica de Minas Gerais,2001,2002,,,,,,,,,,,,,,,,
0517372378645684,,,,,,,,,Engenharia Ambiental E Sanitária,Centro Federal de Educação Tecnológica de Minas Gerais,2010,2016,,,,,,,,,,,,
0522046662381115,,,,,Eletrotécnica - Automação Industrial,Centro Federal de Educação Tecnológica de Minas Gerais,2007,2009,Engenharia De Produção Civil,Centro Federal de Educação Tecnológica de Minas Gerais,2010,2015,,,,,Engenharia Civil,Centro Federal de Educação Tecnológica de Minas Gerais,2016,2018,Engenharia Civil,Centro Federal de Educação Tecnológica de Minas Gerais,2020,
0523422745592699,,,,,,,,,Engenharia De Materiais,Centro Federal de Educação Tecnológica de Minas Gerais,2008,2013,,,,,Modelagem Matemática E Computacional,Centro Federal de Educação Tecnológica de Minas Gerais,2013,2015,,,,
0524436323864831,,,,,,,,,Licenciatura Plena Para A Graduação De Professores,Centro Federal de Educação Tecnológica de Minas Gerais,1992,1992,,,,,Engenharia Da Energia - Cefet/mg - Ufsj,Centro Federal de Educação Tecnológica de Minas Gerais,2014,2016,,,,
0549873913008159,,,,,,,,,,,,,,,,,Engenharia Da Energia - Cefet/mg - Ufsj,Centro Federal de Educação Tecnológica de Minas Gerais,2015,2017,,,,
0556620313680924,,,,,,,,,,,,,,,,,Modelagem Matemática E Computacional,Centro Federal de Educação Tecnológica de Minas Gerais,2003,2005,,,,
0567160950149386,,,,,,,,,,,,,,,,,Modelagem Matemática E Computacional,Centro Federal de Educação Tecnológica de Minas Gerais,2014,2016,Modelagem Matemática E Computacional,Centro Federal de Educação Tecnológica de Minas Gerais,2016,
0607282523645907,,,,,,,,,Engenharia Ambiental E Sanitária,Centro Federal de Educação Tecnológica de Minas Gerais,2013,2018,,,,,,,,,,,,
0617499913301856,,,,,,,,,,,,,,,,,Educação Tecnológica,Centro Federal de Educação Tecnológica de Minas Gerais,2010,2012,,,,
0633127301502872,,,,,,Centro Federal de Educação Tecnológica de Minas Gerais,1992,1994,,,,,,,,,,,,,,,,
0644334810277344,,,,,,Centro Federal de Educação Tecnológica de Minas Gerais,1986,1988,,,,,,,,,,,,,,,,
0650201236330018,,,,,,,,,,,,,,,,,Educação Tecnológica,Centro Federal de Educação Tecnológica de Minas Gerais,2003,2005,,,,
0656360404647373,,,,,Eletrônica,Centro Federal de Educação Tecnológica de Minas Gerais,1997,2000,,,,,,,,,,,,,,,,
0657123876559235,,,,,,,,,,,,,,,,,Estudos De Linguagens,Centro Federal de Educação Tecnológica de Minas Gerais,2010,2012,,,,
0659542609323901,,,,,Mecatrônica,Centro Federal de Educação Tecnológica de Minas Gerais,2009,2011,,,,,,,,,,,,,,,,
0672048578327465,,,,,,Centro Federal de Educação Tecnológica de Minas Gerais,1983,1986,,,,,,,,,,,,,,,,
0673656750646601,,,,,,,,,Programa Especial De Formação De Docente,Centro Federal de Educação Tecnológica de Minas Gerais,2015,2016,,,,,Engenharia De Materiais,Centro Federal de Educação Tecnológica de Minas Gerais,2014,2016,,,,
,,,,,,,,,Engenharia Mecânica,Centro Federal de Educação Tecnológica de Minas Gerais,1990,1995,,,,,,,,,,,,
0683381689716954,,,,,,Centro Federal de Educação Tecnológica de Minas Gerais,2001,2004,,,,,,,,,,,,,,,,
0701201312791286,,,,,,,,,,,,,,,,,Química Inorgânica,Centro Federal de Educação Tecnológica de Minas Gerais,2016,2018,,,,
0704570168373296,,,,,,,,,,,,,,,,,Educação Tecnológica,Centro Federal de Educação Tecnológica de Minas Gerais,2010,2012,,,,
0705470362325086,,,,,,,,,,,,,,,,,Modelagem Matemática E Computacional,Centro Federal de Educação Tecnológica de Minas Gerais,2017,2020,,,,
,,,,,,Centro Federal de Educação Tecnológica de Minas Gerais,1996,1998,,,,,,,,,,,,,,,,
0709866672035412,,,,,,,,,Engenharia Elétrica,Centro Federal de Educação Tecnológica de Minas Gerais,2008,2013,,,,,,,,,,,,
0719949615864724,,,,,,,,,,,,,,,,,Engenharia De Materiais,Centro Federal de Educação Tecnológica de Minas Gerais,2016,2018,,,,
0720442714328433,,,,,,,,,,,,,,,,,Modelagem Matemática E Computacional,Centro Federal de Educação Tecnológica de Minas Gerais,2017,2019,Modelagem Matemática E Computacional,Centro Federal de Educação Tecnológica de Minas Gerais,2019,
0726354332826472,,,,,Meio Ambiente,Centro Federal de Educação Tecnológica de Minas Gerais,2006,2009,,,,,,,,,,,,,,,,
0736777905305940,,,,,,,,,,,,,,,,,Estudos De Linguagens,Centro Federal de Educação Tecnológica de Minas Gerais,2009,2012,,,,
0742752505737842,,,,,Química,Centro Federal de Educação Tecnológica de Minas Gerais,2002,2004,,,,,,,,,,,,,,,,
0765338340787795,,,,,,Centro Federal de Educação Tecnológica de Minas Gerais,1970,1973,,,,,,,,,,,,,,,,
0774272433141362,,,,,Mecânica,Centro Federal de Educação Tecnológica de Minas Gerais,2009,2010,,,,,,,,,,,,,,,,
0783863176050080,,,,,Eletrônica,Centro Federal de Educação Tecnológica de Minas Gerais,2001,2004,,,,,,,,,,,,,,,,
0785069866724240,,,,,,Centro Federal de Educação Tecnológica de Minas Gerais,1994,1996,,,,,,,,,,,,,,,,
0786332301788268,,,,,,,,,,,,,,,,,Tecnologia,Centro Federal de Educação Tecnológica de Minas Gerais,2002,2004,,,,
0791308676026962,,,,,Mecânica,Centro Federal de Educação Tecnológica de Minas Gerais,1974,1977,Engenharia Industrial Mecânica,Centro Federal de Educação Tecnológica de Minas Gerais,1979,1984,,,,,,,,,,,,
0792355070169268,,,,,,,,,,,,,,,,,Estudos De Linguagens,Centro Federal de Educação Tecnológica de Minas Gerais,2018,2020,Estudos De Linguagens,Centro Federal de Educação Tecnológica de Minas Gerais,2020,
,,,,,,Centro Federal de Educação Tecnológica de Minas Gerais,1999,2000,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,Educação Tecnológica,Centro Federal de Educação Tecnológica de Minas Gerais,2010,2012,,,,
0810805273448110,,,,,,,,,,,,,,,,,Educação Tecnológica,Centro Federal de Educação Tecnológica de Minas Gerais,2014,2016,,,,
0826978369119896,,,,,,Centro Federal de Educação Tecnológica de Minas Gerais,2008,2010,,,,,,,,,,,,,,,,
0838592982926485,,,,,Química Industrial,Centro Federal de Educação Tecnológica de Minas Gerais,2002,2004,,,,,,,,,,,,,,,,
0857782480121184,,,,,Química,Centro Federal de Educação Tecnológica de Minas Gerais,2002,2003,,,,,,,,,,,,,,,,
0862734683047770,,,,,,,,,Engenharia Elétrica,Centro Federal de Educação Tecnológica de Minas Gerais,2009,2015,,,,,Engenharia Elétrica,Centro Federal de Educação Tecnológica de Minas Gerais,2015,2017,,,,
0868215401510560,,,,,Eletrônica,Centro Federal de Educação Tecnológica de Minas Gerais,2008,2010,,,,,,,,,Engenharia Elétrica,Centro Federal de Educação Tecnológica de Minas Gerais,2014,2017,,,,
0900232726212035,,,,,,Centro Federal de Educação Tecnológica de Minas Gerais,2000,2004,,,,,,,,,,,,,,,,
0907112810709494,,,,,Edificações,Centro Federal de Educação Tecnológica de Minas Gerais,1994,1997,,,,,,,,,,,,,,,,
0911755595480801,,,,,,,,,Letras,Centro Federal de Educação Tecnológica de Minas Gerais,2011,2015,,,,,Estudos De Linguagens,Centro Federal de Educação Tecnológica de Minas Gerais,2016,2018,,,,
0925340617302716,,,,,,,,,Engenharia Industrial Elétrica,Centro Federal de Educação Tecnológica de Minas Gerais,1999,2003,,,,,,,,,,,,
0932050603759522,,,,,,Centro Federal de Educação Tecnológica de Minas Gerais,1998,2001,,,,,,,,,Engenharia De Materiais,Centro Federal de Educação Tecnológica de Minas Gerais,2011,2013,,,,
0934264391718687,,,,,,Centro Federal de Educação Tecnológica de Minas Gerais,2001,2003,,,,,,,,,,,,,,,,
0940521683671091,,,,,,,,,Química Tecnológica,Centro Federal de Educação Tecnológica de Minas Gerais,2008,2013,,,,,,,,,,,,
0942895780584218,,,,,,,,,,,,,,,,,Modelagem Matemática E Computacional,Centro Federal de Educação Tecnológica de Minas Gerais,2012,2014,,,,
0954376072098941,,,,,,,,,,,,,,,,,Modelagem Matemática E Computacional,Centro Federal de Educação Tecnológica de Minas Gerais,2014,2016,,,,
0956575726840457,,,,,,,,,Engenharia De Produção Civil,Centro Federal de Educação Tecnológica de Minas Gerais,2000,2005,,,,,Modelagem Matemática E Computacional,Centro Federal de Educação Tecnológica de Minas Gerais,2006,2007,,,,
0958420054433094,,,,,,,,,Química Tecnológica,Centro Federal de Educação Tecnológica de Minas Gerais,2011,2017,,,,,Química,Centro Federal de Educação Tecnológica de Minas Gerais,2018,2019,,,,
0963123026589301,,,,,Informática Industrial,Centro Federal de Educação Tecnológica de Minas Gerais,2008,2010,,,,,,,,,,,,,,,,
0972281056910330,,,,, /profissionalizante Em Edificações,Centro Federal de Educação Tecnológica de Minas Gerais,2003,2005,,,,,,,,,,,,,,,,
0990078155825285,,,,,,,,,,,,,,,,,Estudos De Linguagens,Centro Federal de Educação Tecnológica de Minas Gerais,2016,2018,,,,
0993471331298380,,,,,,,,,,,,,,,,,Sistemas De Controle,Centro Federal de Educação Tecnológica de Minas Gerais,2012,2014,,,,
0993588278753046,,,,,,,,,Engenharia De Materiais,Centro Federal de Educação Tecnológica de Minas Gerais,2008,2015,,,,,,,,,,,,
0996393484614992,,,,,Edificações,Centro Federal de Educação Tecnológica de Minas Gerais,2005,2008,Engenharia De Produção Civil,Centro Federal de Educação Tecnológica de Minas Gerais,2009,2013,,,,,Engenharia Civil,Centro Federal de Educação Tecnológica de Minas Gerais,2014,2017,,,,
1015088328345163,,,,,,Centro Federal de Educação Tecnológica de Minas Gerais,2006,2008,,,,,,,,,,,,,,,,
1024742575145348,,,,,,Centro Federal de Educação Tecnológica de Minas Gerais,1996,1999,,,,,,,,,,,,,,,,
1025313430751739,,,,,,,,,,,,,,,,,Educação Tecnológica,Centro Federal de Educação Tecnológica de Minas Gerais,2006,2009,,,,
1038649039353611,,,,,,,,,Engenharia De Produção Civil,Centro Federal de Educação Tecnológica de Minas Gerais,2005,2010,,,,,Engenharia Civil,Centro Federal de Educação Tecnológica de Minas Gerais,2014,2015,,,,
,,,,,,,,,Engenharia Industrial Elétrica,Centro Federal de Educação Tecnológica de Minas Gerais,1995,2000,,,,,,,,,,,,
1046932577696821,,,,,,,,,,,,,,,,,Administração,Centro Federal de Educação Tecnológica de Minas Gerais,2019,,,,,
1062319529573634,,,,,,Centro Federal de Educação Tecnológica de Minas Gerais,2010,2013,,,,,,,,,,,,,,,,
1076678949669888,,,,,,Centro Federal de Educação Tecnológica de Minas Gerais,1994,1997,,,,,,,,,,,,,,,,
1077303391317030,,,,,,,,,Engenharia Ambiental E Sanitária,Centro Federal de Educação Tecnológica de Minas Gerais,2011,2015,,,,,,,,,,,,
1087606309261973,,,,,,,,,Tecnologia Em Radiologia,Centro Federal de Educação Tecnológica de Minas Gerais,2003,2006,,,,,,,,,,,,
1098091598372916,,,,,,,,,,,,,,,,,Modelagem Matemática E Computacional,Centro Federal de Educação Tecnológica de Minas Gerais,2013,2015,,,,
1103889236510933,,,,,,,,,,,,,,,,,Educação Tecnológica,Centro Federal de Educação Tecnológica de Minas Gerais,2001,2003,,,,
1112902494962103,,,,,,,,,Engenharia De Produção Civil,Centro Federal de Educação Tecnológica de Minas Gerais,2003,2008,,,,,Engenharia De Materiais,Centro Federal de Educação Tecnológica de Minas Gerais,2014,2016,,,,
1122344148508171,,,,,,Centro Federal de Educação Tecnológica de Minas Gerais - Campus Araxá - MG,2004,2007,,,,,,,,,,,,,,,,
1127544923107284,,,,,Edificações,Centro Federal de Educação Tecnológica de Minas Gerais,2004,2006,,,,,,,,,,,,,,,,
1136163180834795,,,,,Informática Industrial,Centro Federal de Educação Tecnológica de Minas Gerais,2003,2006,,,,,,,,,,,,,,,,
1147361502899231,,,,,Saneamento,Centro Federal de Educação Tecnológica de Minas Gerais,1997,2001,,,,,,,,,,,,,,,,
1166042638547658,,,,,,,,,Licenc. P. P/ A Grad. De Prof. Parte De Form Espec,Centro Federal de Educação Tecnológica de Minas Gerais,1987,1990,,,,,,,,,,,,
1174073723312072,,,,,,,,,Licenciatura Plena Para Formação De Professores,Centro Federal de Educação Tecnológica de Minas Gerais,1995,1996,,,,,,,,,,,,
1179144689665436,,,,,,,,,,,,,,,,,Educação Tecnológica,Centro Federal de Educação Tecnológica de Minas Gerais,2012,2014,,,,
1188484679450351,,,,,,,,,Engenharia De Produção Civil,Centro Federal de Educação Tecnológica de Minas Gerais,2006,2012,,,,,,,,,,,,
1215772224540095,,,,,,,,,Química Tecnológica,Centro Federal de Educação Tecnológica de Minas Gerais,2013,2017,,,,,,,,,,,,
1215875131242509,,,,,,,,,,,,,,,,,Educação Tecnológica,Centro Federal de Educação Tecnológica de Minas Gerais,2012,2014,,,,
1228147058335324,,,,,Eletrônica,Centro Federal de Educação Tecnológica de Minas Gerais,1996,1999,,,,,,,,,,,,,,,,
1238299628167143,,,,,,,,,,,,,,,,,Estudos De Linguagens,Centro Federal de Educação Tecnológica de Minas Gerais,2011,2013,,,,
1252732662883971,,,,,,Centro Federal de Educação Tecnológica de Minas Gerais,1993,1995,,,,,,,,,,,,,,,,
,,,,,Química Industrial,Centro Federal de Educação Tecnológica de Minas Gerais,2001,2003,,,,,,,,,,,,,,,,
1266249605041426,,,,,,,,,Engenharia Elétrica,Centro Federal de Educação Tecnológica de Minas Gerais,2007,2015,,,,,,,,,,,,
1275034972973955,,,,,,Centro Federal de Educação Tecnológica de Minas Gerais,1976,1980,,,,,,,,,,,,,,,,
1276127585057279,,,,,Eletromecânica Industrial,Centro Federal de Educação Tecnológica de Minas Gerais,1996,1998,,,,,,,,,,,,,,,,
1282191005231137,,,,,Turismo,Centro Federal de Educação Tecnológica de Minas Gerais,2001,2003,,,,,,,,,,,,,,,,
1283844646664824,,,,, Agrícola,Centro Federal de Educação Tecnológica de Minas Gerais,2004,2007,,,,,,,,,,,,,,,,
1287037438755213,,,,,,Centro Federal de Educação Tecnológica de Minas Gerais,1996,1998,,,,,,,,,,,,,,,,
1290062079550563,,,,,,,,,,,,,,,,,Educação Tecnológica,Centro Federal de Educação Tecnológica de Minas Gerais,2002,2004,,,,
1301401847766648,,,,,,,,,,,,,,,,,Educação Tecnológica,Centro Federal de Educação Tecnológica de Minas Gerais,2013,2015,,,,
,,,,,,,,,Programa Especial De Formação De Docente,Centro Federal de Educação Tecnológica de Minas Gerais,1981,1983,,,,,,,,,,,,
1324310163153913,,,,,Eletrotécnica,Centro Federal de Educação Tecnológica de Minas Gerais,2005,2008,,,,,,,,,Engenharia Da Energia - Cefet/mg - Ufsj,Centro Federal de Educação Tecnológica de Minas Gerais,2016,2019,,,,
1328727308410613,,,,,,,,,,,,,,,,,Tecnologia,Centro Federal de Educação Tecnológica de Minas Gerais,1995,1998,,,,
1329221544511183,,,,,,,,,,,,,,,,,Educação Tecnológica,Centro Federal de Educação Tecnológica de Minas Gerais,2012,2014,,,,
1332893316117790,,,,,Edificações,Centro Federal de Educação Tecnológica de Minas Gerais,1997,1999,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,Modelagem Matemática E Computacional,Centro Federal de Educação Tecnológica de Minas Gerais,2008,2010,,,,
1363739094223349,,,,,,,,,Química Tecnológica,Centro Federal de Educação Tecnológica de Minas Gerais,2009,2014,,,,,,,,,,,,
1372108153710461,,,,,,,,,,,,,,,,,Educação Tecnológica,Centro Federal de Educação Tecnológica de Minas Gerais,2015,2017,,,,
1379304811913325,,,,,,Centro Federal de Educação Tecnológica de Minas Gerais,1997,1999,,,,,,,,,,,,,,,,
1390883183533995,,,,,Mecânica,Centro Federal de Educação Tecnológica de Minas Gerais,1985,1989,Tecnologia Em Normalização E Qualidade,Centro Federal de Educação Tecnológica de Minas Gerais,1998,2002,,,,,Engenharia Da Energia - Cefet/mg - Ufsj,Centro Federal de Educação Tecnológica de Minas Gerais,2009,2012,,,,
1396911735630398,,,,,Química Industrial,Centro Federal de Educação Tecnológica de Minas Gerais,1997,2000,,,,,,,,,,,,,,,,
1404004205953061,,,,,,,,,,,,,,,,,Engenharia Da Energia - Cefet/mg - Ufsj,Centro Federal de Educação Tecnológica de Minas Gerais,2014,2016,,,,
