Identificador,ENSINO-MEDIO-SEGUNDO-GRAU,Instituição,Início,Fim,CURSO-TECNICO-PROFISSIONALIZANTE,Instituição,Início,Fim,GRADUACAO,Instituição,Início,Fim,ESPECIALIZACAO,Instituição,Início,Fim,MESTRADO,Instituição,Início,Fim,DOUTORADO,Instituição,Início,Fim
6751542602227045,,,,,,,,,,,,,,,,,,,,,Estudos De Linguagens,Centro Federal de Educação Tecnológica de Minas Gerais,2017,2022
6761210593243593,,,,,Química Industrial,Centro Federal de Educação Tecnológica de Minas Gerais,1999,2000,Tecnologia Em Radiologia,Centro Federal de Educação Tecnológica de Minas Gerais,2003,2007,,,,,,,,,,,,
6786083900656695,,,,,,Centro Federal de Educação Tecnológica de Minas Gerais,2006,2008,,,,,,,,,,,,,,,,
6790240222257129,,,,,,,,,Letras: Tecnologias De Edição,Centro Federal de Educação Tecnológica de Minas Gerais,2014,2018,,,,,Estudos De Linguagens,Centro Federal de Educação Tecnológica de Minas Gerais,2019,2021,,,,
6795460071035579,,,,,Eletrônica,Centro Federal de Educação Tecnológica de Minas Gerais,2004,2006,,,,,,,,,,,,,,,,
6808701070994140,,,,,,,,,,,,,,,,,Engenharia Civil,Centro Federal de Educação Tecnológica de Minas Gerais,2018,2020,,,,
6829903931545154,,,,,Edificações,Centro Federal de Educação Tecnológica de Minas Gerais,1994,1996,,,,,,,,,,,,,,,,
6830310718895399,,,,,,,,,,,,,,,,,,,,,"Estudos De Linguagens (letras): Literatura, Cultura E Tecnologia",Centro Federal de Educação Tecnológica de Minas Gerais,2017,
6848155537418775,,,,,,,,,,,,,,,,,,,,,Engenharia Civil,Centro Federal de Educação Tecnológica de Minas Gerais,2021,
6848497689176388,,,,,Edificações,Centro Federal de Educação Tecnológica de Minas Gerais,1973,1975,,,,,,,,,,,,,,,,
6850678036173013,,,,,Química,Centro Federal de Educação Tecnológica de Minas Gerais,2009,2011,,,,,,,,,,,,,,,,
6856609358934321,,,,,,,,,Formacao De Docentes,Centro Federal de Educação Tecnológica de Minas Gerais,2011,2011,,,,,,,,,,,,
6858770923141197,,,,,Química,Centro Federal de Educação Tecnológica de Minas Gerais,2008,2011,,,,,,,,,,,,,,,,
6874558123228959,,,,,,,,,,,,,,,,,Estudos De Linguagens,Centro Federal de Educação Tecnológica de Minas Gerais,2013,2016,,,,
6885406761382549,,,,,,,,,,,,,,,,,Modelagem Matemática E Computacional,Centro Federal de Educação Tecnológica de Minas Gerais,2008,2011,,,,
6890505178731352,,,,,,,,,,,,,,,,,Estudos De Linguagens,Centro Federal de Educação Tecnológica de Minas Gerais,2015,2017,Estudos De Linguagens,Centro Federal de Educação Tecnológica de Minas Gerais,2019,
6894810822648983,,,,,,,,,Engenharia Mecatrônica,Centro Federal de Educação Tecnológica de Minas Gerais,2008,2013,,,,,,,,,,,,
6903477930411082,,,,,,Centro Federal de Educação Tecnológica de Minas Gerais,2005,2008,,,,,,,,,,,,,,,,
6944248864593116,,,,,,,,,,,,,,,,,"Tecnologia, Educação Tecnológica",Centro Federal de Educação Tecnológica de Minas Gerais,1993,1996,,,,
6961594073213770,,,,,Eletrotécnica,Centro Federal de Educação Tecnológica de Minas Gerais,1982,1984,,,,,,,,,,,,,,,,
6965580657603064,,,,,,Centro Federal de Educação Tecnológica de Minas Gerais,2006,2008,,,,,,,,,,,,,,,,
6975509309502460,,,,,,Centro Federal de Educação Tecnológica de Minas Gerais,2001,2003,,,,,,,,,,,,,,,,
6983473941512639,,,,,Informática Industrial/automação,Centro Federal de Educação Tecnológica de Minas Gerais - Campus III,2007,2009,,,,,,,,,,,,,,,,
6992718520327609,,,,,,,,,Engenharia De Materiais,Centro Federal de Educação Tecnológica de Minas Gerais,2009,2014,,,,,Engenharia De Materiais,Centro Federal de Educação Tecnológica de Minas Gerais,2017,2020,,,,
6998459829782655,,,,,,,,,,,,,,,,,Engenharia Elétrica,Centro Federal de Educação Tecnológica de Minas Gerais,2013,2016,,,,
7005344369675375,,,,,Ead - Meio Ambiente,Centro Federal de Educação Tecnológica de Minas Gerais,2018,,,,,,,,,,,,,,,,,
7016483533353469,,,,,,,,,Letras,Centro Federal de Educação Tecnológica de Minas Gerais,2014,2015,,,,,Estudos De Linguagens,Centro Federal de Educação Tecnológica de Minas Gerais,2015,2017,Estudos De Linguagens,Centro Federal de Educação Tecnológica de Minas Gerais,2019,
7018809729634804,,,,,Eletrotécnica E Automação Industrial,Centro Federal de Educação Tecnológica de Minas Gerais,2007,2009,,,,,,,,,,,,,,,,
7019379326336504,,,,,Eletrônica,Centro Federal de Educação Tecnológica de Minas Gerais,2004,2008,,,,,,,,,,,,,,,,
7027397326836366,,,,,,Centro Federal de Educação Tecnológica de Minas Gerais,2001,2004,,,,,,,,,,,,,,,,
7027926223309460,,,,,Eletromecânica,Centro Federal de Educação Tecnológica de Minas Gerais,2003,2004,Engenharia De Controle E Automação,Centro Federal de Educação Tecnológica de Minas Gerais,2008,2013,,,,,,,,,,,,
7028446303151929,,,,,,Centro Federal de Educação Tecnológica de Minas Gerais,2006,2008,,,,,,,,,,,,,,,,
7030605162734260,,,,,,,,,Engenharia Elétrica,Centro Federal de Educação Tecnológica de Minas Gerais,2007,2012,,,,,Sistemas Elétricos De Potencia,Centro Federal de Educação Tecnológica de Minas Gerais,2012,2015,,,,
7035524120623369,,,,,,,,,Engenharia Industrial Mecânica,Centro Federal de Educação Tecnológica de Minas Gerais,1997,2003,,,,,Modelagem Matemática E Computacional,Centro Federal de Educação Tecnológica de Minas Gerais,2004,2006,,,,
7072412059635601,,,,,,,,,Engenharia De Produção Civil,Centro Federal de Educação Tecnológica de Minas Gerais,2009,2013,,,,,Engenharia Civil,Centro Federal de Educação Tecnológica de Minas Gerais,2015,2017,,,,
7075669442215378,,,,,Eletromecânica,Centro Federal de Educação Tecnológica de Minas Gerais,2007,2008,,,,,,,,,,,,,,,,
7078554423863969,,,,,,,,,,,,,,,,,Educação Tecnológica,Centro Federal de Educação Tecnológica de Minas Gerais,2013,2015,,,,
7079589028506927,,,,,,,,,,,,,,,,,Estudos De Linguagens,Centro Federal de Educação Tecnológica de Minas Gerais,2017,2019,Estudos De Linguagens,Centro Federal de Educação Tecnológica de Minas Gerais,2020,
7085935616135023,,,,,,Centro Federal de Educação Tecnológica de Minas Gerais,2007,2009,Programa Especial De Formação De Docente,Centro Federal de Educação Tecnológica de Minas Gerais,2018,2018,,,,,Engenharia De Materiais,Centro Federal de Educação Tecnológica de Minas Gerais,2017,2019,,,,
7092069066685040,,,,,,,,,,,,,,,,,Estudos De Linguagens,Centro Federal de Educação Tecnológica de Minas Gerais,2012,2015,,,,
7097546282333795,,,,,Mecânica,Centro Federal de Educação Tecnológica de Minas Gerais,1995,1998,,,,,,,,,,,,,,,,
7108907416823219,,,,,,,,,,,,,,,,,Modelagem Matemática E Computacional,Centro Federal de Educação Tecnológica de Minas Gerais,2012,2014,,,,
7126474788353980,,,,,Turismo E Lazer,Centro Federal de Educação Tecnológica de Minas Gerais,2008,2010,,,,,,,,,,,,,,,,
7151954904776733,,,,,Eletromecânica,Centro Federal de Educação Tecnológica de Minas Gerais,2004,2006,,,,,,,,,,,,,,,,
7153683166713405,,,,,,,,,,,,,,,,,Engenharia De Materiais,Centro Federal de Educação Tecnológica de Minas Gerais,2014,2017,,,,
7168781505547062,,,,,,Centro Federal de Educação Tecnológica de Minas Gerais,1996,1999,,,,,,,,,,,,,,,,
7171808773453223,,,,,,,,,Licenciatura Plena,Centro Federal de Educação Tecnológica de Minas Gerais,1987,1988,,,,,,,,,,,,
7180337028718681,,,,,,Centro Federal de Educação Tecnológica de Minas Gerais,1991,1993,,,,,,,,,,,,,,,,
7180374177114643,,,,,Edificações / Construção Civil,Centro Federal de Educação Tecnológica de Minas Gerais,2000,2004,,,,,,,,,,,,,,,,
7193011160778607,,,,,,,,,,,,,,,,,Educação Tecnológica,Centro Federal de Educação Tecnológica de Minas Gerais,2007,2009,,,,
7204413798466232,,,,,,,,,Engenharia De Produção Civil,Centro Federal de Educação Tecnológica de Minas Gerais,2008,2013,,,,,Engenharia Civil,Centro Federal de Educação Tecnológica de Minas Gerais,2013,2015,,,,
7208036148767948,,,,,,,,,,,,,,,,,Educação Tecnológica,Centro Federal de Educação Tecnológica de Minas Gerais,2017,2018,,,,
7223828513416952,,,,,,Centro Federal de Educação Tecnológica de Minas Gerais,1999,2000,Tecnologia Em Radiologia,Centro Federal de Educação Tecnológica de Minas Gerais,2001,2004,,,,,,,,,,,,
7231550910014699,,,,,,Centro Federal de Educação Tecnológica de Minas Gerais,2006,2011,,,,,,,,,,,,,,,,
7232491498080272,,,,,Estradas,Centro Federal de Educação Tecnológica de Minas Gerais,1992,1995,,,,,,,,,,,,,,,,
7252379489622387,,,,,,Centro Federal de Educação Tecnológica de Minas Gerais,1982,1984,,,,,,,,,,,,,,,,
7260417032162672,,,,,Química Industrial,Centro Federal de Educação Tecnológica de Minas Gerais,2000,2002,,,,,,,,,,,,,,,,
,,,,,,Centro Federal de Educação Tecnológica de Minas Gerais,2000,2002,,,,,,,,,,,,,,,,
7296130868825478,,,,,,,,,,,,,,,,,Educação Tecnológica,Centro Federal de Educação Tecnológica de Minas Gerais,2007,2008,,,,
7299241784918124,,,,,,,,,Engenharia Industrial Elétrica,Centro Federal de Educação Tecnológica de Minas Gerais,2003,2008,,,,,Engenharia Elétrica (ufsj / Cefet-mg),Centro Federal de Educação Tecnológica de Minas Gerais,2012,2014,,,,
7307290327885568,,,,,,Centro Federal de Educação Tecnológica de Minas Gerais,2006,2008,,,,,,,,,,,,,,,,
7340606465850279,,,,,,,,,,,,,,,,,Modelagem Matemática E Computacional,Centro Federal de Educação Tecnológica de Minas Gerais,2011,2014,Modelagem Matemática E Computacional,Centro Federal de Educação Tecnológica de Minas Gerais,2015,
7343414275348360,,,,,,,,,,,,,,,,,Engenharia De Materiais,Centro Federal de Educação Tecnológica de Minas Gerais,2010,2013,,,,
7350632138737322,,,,,,,,,,,,,,,,,Modelagem Matemática E Computacional,Centro Federal de Educação Tecnológica de Minas Gerais,2016,2018,,,,
7352779668642080,,,,,Química,Centro Federal de Educação Tecnológica de Minas Gerais,1983,1986,Engenharia Mecânica,Centro Federal de Educação Tecnológica de Minas Gerais,1987,1992,,,,,,,,,,,,
7382774438936506,,,,,,,,,,,,,,,,,Estudos De Linguagens,Centro Federal de Educação Tecnológica de Minas Gerais,2012,2015,,,,
7383504674605138,,,,,Eletrotécnica,Centro Federal de Educação Tecnológica de Minas Gerais Técnico Em Eletrotéc,1992,1996,,,,,,,,,,,,,,,,
7396116031690332,,,,,,,,,Engenharia Elétrica,Centro Federal de Educação Tecnológica de Minas Gerais,2007,2012,,,,,Engenharia Elétrica - Cefet/mg - Ufsj,Centro Federal de Educação Tecnológica de Minas Gerais,2012,2015,,,,
7413212251955940,,,,,,,,,Engenharia Industrial Mecânica,Centro Federal de Educação Tecnológica de Minas Gerais,1992,1999,,,,,,,,,,,,
7437264811404467,,,,, Metalurgia,Centro Federal de Educação Tecnológica de Minas Gerais,2001,2003,,,,,,,,,,,,,,,,
7447763875010128,,,,,Informática Industrial,"Centro Federal de Educação Tecnológica de Minas Gerais, Cefet Mg, Uned Leop",2008,2010,,,,,,,,,,,,,,,,
7454413874100121,,,,,,Centro Federal de Educação Tecnológica de Minas Gerais,1997,1999,Programa Especial De Formação Pedagógica Docentes,Centro Federal de Educação Tecnológica de Minas Gerais,2007,2008,,,,,Engenharia Civil,Centro Federal de Educação Tecnológica de Minas Gerais,2009,2011,,,,
7476317186271611,,,,,Eletromecânica,Centro Federal de Educação Tecnológica de Minas Gerais,2006,2009,,,,,,,,,,,,,,,,
7478343530966764,,,,,,,,,,,,,,,,,Modelagem Matemática E Computacional,Centro Federal de Educação Tecnológica de Minas Gerais,2015,2017,,,,
7484168623443202,,,,,,,,,Engenharia De Materiais,Centro Federal de Educação Tecnológica de Minas Gerais,2012,2017,,,,,,,,,,,,
7484877716615388,,,,,Química Industrial,Centro Federal de Educação Tecnológica de Minas Gerais,2006,2008,,,,,,,,,,,,,,,,
7488891411802580,,,,,,,,,,,,,,,,,Educação Tecnológica,Centro Federal de Educação Tecnológica de Minas Gerais,2014,2016,,,,
7496907734153571,,,,,Informática Industrial,Centro Federal de Educação Tecnológica de Minas Gerais,1995,1998,,,,,,,,,,,,,,,,
,,,,,,Centro Federal de Educação Tecnológica de Minas Gerais,1986,1990,,,,,,,,,,,,,,,,
7509825762282809,,,,,,,,,Engenhari Mecânica,Centro Federal de Educação Tecnológica de Minas Gerais,1984,1989,,,,,,,,,,,,
7520507628146687,,,,,,,,,,,,,,,,,Engenharia De Materiais,Centro Federal de Educação Tecnológica de Minas Gerais,2014,2015,,,,
7524118771177792,,,,,Informática,Centro Federal de Educação Tecnológica de Minas Gerais,2007,2010,,,,,,,,,,,,,,,,
7533716580087226,,,,,,Centro Federal de Educação Tecnológica de Minas Gerais,1988,1991,Engenharia Elétrica,Centro Federal de Educação Tecnológica de Minas Gerais,1993,1999,,,,,,,,,,,,
7534429458347788,,,,,,,,,,,,,,,,,Educação Tecnológica,Centro Federal de Educação Tecnológica de Minas Gerais,2019,2021,,,,
,,,,,,,,,,,,,,,,,Tecnologia,Centro Federal de Educação Tecnológica de Minas Gerais,2000,2003,,,,
7541656677387985,,,,,Meio Ambiente,Centro Federal de Educação Tecnológica de Minas Gerais,2007,2010,,,,,,,,,,,,,,,,
7543434816051922,,,,,,,,,,,,,,,,,Tecnologia,Centro Federal de Educação Tecnológica de Minas Gerais,2000,2002,,,,
7555356752482552,,,,,,,,,,,,,,,,,Educação Tecnológica,Centro Federal de Educação Tecnológica de Minas Gerais,2002,2004,,,,
7560710895902100,,,,,,,,,Engenharia Elétrica,Centro Federal de Educação Tecnológica de Minas Gerais,2003,2008,,,,,,,,,,,,
,,,,,Eletronica,Centro Federal de Educação Tecnológica de Minas Gerais,1986,1989,,,,,,,,,,,,,,,,
7572989867173601,,,,,,,,,,,,,,,,,Engenharia Civil,Centro Federal de Educação Tecnológica de Minas Gerais,2013,2015,,,,
7590927901174241,,,,,,Centro Federal de Educação Tecnológica de Minas Gerais,2006,2008,,,,,,,,,,,,,,,,
7591932720398494,,,,,,,,,Tecnologia Em Radiologia,Centro Federal de Educação Tecnológica de Minas Gerais,2003,2007,,,,,,,,,,,,
7637526462175133,,,,,,,,,,,,,,,,,,,,,Estudos De Linguagens,Centro Federal de Educação Tecnológica de Minas Gerais,2018,
7676440900896710,,,,,,Centro Federal de Educação Tecnológica de Minas Gerais,2004,2006,,,,,,,,,Estudos De Linguagens,Centro Federal de Educação Tecnológica de Minas Gerais,2015,2018,,,,
7690353008064199,,,,,,Centro Federal de Educação Tecnológica de Minas Gerais,2004,2006,,,,,,,,,,,,,,,,
7694449006717307,,,,,,,,,Engenharia Elétrica,Centro Federal de Educação Tecnológica de Minas Gerais,2008,2014,,,,,Engenharia Da Energia - Cefet/mg - Ufsj,Centro Federal de Educação Tecnológica de Minas Gerais,2015,2017,,,,
7715362049963406,,,,,Mineração,Centro Federal de Educação Tecnológica de Minas Gerais,2005,2007,Engenharia De Minas,Centro Federal de Educação Tecnológica de Minas Gerais,2010,2015,,,,,,,,,,,,
7716788745643197,,,,,,,,,Tecnologia Em Radiologia,Centro Federal de Educação Tecnológica de Minas Gerais,2006,2010,,,,,,,,,,,,
7731066245397390,,,,,,,,,,,,,,,,,Engenharia Civil,Centro Federal de Educação Tecnológica de Minas Gerais,2014,2017,,,,
,,,,,,,,,Engenharia Industrial Mecânica,Centro Federal de Educação Tecnológica de Minas Gerais,1995,2000,,,,,,,,,,,,
7748732302342787,,,,,Informática Industrial,Centro Federal de Educação Tecnológica de Minas Gerais,2009,2010,,,,,,,,,,,,,,,,
7753986711626002,,,,,,,,,Programa Especial De Formação De Docente,Centro Federal de Educação Tecnológica de Minas Gerais,2016,2017,,,,,Engenharia De Materiais,Centro Federal de Educação Tecnológica de Minas Gerais,2014,2016,,,,
7755620071762489,,,,,Informática Industrial,Centro Federal de Educação Tecnológica de Minas Gerais,2006,2008,,,,,,,,,,,,,,,,
7763087932625953,,,,,,,,,Programa Especial De Formação De Docente,Centro Federal de Educação Tecnológica de Minas Gerais,2016,2017,,,,,Engenharia De Materiais,Centro Federal de Educação Tecnológica de Minas Gerais,2016,2019,,,,
7775763811538723,,,,,,,,,,,,,,,,,Educação Tecnológica,Centro Federal de Educação Tecnológica de Minas Gerais,2009,2011,,,,
7776771093557027,,,,,,Centro Federal de Educação Tecnológica de Minas Gerais,1979,1982,,,,,,,,,,,,,,,,
7814381638362185,,,,,,"Centro Federal de Educação Tecnológica de Minas Gerais, Nepomuceno",2009,2011,,,,,,,,,,,,,,,,
7815699637530306,,,,,,,,,Tecnologia Em Radiologia,Centro Federal de Educação Tecnológica de Minas Gerais,2005,2009,,,,,,,,,,,,
7824829483352663,,,,,Eletrotécnica - Ênfase Em Automação Industrial,Centro Federal de Educação Tecnológica de Minas Gerais,2005,2008,Engenharia Elétrica,Centro Federal de Educação Tecnológica de Minas Gerais,2008,2013,,,,,,,,,,,,
7843592085965900,,,,,,,,,Engenharia De Computação,Centro Federal de Educação Tecnológica de Minas Gerais,2008,2013,,,,,,,,,,,,
7848117355919213,,,,,,Centro Federal de Educação Tecnológica de Minas Gerais,1999,2001,,,,,,,,,,,,,,,,
7856689788815916,,,,,,,,,Administração,Centro Federal de Educação Tecnológica de Minas Gerais,2010,2015,,,,,Administração,Centro Federal de Educação Tecnológica de Minas Gerais,2018,2021,,,,
7867189229248342,,,,,,,,,Engenharia Elétrica,Centro Federal de Educação Tecnológica de Minas Gerais,1994,2001,,,,,Estudos De Linguagens,Centro Federal de Educação Tecnológica de Minas Gerais,2011,2014,,,,
7878356128265947,,,,,Edificações,Centro Federal de Educação Tecnológica de Minas Gerais,2005,2007,Engenharia De Materiais,Centro Federal de Educação Tecnológica de Minas Gerais,2008,2015,,,,,,,,,,,,
7878368377205087,,,,,Quimica,Centro Federal de Educação Tecnológica de Minas Gerais,2002,2004,,,,,,,,,,,,,,,,
7880839923738007,,,,,Edificações,Centro Federal de Educação Tecnológica de Minas Gerais,1995,1997,,,,,,,,,,,,,,,,
7902872438610230,,,,,,,,,Engenharia De Computação,Centro Federal de Educação Tecnológica de Minas Gerais,2010,2015,,,,,,,,,,,,
7925314245070407,,,,,,Centro Federal de Educação Tecnológica de Minas Gerais,1985,1987,,,,,,,,,,,,,,,,
7926015745419305,,,,,,Centro Federal de Educação Tecnológica de Minas Gerais,2007,2009,,,,,,,,,,,,,,,,
7933449415404153,,,,,,,,,Engenharia De Controle E Automação,Centro Federal de Educação Tecnológica de Minas Gerais,2006,2011,,,,,,,,,,,,
7951994933591176,,,,,Eletromecânica,Centro Federal de Educação Tecnológica de Minas Gerais,1996,1998,,,,,,,,,,,,,,,,
,,,,,Segundo Grau  - Eletrônica,Centro Federal de Educação Tecnológica de Minas Gerais,1993,1995,,,,,,,,,,,,,,,,
7969039767483668,,,,,,,,,,,,,,,,,Tecnologia,Centro Federal de Educação Tecnológica de Minas Gerais,2003,2005,,,,
7985867384251661,,,,,,,,,,,,,,,,,,,,,Estudos De Linguagens,Centro Federal de Educação Tecnológica de Minas Gerais,2021,
7987665386999899,,,,,,Centro Federal de Educação Tecnológica de Minas Gerais - Campus III,2005,2007,Engenharia De Controle E Automação,Centro Federal de Educação Tecnológica de Minas Gerais - Campus III,2009,2015,,,,,,,,,,,,
7996091416535252,,,,,Edificações,Centro Federal de Educação Tecnológica de Minas Gerais,1994,1996,,,,,,,,,,,,,,,,
7996492206524171,,,,,,,,,Engenharia De Controle E Automação,Centro Federal de Educação Tecnológica de Minas Gerais,2009,2016,,,,,,,,,,,,
7998397346679874,,,,,,,,,Engenharia De Produção Civil,Centro Federal de Educação Tecnológica de Minas Gerais,2008,2013,,,,,Engenharia Civil,Centro Federal de Educação Tecnológica de Minas Gerais,2013,2015,Engenharia Civil,Centro Federal de Educação Tecnológica de Minas Gerais,2018,
8000499154462974,,,,,,,,,Engenharia Industrial Eletrica,Centro Federal de Educação Tecnológica de Minas Gerais,1994,1999,,,,,,,,,,,,
8004673575466605,,,,,,Centro Federal de Educação Tecnológica de Minas Gerais,2008,2013,,,,,,,,,,,,,,,,
8007133043591125,,,,,Edificações,Centro Federal de Educação Tecnológica de Minas Gerais,2008,2010,,,,,,,,,,,,,,,,
8016615881378857,,,,,,,,,Química Tecnológica,Centro Federal de Educação Tecnológica de Minas Gerais,2008,2013,,,,,Engenharia De Materiais,Centro Federal de Educação Tecnológica de Minas Gerais,2014,2016,,,,
,,,,,,,,,Formação De Professores Para Currículo Especial Do,Centro Federal de Educação Tecnológica de Minas Gerais,1993,1996,,,,,,,,,,,,
8035174348862216,,,,,,,,,,,,,,,,,Educação Tecnológica,Centro Federal de Educação Tecnológica de Minas Gerais,2016,2018,,,,
,,,,,,Centro Federal de Educação Tecnológica de Minas Gerais,1981,1983,,,,,,,,,,,,,,,,
8040265023303345,,,,,,Centro Federal de Educação Tecnológica de Minas Gerais,1993,1996,,,,,,,,,,,,,,,,
8073512877324742,,,,,,Centro Federal de Educação Tecnológica de Minas Gerais,1995,1997,,,,,,,,,,,,,,,,
8079547632427745,,,,,Gestão Comercial,Centro Federal de Educação Tecnológica de Minas Gerais,2007,2007,,,,,,,,,,,,,,,,
8084636655547829,,,,,Química,Centro Federal de Educação Tecnológica de Minas Gerais,2011,2014,,,,,,,,,,,,,,,,
8085894055722775,,,,,,,,,,,,,,,,,Modelagem Matemática E Computacional,Centro Federal de Educação Tecnológica de Minas Gerais,2006,2008,,,,
8094743298562984,,,,,,,,,,,,,,,,,Engenharia Elétrica,Centro Federal de Educação Tecnológica de Minas Gerais,2012,2014,,,,
8100349377054304,,,,,,,,,,,,,,,,,Engenharia Da Energia - Cefet/mg - Ufsj,Centro Federal de Educação Tecnológica de Minas Gerais,2014,2016,,,,
8112493825979697,,,,,,Centro Federal de Educação Tecnológica de Minas Gerais,1989,1992,,,,,,,,,,,,,,,,
8118842925218153,,,,,,Centro Federal de Educação Tecnológica de Minas Gerais,2001,2004,,,,,,,,,,,,,,,,
8134549014872750,,,,,,Centro Federal de Educação Tecnológica de Minas Gerais,1995,1997,,,,,,,,,,,,,,,,
8152824355342015,,,,,,,,,,,,,,,,,,,,,Pós-graduação Em Estudos De Linguagem,Centro Federal de Educação Tecnológica de Minas Gerais,2018,
8157819312624780,,,,,Eletromecânica,Centro Federal de Educação Tecnológica de Minas Gerais,1983,1989,,,,,,,,,,,,,,,,
8184572477220238,,,,,,,,,,,,,,,,,,,,,Estudos De Linguagens,Centro Federal de Educação Tecnológica de Minas Gerais,2017,
8187603731418683,,,,,,,,,,,,,,,,,Modelagem Matemática E Computacional,Centro Federal de Educação Tecnológica de Minas Gerais,2010,2012,,,,
8190454867816706,,,,,,,,,Engenharia Insutrial Eletrica,Centro Federal de Educação Tecnológica de Minas Gerais,1974,1984,,,,,,,,,,,,
8196300398608911,,,,,,Centro Federal de Educação Tecnológica de Minas Gerais,1984,1986,,,,,,,,,,,,,,,,
8200428136613248,,,,,Informática Industrial,Centro Federal de Educação Tecnológica de Minas Gerais,2000,2003,,,,,,,,,,,,,,,,
8206862209573772,,,,,,,,,Engenharia De Transportes,Centro Federal de Educação Tecnológica de Minas Gerais,2015,2016,,,,,,,,,,,,
8221523180562955,,,,,,Centro Federal de Educação Tecnológica de Minas Gerais,2001,2004,,,,,,,,,Educação Tecnológica,Centro Federal de Educação Tecnológica de Minas Gerais,2010,2012,,,,
,,,,,,Centro Federal de Educação Tecnológica de Minas Gerais,1998,2000,,,,,,,,,,,,,,,,
8242841305562400,,,,,,,,,,,,,,,,,,,,,Modelagem Matemática E Computacional,Centro Federal de Educação Tecnológica de Minas Gerais,2016,2019
8256159827074633,,,,,,,,,Engenharia De Produção Civil,Centro Federal de Educação Tecnológica de Minas Gerais,2007,2013,,,,,Engenharia De Materiais,Centro Federal de Educação Tecnológica de Minas Gerais,2014,2016,Engenharia Civil,Centro Federal de Educação Tecnológica de Minas Gerais,2021,
8279848502288748,,,,,Eletrotécnica E Automaçaõ Industrial,Centro Federal de Educação Tecnológica de Minas Gerais,2003,2005,,,,,,,,,,,,,,,,
8304880221606064,,,,,,,,,,,,,,,,,Engenharia Civil,Centro Federal de Educação Tecnológica de Minas Gerais,2015,2017,,,,
8306424867167497,,,,,,,,,Engenharia De Materiais,Centro Federal de Educação Tecnológica de Minas Gerais,2008,2013,,,,,Modelagem Matemática E Computacional,Centro Federal de Educação Tecnológica de Minas Gerais,2016,2018,,,,
8310936324018646,,,,,,,,,,,,,,,,,Estudos De Linguagens,Centro Federal de Educação Tecnológica de Minas Gerais,2009,2011,Estudos De Linguagens,Centro Federal de Educação Tecnológica de Minas Gerais,2015,
8314453239513463,,,,,,,,,,,,,,,,,Engenharia Elétrica,Centro Federal de Educação Tecnológica de Minas Gerais,2013,2016,,,,
8332375879928307,,,,,Química,Centro Federal de Educação Tecnológica de Minas Gerais,2005,2007,,,,,,,,,,,,,,,,
8347509970941084,,,,,Química,Centro Federal de Educação Tecnológica de Minas Gerais,2001,2003,,,,,,,,,,,,,,,,
8399151904440441,,,,,,Centro Federal de Educação Tecnológica de Minas Gerais,2007,2009,,,,,,,,,,,,,,,,
8413010442437063,,,,,,Centro Federal de Educação Tecnológica de Minas Gerais,1976,1979,Normalização E Qualidade Industrial,Centro Federal de Educação Tecnológica de Minas Gerais,2006,2009,,,,,,,,,,,,
8417706517690490,,,,,Edificações,Centro Federal de Educação Tecnológica de Minas Gerais,2005,2008,,,,,,,,,,,,,,,,
8419272818208637,,,,,,,,,,,,,,,,,Educação Tecnológica,Centro Federal de Educação Tecnológica de Minas Gerais,2015,2017,,,,
8420835899029582,,,,,,,,,,,,,,,,,Modelagem Matemática E Computacional,Centro Federal de Educação Tecnológica de Minas Gerais,2013,2016,,,,
8423467378701749,,,,,,Centro Federal de Educação Tecnológica de Minas Gerais,2003,2005,,,,,,,,,,,,,,,,
8469945051540974,,,,,,,,,,,,,,,,,Educação Tecnológica,Centro Federal de Educação Tecnológica de Minas Gerais,2016,2018,,,,
8490610115628676,,,,,,Centro Federal de Educação Tecnológica de Minas Gerais,1997,1999,,,,,,,,,Engenharia Da Energia - Cefet/mg - Ufsj,Centro Federal de Educação Tecnológica de Minas Gerais,2009,2011,,,,
8493224550886187,,,,,,Centro Federal de Educação Tecnológica de Minas Gerais,1997,1999,,,,,,,,,,,,,,,,
8525193347383865,,,,,,Centro Federal de Educação Tecnológica de Minas Gerais,2005,2008,Engenharia Eletrica,Centro Federal de Educação Tecnológica de Minas Gerais,2008,2014,,,,,,,,,,,,
8533403769344054,,,,,,,,,Licenciatura Plena Em Eletricidade / Eletrônica,Centro Federal de Educação Tecnológica de Minas Gerais,1991,1993,,,,,,,,,,,,
8549630100281575,,,,,,,,,,,,,,,,,Educação Tecnológica,Centro Federal de Educação Tecnológica de Minas Gerais,2013,2015,,,,
8550557298525266,,,,,,,,,Engenharia De Materiais,Centro Federal de Educação Tecnológica de Minas Gerais,2011,2016,,,,,Engenharia De Materiais,Centro Federal de Educação Tecnológica de Minas Gerais,2015,2017,,,,
,,,,,,,,,Engenharia Mecânica,Centro Federal de Educação Tecnológica de Minas Gerais,1978,1982,,,,,,,,,,,,
8559939394286387,,,,,,,,,Administração,Centro Federal de Educação Tecnológica de Minas Gerais,2008,2012,,,,,Administração,Centro Federal de Educação Tecnológica de Minas Gerais,2017,2019,,,,
8574063108861559,,,,,,,,,Engenharia Industrial Mecânica,Centro Federal de Educação Tecnológica de Minas Gerais,1998,2003,,,,,,,,,,,,
8575184713115130,,,,,,Centro Federal de Educação Tecnológica de Minas Gerais,1998,2000,,,,,,,,,,,,,,,,
