Identificador,Grande Área,Área
0880545003848108,CIENCIAS_BIOLOGICAS,Microbiologia
0881828847600446,CIENCIAS_AGRARIAS,Agronomia
0882662120244601,CIENCIAS_EXATAS_E_DA_TERRA,Física
0884149595277368,CIENCIAS_EXATAS_E_DA_TERRA,Química
0884712531887046,CIENCIAS_BIOLOGICAS,Genética
0884799120343367,CIENCIAS_EXATAS_E_DA_TERRA,Matemática
0884997743394234,CIENCIAS_EXATAS_E_DA_TERRA,Química
0885635447030520,CIENCIAS_BIOLOGICAS,Imunologia
0887502044987077,ENGENHARIAS,Engenharia Civil
0887969828519150,CIENCIAS_AGRARIAS,Agronomia
0889102836796436,CIENCIAS_EXATAS_E_DA_TERRA,Física
0890644114636875,CIENCIAS_AGRARIAS,Zootecnia
0894459276304182,LINGUISTICA_LETRAS_E_ARTES,Lingüística
0894500699921156,CIENCIAS_EXATAS_E_DA_TERRA,Matemática
0894690311392249,CIENCIAS_DA_SAUDE,Saúde Coletiva
0895615747444576,CIENCIAS_HUMANAS,Antropologia
0895802007121548,CIENCIAS_DA_SAUDE,Odontologia
0896060959622431,ENGENHARIAS,Engenharia de Materiais e Metalúrgica
0897604346165119,CIENCIAS_AGRARIAS,Medicina Veterinária
0898805556223937,CIENCIAS_BIOLOGICAS,Farmacologia
0899048830187429,CIENCIAS_BIOLOGICAS,Imunologia
0899442226951715,CIENCIAS_DA_SAUDE,Medicina
0899990656525100,CIENCIAS_HUMANAS,História
0900117595355390,ENGENHARIAS,Engenharia Mecânica
0900147390594953,CIENCIAS_AGRARIAS,Agronomia
0900173884647980,ENGENHARIAS,Engenharia de Materiais e Metalúrgica
0900226519393513,CIENCIAS_SOCIAIS_APLICADAS,Turismo
0900564181115140,CIENCIAS_BIOLOGICAS,Farmacologia
0901521368129412,CIENCIAS_BIOLOGICAS,Morfologia
0901539708259750,CIENCIAS_EXATAS_E_DA_TERRA,Química
0903258348841160,CIENCIAS_AGRARIAS,Engenharia Agrícola
0903572930540157,CIENCIAS_EXATAS_E_DA_TERRA,Química
0903629654371960,CIENCIAS_EXATAS_E_DA_TERRA,Física
0903853565166005,CIENCIAS_HUMANAS,Psicologia
0904177542323793,CIENCIAS_AGRARIAS,Agronomia
0904466257879054,CIENCIAS_EXATAS_E_DA_TERRA,Geociências
0904981359987310,CIENCIAS_HUMANAS,Antropologia
0905246449830648,ENGENHARIAS,Engenharia Mecânica
0905407015458080,ENGENHARIAS,Engenharia Elétrica
0907001903528428,CIENCIAS_EXATAS_E_DA_TERRA,Física
0907883161698484,CIENCIAS_EXATAS_E_DA_TERRA,Ciência da Computação
0908959463576061,CIENCIAS_EXATAS_E_DA_TERRA,Física
0909463772935505,CIENCIAS_BIOLOGICAS,Microbiologia
0910765178697312,CIENCIAS_AGRARIAS,Agronomia
0911438214544305,OUTROS,"Robótica, Mecatrônica e Automação"
0912295269231968,CIENCIAS_EXATAS_E_DA_TERRA,Química
0914904378670435,CIENCIAS_EXATAS_E_DA_TERRA,Química
0915687070195770,CIENCIAS_EXATAS_E_DA_TERRA,Química
0915732258069388,CIENCIAS_EXATAS_E_DA_TERRA,Química
0916630825277350,CIENCIAS_EXATAS_E_DA_TERRA,Química
0916805360400109,CIENCIAS_BIOLOGICAS,Imunologia
0919093679710607,CIENCIAS_SOCIAIS_APLICADAS,Economia
0919139576430566,CIENCIAS_SOCIAIS_APLICADAS,Economia
0919212622992901,CIENCIAS_EXATAS_E_DA_TERRA,Astronomia
0919407313173824,CIENCIAS_SOCIAIS_APLICADAS,Administração
0920058820470751,CIENCIAS_AGRARIAS,Recursos Florestais e Engenharia Florestal
0920196032137472,ENGENHARIAS,Engenharia de Materiais e Metalúrgica
0920319108540253,CIENCIAS_AGRARIAS,Ciência e Tecnologia de Alimentos
0920572653737862,CIENCIAS_HUMANAS,Filosofia
0920629723928382,ENGENHARIAS,Engenharia Elétrica
0920826020940905,CIENCIAS_EXATAS_E_DA_TERRA,Química
0920913029247873,CIENCIAS_SOCIAIS_APLICADAS,Administração
0920997544430620,CIENCIAS_HUMANAS,História
0921086392370345,CIENCIAS_DA_SAUDE,Medicina
0922021361349105,CIENCIAS_SOCIAIS_APLICADAS,Economia
0922269555899443,CIENCIAS_BIOLOGICAS,Morfologia
0922348490725786,CIENCIAS_SOCIAIS_APLICADAS,Planejamento Urbano e Regional
0923343651601939,CIENCIAS_HUMANAS,Arqueologia
0923424972698041,CIENCIAS_DA_SAUDE,Fonoaudiologia
0923886564574568,ENGENHARIAS,Engenharia Elétrica
0923973089321965,ENGENHARIAS,Engenharia Elétrica
0924434202055031,CIENCIAS_HUMANAS,Ciência Política
0924610511932717,CIENCIAS_HUMANAS,Psicologia
0924773081596557,CIENCIAS_EXATAS_E_DA_TERRA,Química
0925539532241686,CIENCIAS_BIOLOGICAS,Fisiologia
0925584743106743,CIENCIAS_EXATAS_E_DA_TERRA,Matemática
0925740348589354,CIENCIAS_DA_SAUDE,Saúde Coletiva
0925768769790678,CIENCIAS_SOCIAIS_APLICADAS,Planejamento Urbano e Regional
0926138204356872,CIENCIAS_DA_SAUDE,Odontologia
0926273664571707,CIENCIAS_HUMANAS,História
0926820987046988,CIENCIAS_AGRARIAS,Ciência e Tecnologia de Alimentos
0928175455054278,LINGUISTICA_LETRAS_E_ARTES,Letras
0928959013242310,CIENCIAS_BIOLOGICAS,Microbiologia
0930029261355652,CIENCIAS_HUMANAS,Ciência Política
0930308397178534,CIENCIAS_EXATAS_E_DA_TERRA,Geociências
0930767428427803,CIENCIAS_EXATAS_E_DA_TERRA,Geociências
0930830632147222,CIENCIAS_BIOLOGICAS,Parasitologia
0931129804075739,CIENCIAS_BIOLOGICAS,Zoologia
0931700082694753,CIENCIAS_BIOLOGICAS,Zoologia
0931860042124079,CIENCIAS_BIOLOGICAS,Ecologia
0932728498482206,CIENCIAS_SOCIAIS_APLICADAS,Comunicação
0932900035896817,CIENCIAS_DA_SAUDE,Medicina
0933095081175012,ENGENHARIAS,Engenharia de Materiais e Metalúrgica
0933287370110532,CIENCIAS_SOCIAIS_APLICADAS,Economia
0933479366464990,CIENCIAS_BIOLOGICAS,Morfologia
0934428004504955,ENGENHARIAS,Engenharia Mecânica
0935017069059020,CIENCIAS_DA_SAUDE,Medicina
0935409654079900,ENGENHARIAS,Engenharia Elétrica
0935712216945804,CIENCIAS_BIOLOGICAS,Biofísica
0937791837619484,ENGENHARIAS,Engenharia de Materiais e Metalúrgica
0937887413143235,CIENCIAS_DA_SAUDE,Odontologia
0938505876010695,CIENCIAS_AGRARIAS,Agronomia
0938601542329006,LINGUISTICA_LETRAS_E_ARTES,Letras
0938805013383423,ENGENHARIAS,Engenharia Mecânica
0941082760926859,CIENCIAS_EXATAS_E_DA_TERRA,Física
0941343786335040,CIENCIAS_DA_SAUDE,Educação Física
0941443578569780,CIENCIAS_AGRARIAS,Agronomia
0941546772583856,CIENCIAS_EXATAS_E_DA_TERRA,Química
0941910739814664,CIENCIAS_HUMANAS,Sociologia
0942554454570321,CIENCIAS_DA_SAUDE,Saúde Coletiva
0942825872136360,CIENCIAS_SOCIAIS_APLICADAS,Administração
0943484644044150,CIENCIAS_BIOLOGICAS,Parasitologia
0943711238845832,CIENCIAS_SOCIAIS_APLICADAS,Administração
0944018961414823,ENGENHARIAS,Engenharia Aeroespacial
0944692796969354,CIENCIAS_HUMANAS,Ciência Política
0945022153163542,CIENCIAS_EXATAS_E_DA_TERRA,Química
0945139577862255,CIENCIAS_SOCIAIS_APLICADAS,Economia
0945648805844128,CIENCIAS_AGRARIAS,Agronomia
0946722048975388,ENGENHARIAS,Engenharia Elétrica
0947193347312157,CIENCIAS_BIOLOGICAS,Morfologia
0948290593868816,CIENCIAS_AGRARIAS,Agronomia
0950366310938447,LINGUISTICA_LETRAS_E_ARTES,Letras
0951090463905443,ENGENHARIAS,Engenharia de Materiais e Metalúrgica
0951335757481723,CIENCIAS_SOCIAIS_APLICADAS,Economia
0951395107623104,CIENCIAS_BIOLOGICAS,Fisiologia
0952566646598843,CIENCIAS_BIOLOGICAS,Fisiologia
0953960024730969,CIENCIAS_HUMANAS,História
0954824992144106,ENGENHARIAS,Engenharia de Materiais e Metalúrgica
0956940241768980,CIENCIAS_EXATAS_E_DA_TERRA,Física
0957127806882841,CIENCIAS_HUMANAS,Antropologia
0957444591428758,CIENCIAS_EXATAS_E_DA_TERRA,Física
0957641516282703,CIENCIAS_EXATAS_E_DA_TERRA,Ciência da Computação
0957665422453699,CIENCIAS_BIOLOGICAS,Bioquímica
0957896448117207,ENGENHARIAS,Engenharia Civil
0959256350186452,CIENCIAS_SOCIAIS_APLICADAS,Arquitetura e Urbanismo
0959425632265455,CIENCIAS_AGRARIAS,Recursos Florestais e Engenharia Florestal
0959784070938964,CIENCIAS_HUMANAS,Psicologia
0960024575647258,ENGENHARIAS,Engenharia Aeroespacial
0960398662960668,CIENCIAS_AGRARIAS,Agronomia
0961099296657502,CIENCIAS_EXATAS_E_DA_TERRA,Geociências
0961811665101023,CIENCIAS_HUMANAS,Sociologia
0962895520743039,CIENCIAS_SOCIAIS_APLICADAS,Comunicação
0964619379855440,LINGUISTICA_LETRAS_E_ARTES,Letras
0965773984673376,ENGENHARIAS,Engenharia Elétrica
0966229092773143,CIENCIAS_HUMANAS,Educação
0966294663032905,CIENCIAS_AGRARIAS,Ciência e Tecnologia de Alimentos
0966331351690402,CIENCIAS_EXATAS_E_DA_TERRA,Geociências
0966379581858995,CIENCIAS_BIOLOGICAS,Imunologia
0967035318418472,CIENCIAS_DA_SAUDE,Farmácia
0968990271115488,CIENCIAS_BIOLOGICAS,Bioquímica
0969451922378335,CIENCIAS_HUMANAS,Geografia
0970789513843822,CIENCIAS_DA_SAUDE,Medicina
0971091607543044,CIENCIAS_AGRARIAS,Agronomia
0972869223145503,CIENCIAS_EXATAS_E_DA_TERRA,Probabilidade e Estatística
0973550817356564,CIENCIAS_BIOLOGICAS,Microbiologia
0973686004919998,CIENCIAS_SOCIAIS_APLICADAS,Economia
0973738431683871,CIENCIAS_SOCIAIS_APLICADAS,Direito
0974011233679396,CIENCIAS_EXATAS_E_DA_TERRA,Física
0974509229906743,CIENCIAS_BIOLOGICAS,Microbiologia
0974903520016451,CIENCIAS_HUMANAS,Psicologia
0975018553829295,CIENCIAS_HUMANAS,Geografia
0977133646705381,CIENCIAS_EXATAS_E_DA_TERRA,Física
0977189636155186,CIENCIAS_HUMANAS,Ciência Política
0977453259767928,CIENCIAS_BIOLOGICAS,Genética
0978329001891199,CIENCIAS_EXATAS_E_DA_TERRA,Química
0978837964647017,CIENCIAS_EXATAS_E_DA_TERRA,Ciência da Computação
0979603321222147,ENGENHARIAS,Engenharia Mecânica
0980105036844028,CIENCIAS_AGRARIAS,Medicina Veterinária
0981121292868485,CIENCIAS_EXATAS_E_DA_TERRA,Geociências
0981211406387862,CIENCIAS_DA_SAUDE,Medicina
0982289255520210,CIENCIAS_SOCIAIS_APLICADAS,Administração
0982471590291072,CIENCIAS_SOCIAIS_APLICADAS,Administração
0982550255078545,CIENCIAS_DA_SAUDE,Fonoaudiologia
0983001931487766,CIENCIAS_HUMANAS,Sociologia
0983518713985469,CIENCIAS_DA_SAUDE,Medicina
0983858173807551,CIENCIAS_EXATAS_E_DA_TERRA,Física
0985484253315463,,
0986871772334201,CIENCIAS_DA_SAUDE,Nutrição
0986913300246393,LINGUISTICA_LETRAS_E_ARTES,Letras
0987041001151070,CIENCIAS_DA_SAUDE,Medicina
0987355219242506,CIENCIAS_EXATAS_E_DA_TERRA,Química
0987963106357860,CIENCIAS_BIOLOGICAS,Genética
0988858984939965,CIENCIAS_HUMANAS,Ciência Política
0988994019537246,CIENCIAS_EXATAS_E_DA_TERRA,Ciência da Computação
0989611785962681,CIENCIAS_AGRARIAS,Recursos Florestais e Engenharia Florestal
0989858329459508,CIENCIAS_AGRARIAS,Ciência e Tecnologia de Alimentos
0990182192329160,LINGUISTICA_LETRAS_E_ARTES,Artes
0990433322587449,CIENCIAS_SOCIAIS_APLICADAS,Administração
0992559318175235,CIENCIAS_BIOLOGICAS,Imunologia
0992736452764550,CIENCIAS_EXATAS_E_DA_TERRA,Química
0994050156415890,CIENCIAS_EXATAS_E_DA_TERRA,Probabilidade e Estatística
0994187406222820,ENGENHARIAS,Engenharia de Produção
0994726285437446,CIENCIAS_EXATAS_E_DA_TERRA,Química
0995074904257272,CIENCIAS_BIOLOGICAS,Genética
0996045524655563,CIENCIAS_EXATAS_E_DA_TERRA,Matemática
0996374647319169,CIENCIAS_BIOLOGICAS,Fisiologia
0998058195570736,ENGENHARIAS,Engenharia Mecânica
0998695766654411,CIENCIAS_DA_SAUDE,Medicina
0999266992389089,CIENCIAS_AGRARIAS,Agronomia
1000297113793647,CIENCIAS_BIOLOGICAS,Ecologia
1000622852662099,CIENCIAS_AGRARIAS,Agronomia
1000688763895346,CIENCIAS_BIOLOGICAS,Genética
1002191640217585,CIENCIAS_DA_SAUDE,Fisioterapia e Terapia Ocupacional
1002230820162670,CIENCIAS_BIOLOGICAS,Fisiologia
1003011436001008,CIENCIAS_HUMANAS,Antropologia
1003184503012396,CIENCIAS_HUMANAS,Ciência Política
1004000475494796,CIENCIAS_AGRARIAS,Medicina Veterinária
1005553714687743,ENGENHARIAS,Engenharia Elétrica
1005756226202071,ENGENHARIAS,Engenharia Química
1006151597195479,LINGUISTICA_LETRAS_E_ARTES,Letras
1007409099917860,CIENCIAS_EXATAS_E_DA_TERRA,Geociências
1007447507538719,LINGUISTICA_LETRAS_E_ARTES,Letras
1007816901824719,CIENCIAS_AGRARIAS,Zootecnia
1008924786363328,CIENCIAS_BIOLOGICAS,Zoologia
1009093134243267,CIENCIAS_HUMANAS,Educação
1009956459333986,CIENCIAS_HUMANAS,Filosofia
1010358462837790,ENGENHARIAS,Engenharia Química
1010658689650692,LINGUISTICA_LETRAS_E_ARTES,Lingüística
1010780688440896,CIENCIAS_SOCIAIS_APLICADAS,Administração
1010810293243435,CIENCIAS_EXATAS_E_DA_TERRA,Ciência da Computação
1011936727324620,CIENCIAS_EXATAS_E_DA_TERRA,Química
1012217731137451,CIENCIAS_BIOLOGICAS,Botânica
1012629455821774,CIENCIAS_BIOLOGICAS,Bioquímica
1013687028833943,CIENCIAS_BIOLOGICAS,Fisiologia
1013756650302841,CIENCIAS_HUMANAS,História
1014571239084005,ENGENHARIAS,Engenharia Mecânica
1014880910768142,CIENCIAS_HUMANAS,História
1015001063418091,ENGENHARIAS,Engenharia de Produção
1015684335679217,CIENCIAS_BIOLOGICAS,Parasitologia
1016153148024105,CIENCIAS_BIOLOGICAS,Genética
1016320998962875,CIENCIAS_BIOLOGICAS,Bioquímica
1018878326925132,CIENCIAS_DA_SAUDE,Saúde Coletiva
1019212457780700,CIENCIAS_HUMANAS,História
1019505555117852,CIENCIAS_BIOLOGICAS,Fisiologia
1020020144569998,CIENCIAS_BIOLOGICAS,Fisiologia
1020078557729775,CIENCIAS_DA_SAUDE,Saúde Coletiva
1020328026365974,CIENCIAS_HUMANAS,Psicologia
1020477751003832,CIENCIAS_BIOLOGICAS,Genética
1022412134702658,CIENCIAS_AGRARIAS,Agronomia
1023521805589135,CIENCIAS_SOCIAIS_APLICADAS,Planejamento Urbano e Regional
1023597870118105,CIENCIAS_BIOLOGICAS,Fisiologia
1025380440209314,CIENCIAS_HUMANAS,Filosofia
1025598529469393,ENGENHARIAS,Engenharia de Materiais e Metalúrgica
1026062768392297,CIENCIAS_BIOLOGICAS,Bioquímica
1026942131180068,LINGUISTICA_LETRAS_E_ARTES,Lingüística
1027496814443777,ENGENHARIAS,Engenharia de Materiais e Metalúrgica
1028151705135221,CIENCIAS_EXATAS_E_DA_TERRA,Ciência da Computação
1028283049134193,CIENCIAS_EXATAS_E_DA_TERRA,Física
1029892667445223,ENGENHARIAS,Engenharia Elétrica
1030036144037365,CIENCIAS_BIOLOGICAS,Botânica
1030689569102844,CIENCIAS_EXATAS_E_DA_TERRA,Oceanografia
1031606627086716,CIENCIAS_AGRARIAS,Agronomia
1031649453998211,CIENCIAS_HUMANAS,Antropologia
1033215067775319,ENGENHARIAS,Engenharia Elétrica
1033385402409022,CIENCIAS_HUMANAS,Psicologia
1033535233333113,CIENCIAS_BIOLOGICAS,Bioquímica
1033658951252242,CIENCIAS_SOCIAIS_APLICADAS,Economia
1034196355724945,CIENCIAS_EXATAS_E_DA_TERRA,Matemática
1034449975741992,ENGENHARIAS,Engenharia de Materiais e Metalúrgica
1034829852338994,CIENCIAS_HUMANAS,História
1035254156384979,CIENCIAS_EXATAS_E_DA_TERRA,Geociências
1035616337472088,CIENCIAS_HUMANAS,Antropologia
1036046601275319,CIENCIAS_AGRARIAS,Recursos Pesqueiros e Engenharia de Pesca
1036591688457986,ENGENHARIAS,Engenharia Civil
1038061895538870,CIENCIAS_EXATAS_E_DA_TERRA,Física
1038437165007849,CIENCIAS_EXATAS_E_DA_TERRA,Física
1038716347038971,CIENCIAS_EXATAS_E_DA_TERRA,Física
1040231842718937,CIENCIAS_AGRARIAS,Agronomia
1040508925337874,CIENCIAS_BIOLOGICAS,Fisiologia
1041565102315246,CIENCIAS_EXATAS_E_DA_TERRA,Astronomia
1041574665110656,CIENCIAS_HUMANAS,Psicologia
1042429619393526,ENGENHARIAS,Engenharia Elétrica
1042806990155996,CIENCIAS_EXATAS_E_DA_TERRA,Matemática
1043606043814998,CIENCIAS_EXATAS_E_DA_TERRA,Geociências
1043712269063192,ENGENHARIAS,Engenharia de Transportes
1043780332502091,CIENCIAS_EXATAS_E_DA_TERRA,Química
1044603525620701,CIENCIAS_BIOLOGICAS,Bioquímica
1045670347248177,CIENCIAS_BIOLOGICAS,Ecologia
1045681574037243,CIENCIAS_HUMANAS,Filosofia
1045931096324971,CIENCIAS_EXATAS_E_DA_TERRA,Matemática
1046720230338474,CIENCIAS_DA_SAUDE,Odontologia
1047679012524576,CIENCIAS_BIOLOGICAS,Genética
1047778127493637,CIENCIAS_BIOLOGICAS,Fisiologia
1047893003118791,ENGENHARIAS,Engenharia Elétrica
1048662778515772,CIENCIAS_EXATAS_E_DA_TERRA,Física
1049137829843207,CIENCIAS_HUMANAS,Psicologia
1049547759186556,CIENCIAS_DA_SAUDE,Fisioterapia e Terapia Ocupacional
1049903075813062,CIENCIAS_AGRARIAS,Engenharia Agrícola
1050516524103988,CIENCIAS_EXATAS_E_DA_TERRA,Química
1050567032375329,CIENCIAS_DA_SAUDE,Fonoaudiologia
1050709055776428,CIENCIAS_AGRARIAS,Agronomia
1050746618632869,ENGENHARIAS,Engenharia Civil
1051299337471169,CIENCIAS_EXATAS_E_DA_TERRA,Química
1051763855783856,CIENCIAS_HUMANAS,Ciência Política
1053368113254185,CIENCIAS_SOCIAIS_APLICADAS,Administração
1054486706893333,CIENCIAS_EXATAS_E_DA_TERRA,Química
1054839770814863,CIENCIAS_AGRARIAS,Agronomia
1054922336409334,CIENCIAS_EXATAS_E_DA_TERRA,Geociências
1055007167976022,CIENCIAS_BIOLOGICAS,Microbiologia
1055076200668705,CIENCIAS_SOCIAIS_APLICADAS,Comunicação
1055167132036400,ENGENHARIAS,Engenharia de Materiais e Metalúrgica
1055263403980509,CIENCIAS_EXATAS_E_DA_TERRA,Química
1055555496835379,CIENCIAS_HUMANAS,Filosofia
1055831656220644,CIENCIAS_BIOLOGICAS,Genética
1057900407059425,CIENCIAS_HUMANAS,Antropologia
1059580907386382,CIENCIAS_EXATAS_E_DA_TERRA,Física
1059924866210409,CIENCIAS_DA_SAUDE,Saúde Coletiva
1059931684673682,CIENCIAS_EXATAS_E_DA_TERRA,Química
1062115267877962,CIENCIAS_EXATAS_E_DA_TERRA,Física
1062288233305087,CIENCIAS_AGRARIAS,Ciência e Tecnologia de Alimentos
1063498116202429,CIENCIAS_HUMANAS,Educação
1063672354605352,CIENCIAS_SOCIAIS_APLICADAS,Administração
1063790618901917,CIENCIAS_DA_SAUDE,Farmácia
1065317162866080,CIENCIAS_HUMANAS,História
1067399121895452,CIENCIAS_BIOLOGICAS,Zoologia
1068643513710663,ENGENHARIAS,Engenharia Nuclear
1069616863844738,ENGENHARIAS,Engenharia de Materiais e Metalúrgica
1071521284494576,,
1071530618471268,CIENCIAS_SOCIAIS_APLICADAS,Ciência da Informação
1072583605352186,CIENCIAS_EXATAS_E_DA_TERRA,Física
1072971611618332,CIENCIAS_EXATAS_E_DA_TERRA,Matemática
1073151883256954,CIENCIAS_AGRARIAS,Medicina Veterinária
1074133203981424,CIENCIAS_BIOLOGICAS,Imunologia
1074372911061770,CIENCIAS_EXATAS_E_DA_TERRA,Probabilidade e Estatística
1075305856036847,CIENCIAS_SOCIAIS_APLICADAS,Comunicação
1076562311962755,CIENCIAS_HUMANAS,Educação
1076680041595804,CIENCIAS_AGRARIAS,Ciência e Tecnologia de Alimentos
1077091269921532,CIENCIAS_EXATAS_E_DA_TERRA,Geociências
1077711232112285,CIENCIAS_EXATAS_E_DA_TERRA,Matemática
1078501992095596,CIENCIAS_AGRARIAS,Agronomia
1078848217755188,ENGENHARIAS,Engenharia de Materiais e Metalúrgica
1078989729628550,ENGENHARIAS,Engenharia Aeroespacial
1079107078907372,CIENCIAS_DA_SAUDE,Odontologia
1079110450785932,CIENCIAS_HUMANAS,Educação
1079317599783243,CIENCIAS_AGRARIAS,Recursos Florestais e Engenharia Florestal
1079435250033626,CIENCIAS_DA_SAUDE,Saúde Coletiva
1079978062491227,CIENCIAS_EXATAS_E_DA_TERRA,Probabilidade e Estatística
1080378998643497,CIENCIAS_BIOLOGICAS,Bioquímica
1080635385879533,LINGUISTICA_LETRAS_E_ARTES,Artes
1081444223864667,CIENCIAS_HUMANAS,Educação
1081515399161086,CIENCIAS_DA_SAUDE,Fisioterapia e Terapia Ocupacional
1082603694267325,CIENCIAS_EXATAS_E_DA_TERRA,Física
1083095899810595,CIENCIAS_BIOLOGICAS,Microbiologia
1083882171718362,CIENCIAS_BIOLOGICAS,Genética
1084050536456702,CIENCIAS_DA_SAUDE,Medicina
1085274416109765,CIENCIAS_EXATAS_E_DA_TERRA,Oceanografia
1085303131953152,CIENCIAS_AGRARIAS,Zootecnia
1085631337892211,CIENCIAS_HUMANAS,Arqueologia
1085810832851989,CIENCIAS_AGRARIAS,Medicina Veterinária
1087558442862190,CIENCIAS_HUMANAS,Teologia
1087639614980543,CIENCIAS_EXATAS_E_DA_TERRA,Química
1089311255502404,CIENCIAS_DA_SAUDE,Enfermagem
1089906772427394,CIENCIAS_EXATAS_E_DA_TERRA,Matemática
1090255590865526,LINGUISTICA_LETRAS_E_ARTES,Letras
1090641466362716,CIENCIAS_HUMANAS,Educação
1091025573756924,ENGENHARIAS,Engenharia de Materiais e Metalúrgica
1091109705617885,CIENCIAS_EXATAS_E_DA_TERRA,Química
1091830046970956,CIENCIAS_EXATAS_E_DA_TERRA,Física
1092165966451117,CIENCIAS_EXATAS_E_DA_TERRA,Física
1092810690505352,ENGENHARIAS,Engenharia Civil
1093242836059112,ENGENHARIAS,Engenharia Mecânica
1093873740273051,CIENCIAS_HUMANAS,Ciência Política
1094047271880074,CIENCIAS_DA_SAUDE,
1095304607841635,CIENCIAS_EXATAS_E_DA_TERRA,Ciência da Computação
1095372100037046,CIENCIAS_BIOLOGICAS,Zoologia
1095461202409414,CIENCIAS_BIOLOGICAS,Bioquímica
1096663028868942,CIENCIAS_BIOLOGICAS,Bioquímica
1097462869379223,CIENCIAS_AGRARIAS,Agronomia
1097892568771095,CIENCIAS_DA_SAUDE,Medicina
1097952760431187,CIENCIAS_EXATAS_E_DA_TERRA,Ciência da Computação
1097985827805133,CIENCIAS_AGRARIAS,Zootecnia
1097999681102529,ENGENHARIAS,Engenharia de Materiais e Metalúrgica
1099152007574921,ENGENHARIAS,Engenharia Mecânica
1099440006236354,CIENCIAS_DA_SAUDE,Odontologia
1100188232208602,CIENCIAS_HUMANAS,Sociologia
1100512325355728,CIENCIAS_HUMANAS,Educação
1100746608830996,CIENCIAS_BIOLOGICAS,Botânica
1101716646731462,CIENCIAS_BIOLOGICAS,Botânica
1101747760784249,ENGENHARIAS,Engenharia de Produção
1101949023118413,CIENCIAS_BIOLOGICAS,Imunologia
1102508025668266,CIENCIAS_EXATAS_E_DA_TERRA,Química
1103573381816124,CIENCIAS_DA_SAUDE,Farmácia
1104009511235835,CIENCIAS_BIOLOGICAS,Parasitologia
1104080942110403,CIENCIAS_EXATAS_E_DA_TERRA,Geociências
1104694948595388,CIENCIAS_AGRARIAS,Medicina Veterinária
1104988511999827,ENGENHARIAS,Engenharia Elétrica
1105199990571124,CIENCIAS_BIOLOGICAS,Ecologia
1106692234314291,CIENCIAS_DA_SAUDE,Medicina
1106996657568928,CIENCIAS_HUMANAS,Educação
1107010719486643,CIENCIAS_BIOLOGICAS,Ecologia
1107194715234856,ENGENHARIAS,Engenharia Elétrica
1107767923215438,CIENCIAS_HUMANAS,Educação
1107978417272282,CIENCIAS_HUMANAS,Psicologia
1108123149450043,CIENCIAS_HUMANAS,Antropologia
1108613073699132,CIENCIAS_EXATAS_E_DA_TERRA,Física
1108807754131336,CIENCIAS_BIOLOGICAS,Biologia Geral
1109525021631011,CIENCIAS_BIOLOGICAS,Biologia Geral
1109849519017980,CIENCIAS_DA_SAUDE,Medicina
1110444957786472,CIENCIAS_BIOLOGICAS,Imunologia
1112112146102164,CIENCIAS_HUMANAS,Sociologia
1112305218967437,CIENCIAS_AGRARIAS,Zootecnia
1112352398058967,ENGENHARIAS,Engenharia de Transportes
1112466940331009,CIENCIAS_AGRARIAS,Agronomia
1113410486818677,CIENCIAS_EXATAS_E_DA_TERRA,Química
1113531859811863,CIENCIAS_EXATAS_E_DA_TERRA,Matemática
1113538527015820,CIENCIAS_HUMANAS,Educação
1114037512202812,CIENCIAS_SOCIAIS_APLICADAS,Economia
1116186565279512,CIENCIAS_DA_SAUDE,Enfermagem
1116969589809299,CIENCIAS_EXATAS_E_DA_TERRA,Geociências
1117432571971568,CIENCIAS_BIOLOGICAS,Farmacologia
1117606028406532,LINGUISTICA_LETRAS_E_ARTES,Letras
1117896124904968,CIENCIAS_AGRARIAS,Agronomia
1118391491224309,CIENCIAS_HUMANAS,História
1118396022753204,CIENCIAS_EXATAS_E_DA_TERRA,Química
1118405999427008,CIENCIAS_BIOLOGICAS,Farmacologia
1120109274579134,CIENCIAS_AGRARIAS,Zootecnia
1120717096542450,CIENCIAS_SOCIAIS_APLICADAS,Administração
1121440156201071,CIENCIAS_AGRARIAS,Recursos Florestais e Engenharia Florestal
1121528839527110,CIENCIAS_DA_SAUDE,Enfermagem
1122466737939620,CIENCIAS_AGRARIAS,Zootecnia
1123390691453566,CIENCIAS_DA_SAUDE,Medicina
1123939877124649,ENGENHARIAS,Engenharia Mecânica
1123962153173475,CIENCIAS_EXATAS_E_DA_TERRA,Química
1124623998211027,CIENCIAS_HUMANAS,Educação
1126996081864263,CIENCIAS_EXATAS_E_DA_TERRA,Física
1127076028303549,CIENCIAS_HUMANAS,Educação
1127828452217974,CIENCIAS_EXATAS_E_DA_TERRA,Astronomia
1128567831503121,CIENCIAS_BIOLOGICAS,Microbiologia
1129091260167146,CIENCIAS_DA_SAUDE,Fonoaudiologia
1129247214452992,CIENCIAS_SOCIAIS_APLICADAS,Economia
1130012055294645,CIENCIAS_EXATAS_E_DA_TERRA,Ciência da Computação
1131858526704034,ENGENHARIAS,Engenharia Civil
1131927171712708,CIENCIAS_EXATAS_E_DA_TERRA,Ciência da Computação
1131994029298592,CIENCIAS_HUMANAS,Ciência Política
1132673754160471,CIENCIAS_BIOLOGICAS,Ecologia
1132803048214294,CIENCIAS_EXATAS_E_DA_TERRA,Física
1133118124160525,ENGENHARIAS,Engenharia Elétrica
