Identificador,ENSINO-MEDIO-SEGUNDO-GRAU,Instituição,Início,Fim,CURSO-TECNICO-PROFISSIONALIZANTE,Instituição,Início,Fim,GRADUACAO,Instituição,Início,Fim,ESPECIALIZACAO,Instituição,Início,Fim,MESTRADO,Instituição,Início,Fim,DOUTORADO,Instituição,Início,Fim
8607852207828061,nan,nan,nan,nan,nan,nan,nan,nan,Psicologia,Pontifícia Universidade Católica Do Paraná,1975,1979,nan,nan,nan,nan,Ecologia Humana,Michigan State University,1984,1986,Antropologia Social,Brunel University London,1996,1999
8611020242763828,nan,nan,nan,nan,nan,nan,nan,nan,Faculdade De Engenharia Elétrica,Universidade Federal Do Rio Grande Do Sul,1983,1988,nan,nan,nan,nan,Computação,Universidade Federal Do Rio Grande Do Sul,1989,1991,Computação,Universidade Federal Do Rio Grande Do Sul,2003,2005
8614370501134799,nan,nan,nan,nan,nan,nan,nan,nan,Ciências Biológicas,Universidade Federal Do Paraná,1973,1976,nan,nan,nan,nan,Ciências (bioquímica),Universidade Federal Do Paraná,1978,1980,Ciências (bioquímica),Universidade Federal Do Paraná,1983,1990
8616017152145795,nan,nan,nan,nan,nan,nan,nan,nan,Engenharia Eletrica,Universidade Federal Do Ceará,1981,1985,nan,nan,nan,nan,Engenharia Elétrica,Universidade Estadual De Campinas,1986,1988,Automatique Et Traitement Des Signaux,Universite De Nice Sophia Antipolis,1988,1992
8616221767168388,nan,nan,nan,nan,nan,nan,nan,nan,Medicina Veterinária,Universidade Federal Fluminense,1992,1997,nan,nan,nan,nan,Microbiologia Veterinária,Universidade Federal Rural Do Rio De Janeiro,1998,2000,Pesquisa Clinica Em Doenças Infecciosas,Fundação Oswaldo Cruz,2006,2009
8616796657243433,nan,nan,nan,nan,nan,nan,nan,nan,Geografia,Université Laval,1980,1985,nan,nan,nan,nan,Administração De Empresas,Université Laval,1991,1997,Administração De Empresas,Université De Sherbrooke,1998,2003
8618891960964827,nan,nan,nan,nan,nan,nan,nan,nan,Agronomia,Universidade Federal Rural Do Rio De Janeiro,1999,2004,nan,nan,nan,nan,Produção Vegetal,Universidade Estadual Do Norte Fluminense Darcy Ribeiro,2004,2006,Produção Vegetal,Universidade Estadual Do Norte Fluminense Darcy Ribeiro,2007,2011
8621640564395100,nan,nan,nan,nan,nan,nan,nan,nan,Filosofia,Università Degli Studi Di Roma La Sapienza,1969,1975,nan,nan,nan,nan,Filosofia,La Sapienza-università Degli Studi Di Roma,1973,1975,Antropologia Social,Universidade Federal Do Rio De Janeiro,1978,1986
8621754717783413,nan,nan,nan,nan,nan,nan,nan,nan,Geologia,Universidade Federal De Minas Gerais,1994,2000,nan,nan,nan,nan,Geologia,Universidade Federal De Minas Gerais,2000,2002,Geologia,Universidade Federal De Minas Gerais,2002,2006
8624647938935556,nan,nan,nan,nan,nan,nan,nan,nan,Engenharia Civil - Estruturas,Universidade Do Estado Do Rio De Janeiro,1979,1983,nan,nan,nan,nan,Engenharia Civil,Programa De Engenharia Civil,1987,1991,Engenharia Civil,Universidade Federal Do Rio De Janeiro,1992,1996
8628710115274949,nan,nan,nan,nan,nan,nan,nan,nan,Engenharia Química,Universidade Federal Do Rio Grande Do Norte,1997,2001,nan,nan,nan,nan,Engenharia Química,Universidade Estadual De Campinas,2001,2003,Engenharia Química,Universidade Estadual De Campinas,2003,2006
8629241691140049,nan,nan,nan,nan,nan,nan,nan,nan,Agronomia,Universidade Federal De Santa Maria,1972,1976,nan,nan,nan,nan,Engenharia Civil,Universidade Federal Do Rio Grande Do Sul,1977,1978,Engenharia Hidráulica E Saneamento,Universidade De São Paulo,1985,1992
8632194987247868,nan,nan,nan,nan,nan,nan,nan,nan,Ciências Biológicas,Universidade Santa Úrsula,1984,1988,nan,nan,nan,nan,Ciências Biológicas (botânica),Universidade Federal Do Rio De Janeiro,1992,1995,Ecologia,Universidade Federal Do Rio De Janeiro,1997,2001
8635701096371109,nan,nan,nan,nan,nan,nan,nan,nan,Physics,Universiteit Van Amsterdam,1977,1980,nan,nan,nan,nan,Philosophy Of Science,Universiteit Van Amsterdam,1980,1984,Public Policy,George Washington University,1984,1988
8637344058859147,nan,nan,nan,nan,nan,nan,nan,nan,História Natural,Universidade Estadual Paulista Júlio De Mesquita Filho,1969,1972,nan,nan,nan,nan,Ciências Biológicas (zoologia),Universidade De São Paulo,1973,1976,Ciências Biológicas (zoologia),Universidade De São Paulo,1976,1981
8639778660295532,nan,nan,nan,nan,nan,nan,nan,nan,Geologia,Universidade Federal Do Rio Grande Do Sul,1992,1996,nan,nan,nan,nan,Geociências,Universidade Federal Do Rio Grande Do Sul,1997,1999,Geociências,Universidade Federal Do Rio Grande Do Sul,2000,2005
8641384820246846,nan,nan,nan,nan,nan,nan,nan,nan,Engenharia Agrícola,Universidade Federal De Pelotas,1984,1988,nan,nan,nan,nan,Engenharia Agrícola,Universidade Estadual De Campinas,1991,1993,Engenharia Mecânica,Universidade Federal De Santa Catarina,1999,2003
8645866158372993,nan,nan,nan,nan,nan,nan,nan,nan,Mathematics,Independent University Of Moscow,1989,,nan,nan,nan,nan,nan,nan,nan,nan,Quantum Groups,Harvard University,1991,1995
8648089123168415,nan,nan,nan,nan,nan,nan,nan,nan,Engenharia Metalúrgica,Universidade Federal Fluminense,1992,1997,nan,nan,nan,nan,Engenharia Metalúrgica,Universidade Federal Fluminense,1998,2000,Engenharia,Universidade Federal Fluminense,2000,2005
8648832739706331,nan,nan,nan,nan,nan,nan,nan,nan,Engenharia De Minas,Universidade Federal De Ouro Preto,1981,1987,nan,nan,nan,nan, De Pós-graduação Em Engenharia Metalúrgica E De Minas (cpgem),Universidade Federal De Minas Gerais,1990,1993,Gerenciamento Ambiental,Aberystwyth University,1997,2001
8649204954287770,nan,nan,nan,nan,nan,nan,nan,nan,Engenharia Da Computação,Universidade De Pernambuco,2005,2010,nan,nan,nan,nan,Ciências Da Computação,Universidade Federal De Pernambuco,2011,2013,Ciências Da Computação,Universidade Federal De Pernambuco,2013,2016
8651276483668080,nan,nan,nan,nan,nan,nan,nan,nan,Engenharia Civil,Universidade Do Vale Do Rio Dos Sinos,1989,1995,nan,nan,nan,nan,Engenharia Civil (estruturas),Universidade Federal Do Rio Grande Do Sul,1998,1999,Engenharia Civil (estruturas),Universidade Federal Do Rio Grande Do Sul,2001,2005
8653053694824805,nan,nan,nan,nan,nan,nan,nan,nan,Pedagogia,Universidade Federal De Santa Maria,1984,1989,nan,nan,nan,nan,Educação,Universidade Federal De Santa Maria,1992,1994,Educação,Universidade Federal Do Rio Grande Do Sul,1996,2000
8655199308677059,nan,nan,nan,nan,nan,nan,nan,nan,Microbiologia,Universidad De Los Andes,1991,1996,nan,nan,nan,nan,Biologia Celular E Molecular,Fundação Oswaldo Cruz,2000,2002,Biologia Celular E Molecular,Fundação Oswaldo Cruz,2003,2007
8658473469051383,nan,nan,nan,nan,nan,nan,nan,nan,Zootecnia,Universidade Federal Do Rio Grande Do Norte,2001,2005,nan,nan,nan,nan,Zootecnia,Universidade Federal Da Paraíba,2006,2008,Ciência Animal E Pastagem,Escola Superior De Agricultura Luis De Queiroz/usp,2008,2011
8664169441117482,nan,nan,nan,nan,nan,nan,nan,nan,Ciência Da Computação,Universidade Federal Do Pará,1991,1994,nan,nan,nan,nan,Ciências Da Computação,Universidade Federal De Pernambuco,1995,1998,Ciências Da Computação,Universidade Federal De Pernambuco,2000,2004
8666548473150908,nan,nan,nan,nan,nan,nan,nan,nan,Engenharia Metalúrgica,Universidade Federal De Minas Gerais,1964,1968,nan,nan,nan,nan,Ciências Técnicas Nucleares,Universidade Federal De Minas Gerais,1969,1973,Mineral Engineering,University Of British Columbia,1975,1979
8669668633454299,nan,nan,nan,nan,nan,nan,nan,nan,Licenciatura Plena Em Química,Faculdade De Humanidades Pedro Ii,1982,1982,nan,nan,nan,nan,Engenharia Química,Universidade Federal Do Rio De Janeiro,1982,1985,Engenharia Química,Universidade Federal Do Rio De Janeiro,1986,1994
8674246016323947,nan,nan,nan,nan,nan,nan,nan,nan,Física,Universidade Federal Do Ceará,2002,2005,nan,nan,nan,nan,Física,Universidade Federal Do Ceará,2006,2008,Física,Universidade Federal Do Ceará,2008,2011
8678564148136140,nan,nan,nan,nan,nan,nan,nan,nan,Engenharia Agronômica,Universidade Estadual Paulista Júlio De Mesquita Filho,1983,1988,nan,nan,nan,nan,Sensoriamento Remoto,Instituto Nacional De Pesquisas Espaciais,1988,1992,Geociências E Meio Ambiente,Universidade Estadual Paulista Júlio De Mesquita Filho,1996,1999
8688694657606654,nan,nan,nan,nan,nan,nan,nan,nan,Medicina,Universidad Nacional De Rosario,1961,1970,nan,nan,nan,nan,Ciências Biológicas (biofísica),Universidade Federal Do Rio De Janeiro,1978,1979,Ciências Biológicas (biofísica),Universidade Federal Do Rio De Janeiro,1980,1982
8688736650901616,nan,nan,nan,nan,nan,nan,nan,nan,Engenharia Química,Universidade Federal Do Rio De Janeiro,1974,1979,nan,nan,nan,nan,Química,Universidade Federal Do Rio De Janeiro,1980,1982,Química,Universidade Federal Do Rio De Janeiro,1987,1988
8696858608013659,nan,nan,nan,nan,nan,nan,nan,nan,Meteorologia,Universidade Federal De Pelotas,1990,1993,nan,nan,nan,nan,Meteorologia,Universidade De São Paulo,1994,1995,Atmospheric Sciences,State University Of New York,1996,2001
8701122785988842,nan,nan,nan,nan,nan,nan,nan,nan,Engenharia Elétrica,Universidade Federal Do Pará,1999,2004,nan,nan,nan,nan,Engenharia Elétrica,Universidade Estadual De Campinas,2004,2006,Engenharia Elétrica,Universidade Estadual De Campinas,2007,2010
8715023255304328,nan,nan,nan,nan,nan,nan,nan,nan,Engenharia Elétrica,Universidade Federal De Pernambuco,1976,1980,nan,nan,nan,nan,Engenharia Elétrica,Universidade Estadual De Campinas,1981,1988,Inteligência Artificial E Ciência Da Computação,University Of Sussex,1989,1993
8718370108324505,nan,nan,nan,nan,nan,nan,nan,nan,Engenharia Química,Universidade Federal Do Pará,1989,1993,nan,nan,nan,nan,nan,nan,nan,nan,Engenharia Mecânica,Universidade Federal Do Rio De Janeiro,1994,1998
8721647772738636,nan,nan,nan,nan,nan,nan,nan,nan,Biologia,Universidade Federal De Viçosa,1986,1991,nan,nan,nan,nan,Genética E Melhoramento,Universidade Federal De Viçosa,1991,1993,Genética Evolutiva E Biologia Molecular,Universidade Federal De São Carlos,1994,1998
8721994758453503,nan,nan,nan,nan,Iniciação Científica Em Aracnologia,Fundação Zoobotânica Do Rio Grande Do Sul,1989,1990,Ciências Biológicas,Pontifícia Universidade Católica Do Rio Grande Do Sul,1985,1990,nan,nan,nan,nan,Ciências Biológicas Zoologia,Universidade Federal Do Paraná,1991,1993,Ciências Biológicas Zoologia,Universidade Federal Do Paraná,1994,1999
8722112918837027,nan,nan,nan,nan,nan,nan,nan,nan,Ciências Biológicas Modalidade Biologia Marinha,Universidade Federal Do Rio De Janeiro,1989,1993,nan,nan,nan,nan,Ecologia,Universidade Federal Do Rio De Janeiro,1994,1996,Ciencias Biologicas,Universidad De La Republica,2001,2004
8729788626458996,nan,nan,nan,nan,nan,nan,nan,nan,Engenharia Agronômica,Universidade De Brasília,1982,1986,nan,nan,nan,nan,Fitopatologia,Universidade De Brasília,1987,1991,Plant Breeding And Plant Genetics,University Of Wisconsin - Madison,1995,2000
8730828720954911,nan,nan,nan,nan,nan,nan,nan,nan,Biomedicina,Universidade Estadual De Londrina,2003,2006,nan,nan,nan,nan,Genética,Faculdade De Medicina De Ribeirão Preto,2007,2009,Genética,Faculdade De Medicina De Ribeirão Preto,2009,2012
8733003047788389,nan,nan,nan,nan,nan,nan,nan,nan,Ecologia E Ciências,Universidade Federal De São Carlos,1974,1977,nan,nan,nan,nan,Agronomia (ciências Do Solo),Universidade Federal Rural Do Rio De Janeiro,1979,1981,Fisiologia E Nutrição De Plantas,University Of Dundee,1990,1993
8752243933474803,nan,nan,nan,nan,,Escola Técnica Federal De Santa Catarina,1990,1993,Engenharia Sanitária,Universidade Federal De Santa Catarina,1994,1999,nan,nan,nan,nan,Engenharia Ambiental,Universidade Federal De Santa Catarina,2000,2002,Engenharia Ambiental,Universidade Federal De Santa Catarina,2002,2006
8755682183778618,nan,nan,nan,nan,nan,nan,nan,nan,Engenharia Civil,Universidade Federal De Minas Gerais,1994,1999,nan,nan,nan,nan,Ciência Dos Materiais,Universidade Federal De Minas Gerais,2004,2006,Engenharia Metalúrgica E De Minas,Universidade Federal De Minas Gerais,2007,2011
8773698552648150,nan,nan,nan,nan,nan,nan,nan,nan,Biologia,University Of Connecticut,1968,1973,nan,nan,nan,nan,Biologia (com Ëmfase Em Genética),Universidad De Costa Rica,1984,1986,Horticultura,University Of Hawaii,1990,1995
8777914359430078,nan,nan,nan,nan,nan,nan,nan,nan,Comunicação Social,Universidade Federal De Santa Maria,1995,1998,nan,nan,nan,nan,Comunicação Social,Pontifícia Universidade Católica Do Rio Grande Do Sul,1999,2001,Comunicação Social,Pontifícia Universidade Católica Do Rio Grande Do Sul,2001,2004
8788632680037006,nan,nan,nan,nan,nan,nan,nan,nan,Farmácia Bioquímica De Alimentos,Universidade Federal De Minas Gerais,1993,1997,nan,nan,nan,nan,Ciências De Alimentos,Universidade Federal De Minas Gerais,1998,2000,Ciências De Alimentos,Universidade Federal De Minas Gerais,2005,2009
8789150442726795,nan,nan,nan,nan,nan,nan,nan,nan,Matemática,Universidade Estadual De Campinas,2002,2005,nan,nan,nan,nan,Matemática Aplicada,Universidade Estadual De Campinas,2006,2008,Matemática Aplicada,Universidade Estadual De Campinas,2008,2011
8795198390972971,nan,nan,nan,nan,nan,nan,nan,nan,Farmácia Bioquímica,Universidade Estadual Paulista Júlio De Mesquita Filho,1979,1983,nan,nan,nan,nan,Farmacologia,Universidade De São Paulo,1983,1986,Farmacologia,Universidade De São Paulo,1986,1990
8797685933461323,nan,nan,nan,nan,,Escola Técnica Federal De São Paulo,1989,1993,Engenharia Elétrica,Universidade Federal De Uberlândia,1994,1999,nan,nan,nan,nan,Engenharia Elétrica,Universidade Federal De Uberlândia,1999,2001,Engenharia Elétrica,Universidade Federal De Santa Catarina,2001,2004
8801080897723883,nan,nan,nan,nan,nan,nan,nan,nan,Engenharia Civil,Universidade Federal De Goiás,1988,1992,nan,nan,nan,nan,Engenharia Civil (engenharia De Estruturas),Universidade De São Paulo,1995,1997,Engenharia Civil (engenharia De Estruturas),Universidade De São Paulo,1997,2002
8806095256853243,nan,nan,nan,nan,nan,nan,nan,nan,Física,Universidade Federal De Pelotas,1991,1994,nan,nan,nan,nan,Física,Universidade Federal Do Rio Grande Do Sul,1995,1997,Física,Universidade Federal Do Rio Grande Do Sul,1997,2000
8812184151373749,nan,nan,nan,nan,nan,nan,nan,nan,Administração,Universidade Federal De Sergipe,1992,1997,nan,nan,nan,nan,Administração,Universidade Federal De Minas Gerais,1998,2001,Administração,Universidade Federal De Minas Gerais,2006,2009
8814217649491828,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,Ciências Biológicas (zoologia),Universidade De São Paulo,1996,1998,Ciências Biológicas (zoologia),Universidade De São Paulo,1998,2003
8821559850261716,nan,nan,nan,nan,nan,nan,nan,nan,Ciências Econômicas,Pontifícia Universidade Católica De Minas Gerais,2000,2004,nan,nan,nan,nan,Economia,Universidade Federal Do Ceará,2005,2007,Economia,Universidade Federal Do Ceará,2008,2011
8822284125037565,nan,nan,nan,nan,nan,nan,nan,nan,Psicologia,Universidade Federal Do Rio Grande Do Sul,1993,1998,nan,nan,nan,nan,Neurociências E Comportamento,Universidade De São Paulo,1998,1999,Neurociências E Comportamento,Universidade De São Paulo,2000,2003
8827624220938506,nan,nan,nan,nan,nan,nan,nan,nan,Agronomia,Universidade Federal De Lavras,1997,2002,nan,nan,nan,nan,Ciências Dos Alimentos,Universidade Federal De Lavras,2002,2004,Ciências Dos Alimentos,Universidade Federal De Lavras,2004,2007
8833561166396452,nan,nan,nan,nan,nan,nan,nan,nan,Química,Universidade Federal De Minas Gerais,1983,1987,nan,nan,nan,nan,Química,Universidade Federal De Minas Gerais,1988,1991,Química,Université De Paris-sud Xi,1991,1995
8835491732653277,nan,nan,nan,nan,nan,nan,nan,nan,Medicina Veterinaria,Universidade Federal De Viçosa,1994,1999,nan,nan,nan,nan,Programa De Pós-graduação Em Imunologia Básica,Faculdade De Medicina De Ribeirão Preto,1999,2001,Programa De Pós-graduação Em Imunologia Básica,Faculdade De Medicina De Ribeirão Preto,2001,2004
8843113233262619,nan,nan,nan,nan,nan,nan,nan,nan,Ciências Biológicas,Universidade Federal Do Rio Grande Do Norte,1984,1988,nan,nan,nan,nan,Ecologia,Universidade Federal Do Rio Grande Do Norte,1996,1998,Anatomia Dos Animais Domesticos,Universidade De São Paulo,2000,2004
8850688493029765,nan,nan,nan,nan,nan,nan,nan,nan,Engenharia Agronômica,Universidade Estadual Paulista Júlio De Mesquita Filho,1995,1999,nan,nan,nan,nan,Ciência Animal E Pastagens,Universidade De São Paulo,2001,2003,Ciência Animal E Pastagens,Universidade De São Paulo,2004,2008
8851828663496808,nan,nan,nan,nan,nan,nan,nan,nan,Engenharia Agronômica,Universidade Federal De Alagoas,1989,1994,nan,nan,nan,nan,Fitopatologia,Universidade Federal Rural De Pernambuco,1994,1996,Agronomia (fitopatologia),Universidade Federal De Viçosa,1996,2001
8862011328139639,nan,nan,nan,nan,nan,nan,nan,nan,Agronomia,Universidade Federal De Viçosa,1984,1988,nan,nan,nan,nan,Ciências Agrárias (fisiologia Vegetal),Universidade Federal De Viçosa,1989,1991,Produção Vegetal,Universidade Estadual Do Norte Fluminense Darcy Ribeiro,1995,1999
8867836268820998,nan,nan,nan,nan,nan,nan,nan,nan,Geologia,Universidade Federal Do Pará,1985,1990,nan,nan,nan,nan,Geologia E Geoquímica,Universidade Federal Do Pará,1991,1994,Geociências (geologia Sedimentar),Universidade De São Paulo,1998,2003
8875361042998659,nan,nan,nan,nan,nan,nan,nan,nan,Engenharia Mecânica E De Automóveis,Instituto Militar De Engenharia,1985,1989,nan,nan,nan,nan,Engenharia De Transportes,Instituto Militar De Engenharia,1997,1999,Engenharia De Transportes,Instituto Alberto Luiz Coimbra De Pós-graduação E Pesquisa De Engenharia,2000,2004
8877272658065995,nan,nan,nan,nan,nan,nan,nan,nan,,Instituto Militar De Engenharia,1985,1989,nan,nan,nan,nan,Engenharia Mecânica,Pontifícia Universidade Católica Do Rio De Janeiro,1990,1991,,University Of Minnesota System,1991,1995
8878872105271901,nan,nan,nan,nan,nan,nan,nan,nan,Ciências Sociais,Universidade Federal Do Rio Grande Do Sul,1984,1987,nan,nan,nan,nan,Sociologia,Universidade Federal Do Rio Grande Do Sul,1988,1993,Curriculum And Instruction,University Of Wisconsin - Madison,1998,2002
8882084525542926,nan,nan,nan,nan,nan,nan,nan,nan,Engenharia Química,Universidade Federal Do Rio De Janeiro,1993,1997,nan,nan,nan,nan,nan,nan,nan,nan,Engenharia Química,Universidade Federal Do Rio De Janeiro,1998,2001
8885774273217562,nan,nan,nan,nan,nan,nan,nan,nan,Fisioterapia,Universidade Federal Do Rio Grande Do Norte,1999,2004,nan,nan,nan,nan,Gestión De La Calidad En Los Servicios De Salud,Universidad De Murcia,2007,2008,Ciências Da Saúde,Universidad De Murcia,2005,2009
8886217002903392,nan,nan,nan,nan,nan,nan,nan,nan,Biologia,Universidade Federal Do Rio De Janeiro,1974,1977,nan,nan,nan,nan,Ciências Biológicas (biofísica),Universidade Federal Do Rio De Janeiro,1978,1980,Ciências Biológicas (biofísica),Universidade Federal Do Rio De Janeiro,1980,1983
8886634592087842,nan,nan,nan,nan,nan,nan,nan,nan,Ciência Da Computação,Universidade Federal De Minas Gerais,1979,1983,nan,nan,nan,nan,Ciências Da Computação,Universidade Federal De Minas Gerais,1983,1987,Ciência Da Computação,University Of British Columbia,1989,1995
8891045064075199,nan,nan,nan,nan,nan,nan,nan,nan,Engenharia Química,Universidade Federal Do Rio Grande Do Norte,1994,1999,nan,nan,nan,nan,Engenharia Química,Universidade Federal Do Rio Grande Do Norte,1999,2002,Engenharia Química,The University Of Manchester,2002,2007
8896651184442343,nan,nan,nan,nan,nan,nan,nan,nan,Filosofia,Universidade De São Paulo,1989,1992,nan,nan,nan,nan,Filosofia,Universidade De São Paulo,1994,1999,Filosofia,Universidade De São Paulo,2002,2006
8897205603004682,nan,nan,nan,nan,nan,nan,nan,nan,Agronomia,Universidade Estadual Paulista Júlio De Mesquita Filho,1969,1972,nan,nan,nan,nan,Biologia Vegetal,Universidade Estadual De Campinas,1979,1981,Agronomia (solos E Nutrição De Plantas),Universidade De São Paulo,1984,1987
8899367535416723,nan,nan,nan,nan,nan,nan,nan,nan,Ciências Biológicas,Universidade Estadual De Londrina,1971,1975,nan,nan,nan,nan,Zoologia,Universidade Federal Do Paraná,1977,1979,Ecologia E Recursos Naturais,Universidade Federal De São Carlos,1982,1985
8902002461422112,nan,nan,nan,nan,nan,nan,nan,nan,Engenharia De Teleinformática,Universidade Federal Do Ceará,1991,1995,nan,nan,nan,nan,Engenharia Elétrica,Universidade De São Paulo,1996,1998,Engenharia Elétrica (são Carlos-sp),Universidade De São Paulo,1999,2003
8904263445943094,nan,nan,nan,nan,nan,nan,nan,nan,Ciências Biológicas,Universidade Federal Do Paraná,2000,2004,nan,nan,nan,nan,Ciências Biológicas (entomologia),Universidade Federal Do Paraná,2005,2007,Ciências Biológicas (zoologia),Universidade De São Paulo,2007,2011
8904451083627425,nan,nan,nan,nan,,Escola Agrotécnica Federal De Alegre,1992,1994,Ciências Agrícolas,Universidade Federal Rural Do Rio De Janeiro,1995,1998,nan,nan,nan,nan,Fitotecnia,Universidade Federal Rural Do Rio De Janeiro,1999,2001,Fitotecnia,Universidade Federal Rural Do Rio De Janeiro,2001,2004
8907835195811403,nan,nan,nan,nan,nan,nan,nan,nan,Matemática,Universidade Federal Do Rio De Janeiro,1997,2001,nan,nan,nan,nan,Matemática,Instituto Nacional De Matemática Pura E Aplicada,1996,1997,Matemática,Instituto Nacional De Matemática Pura E Aplicada,1998,2001
8909243237236516,nan,nan,nan,nan,nan,nan,nan,nan,Medicina,Universidade Federal Do Triângulo Mineiro,1980,1985,nan,nan,nan,nan,nan,nan,nan,nan,Imunologia,Universidade De São Paulo,1987,1993
8915857060495609,nan,nan,nan,nan,nan,nan,nan,nan,Ciências Biológicas,Universidade Gama Filho,1975,1978,nan,nan,nan,nan,Ciências Biológicas (botânica),Universidade Federal Do Rio De Janeiro,1984,1988,Ciências Biológicas (botânica),Universidade De São Paulo,1991,1997
8916191109480157,nan,nan,nan,nan,nan,nan,nan,nan,Comunicação Social,Universidade Federal De Pernambuco,1985,1989,nan,nan,nan,nan,Lingüística,Universidade Federal De Pernambuco,1990,1994,Lingüística,Universidade Estadual De Campinas,1995,1999
8921901031367516,nan,nan,nan,nan,nan,nan,nan,nan,Licencitura Em Química,Instituto Superior Pedagógico E. J. Varora Havana,1974,1978,nan,nan,nan,nan,Química,Instituto Superior Politécnico J. A. Echeverría Havana,1982,1985,Ciências Pedagógicas,Universidade De Havana,1988,1992
8921922898103482,nan,nan,nan,nan,nan,nan,nan,nan,Agronomia,Universidade Federal De Lavras,1979,1982,nan,nan,nan,nan,Agronomia (fitopatologia),Universidade Federal De Viçosa,1983,1985,Applied Biology And Biochemistry,University Of Bath,1991,1995
8922470135347131,nan,nan,nan,nan,nan,nan,nan,nan,Ciencias Biológicas,Universidade Federal Do Rio De Janeiro,1973,1977,nan,nan,nan,nan,Ciências Biológicas (biofísica),Universidade Federal Do Rio De Janeiro,1977,1980,Ciências Biológicas (biofísica),Universidade Federal Do Rio De Janeiro,1984,1989
8922871327510362,nan,nan,nan,nan,nan,nan,nan,nan,Licenciatura E Ciências Biológicas,Universidade De São Paulo,1983,1987,nan,nan,nan,nan,Ciências Biológicas (zoologia),Universidade Federal Do Rio De Janeiro,1988,1992,Ciências Biológicas (zoologia),Universidade Federal Do Rio De Janeiro,1998,2002
8925349327322997,nan,nan,nan,nan,nan,nan,nan,nan,Ciência Da Computação,Universidade De Passo Fundo,2001,2007,nan,nan,nan,nan,Engenharia Da Computação,Universidade De Pernambuco,2008,2009,Engenharia De Automação E Sistemas,Universidade Federal De Santa Catarina,2009,2013
8928890008799265,nan,nan,nan,nan,nan,nan,nan,nan,Engenharia Elétrica,Universidade Federal Do Espírito Santo,2001,2005,nan,nan,nan,nan,nan,nan,nan,nan,Electrónica: Capt. Multisensorial Y Sist Robóticos,Universidad De Alcalá De Henares,2006,2010
8929218197089001,nan,nan,nan,nan,nan,nan,nan,nan,Economia,Pontifícia Universidade Católica Do Rio De Janeiro,1979,1983,nan,nan,nan,nan,Economia Da Indústria E Da Tecnologia,Universidade Federal Do Rio De Janeiro,1984,1988,Economics,University Of Cambridge,1989,1996
8932945805678640,nan,nan,nan,nan,nan,nan,nan,nan,Engenharia Elétrica Escola Politécnica,Universidade De São Paulo,1975,1979,nan,nan,nan,nan,Engenharia Elétrica,Universidade De São Paulo,1980,1987,Engenharia Elétrica,Universidade De São Paulo,1987,1992
8937125213120268,nan,nan,nan,nan,nan,nan,nan,nan,Agronomia,Universidade Federal De Santa Maria,1983,1987,nan,nan,nan,nan,Agronomia,Universidade Federal De Santa Maria,1995,1997,Fitotecnia (produção Vegetal),Universidade Federal De Viçosa,1997,2000
8938338234755961,nan,nan,nan,nan,nan,nan,nan,nan,Engenharia Civil,Universidade Federal Do Rio De Janeiro,2001,2006,nan,nan,nan,nan,Engenharia Civil,Universidade Federal Do Rio De Janeiro,2006,2009,Engenharia Civil,Universidade Federal Do Rio De Janeiro,2010,2014
8940530306495736,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,Química Biológica,Universidade Federal Do Rio De Janeiro,1991,1994
8945434766721181,nan,nan,nan,nan,nan,nan,nan,nan,História,Universidade Do Porto,1981,1985,nan,nan,nan,nan,História Social,Universidade Federal Do Rio De Janeiro,1986,1990,História Medieval,Universidade Do Porto,1991,1997
8948736724490274,nan,nan,nan,nan,nan,nan,nan,nan,Engenharia Mecânica,Universidade Federal Do Rio De Janeiro,1994,1998,nan,nan,nan,nan,Engenharia Mecânica,Instituto Alberto Luiz Coimbra De Pós-graduação E Pesquisa De Engenharia,1998,2000,Engenharia Mecânica,University Of Illinois At Chicago,2000,2005
8950586647715771,nan,nan,nan,nan,nan,nan,nan,nan,Arquitetura E Urbanismo,Universidade Federal Do Pará,1993,1998,nan,nan,nan,nan,Arquitetura E Urbanismo,Universidade Federal Da Bahia,1998,2002,Geologia E Geoquímica,Universidade Federal Do Pará,2002,2007
8951119580894280,nan,nan,nan,nan,nan,nan,nan,nan,Engenharia Química,Universidade Federal Do Rio De Janeiro,1990,1994,nan,nan,nan,nan,Engenharia De Processos Quimicos E Bioquimicos,Universidade Federal Do Rio De Janeiro,1995,1997,Engenharia De Processos Quimicos E Bioquimicos,Universidade Federal Do Rio De Janeiro,1996,2000
8951221071397719,nan,nan,nan,nan,nan,nan,nan,nan,Ciências Econômicas,Universidade Federal Rural Do Rio De Janeiro,1989,1993,nan,nan,nan,nan,Economia,Universidade Federal Fluminense,1994,1996,Economia,Universidade Federal Do Rio De Janeiro,1998,2001
8954116936278371,nan,nan,nan,nan,nan,nan,nan,nan,Engenharia Agronômica,Universidade De São Paulo,1987,1991,nan,nan,nan,nan,Engenharia Agrícola,Universidade Estadual De Campinas,1992,1994,Engenharia Agrícola,Universidade Estadual De Campinas,1994,1998
8955841750619237,nan,nan,nan,nan,nan,nan,nan,nan,Fisica,Universidade Federal De Pernambuco,1974,1977,nan,nan,nan,nan,Física,Universidade Federal De Pernambuco,1978,1981,Fisica,The Victoria University Of Manchester,1982,1986
