Identificador,Grande Área,Área
1705068704334079,CIENCIAS_BIOLOGICAS,Microbiologia
1710286275396858,CIENCIAS_SOCIAIS_APLICADAS,Economia
1715885118416828,CIENCIAS_BIOLOGICAS,Farmacologia
1721981607189967,ENGENHARIAS,Engenharia Civil
1722615291326511,CIENCIAS_AGRARIAS,Zootecnia
1735524247150497,CIENCIAS_BIOLOGICAS,Botânica
1735653164303041,ENGENHARIAS,Engenharia Civil
1744732999336375,CIENCIAS_EXATAS_E_DA_TERRA,Ciência da Computação
1757309852446263,CIENCIAS_BIOLOGICAS,Bioquímica
1760530300831377,,
1764637588910599,CIENCIAS_BIOLOGICAS,Bioquímica
1764941942803855,CIENCIAS_EXATAS_E_DA_TERRA,Geociências
1771143322529618,ENGENHARIAS,Engenharia Civil
1774654203813780,ENGENHARIAS,Engenharia Civil
1775021506836485,CIENCIAS_AGRARIAS,Recursos Florestais e Engenharia Florestal
1777209584898672,CIENCIAS_EXATAS_E_DA_TERRA,Geociências
1777617814611210,CIENCIAS_EXATAS_E_DA_TERRA,Geociências
1779931169656381,CIENCIAS_DA_SAUDE,Farmácia
1782230442654231,CIENCIAS_EXATAS_E_DA_TERRA,Física
1783272660304122,CIENCIAS_BIOLOGICAS,Bioquímica
1785660993979014,ENGENHARIAS,Engenharia de Materiais e Metalúrgica
1788174638876714,CIENCIAS_AGRARIAS,Agronomia
1788304737175283,CIENCIAS_AGRARIAS,Recursos Pesqueiros e Engenharia de Pesca
1788932483645882,CIENCIAS_HUMANAS,Sociologia
1800482670266921,CIENCIAS_BIOLOGICAS,Fisiologia
1804581467585156,LINGUISTICA_LETRAS_E_ARTES,Lingüística
1807193235853557,CIENCIAS_BIOLOGICAS,Imunologia
1808250344274013,CIENCIAS_SOCIAIS_APLICADAS,Comunicação
1819612551612136,CIENCIAS_AGRARIAS,Medicina Veterinária
1821448395139141,ENGENHARIAS,Engenharia Química
1827042213170077,ENGENHARIAS,Engenharia Civil
1836592557536308,CIENCIAS_BIOLOGICAS,Microbiologia
1846557273818913,CIENCIAS_AGRARIAS,Recursos Florestais e Engenharia Florestal
1849220604531870,ENGENHARIAS,Engenharia Nuclear
1853136773126959,CIENCIAS_HUMANAS,Psicologia
1855549944431697,CIENCIAS_BIOLOGICAS,Botânica
1858978868165352,CIENCIAS_HUMANAS,Ciência Política
1859956031845736,CIENCIAS_AGRARIAS,Agronomia
1870389730408675,CIENCIAS_EXATAS_E_DA_TERRA,Ciência da Computação
1871521544483113,CIENCIAS_BIOLOGICAS,Genética
1876482890634213,CIENCIAS_EXATAS_E_DA_TERRA,Química
1878538271049058,CIENCIAS_SOCIAIS_APLICADAS,Economia
1883352145750770,CIENCIAS_HUMANAS,Sociologia
1884420163035670,ENGENHARIAS,Engenharia de Materiais e Metalúrgica
1887455293444778,CIENCIAS_AGRARIAS,Zootecnia
1896514405880465,CIENCIAS_AGRARIAS,Medicina Veterinária
1898007894731106,CIENCIAS_EXATAS_E_DA_TERRA,Física
1901180413775034,ENGENHARIAS,Engenharia Sanitária
1901216516407999,CIENCIAS_EXATAS_E_DA_TERRA,Geociências
1903025298414204,CIENCIAS_BIOLOGICAS,Bioquímica
1903591824850643,ENGENHARIAS,Engenharia Civil
1904382224792201,CIENCIAS_AGRARIAS,Agronomia
1912171391296662,ENGENHARIAS,Engenharia de Materiais e Metalúrgica
1914271225987860,CIENCIAS_EXATAS_E_DA_TERRA,Geociências
1914466350758724,CIENCIAS_AGRARIAS,Agronomia
1921551651088660,CIENCIAS_BIOLOGICAS,Parasitologia
1921913931129171,CIENCIAS_EXATAS_E_DA_TERRA,Geociências
1932778477283611,ENGENHARIAS,Engenharia Mecânica
1934019865788119,CIENCIAS_BIOLOGICAS,Ecologia
1934399087822977,CIENCIAS_BIOLOGICAS,Microbiologia
1937720114661455,CIENCIAS_EXATAS_E_DA_TERRA,Oceanografia
1938486524292595,CIENCIAS_HUMANAS,Antropologia
1940653720704787,CIENCIAS_BIOLOGICAS,Zoologia
1942580852256588,CIENCIAS_SOCIAIS_APLICADAS,Administração
1946315322575953,CIENCIAS_EXATAS_E_DA_TERRA,Ciência da Computação
1950124242747561,ENGENHARIAS,Engenharia Mecânica
1954506202364661,CIENCIAS_DA_SAUDE,Nutrição
1958956061179986,CIENCIAS_AGRARIAS,Zootecnia
1959482950237684,CIENCIAS_AGRARIAS,Medicina Veterinária
1962867485120733,CIENCIAS_BIOLOGICAS,Ecologia
1964398358506333,ENGENHARIAS,Engenharia Química
1969145165873166,ENGENHARIAS,Engenharia Química
1972345525054059,CIENCIAS_EXATAS_E_DA_TERRA,Geociências
1973278666980323,CIENCIAS_DA_SAUDE,Saúde Coletiva
1977014753474964,CIENCIAS_BIOLOGICAS,Zoologia
1982881524126665,CIENCIAS_BIOLOGICAS,Bioquímica
1987295209521433,ENGENHARIAS,Engenharia Elétrica
1991742176699922,CIENCIAS_AGRARIAS,Zootecnia
1992108703603111,ENGENHARIAS,Engenharia de Materiais e Metalúrgica
2004501146244643,ENGENHARIAS,Engenharia de Produção
2008175629095105,CIENCIAS_BIOLOGICAS,Microbiologia
2012931032697595,CIENCIAS_SOCIAIS_APLICADAS,Administração
2018072919564143,CIENCIAS_EXATAS_E_DA_TERRA,Geociências
2021890970181321,ENGENHARIAS,Engenharia Mecânica
2026434763745090,CIENCIAS_EXATAS_E_DA_TERRA,Geociências
2028014208200537,CIENCIAS_AGRARIAS,Zootecnia
2032317380293711,CIENCIAS_AGRARIAS,Agronomia
2034428391439802,CIENCIAS_BIOLOGICAS,Ecologia
2039941023919671,CIENCIAS_AGRARIAS,Zootecnia
2042373725346907,CIENCIAS_EXATAS_E_DA_TERRA,Geociências
2048706172366367,CIENCIAS_SOCIAIS_APLICADAS,Administração
2049752365695485,ENGENHARIAS,Engenharia Civil
2056264615309863,ENGENHARIAS,Engenharia de Produção
2060620128806238,CIENCIAS_EXATAS_E_DA_TERRA,Probabilidade e Estatística
2067881167853475,CIENCIAS_EXATAS_E_DA_TERRA,Física
2069883404215099,ENGENHARIAS,Engenharia Civil
2069994676017059,ENGENHARIAS,Engenharia Sanitária
2080538922589667,CIENCIAS_SOCIAIS_APLICADAS,Economia
2085793138125077,CIENCIAS_BIOLOGICAS,Ecologia
2086199766903206,CIENCIAS_SOCIAIS_APLICADAS,Economia
2087099684752643,CIENCIAS_EXATAS_E_DA_TERRA,Química
2089873314029446,CIENCIAS_SOCIAIS_APLICADAS,Economia Doméstica
2091584947811081,ENGENHARIAS,Engenharia Mecânica
2093098818700919,CIENCIAS_SOCIAIS_APLICADAS,Arquitetura e Urbanismo
2093374695102177,CIENCIAS_EXATAS_E_DA_TERRA,Química
2112497575917273,CIENCIAS_BIOLOGICAS,Zoologia
2114210397132772,ENGENHARIAS,Engenharia Mecânica
2132187008397683,CIENCIAS_AGRARIAS,Engenharia Agrícola
2142424336909827,CIENCIAS_HUMANAS,Arqueologia
2146827739602504,ENGENHARIAS,Engenharia Mecânica
2147157840592913,CIENCIAS_EXATAS_E_DA_TERRA,Ciência da Computação
2152875269031463,ENGENHARIAS,Engenharia Civil
2152888530643357,CIENCIAS_AGRARIAS,Agronomia
2153962690732683,CIENCIAS_EXATAS_E_DA_TERRA,Ciência da Computação
2154584522625285,CIENCIAS_AGRARIAS,Agronomia
2158584413298259,CIENCIAS_BIOLOGICAS,Microbiologia
2160962871872689,CIENCIAS_BIOLOGICAS,Parasitologia
2161551575581523,CIENCIAS_BIOLOGICAS,Zoologia
2169518139803448,CIENCIAS_BIOLOGICAS,Bioquímica
2170299963939072,CIENCIAS_EXATAS_E_DA_TERRA,Geociências
2170640577025888,CIENCIAS_DA_SAUDE,Nutrição
2175955124082173,CIENCIAS_AGRARIAS,Agronomia
2184322471606808,LINGUISTICA_LETRAS_E_ARTES,Letras
2187295071189231,CIENCIAS_SOCIAIS_APLICADAS,Planejamento Urbano e Regional
2189500441942469,CIENCIAS_EXATAS_E_DA_TERRA,Química
2192755725741120,CIENCIAS_EXATAS_E_DA_TERRA,Geociências
2200553486822519,ENGENHARIAS,Engenharia de Materiais e Metalúrgica
2205151409139871,CIENCIAS_BIOLOGICAS,Bioquímica
2207461519012659,CIENCIAS_BIOLOGICAS,Bioquímica
2207556191154671,CIENCIAS_BIOLOGICAS,Zoologia
2210612640849087,CIENCIAS_HUMANAS,Filosofia
2213621728469564,LINGUISTICA_LETRAS_E_ARTES,Letras
2217603411366219,CIENCIAS_HUMANAS,Psicologia
2218903041309914,CIENCIAS_EXATAS_E_DA_TERRA,Química
2225977664095899,CIENCIAS_EXATAS_E_DA_TERRA,Probabilidade e Estatística
2234702016679131,ENGENHARIAS,Engenharia Civil
2236406634506203,CIENCIAS_EXATAS_E_DA_TERRA,Física
2237448778462839,CIENCIAS_AGRARIAS,Agronomia
2239049931866686,CIENCIAS_AGRARIAS,Agronomia
2246903005745997,CIENCIAS_BIOLOGICAS,Ecologia
2247558205680051,CIENCIAS_BIOLOGICAS,Bioquímica
2247619809331876,ENGENHARIAS,Engenharia Elétrica
2248201275641475,CIENCIAS_DA_SAUDE,Farmácia
2248591013863307,CIENCIAS_EXATAS_E_DA_TERRA,Ciência da Computação
2253828772531348,ENGENHARIAS,Engenharia Civil
2261126609607464,CIENCIAS_AGRARIAS,Agronomia
2264339426864911,CIENCIAS_EXATAS_E_DA_TERRA,Química
2266675048920917,ENGENHARIAS,Engenharia Aeroespacial
2270000954327155,CIENCIAS_AGRARIAS,Agronomia
2271044514284983,ENGENHARIAS,Engenharia de Produção
2271226378934871,CIENCIAS_EXATAS_E_DA_TERRA,Matemática
2274589480306828,CIENCIAS_DA_SAUDE,Odontologia
2278221700182008,CIENCIAS_EXATAS_E_DA_TERRA,Geociências
2282052097434172,CIENCIAS_EXATAS_E_DA_TERRA,Probabilidade e Estatística
2282392116347497,ENGENHARIAS,Engenharia Civil
2285702285716050,CIENCIAS_AGRARIAS,Zootecnia
2291334095539768,ENGENHARIAS,Engenharia Elétrica
2300347808458185,CIENCIAS_BIOLOGICAS,Morfologia
2302301471457270,CIENCIAS_BIOLOGICAS,Microbiologia
2304861163249517,CIENCIAS_AGRARIAS,Recursos Pesqueiros e Engenharia de Pesca
2307030217313383,CIENCIAS_BIOLOGICAS,Morfologia
2309220985643999,CIENCIAS_BIOLOGICAS,Parasitologia
2311121099883170,CIENCIAS_AGRARIAS,Ciência e Tecnologia de Alimentos
2313504052405431,CIENCIAS_SOCIAIS_APLICADAS,Administração
2317557283480384,CIENCIAS_BIOLOGICAS,Genética
2318400558555562,CIENCIAS_BIOLOGICAS,Genética
2318491480208879,CIENCIAS_SOCIAIS_APLICADAS,Economia
2328030824765516,CIENCIAS_EXATAS_E_DA_TERRA,Química
2333683888397456,CIENCIAS_SOCIAIS_APLICADAS,Economia
2337937419444833,CIENCIAS_HUMANAS,Sociologia
2341184189645578,ENGENHARIAS,Engenharia Nuclear
2342384257808600,CIENCIAS_BIOLOGICAS,Zoologia
2343809930436011,CIENCIAS_EXATAS_E_DA_TERRA,Matemática
2347662604044532,ENGENHARIAS,Engenharia Sanitária
2353490740859588,CIENCIAS_AGRARIAS,Agronomia
2359603996065755,ENGENHARIAS,Engenharia Nuclear
2362482510747681,CIENCIAS_SOCIAIS_APLICADAS,Economia
2363463322940278,CIENCIAS_HUMANAS,Psicologia
2371401090878231,CIENCIAS_SOCIAIS_APLICADAS,Serviço Social
2377601975207604,CIENCIAS_HUMANAS,Antropologia
2389975677904655,ENGENHARIAS,Engenharia Química
2405016585299932,CIENCIAS_EXATAS_E_DA_TERRA,
2412517319305573,CIENCIAS_BIOLOGICAS,Morfologia
2413267462841433,CIENCIAS_AGRARIAS,Ciência e Tecnologia de Alimentos
2414677052501972,CIENCIAS_BIOLOGICAS,Zoologia
2414704858566970,CIENCIAS_AGRARIAS,Ciência e Tecnologia de Alimentos
2427825596072142,ENGENHARIAS,Engenharia Elétrica
2428151792713626,CIENCIAS_AGRARIAS,
2430062237829411,CIENCIAS_EXATAS_E_DA_TERRA,Geociências
2436767709775022,CIENCIAS_EXATAS_E_DA_TERRA,Matemática
2440330779081954,CIENCIAS_SOCIAIS_APLICADAS,Demografia
2440790381990226,CIENCIAS_BIOLOGICAS,Botânica
2446301582459104,CIENCIAS_EXATAS_E_DA_TERRA,Ciência da Computação
2446723331523216,CIENCIAS_EXATAS_E_DA_TERRA,Física
2450300228611565,CIENCIAS_HUMANAS,História
2457494097826106,CIENCIAS_AGRARIAS,Agronomia
2460012777742894,CIENCIAS_AGRARIAS,Agronomia
2461255030745891,CIENCIAS_EXATAS_E_DA_TERRA,Química
2462669166872670,ENGENHARIAS,Engenharia Elétrica
2464341539930740,CIENCIAS_SOCIAIS_APLICADAS,Administração
2470949000200852,CIENCIAS_EXATAS_E_DA_TERRA,Geociências
2473628350274931,CIENCIAS_HUMANAS,Sociologia
2474284374033405,CIENCIAS_EXATAS_E_DA_TERRA,Física
2482763145819602,CIENCIAS_BIOLOGICAS,Genética
2483458145895884,CIENCIAS_HUMANAS,Psicologia
2495148628056349,CIENCIAS_AGRARIAS,Ciência e Tecnologia de Alimentos
2495918356675019,CIENCIAS_EXATAS_E_DA_TERRA,Ciência da Computação
2506548050366736,ENGENHARIAS,Engenharia Elétrica
2507333666306110,CIENCIAS_EXATAS_E_DA_TERRA,Ciência da Computação
2509301929350826,CIENCIAS_EXATAS_E_DA_TERRA,Ciência da Computação
2512066286388977,CIENCIAS_EXATAS_E_DA_TERRA,Física
2514320654462590,CIENCIAS_AGRARIAS,Agronomia
2515657728339113,CIENCIAS_DA_SAUDE,Fisioterapia e Terapia Ocupacional
2517772822853681,CIENCIAS_EXATAS_E_DA_TERRA,Astronomia
2522219947489545,CIENCIAS_EXATAS_E_DA_TERRA,Matemática
2526339307296593,CIENCIAS_EXATAS_E_DA_TERRA,Geociências
2546876510627706,CIENCIAS_HUMANAS,Arqueologia
2551610411171836,CIENCIAS_AGRARIAS,Recursos Florestais e Engenharia Florestal
2559066882962466,CIENCIAS_AGRARIAS,Agronomia
2560496153427299,CIENCIAS_SOCIAIS_APLICADAS,Economia
2572374847595620,CIENCIAS_BIOLOGICAS,Bioquímica
2580807303907150,CIENCIAS_EXATAS_E_DA_TERRA,Química
2582456631204400,CIENCIAS_EXATAS_E_DA_TERRA,Ciência da Computação
2582841591375626,LINGUISTICA_LETRAS_E_ARTES,Lingüística
2585255322006890,ENGENHARIAS,Engenharia de Materiais e Metalúrgica
2591330923317017,ENGENHARIAS,Engenharia Mecânica
2593509584288129,CIENCIAS_DA_SAUDE,Farmácia
2593649837722014,ENGENHARIAS,Engenharia Química
2593770581158412,CIENCIAS_AGRARIAS,Recursos Pesqueiros e Engenharia de Pesca
2599879538822377,LINGUISTICA_LETRAS_E_ARTES,Letras
2602694352713051,CIENCIAS_BIOLOGICAS,Microbiologia
2604911000898464,CIENCIAS_EXATAS_E_DA_TERRA,Ciência da Computação
2608560883389574,CIENCIAS_BIOLOGICAS,Genética
2608779267915272,CIENCIAS_BIOLOGICAS,Morfologia
2616665500018369,CIENCIAS_DA_SAUDE,Enfermagem
2625531540797787,CIENCIAS_AGRARIAS,Agronomia
2626033210573145,CIENCIAS_EXATAS_E_DA_TERRA,Química
2627415957053194,CIENCIAS_BIOLOGICAS,Imunologia
2638620558390111,CIENCIAS_BIOLOGICAS,Farmacologia
2639351643523334,ENGENHARIAS,Engenharia Civil
2640033045549247,CIENCIAS_AGRARIAS,Agronomia
2642156714590604,CIENCIAS_HUMANAS,Educação
2657881579905943,CIENCIAS_BIOLOGICAS,Ecologia
2660699486514936,CIENCIAS_HUMANAS,Arqueologia
2665634322956186,CIENCIAS_HUMANAS,Sociologia
2667491497535763,CIENCIAS_BIOLOGICAS,Zoologia
2667599904884548,CIENCIAS_SOCIAIS_APLICADAS,Economia
2669247456550227,CIENCIAS_AGRARIAS,Ciência e Tecnologia de Alimentos
2678267039338224,CIENCIAS_AGRARIAS,Medicina Veterinária
2689581996334355,CIENCIAS_BIOLOGICAS,Ecologia
2728719397995839,CIENCIAS_BIOLOGICAS,Fisiologia
2730012969211616,ENGENHARIAS,Engenharia Elétrica
2739863135439867,CIENCIAS_EXATAS_E_DA_TERRA,Química
2740849187057682,CIENCIAS_BIOLOGICAS,Ecologia
2741617746925944,CIENCIAS_DA_SAUDE,Farmácia
2749773427704993,CIENCIAS_EXATAS_E_DA_TERRA,Ciência da Computação
2752210156480636,ENGENHARIAS,Engenharia de Produção
2759618347264783,CIENCIAS_EXATAS_E_DA_TERRA,Física
2764888655397639,CIENCIAS_AGRARIAS,Agronomia
2765185142133152,CIENCIAS_HUMANAS,Psicologia
2767494720646648,CIENCIAS_BIOLOGICAS,Ecologia
2771856898735617,ENGENHARIAS,Engenharia Biomédica
2774467864626548,CIENCIAS_BIOLOGICAS,Biologia Geral
2782095059190056,CIENCIAS_EXATAS_E_DA_TERRA,Matemática
2789652468369638,CIENCIAS_SOCIAIS_APLICADAS,Planejamento Urbano e Regional
2792650195497758,CIENCIAS_AGRARIAS,Recursos Florestais e Engenharia Florestal
2792921573416990,CIENCIAS_BIOLOGICAS,Microbiologia
2794753357251149,CIENCIAS_AGRARIAS,Medicina Veterinária
2802663347194050,CIENCIAS_BIOLOGICAS,Genética
2807884379340559,CIENCIAS_SOCIAIS_APLICADAS,Economia
2828124381670231,ENGENHARIAS,Engenharia Biomédica
2834405436222065,CIENCIAS_AGRARIAS,Ciência e Tecnologia de Alimentos
2835093153489923,CIENCIAS_DA_SAUDE,Farmácia
2835610496598824,ENGENHARIAS,Engenharia Civil
2839547928353699,CIENCIAS_AGRARIAS,Engenharia Agrícola
2845950448235863,CIENCIAS_EXATAS_E_DA_TERRA,Ciência da Computação
2851798514812201,CIENCIAS_AGRARIAS,Agronomia
2874231166541071,CIENCIAS_AGRARIAS,Recursos Florestais e Engenharia Florestal
2875667291793150,,
2877723849593769,CIENCIAS_BIOLOGICAS,Ecologia
2878770983264825,ENGENHARIAS,Engenharia Química
2881327424473359,CIENCIAS_BIOLOGICAS,Zoologia
2882351954633616,CIENCIAS_AGRARIAS,Medicina Veterinária
2885145995086459,CIENCIAS_BIOLOGICAS,Bioquímica
2893737202813850,ENGENHARIAS,Engenharia de Materiais e Metalúrgica
2903750902988624,ENGENHARIAS,Engenharia Elétrica
2908589410457132,ENGENHARIAS,Engenharia Nuclear
2910985913890585,CIENCIAS_SOCIAIS_APLICADAS,Arquitetura e Urbanismo
2913435225413486,,
2915446717051640,CIENCIAS_BIOLOGICAS,Genética
2920848355110000,CIENCIAS_EXATAS_E_DA_TERRA,Física
2925901155504075,LINGUISTICA_LETRAS_E_ARTES,Letras
2929963416385218,CIENCIAS_DA_SAUDE,Farmácia
2933541593062202,CIENCIAS_SOCIAIS_APLICADAS,Economia
2939474349090188,CIENCIAS_HUMANAS,Antropologia
2942067436390618,CIENCIAS_SOCIAIS_APLICADAS,Economia
2942478614198351,CIENCIAS_AGRARIAS,Agronomia
2944428818449047,CIENCIAS_BIOLOGICAS,Bioquímica
2948615474163356,CIENCIAS_BIOLOGICAS,Botânica
2954830416817871,ENGENHARIAS,Engenharia de Materiais e Metalúrgica
2964648987132678,CIENCIAS_BIOLOGICAS,Imunologia
2964979009631467,,
2969689646961586,CIENCIAS_EXATAS_E_DA_TERRA,Química
2974805638656106,ENGENHARIAS,Engenharia Mecânica
2975606575001382,ENGENHARIAS,Engenharia Mecânica
2980425786626151,CIENCIAS_EXATAS_E_DA_TERRA,Matemática
2988548512574129,CIENCIAS_AGRARIAS,Recursos Florestais e Engenharia Florestal
2993173987424895,ENGENHARIAS,Engenharia Mecânica
3006526142468362,ENGENHARIAS,Engenharia Sanitária
3008972872111623,CIENCIAS_AGRARIAS,Agronomia
3030543036752083,CIENCIAS_AGRARIAS,Medicina Veterinária
3035017013212273,CIENCIAS_BIOLOGICAS,Ecologia
3037537412243787,ENGENHARIAS,Engenharia de Materiais e Metalúrgica
3039810881707324,ENGENHARIAS,Engenharia de Produção
3048153332110327,CIENCIAS_EXATAS_E_DA_TERRA,Matemática
3048287060208404,CIENCIAS_AGRARIAS,Zootecnia
3059640410928425,CIENCIAS_EXATAS_E_DA_TERRA,Ciência da Computação
3066270632900420,CIENCIAS_AGRARIAS,Agronomia
3082597438365146,CIENCIAS_HUMANAS,Educação
3086288257972856,CIENCIAS_HUMANAS,Ciência Política
3087677954298076,ENGENHARIAS,Engenharia Sanitária
3088318037496321,CIENCIAS_HUMANAS,Antropologia
3089852482406270,CIENCIAS_HUMANAS,Psicologia
3095970241017527,CIENCIAS_DA_SAUDE,Farmácia
3098770687816213,ENGENHARIAS,Engenharia de Materiais e Metalúrgica
3099010533644898,ENGENHARIAS,Engenharia Elétrica
3100796431732251,CIENCIAS_BIOLOGICAS,Genética
3105720686893127,CIENCIAS_AGRARIAS,Recursos Pesqueiros e Engenharia de Pesca
3110129398595336,CIENCIAS_AGRARIAS,Ciência e Tecnologia de Alimentos
3110423356650397,ENGENHARIAS,Engenharia Biomédica
3116215045206060,CIENCIAS_AGRARIAS,Zootecnia
3124118595692286,CIENCIAS_BIOLOGICAS,Biologia Geral
3125669481610550,CIENCIAS_BIOLOGICAS,Genética
3126832317253330,CIENCIAS_DA_SAUDE,Educação Física
3128499030641448,CIENCIAS_EXATAS_E_DA_TERRA,Física
3138101153535395,CIENCIAS_SOCIAIS_APLICADAS,Arquitetura e Urbanismo
3139536479960191,ENGENHARIAS,Engenharia Elétrica
3141068978315035,ENGENHARIAS,Engenharia de Energia
3142563813587060,CIENCIAS_AGRARIAS,Engenharia Agrícola
3143075206114801,CIENCIAS_SOCIAIS_APLICADAS,Economia
3148312031889388,CIENCIAS_AGRARIAS,Agronomia
3150288038945608,CIENCIAS_AGRARIAS,Medicina Veterinária
3152041311943092,CIENCIAS_EXATAS_E_DA_TERRA,Química
3155842037128407,CIENCIAS_DA_SAUDE,Saúde Coletiva
3159100435446896,CIENCIAS_SOCIAIS_APLICADAS,Direito
3162292964889276,CIENCIAS_HUMANAS,Educação
3167458244674160,ENGENHARIAS,Engenharia de Materiais e Metalúrgica
3170421043879122,CIENCIAS_BIOLOGICAS,Botânica
3180659616699939,CIENCIAS_HUMANAS,Educação
3183635792396746,CIENCIAS_AGRARIAS,Ciência e Tecnologia de Alimentos
3183895586263436,CIENCIAS_BIOLOGICAS,Bioquímica
,CIENCIAS_EXATAS_E_DA_TERRA,Geociências
3190630564956043,ENGENHARIAS,Engenharia de Produção
3193402678222768,CIENCIAS_BIOLOGICAS,Zoologia
3198350508846033,CIENCIAS_SOCIAIS_APLICADAS,Economia
3200087893118776,ENGENHARIAS,Engenharia Aeroespacial
3203712465096936,CIENCIAS_SOCIAIS_APLICADAS,Administração
3208175361373924,CIENCIAS_BIOLOGICAS,Morfologia
3215656538918242,LINGUISTICA_LETRAS_E_ARTES,Lingüística
3220111929133519,ENGENHARIAS,Engenharia de Materiais e Metalúrgica
3230640489615267,CIENCIAS_EXATAS_E_DA_TERRA,Química
3236946022189344,ENGENHARIAS,Engenharia de Minas
3246339978224530,CIENCIAS_EXATAS_E_DA_TERRA,Geociências
3250195451890332,CIENCIAS_HUMANAS,Educação
3250673949753067,CIENCIAS_HUMANAS,Educação
3255060531838427,ENGENHARIAS,Engenharia Sanitária
3262670232283121,CIENCIAS_HUMANAS,Geografia
3263921271806291,CIENCIAS_SOCIAIS_APLICADAS,Economia
3264748971027585,CIENCIAS_HUMANAS,Psicologia
3265471567908195,CIENCIAS_EXATAS_E_DA_TERRA,Química
3266145095735910,CIENCIAS_SOCIAIS_APLICADAS,Administração
3269842674142738,ENGENHARIAS,Engenharia Elétrica
3276524120558309,ENGENHARIAS,Engenharia Biomédica
3283762683761655,ENGENHARIAS,Engenharia Mecânica
3286098272358218,CIENCIAS_HUMANAS,Educação
3286329883412205,CIENCIAS_EXATAS_E_DA_TERRA,Ciência da Computação
3288513376230522,CIENCIAS_EXATAS_E_DA_TERRA,Matemática
3298521301507257,CIENCIAS_AGRARIAS,Engenharia Agrícola
3300530558157881,ENGENHARIAS,Engenharia de Materiais e Metalúrgica
3301192467372459,ENGENHARIAS,Engenharia Elétrica
3304211079659943,CIENCIAS_EXATAS_E_DA_TERRA,Física
3308960016106373,CIENCIAS_SOCIAIS_APLICADAS,Economia
3310676280783039,CIENCIAS_AGRARIAS,Ciência e Tecnologia de Alimentos
3314639624288740,CIENCIAS_EXATAS_E_DA_TERRA,Química
3317763390163110,CIENCIAS_SOCIAIS_APLICADAS,Economia
3318871716111536,ENGENHARIAS,Engenharia de Materiais e Metalúrgica
3321848865747224,CIENCIAS_AGRARIAS,Agronomia
3322914857605786,CIENCIAS_EXATAS_E_DA_TERRA,Matemática
3325984959083987,CIENCIAS_EXATAS_E_DA_TERRA,Astronomia
3333466607118191,CIENCIAS_DA_SAUDE,Farmácia
3336529728610160,ENGENHARIAS,Engenharia de Materiais e Metalúrgica
3336925010648086,CIENCIAS_AGRARIAS,Agronomia
3338079022825695,CIENCIAS_AGRARIAS,Ciência e Tecnologia de Alimentos
3338497972024287,ENGENHARIAS,Engenharia Naval e Oceânica
3340492777093358,CIENCIAS_AGRARIAS,Medicina Veterinária
3350119903495479,ENGENHARIAS,Engenharia Elétrica
3352299366515964,ENGENHARIAS,Engenharia Civil
3353181277947455,CIENCIAS_AGRARIAS,Agronomia
3354405129153863,CIENCIAS_AGRARIAS,Engenharia Agrícola
3357905883226959,CIENCIAS_AGRARIAS,Agronomia
3365265235618078,CIENCIAS_AGRARIAS,Recursos Pesqueiros e Engenharia de Pesca
3365375029723601,CIENCIAS_AGRARIAS,Agronomia
3365839945454464,CIENCIAS_BIOLOGICAS,Imunologia
3368023405805386,CIENCIAS_EXATAS_E_DA_TERRA,Geociências
3369854228702113,CIENCIAS_AGRARIAS,Medicina Veterinária
3378038791036594,ENGENHARIAS,Engenharia Elétrica
3386249951714088,ENGENHARIAS,Engenharia Elétrica
3395535465429876,ENGENHARIAS,Engenharia Nuclear
3402472266587390,ENGENHARIAS,Engenharia Aeroespacial
3405503472010994,CIENCIAS_EXATAS_E_DA_TERRA,Ciência da Computação
3407440699398765,CIENCIAS_AGRARIAS,Agronomia
3410528518547847,CIENCIAS_AGRARIAS,Medicina Veterinária
3412816427200150,CIENCIAS_DA_SAUDE,Farmácia
3420684025232526,CIENCIAS_BIOLOGICAS,Bioquímica
3422623122948389,CIENCIAS_SOCIAIS_APLICADAS,Ciência da Informação
3424760452548457,ENGENHARIAS,Engenharia Elétrica
3426796078386126,LINGUISTICA_LETRAS_E_ARTES,Letras
3427195905566004,CIENCIAS_AGRARIAS,Agronomia
3431795837830476,CIENCIAS_EXATAS_E_DA_TERRA,Ciência da Computação
3440434999860942,CIENCIAS_AGRARIAS,Agronomia
3446495537237491,CIENCIAS_BIOLOGICAS,Zoologia
3447728153225016,CIENCIAS_DA_SAUDE,Farmácia
3450009941162428,CIENCIAS_BIOLOGICAS,Ecologia
3452623210043423,CIENCIAS_AGRARIAS,Ciência e Tecnologia de Alimentos
3453163833110618,ENGENHARIAS,Engenharia Aeroespacial
3454306274286651,CIENCIAS_DA_SAUDE,Medicina
3457632168727854,CIENCIAS_EXATAS_E_DA_TERRA,Geociências
3459331011913021,ENGENHARIAS,Engenharia Elétrica
3461006118388502,CIENCIAS_AGRARIAS,Agronomia
3464164007134344,CIENCIAS_EXATAS_E_DA_TERRA,Ciência da Computação
3475085618680340,CIENCIAS_HUMANAS,História
3485147800868305,CIENCIAS_BIOLOGICAS,Parasitologia
3485939623614913,CIENCIAS_EXATAS_E_DA_TERRA,Química
3488329717814652,CIENCIAS_EXATAS_E_DA_TERRA,Geociências
3490535803299080,CIENCIAS_EXATAS_E_DA_TERRA,Geociências
3491806982519658,CIENCIAS_HUMANAS,Psicologia
