Identificador,Cidade de Origem,Estado de Origem,País de Origem,Instituição de Atuação,Cidade de Atuação,Estado de Atuação,País de Atuação
6392098471663725,Imperatriz,MA,Brasil,Fundo de Defesa da Citricultura,Araraquara,SP,Brasil
6400934417933768,Diego de Almagro,,Chile,Universidade Federal do Maranhão,São Luís,MA,Brasil
6402361744624287,Rio de Janeiro,RJ,Brasil,Universidade Federal do Rio de Janeiro,Rio de Janeiro,RJ,Brasil
6403641613710747,São Paulo,SP,Brasil,Universidade Federal de Santa Catarina,Florianópolis,SC,Brasil
6411632452302261,FORTALEZA,CE,Brasil,Universidade Federal do Paraná,Curitiba,PR,Brasil
6421182991125434,São Paulo,SP,Brasil,Universidade Federal de Santa Maria,Santa Maria,RS,Brasil
6422282278596618,São Carlos,SP,Brasil,Universidade Federal do Piauí,Teresina,PI,Brasil
6424432214565576,Linhares,ES,Brasil,Universidade Vila Velha,Vila Velha,ES,Brasil
6430514515393384,Rio de Janeiro,RJ,Brasil,Universidade do Estado do Rio de Janeiro,Rio de Janeiro,RJ,Brasil
6433828746058651,Ponta Grossa,PR,Brasil,Universidade Federal do Paraná,Curitiba,PR,Brasil
6436834586482218,Salvador,BA,Brasil,Universidade Federal da Bahia,Salvador,BA,Brasil
6438010553186114,"Ijuí, RS",RS,Brasil,Universidade Federal do Rio Grande do Sul,Porto Alegre,RS,Brasil
6438633094553520,Anápolis,GO,Brasil,Universidade de São Paulo,São Paulo,SP,Brasil
6442201572676110,Itumirim,MG,Brasil,Instituto Federal Goiano,Rio Verde,GO,Brasil
6445841478978597,Restinga Seca,RS,Brasil,Universidade Federal de Santa Catarina,Florianópolis,SC,Brasil
6446649203260844,Marília,SP,Brasil,Universidade de São Paulo,São Paulo,SP,Brasil
6449444815262487,,,Brasil,Universidade Federal do Paraná,Curitiba,PR,Brasil
6450391076169900,São Paulo,SP,Brasil,Universidade Estadual de Maringá,Maringa,PR,Brasil
6454269644052069,Rio Paranaíba,MG,Brasil,Universidade de Brasília,Brasília,DF,Brasil
6461932805633864,Santos,SP,Brasil,Universidade Federal de Viçosa,Viçosa,MG,Brasil
6463780458075153,São Manuel,SP,Brasil,Universidade Federal do Paraná,Curitiba,PR,Brasil
6470801142782000,Niterói,RJ,Brasil,Instituto de Filosofia e Ciências Sociais,Rio de Janeiro,RJ,Brasil
6473264538281674,GUAIRA,SP,Brasil,Universidade Federal de Minas Gerais,Belo Horizonte,MG,Brasil
6477397959081311,São Bento do Sul,SC,Brasil,Universidade Federal de Santa Catarina,Florianopolis,SC,Brasil
6478798235384802,Guarulhos,SP,Brasil,Universidade Estadual Paulista Júlio de Mesquita Filho,Assis,SP,Brasil
6481163312421475,Uruguaiana,RS,Brasil,Universidade Federal de Pernambuco,Recife,PE,Brasil
6483114881983756,Maringá,PR,Brasil,Universidade Estadual de Maringá,Maringá,PR,Brasil
6484967625971729,Picos,PI,Brasil,Universidade Estadual do Piauí,Teresina,PI,Brasil
6491817482510411,Bogotá,,Colômbia,Universidade de Brasília,Brasília,DF,Brasil
6493669115018157,Cachoeira do Sul,RS,Brasil,Universidade Federal de Santa Maria,Santa Maria,RS,Brasil
6500182188147733,Campo Grande,MS,Brasil,Universidade Federal de Mato Grosso do Sul,Campo Grande,MS,Brasil
6500432536491071,Brasília,DF,Brasil,Universidade Federal Fluminense,Niterói,RJ,Brasil
6517475992705283,Curitiba,PR,Brasil,Universidade Federal da Integração Latino-Americana,Foz do Iguaçu,PR,Brasil
6523502119714123,Uruguaiana,RS,Brasil,Universidade Federal do Rio Grande do Sul,Porto Alegre,RS,Brasil
6529562882135048,São Paulo,SP,Brasil,Universidade Estadual Paulista Júlio de Mesquita Filho,Araraquara,SP,Brasil
6532338737692493,Porto Alegre,RS,Brasil,Universidade Federal do Rio Grande do Sul,Porto Alegre,RS,Brasil
6544526824923185,Goiânia,GO,Brasil,Pontifícia Universidade Católica de Goiás,Goiânia,GO,Brasil
6560563332731046,São Paulo,SP,Brasil,Universidade Federal do ABC,Santo André,SP,Brasil
6564425041995316,Caxias do Sul,RS,Brasil,Universidade Federal do Rio Grande do Sul,Porto Alegre,RS,Brasil
6567845958203279,Caxias do Sul,RS,Brasil,Universidade Federal do Rio Grande do Sul,Porto Alegre,RS,Brasil
6571341124735078,Erechim,RS,Brasil,Universidade Federal do Rio Grande do Sul,Porto Alegre,RS,Brasil
6589923900560372,São Francisco do Conde,BA,Brasil,Cadernos de Saúde Pública (ENSP. Impresso)
6593791618258903,Cochabamba,,Bolívia,Universidade Federal do Rio Grande do Sul,Porto Alegre,RS,Brasil
6603422516062090,Maringá,PR,Brasil,Universidade Estadual de Maringá,Maringá,PR,Brasil
6606091691004002,São Paulo,SP,Brasil,Pontifícia Universidade Católica de São Paulo,São Paulo,SP,Brasil
6607900299430351,Rio de Janeiro,RJ,Brasil,Universidade Federal do Rio Grande do Sul,Porto Alegre,RS,Brasil
6608329267627163,Montes Claros,MG,Brasil,Pontifícia Universidade Católica de Minas Gerais,Belo Horizonte,MG,Brasil
6610260636799744,Quedas do Iguaçu,PR,Brasil,Universidade Estadual do Centro-Oeste,Guarapuava,PR,Brasil
6619827107636765,Franca,SP,Brasil,Universidade Federal de Santa Catarina,Florianopolis,SC,Brasil
6622034231367623,São Paulo,SP,Brasil,Universidade Estadual de Campinas,Campinas,SP,Brasil
6624843385034057,Teresina,PI,Brasil,UNIVERSIDADE FEDERAL DO DELTA DO PARNAÍBA,Parnaíba,PI,Brasil
6625713222027117,Salvador,BA,Brasil,Food Analytical Methods (Internet)
6627082018955988,Viçosa,MG,Brasil,Universidade Federal de Lavras,Lavras,MG,Brasil
6633214640701119,Jataí-Goiás,GO,Brasil,Universidade de Brasília,Brasilia,DF,Brasil
6635523086396765,Cascavel,CE,Brasil,Universidade Federal do Rio de Janeiro,Macaé,RJ,Brasil
6636371751614312,Itanhandu,MG,Brasil,Universidade Federal de Lavras,Lavras,MG,Brasil
6638697951841821,São Paulo,SP,Brasil,Centro Estadual de Educação Tecnológica Paula Souza,São Paulo,SP,Brasil
6639264737733572,Passa Tempo,MG,Brasil,Comissão Nacional de Energia Nuclear,Belo Horizonte,MG,Brasil
6639373563533147,DOURADOQUARA,MG,Brasil,Universidade Federal de Lavras,Lavras,MG,Brasil
6642036918358829,Belém,PA,Brasil,Universidade Federal do Pará,Belém,PA,Brasil
6642614314249059,Baturite,CE,Brasil,Fundação Cearense de Pesquisa
6643474871838788,São Carlos,SP,Brasil,Universidade Federal de São Carlos,São Carlos,SP,Brasil
6647492142392254,Fortaleza,CE,Brasil,Instituto Federal do Ceará,Fortaleza,CE,Brasil
6649379535255380,Araraquara,SP,Brasil,Universidade Federal de Mato Grosso do Sul,Campo Grande,MS,Brasil
6651224672106734,Santo Antônio da Patrulha,RS,Brasil,Universidade Federal do Rio Grande do Sul,Porto Alegre,RS,Brasil
6652387343920028,Cruz Alta,RS,Brasil,Universidade Federal de Santa Maria,Santa Maria,RS,Brasil
6655220210646928,Concórdia,SC,Brasil,Pontifícia Universidade Católica de Minas Gerais,Belo Horizonte,MG,Brasil
6671155842231311,Erechim,RS,Brasil,Universidade Federal de Santa Maria,Santa Maria,RS,Brasil
6675251190520162,Osasco,SP,Brasil,Comissão Nacional de Energia Nuclear,São Paulo,SP,Brasil
6677797217339969,Rio de Janeiro,RJ,Brasil,Pontifícia Universidade Católica do Rio de Janeiro,Rio de Janeiro,RJ,Brasil
6678412027279043,Belgrado,,Iugoslávia,Pontifícia Universidade Católica do Rio de Janeiro,Rio de Janeiro,RJ,Brasil
6680317505260795,Pariquera Açu,SP,Brasil,Universidade Federal do Paraná,Curitiba,PR,Brasil
6680356632730139,Londrina,PR,Brasil,Universidade Federal de Pernambuco,Recife,PE,Brasil
6686006511239188,São Pedro do Piauí,PI,Brasil,Universidade Federal do Piauí,Teresina,PI,Brasil
6705125228904432,João Monlevade,MG,Brasil,Universidade Federal dos Vales do Jequitinhonha e Mucuri - Campus JK,Diamantina,MG,Brasil
6705777988640459,Rio de Janeiro,RJ,Brasil,Empresa Brasileira de Pesquisa Agropecuária,Seropédica,RJ,Brasil
6710783324317390,Belém,PA,Brasil,Universidade Federal do Pará,Belém,PA,Brasil
6716515066536814,Fortaleza,CE,Brasil,Universidade Federal do Ceará,Fortaleza,CE,Brasil
6720259398546662,Pelotas,RS,Brasil,Universidade Estadual de Maringá,Maringá,PR,Brasil
6723468271805377,Carangola,MG,Brasil,Universidade do Estado do Rio de Janeiro,Rio de Janeiro,RJ,Brasil
6723737598210318,Niterói,RJ,Brasil,Universidade Federal do Rio Grande do Sul,Porto Alegre,RS,Brasil
6724041720833092,Gravataí,RS,Brasil,Universidade Federal do Piauí,Teresina,PI,Brasil
6726675305706341,Porto Alegre,RS,Brasil,Embrapa Mandioca e Fruticultura Tropical,Cruz das Almas,BA,Brasil
6730543200776161,Linhares,ES,Brasil,Universidade Federal do Espírito Santo,São Mateus,ES,Brasil
6731029375224939,Piracicaba,SP,Brasil,Instituto Nacional de Pesquisas Espaciais,Cachoeira Paulista,SP,Brasil
6737702893357412,Rio de Janeiro,RJ,Brasil,Universidade Federal do Estado do Rio de Janeiro,Rio de Janeiro,RJ,Brasil
6743907206299446,Frederico Westphalen,RS,Brasil,Universidade Federal de Pernambuco,Recife,PE,Brasil
6746729845836847,Montes Claros,MG,Brasil,Universidade Federal de Pernambuco,Recife,PE,Brasil
6751432425532870,São Paulo,SP,Brasil,Instituto de Pesquisas Ambientais,São Paulo,SP,Brasil
6775752719088891,Campos dos Goytacazes,RJ,Brasil,Universidade Estadual do Norte Fluminense Darcy Ribeiro,Campos dos Goytacazes,RJ,Brasil
6775881207493500,Rio de Janeiro,RJ,Brasil,Universidade Federal do Paraná,Curitiba,PR,Brasil
6775918052021463,Salvador,BA,Brasil,Instituto Nacional de Pesquisas Espaciais,Sao Jose dos Campos,SP,Brasil
6778876983012103,Jandaia do Sul,PR,Brasil,Universidade do Vale do Paraíba,São José dos Campos,SP,Brasil
6789231663019357,Buenos Aires,,Argentina,Instituto Nacional de Câncer,Rio de Janeiro,RJ,Brasil
6791290388385210,Porto Alegre,RS,Brasil,Universidade Federal do Rio Grande do Sul,Porto Alegre,RS,Brasil
6800442072685268,São Paulo,SP,Brasil,Universidade Federal do ABC,São Bernardo do Campo,SP,Brasil
6801014238742352,Erechim,RS,Brasil,Universidade Federal do Rio Grande do Sul,Porto Alegre,RS,Brasil
6803571168057331,Candeal,BA,Brasil,Universidade Federal da Bahia,Salvador,BA,Brasil
6811505291997911,Araguari,MG,Brasil,Universidade Federal de Viçosa,Viçosa,MG,Brasil
6813148558566741,Aracaju,SE,Brasil,Universidade Federal de Sergipe,São Cristóvão,SE,Brasil
6816603089210442,Santa Cruz do Sul,RS,Brasil,Universidade Federal de Santa Catarina,Florianópolis,SC,Brasil
6817610257792272,Karcag,,Hungria,Universidade Estadual de Campinas,Campinas,SP,Brasil
6825512654223870,Florianópolis,SC,Brasil,Universidade Federal de Santa Catarina,Florianópolis,SC,Brasil
6828550034661765,Capela Nova,MG,Brasil,Universidade Federal do Rio de Janeiro,Rio de Janeiro,RJ,Brasil
6829111589524333,Botucatu,SP,Brasil,Universidade Estadual Paulista Júlio de Mesquita Filho,São Vicente,SP,Brasil
6834497622047154,Cerro Largo,RS,Brasil,Pontifícia Universidade Católica do Paraná,Curitiba,PR,Brasil
6836392358779448,Sao Paulo,SP,Brasil,Universidade Federal de São Paulo,Diadema,SP,Brasil
6839832439709867,Barnaul,,Rússia,Universidade Regional Integrada do Alto Uruguai e das Missões,Erechim,RS,Brasil
6841118121493906,Concórdia SC,SC,Brasil,Universidade Federal do Rio Grande do Sul,Porto Alegre,RS,Brasil
6842729418746590,Salvador,BA,Brasil,Universidade Estadual do Sudoeste da Bahia,Jequié,BA,Brasil
6842814109890383,Blumenau,SC,Brasil,Universidade Federal do Rio de Janeiro,Rio de Janeiro,RJ,Brasil
6847063606394701,João Neiva,ES,Brasil,Universidade Vila Velha,Vila Velha,ES,Brasil
6854950768271660,Rio Grande,RS,Brasil,Universidade Federal do Rio Grande,Rio Grande,RS,Brasil
6856157130437305,Santa Rosa,RS,Brasil,Universidade Federal do Rio Grande do Sul,Porto Alegre,RS,Brasil
6866236850154260,Trindade,GO,Brasil,Universidade Federal de Lavras,Lavras,MG,Brasil
6872847162199767,Nova Yorke,,Estados Unidos,Woods Hole Research Center,Rio Branco,AC,Brasil
6873414697016839,Rio de Janeiro,RJ,Brasil,Universidade Federal do Rio de Janeiro,Rio de Janeiro,RJ,Brasil
6874717097891723,São Paulo,SP,Brasil,Universidade Federal Rural do Rio de Janeiro,Rio de Janeiro,RJ,Brasil
6880348154073236,RECIFE,PE,Brasil,Universidade Federal de Pernambuco,Recife,PE,Brasil
6882672148403531,Belo Horizonte,MG,Brasil,Universidade Federal de Minas Gerais,Belo Horizonte,MG,Brasil
6884704999022918,Belém,PA,Brasil,Universidade Federal do Pará,Belém,PA,Brasil
6888892134532265,Salvador,BA,Brasil,Universidade Federal da Bahia,Salvador,BA,Brasil
6891930557384789,Porto Alegre,RS,Brasil,Universidade Luterana do Brasil,Canoas,RS,Brasil
6893941321946438,Rio de Janeiro,RJ,Brasil,Universidade Federal de Juiz de Fora,Juiz de Fora,MG,Brasil
6896663309448082,Rio de Janeiro,RJ,Brasil,INSTITUTO TECNOLÓGICO DA AERONÁUTICA
6898718306724146,São Paulo,SP,Brasil,Instituto Tecnológico de Aeronáutica,São José dos Campos,SP,Brasil
6902095526533812,Santiago,RS,Brasil,Universidade Federal do Rio de Janeiro,Rio de Janeiro,RJ,Brasil
6903653527541008,Petrópolis,RJ,Brasil,SENAI - Departamento Regional da Bahia,Salvador,BA,Brasil
6904664680467646,Niterói,RJ,Brasil,Universidade Federal do Paraná,Curitiba,PR,Brasil
6909434144537391,Alegrete,RS,Brasil,Universidade Federal do Rio Grande,Rio Grande,RS,Brasil
6910124128030609,Luanda,,Angola,Universidade Federal do Rio Grande do Sul,Porto Alegre,RS,Brasil
6911466624133651,São Paulo,SP,Brasil,Fundação Getúlio Vargas,São Paulo,SP,Brasil
6917610534427322,Ribeirão Vermelho,MG,Brasil,Universidade Federal de Viçosa,Viçosa,MG,Brasil
6919553833211231,Belo Horizonte,MG,Brasil,Pontifícia Universidade Católica do Rio de Janeiro,Rio de Janeiro,RJ,Brasil
6920886439060825,São Sebastião do Umbuzeiro,PB,Brasil,Instituto de Medicina Integral Professor Fernando Figueira,Recife,PE,Brasil
6922571767923420,Taquari,RS,Brasil,Universidade de Santa Cruz do Sul,Santa Cruz do Sul,RS,Brasil
6932170700672349,Porto Alegre,RS,Brasil,Universidade do Vale do Rio dos Sinos,São Leopoldo,RS,Brasil
6937785704125194,JUIZ DE FORA,MG,Brasil,Universidade Federal de Juiz de Fora,Juiz de Fora,MG,Brasil
6947268789571591,Paraisópolis,MG,Brasil,Universidade de São Paulo,São Paulo,SP,Brasil
6952076109453197,Três de Maio,RS,Brasil,Universidade Federal de Santa Maria,Santa Maria,RS,Brasil
6957024195477387,Maringá,PR,Brasil,Universidade Federal do Paraná,Curitiba,PR,Brasil
6961824868832863,Pelotas,RS,Brasil,Universidade Federal do Rio Grande do Sul,Porto Alegre,RS,Brasil
6967504648901128,Rio de Janeiro,RJ,Brasil,Universidade Federal do Rio de Janeiro,Rio de Janeiro,RJ,Brasil
6968560510108605,Quirinópolis,GO,Brasil,Instituto Federal Goiano,Rio Verde,GO,Brasil
6973820663339281,Belém,PA,Brasil,Universidade Federal do Pará,Belém,PA,Brasil
6975671584196709,BELO HORIZONTE,MG,Brasil,Universidade Federal de Lavras,Lavras,MG,Brasil
6981544241598363,Niteroi,RJ,Brasil,Fundação Oswaldo Cruz,Rio de Janeiro,RJ,Brasil
6983415874704811,Belo Horizonte,MG,Brasil,Pontifícia Universidade Católica de Minas Gerais,Belo Horizonte,MG,Brasil
6983758247542086,Curitiba,PR,Brasil,Universidade Federal do Paraná,Curitiba,PR,Brasil
6985941326043101,Promissão,SP,Brasil,Universidade Estadual de Maringá,Maringá,PR,Brasil
6991824880537204,São Paulo,SP,Brasil,Fundação Getulio Vargas - SP,Sao Paulo,SP,Brasil
6991878627141193,Santa Maria,RS,Brasil,Universidade Federal de Santa Maria,Santa Maria,RS,Brasil
7000419726388412,Rio de Janeiro,RJ,Brasil,Faculdades IBMEC RJ,Rio de Janeiro,RJ,Brasil
7007713327410057,Porto Alegre,RS,Brasil,Universidade Federal do Rio Grande do Sul,Porto Alegre,RS,Brasil
7008929485792099,Belo Horizonte,MG,Brasil,Universidade Federal de Minas Gerais,Belo Horizonte,MG,Brasil
7013056055729123,Jaboatão,PE,Brasil,Universidade Federal de Pernambuco,Recife,PE,Brasil
7018522179059194,Caçapava,SP,Brasil,Universidade Federal do Rio de Janeiro,Rio de Janeiro,RJ,Brasil
7022519480996266,MOSSORÓ,RN,Brasil,Universidade Federal de Uberlândia,Uberlândia,MG,Brasil
7031943120642028,Sinop,MT,Brasil,Universidade Federal do Sul da Bahia,Ilhéus,BA,Brasil
7032301842334963,Lambari,MG,Brasil,Instituto Nacional de Câncer,Rio de Janeiro,RJ,Brasil
7034773971317045,Amparo,SP,Brasil,Empresa Brasileira de Pesquisa Agropecuária,São Carlos,SP,Brasil
7036280752466413,Rio de Janeiro,RJ,Brasil,Universidade do Estado do Rio de Janeiro,Rio de Janeiro,RJ,Brasil
7043053823250811,Curitiba,PR,Brasil,Universidade Estadual do Oeste do Paraná,Cascavel,PR,Brasil
7046351448775946,Maringá,PR,Brasil,Universidade Estadual de Maringá,Maringá,PR,Brasil
7049736226460820,Rio de Janeiro,RJ,Brasil,Universidade Federal de Goiás,Goiania,GO,Brasil
7050638697696950,Santos,SP,Brasil,Universidade Federal de Minas Gerais,Belo Horizonte,MG,Brasil
7053321409384500,Itabaiana,SE,Brasil,Universidade Federal de Sergipe,Itabaiana,SE,Brasil
7055176526520557,Maceió,AL,Brasil,Universidade Federal de Alagoas,Maceió,AL,Brasil
7056835848853673,Santos,SP,Brasil,Universidade Federal Rural do Rio de Janeiro,Seropedica,RJ,Brasil
7059231123141829,Salvador do Sul,RS,Brasil,Empresa Brasileira de Pesquisa Agropecuária,Brasília,DF,Brasil
7061679675350682,Buenos Aires,,Argentina,Universidade Federal do Rio Grande do Sul,Porto Alegre,RS,Brasil
7061747933713446,Araraquara,SP,Brasil,Universidade Federal de Minas Gerais,Belo Horizonte,MG,Brasil
7078327363232474,Belo Horizonte,MG,Brasil,Universidade Federal de Viçosa,Vicosa,MG,Brasil
7079506792953399,Castelo,ES,Brasil,Universidade Federal de Viçosa,Vicosa,MG,Brasil
7091050557018479,Mirandopolis,SP,Brasil,Universidade Estadual de Campinas,Campinas,SP,Brasil
7092837515750850,Fortaleza,CE,Brasil,Universidade Federal do Ceará,Fortaleza,CE,Brasil
7097392227205579,Porto Alegre,RS,Brasil,Fundação Universidade Federal de Ciências da Saúde de Porto Alegre,Porto Alegre,RS,Brasil
7099569427531441,SANTO ANTONIO DO PALMA,RS,Brasil,Universidade do Estado de Santa Catarina,Lages,SC,Brasil
7100696521377929,Rio de Janeiro,RJ,Brasil,Universidade de São Paulo,São Paulo,SP,Brasil
7102839820358192,São Paulo,SP,Brasil,Universidade Municipal de São Caetano do Sul,São Caetano do Sul,SP,Brasil
7108658702390112,Rio de Janeiro,RJ,Brasil,Universidade Federal do Rio de Janeiro,Rio de Janeiro,RJ,Brasil
7115792628126490,Arapongas,PR,Brasil,Universidade Federal de Santa Catarina,Florianópolis,SC,Brasil
7122552927617910,Colatina,ES,Brasil,Universidade Federal de Ouro Preto,Ouro Preto,MG,Brasil
7133083621997139,RECIFE,PE,Brasil,Universidade Federal de Pernambuco,Recife,PE,Brasil
7151513617218161,PORTO ALEGRE,RS,Brasil,Universidade Federal de Santa Maria,Santa Maria,RS,Brasil
7155889969506635,Viçosa,MG,Brasil,Universidade Federal de Viçosa,Viçosa,MG,Brasil
7166770916937434,Ipueiras,CE,Brasil,Universidade Federal do Oeste do Pará,Santarém,PA,Brasil
7168284647925847,Goya-Corrientes,,Argentina,Instituto Nacional de Pesquisas Espaciais,Cachoeira Paulista,SP,Brasil
7181181691875740,Mirassol,SP,Brasil,Pontifícia Universidade Católica de São Paulo,Sao Paulo,SP,Brasil
7183851351375986,Rio de Janeiro,RJ,Brasil,Universidade Federal do Rio de Janeiro,Rio de Janeiro,RJ,Brasil
7191112729309187,Curitiba,PR,Brasil,Universidade Federal do Paraná,Curitiba,PR,Brasil
7196306383549934,Porto Alegre,RS,Brasil,Universidade Federal do Rio Grande do Sul,Porto Alegre,RS,Brasil
7198067266796866,Jaú,SP,Brasil,Universidade de Franca,Franca,SP,Brasil
7199331941689392,Muenchen,,Alemanha,Universidade Federal do Rio Grande do Sul,Porto Alegre,RS,Brasil
7206273812378648,,MG,Brasil,Universidade Federal de Minas Gerais,Belo Horizonte,MG,Brasil
7216716166963223,Itutinga,MG,Brasil,Universidade Federal de Lavras,Lavras,MG,Brasil
7218523561050513,Passo Fundo,RS,Brasil,Universidade Federal do Rio Grande do Sul,Porto Alegre,RS,Brasil
7238063563586831,RIO DE JANEIRO,RJ,Brasil,FUNDAÇÃO GETÚLIO VARGAS,Brasília,DF,Brasil
7247198559551536,Belo Horizonte,MG,Brasil,Universidade Federal de Ouro Preto,Ouro Preto,MG,Brasil
7258266163150929,Indaiatuba,SP,Brasil,Universidade de São Paulo,São Paulo,SP,Brasil
7259164526317967,São Bernardo do Campo,SP,Brasil,Universidade Federal de São Paulo,Diadema,SP,Brasil
7260880417525391,LAJEADO,RS,Brasil,Universidade Federal do Rio Grande do Sul,Porto Alegre,RS,Brasil
7262670454819823,Curitiba,PR,Brasil,Universidade Federal Fluminense,Niterói,RJ,Brasil
7266901653214031,Goiânia,GO,Brasil,Universidade Federal da Bahia,Salvador,BA,Brasil
7268205800863119,Recife,PE,Brasil,Fundação Oswaldo Cruz,Recife,PE,Brasil
