source,target
University Of Toronto,University Of Toronto
Universidade Federal De Viçosa,Universidade Federal De Viçosa
Universidade Federal De Viçosa,Universidade Federal Rural Do Rio De Janeiro
Universidade Federal Do Rio Grande Do Norte,Universidade Federal Do Rio Grande Do Norte
Universidade Federal Do Rio Grande Do Norte,Universidade Federal Do Rio Grande Do Norte
Universidade Federal De Minas Gerais,Universidad Politecnica De Madrid
Universidade Federal De Minas Gerais,Universidad Politecnica De Madrid
Universidad Politecnica De Madrid,Tokyo Institute Of Technology
Universidade Federal Do Rio Grande Do Sul,Universidade Federal Do Rio Grande Do Sul
Universidade Federal Do Rio Grande Do Sul,University Of London
Departamento De Química,Instituto De Química
Instituto De Química,Institut National Polytechnique De Toulouse
Universidade Estadual Paulista Júlio De Mesquita Filho,Universidade De São Paulo
Universidade De São Paulo,Universidade De São Paulo
Universidade Federal De Mato Grosso,Escola Superior De Agricultura Luiz De Queiroz
Escola Superior De Agricultura Luiz De Queiroz,Universidade Federal Do Paraná
Universidade Federal De Viçosa,Universidade Federal De Minas Gerais
Universidade Federal De Minas Gerais,Universidad Autónoma De Madrid
Universidade Federal Do Rio Grande Do Sul,Universidade Federal Do Rio Grande Do Sul
Universidade Federal Do Rio Grande Do Sul,Universidade Federal Do Rio Grande Do Sul
Universidade Federal De Viçosa,Universidade Federal De Viçosa
Universidade Federal De Viçosa,Oregon State University
Universidade Federal Do Paraná,Universidade De São Paulo
Universidade De São Paulo,Universidade Federal Do Paraná
Universidade Federal De Lavras,Universidade Federal De Lavras
Universidade Federal De Lavras,Universidade Federal De Lavras
Universidade Estadual De Maringá,Universidade Federal Do Rio Grande Do Sul
Universidade Federal Do Rio Grande Do Sul,Universidade Federal Do Rio Grande Do Sul
Universidade Federal Do Rio Grande Do Norte,Instituto Nacional De Pesquisas Espaciais
Instituto Nacional De Pesquisas Espaciais,Universidade De São Paulo
Universidade Federal De Pelotas,Universidade Federal Do Rio Grande Do Sul
Universidade Federal Do Rio Grande Do Sul,Universidade Federal Do Rio Grande Do Sul
Universidade Federal De Santa Maria,Universidade Federal Do Rio Grande Do Sul
Universidade Federal Do Rio Grande Do Sul,Universidade Federal Do Rio Grande Do Sul
"Instituto Federal De Educação, Ciência E Tecnologia Do Amazonas",Universidade Federal Do Amazonas
Universidade Federal Do Amazonas,Universidade Federal Do Amazonas
Pontifícia Universidad Católica De Chile,Technische Universität Berlin
Technische Universität Berlin,Technische Universität Berlin
Universidade Federal Do Ceará,Universidade Federal De Pernambuco
Universidade Federal Do Ceará,Universidade Federal De Pernambuco
Universidade Federal De Pernambuco,Massachusetts Institute Of Technology
Universidade Federal Do Ceará,Universidade Federal Do Ceará
Universidade Federal Do Ceará,Universidade Federal Do Ceará
Universidade De Brasília,Universidade Federal De Viçosa
Universidade Federal De Viçosa,Justus Liebig Universität Giessen
Universidade Federal Do Rio De Janeiro,Universidade Federal Do Rio De Janeiro
Universidade Federal Do Rio De Janeiro,Universidade Federal Do Rio De Janeiro
Universidade Federal Da Paraíba,Universidade Federal Da Paraíba
Universidade Federal Da Paraíba,University Of Glasgow
Universidade Estadual De Maringá,Universidade Do Estado Do Amazonas
Universidade Do Estado Do Amazonas,Universidade Do Estado Do Amazonas
Universidade Federal De Santa Maria,Universidade Federal De Santa Maria
Universidade Federal De Santa Maria,Universidade Federal De Santa Maria
Universidade Federal Do Rio De Janeiro,Universidade Federal Do Rio De Janeiro
Universidade Federal Do Rio De Janeiro,Universidade Federal Do Rio De Janeiro
Universidade Estadual Paulista Júlio De Mesquita Filho,Universidade De São Paulo
Universidade De São Paulo,Universidade De São Paulo
Departamento De Geologia,Departamento De Geologia
Departamento De Geologia,Departamento De Geologia
Universidade Federal Do Espírito Santo,Universidade Federal Do Espírito Santo
Universidade Federal Do Espírito Santo,Universidade Federal De Viçosa
Universidade Federal Do Rio Grande Do Sul,Universidade Federal Do Rio Grande Do Sul
Universidade Federal Do Rio Grande Do Sul,Universidade Federal Do Rio Grande Do Sul
Pontifícia Universidade Católica De Goiás,Universidade Federal De Goiás
Universidade Federal De Goiás,Universidade Federal De Goiás
Universidade Federal De Santa Maria,Universidade De São Paulo
Universidade De São Paulo,Universidade De São Paulo
Universidade Federal De São Carlos,Universidade Federal De São Carlos
Universidade Federal De São Carlos,Universidade Federal De São Carlos
Universidade Federal Do Rio De Janeiro,Universidade Federal Do Rio De Janeiro
Universidade Federal Do Rio De Janeiro,Universidade Federal Do Rio De Janeiro
Universidade Tecnológica Federal Do Paraná,Universidade Federal Do Rio De Janeiro
Universidade Federal Do Rio De Janeiro,Universidade Federal Do Rio De Janeiro
Universidade De Caxias Do Sul,Instituto De Física
Instituto De Física,Universidade Federal Do Rio Grande Do Sul
Escola De Engenharia,Universidade Federal Do Rio De Janeiro
Universidade Federal Do Rio De Janeiro,Universidade Federal Do Rio De Janeiro
Universidade Federal Do Rio Grande Do Sul,University Of Sheffield
University Of Sheffield,University Of Sheffield
Universidade Federal Do Rio De Janeiro,Universidade Federal Do Paraná
Universidade Federal Do Paraná,Universidade Federal Do Paraná
Universidade De Brasília,Universidade De Brasília
Universidade De Brasília,Universidade De Brasília
Universidade Federal De Lavras,"Faculdade De Economia, Administração E Contabilidade De Ribeirão Preto -usp"
"Faculdade De Economia, Administração E Contabilidade De Ribeirão Preto -usp",Universidade De São Paulo
Universidade Federal Do Rio De Janeiro,Universidade Federal Do Rio De Janeiro
Universidade Federal Do Rio De Janeiro,Universidade De São Paulo
Universidade Estadual Paulista Júlio De Mesquita Filho,Instituto Nacional De Pesquisas Espaciais
Instituto Nacional De Pesquisas Espaciais,Instituto Nacional De Pesquisas Espaciais
Universidade Federal De Juiz De Fora,Universidade Federal De Viçosa
Universidade Federal De Viçosa,Oregon State University
Faculdade Estácio De Alagoas,Universidade Federal Da Paraíba
Universidade Federal Da Paraíba,Universidade Federal De Minas Gerais
Universidade Federal De Alagoas,Universidade De São Paulo
Universidade De São Paulo,Universidade De São Paulo
Universidade Do Vale Do Rio Dos Sinos,Universidade Do Vale Do Rio Dos Sinos
Universidade Do Vale Do Rio Dos Sinos,Pontifícia Universidade Católica Do Rio Grande Do Sul
Universidade Federal Fluminense,Universidade Federal Do Rio De Janeiro
Universidade Federal Do Rio De Janeiro,Université De Lausanne
Universidade Federal De Viçosa,Universidade Federal De Viçosa
Universidade Federal De Viçosa,Universidade Federal De Viçosa
Universidade Federal Da Bahia,Universidade Estadual De Campinas
Universidade Estadual De Campinas,Universidade Estadual De Campinas
Universidade De São Paulo,Instituto De Física De São Carlos
Instituto De Física De São Carlos,Instituto De Física De São Carlos
Universidade Federal De Viçosa,Universidade Federal De Viçosa
Universidade Federal De Viçosa,Universidade Estadual Paulista Júlio De Mesquita Filho
Pontifícia Universidade Católica Do Rio De Janeiro,Pontifícia Universidade Católica Do Rio De Janeiro
Pontifícia Universidade Católica Do Rio De Janeiro,Pontifícia Universidade Católica Do Rio De Janeiro
Universidade Federal Do Paraná,Universidade Federal Do Paraná
Universidade Federal Do Paraná,Universidade Federal Do Paraná
Universidade Do Estado Do Rio De Janeiro,Universidade Federal Fluminense
Universidade Federal Fluminense,Université Paul Verlaine Metz
Universidade Federal Do Rio Grande Do Norte,Universidade Federal Do Rio Grande Do Norte
Universidade Federal Do Rio Grande Do Norte,Faculdade De Engenharia Química De Lorena
Universidade Federal De Pernambuco,Universidade Federal Do Ceará
Universidade Federal Do Ceará,University Of Manchester
Universidade Federal De Uberlândia,Universidade Federal De Santa Catarina
Universidade Federal De Santa Catarina,Universidade Federal De Santa Catarina
Universidade Estadual De Ponta Grossa,Universidade Federal Do Rio Grande Do Sul
Universidade Federal Do Rio Grande Do Sul,Universidade Federal Do Rio Grande Do Sul
Universidade Federal Do Rio De Janeiro,Universidade Federal Do Rio De Janeiro
Universidade Federal Do Rio De Janeiro,Universidade Federal Do Rio De Janeiro
Universidade Federal Fluminense,Universidade Federal Fluminense
Universidade Federal Fluminense,Universidade Federal Do Rio De Janeiro
Universidade Federal De Viçosa,Universidade Federal De Viçosa
Universidade Federal De Viçosa,Universidade Estadual Paulista Júlio De Mesquita Filho
Universidade Federal Do Paraná,Universidade Federal Do Paraná
Universidade Federal Do Paraná,Università Degli Studi Del Molise
Universidade Federal Do Paraná,Università Degli Studi Del Molise
Universidade Estadual Paulista Júlio De Mesquita Filho,Universidade Estadual Paulista Júlio De Mesquita Filho
Universidade Estadual Paulista Júlio De Mesquita Filho,Universidade Estadual Paulista Júlio De Mesquita Filho
Universidade Federal De Santa Catarina,Universidade Federal De Santa Catarina
Universidade Federal De Santa Catarina,Universidade Federal Da Bahia
Pontifícia Universidade Católica Do Rio Grande Do Sul,Universidade Federal Do Rio Grande Do Sul
Universidade Federal Do Rio Grande Do Sul,Universidade Federal Do Rio Grande Do Sul
Universidade Estadual De Maringá,Universidade Federal Da Paraíba
Universidade Federal Da Paraíba,Universidade Federal Do Rio Grande Do Sul
Escola Superior De Agricultura &quot,luiz De Queiroz&quot
Escola Superior De Agricultura &quot,luiz De Queiroz&quot
Universidade Federal De Uberlândia,Universidade Estadual De Campinas
Universidade Estadual De Campinas,Universidade Estadual De Campinas
Instituto Tecnológico De Aeronáutica,Instituto Tecnológico De Aeronáutica
Instituto Tecnológico De Aeronáutica,Universidade Do Minho
Universidade Do Vale Do Taquari - Univates,Universidade Do Vale Do Taquari - Univates
Universidade Do Vale Do Taquari - Univates,Pontifícia Universidade Católica Do Rio Grande Do Sul
Universidade Federal Fluminense,Universidade Federal Do Rio De Janeiro
Universidade Federal Do Rio De Janeiro,University Of London
Universidade Federal De Santa Catarina,Universidade Federal De Santa Catarina
Universidade Federal De Santa Catarina,Universidade Federal Do Rio De Janeiro
Universidade Estadual De Maringá,Universidade Estadual De Londrina
Universidade Estadual De Londrina,Universidade Estadual De Londrina
Universidade Federal Do Pará - Campus Universitário De Bragança,Universidade Federal Do Pará - Campus Universitário De Bragança
Universidade Federal Do Pará - Campus Universitário De Bragança,Universidade Federal Do Pará - Campus Universitário De Bragança
Escuela Politécnica Del Ejército,Universidade Federal Do Rio De Janeiro
Universidade Federal Do Rio De Janeiro,Universidade Federal Do Rio De Janeiro
Universidade Federal Do Rio Grande Do Norte,Pontifícia Universidade Católica Do Rio De Janeiro
Pontifícia Universidade Católica Do Rio De Janeiro,Pontifícia Universidade Católica Do Rio De Janeiro
Universidade Federal Da Paraíba,Universidade Federal Da Paraíba
Universidade Federal Da Paraíba,Universidade Estadual De Campinas
Universidade Federal Da Bahia,Universidade Federal Da Bahia
Universidade Federal Da Bahia,University Of Tokyo
Universidade De Caxias Do Sul,Universidade Federal De São Carlos
Universidade Federal De São Carlos,Universidade Federal Do Rio Grande Do Sul
Universidad Nacional De Colombia - Bogotá,Universidad Nacional De Colombia - Bogotá
Universidad Nacional De Colombia - Bogotá,Universidade Federal Do Rio De Janeiro
Centro Universitário De Caratinga,Universidade Federal De Viçosa
Universidade Federal De Viçosa,Universidade Federal De Viçosa
Universidade Federal Do Espírito Santo,Instituto De Pesquisa Jardim Botânico Do Rio De Janeiro
Instituto De Pesquisa Jardim Botânico Do Rio De Janeiro,Instituto De Pesquisa Jardim Botânico Do Rio De Janeiro
Pontifícia Universidade Católica De Minas Gerais,Universidade Federal De Viçosa
Universidade Federal De Viçosa,Universidade Federal De Viçosa
Universidade Federal De Minas Gerais,Universidade Federal De Minas Gerais
Universidade Federal De Minas Gerais,Universidade Federal De Minas Gerais
Universidade Federal De Minas Gerais,University Of Pennsylvania
Fundacao Educacional Inaciana Padre Saboia De Medeiros,Instituto Tecnológico De Aeronáutica
Instituto Tecnológico De Aeronáutica,Instituto Tecnológico De Aeronáutica
Universidade Federal Do Rio De Janeiro,Universidade Federal Do Rio De Janeiro
Universidade Federal Do Rio De Janeiro,Universidade Federal Do Rio De Janeiro
Universidade Federal De Sergipe,Universidade Federal Do Paraná
Universidade Federal Do Paraná,Universite De Paris Xiii (paris-nord)
Centro Universitário De Rio Preto,Universidade De São Paulo
Universidade De São Paulo,Universidade De São Paulo
Universidade Federal Do Rio Grande Do Sul,Universidade Federal Do Rio Grande Do Sul
Universidade Federal Do Rio Grande Do Sul,Universidade Federal Do Rio Grande Do Sul
Universidade De São Paulo,Universidade De São Paulo
Universidade De São Paulo,Instituto De Física De São Carlos
Universidade Federal Do Rio De Janeiro,Universidade Federal Do Rio De Janeiro
Universidade Federal Do Rio De Janeiro,Universidade Federal Do Rio De Janeiro
Universidade Estadual De Montes Claros,Universidade Federal De Viçosa
Universidade Federal De Viçosa,Universidade Federal De Viçosa
Universidade Federal De Minas Gerais,Pontifícia Universidade Católica Do Rio De Janeiro
Pontifícia Universidade Católica Do Rio De Janeiro,Pontifícia Universidade Católica Do Rio De Janeiro
Universidade Federal Do Paraná,Universidade Federal Do Paraná
Universidade Federal Do Paraná,Universidade Federal Do Paraná
Universidade Federal De Santa Maria,Universidade Federal De Santa Maria
Universidade Federal De Santa Maria,University Of Georgia
Universidade Federal Do Rio Grande Do Sul,Universidade Federal Do Rio Grande Do Sul
Universidade Federal Do Rio Grande Do Sul,Universidade Federal Do Rio Grande Do Sul
Universidade Federal Da Paraíba,Universidade Federal Rural De Pernambuco
Universidade Federal Rural De Pernambuco,Universidade Estadual Paulista Júlio De Mesquita Filho
Universidade Federal Do Rio Grande Do Sul,Université De Rennes I
Universidade De São Paulo,Universidade De São Paulo
Universidade De São Paulo,Fundação Getulio Vargas - Sp
Universidade De São Paulo,Universidade De São Paulo
Universidade De São Paulo,University Of London
Departamento De Física,Katholieke Universiteit Leuven
Katholieke Universiteit Leuven,Universidade Federal De Minas Gerais
Universidade Federal Da Paraíba,Universidade De São Paulo
Universidade De São Paulo,Universidade De São Paulo
Universidade Federal De Goiás,London School Of Hygiene And Tropical Medicine
London School Of Hygiene And Tropical Medicine,Universidade De São Paulo
Universidade Federal De Minas Gerais,Universidade Federal De Minas Gerais
Universidade Federal De Minas Gerais,Universidade Federal De Minas Gerais
Pontifícia Universidade Católica De Minas Gerais,Universidade Federal Do Rio Grande Do Sul
Universidade Federal Do Rio Grande Do Sul,Universidade Federal Do Rio Grande Do Sul
Universidade Federal Do Piauí,Universidade Federal Do Piauí
Universidade Federal Do Piauí,Universidade Federal Do Rio De Janeiro
Universidade Federal Fluminense,Universidade Federal Do Rio De Janeiro
Universidade Federal Do Rio De Janeiro,Universidade Federal Do Rio De Janeiro
Universidade Federal Do Rio De Janeiro,Universidade Federal Do Rio De Janeiro
Universidade Federal Do Rio De Janeiro,Universidade Federal Do Rio De Janeiro
Universidade Federal Da Paraíba,Universidade Federal Da Paraíba
Universidade Federal Da Paraíba,Fundação Oswaldo Cruz
Universidade Federal Do Ceará,University Of Nebraska - Lincoln
University Of Nebraska - Lincoln,University Of Nebraska - Lincoln
Universidade Federal Do Rio Grande Do Sul,Universidade Federal Do Rio Grande Do Sul
Universidade Federal Do Rio Grande Do Sul,Universidade Federal Do Rio Grande Do Sul
Universidade Estadual De Maringá,Universidade Federal De Santa Catarina
Universidade Federal De Santa Catarina,Universidade Federal De São Carlos
Universidade De São Paulo,Universidade Federal Do Rio De Janeiro
Universidade Federal Do Rio De Janeiro,Universidade Federal Do Rio De Janeiro
Universidade Federal De Santa Maria,Universidade Federal De Santa Catarina
Universidade Federal De Santa Catarina,Concordia University
Universidade Federal De Santa Maria,Universidade Federal Do Rio Grande Do Sul
Universidade Federal Do Rio Grande Do Sul,Universidade Federal De Santa Maria
Universidade Federal De Minas Gerais,Universidade Federal De Minas Gerais
Universidade Federal De Minas Gerais,Universidade Federal De Minas Gerais
Universidade Federal Rural Do Rio De Janeiro,Universidade Federal De Lavras
Universidade Federal De Lavras,Universidade Federal De Lavras
Universidade Federal Do Rio Grande Do Sul,Universidade Federal Do Rio Grande Do Sul
Universidade Federal Do Espírito Santo,Universidade Federal De Viçosa
Universidade Federal De Viçosa,Universidade Federal De Viçosa
Universidade Federal De Pelotas,Universidade Federal Do Rio Grande Do Sul
Universidade Federal Do Rio Grande Do Sul,Universidade Federal Do Rio Grande Do Sul
Universidade Estadual De Campinas,Universidade Estadual De Campinas
Universidade Estadual De Campinas,Universidade Estadual De Campinas
Universidade Federal Do Ceará,Universidade Federal Do Ceará
Universidade Federal Do Ceará,Universidade Federal Do Ceará
Universidade Federal Do Ceará,Universidade Federal Do Ceará
Faculdade De Humanidades Pedro Ii,Universidade Federal Do Rio De Janeiro
Universidade Federal Do Rio De Janeiro,Universidade Federal Do Rio Grande Do Sul
Universidade Federal De Pelotas,Universidade De Brasília
Universidade De Brasília,University Of Florida
Universidade Federal De Santa Maria,Universidade Federal De Santa Maria
Universidade Federal De Santa Maria,Universidade Federal De Viçosa
Universidade Federal De Pernambuco,Universidade Federal De Pernambuco
Universidade Federal De Pernambuco,Universidade Federal De Pernambuco
Escola Superior De Propaganda E Marketing,Fundação Getulio Vargas - Sp
Fundação Getulio Vargas - Sp,Manchester Business School
Universidade Federal Do Rio Grande Do Sul,Universidade Federal Do Rio De Janeiro
Universidade Federal Do Rio De Janeiro,Université Claude Bernarde Lyon 1
Universidade Federal Do Rio Grande Do Sul,Universidade Federal Do Rio Grande Do Sul
Universidade Federal Do Rio Grande Do Sul,Institut National Polytechnique De Grenoble
Universidade Federal Da Paraíba,Universidade Federal Rural Do Rio De Janeiro
Universidade Federal Rural Do Rio De Janeiro,Universidade De São Paulo
Ecole Superieure D'ingenieurs En Systemes Industriels Avancés Rhone Alpes,Ecole National Supérieure D'electronique Et De Radioélectricité De Grenoble
Ecole National Supérieure D'electronique Et De Radioélectricité De Grenoble,Universidade Federal De Campina Grande
Universidade Federal De Pernambuco,Universidade Federal De Pernambuco
Universidade Federal De Pernambuco,Stanford University
Pontifícia Universidade Católica Do Rio Grande Do Sul,Universidade De São Paulo
Universidade De São Paulo,Universidade Federal Do Rio Grande Do Sul
Universidade De Santa Cruz Do Sul,Universidade Federal De Santa Maria
Universidade Federal De Santa Maria,Universidade Federal De Santa Maria
Universidade Federal Fluminense,Universidade Federal Fluminense
Universidade Federal Fluminense,Universidade Federal Fluminense
Universidade Federal De São Carlos,Universidade Federal De São Carlos
Universidade Federal De São Carlos,Universidade Federal De São Carlos
Universidade Federal Do Rio De Janeiro,Universidade Federal Do Rio De Janeiro
Universidade Federal Do Rio De Janeiro,Universidade Federal Do Rio De Janeiro
Universidade Federal Da Paraíba,Universidade Federal Da Paraíba
Universidade Federal Da Paraíba,Universidade Federal Da Paraíba
Universidade Federal De Juiz De Fora,Universidade Federal De Minas Gerais
Universidade Federal De Minas Gerais,Universidade Federal De Minas Gerais
Universidade Federal Do Espírito Santo,Universidade Estadual Paulista Júlio De Mesquita Filho
Universidade Estadual Paulista Júlio De Mesquita Filho,Universidade Estadual Paulista Júlio De Mesquita Filho
Universidade Federal Do Rio Grande Do Sul,Universidade Federal Do Rio Grande Do Sul
Universidade Federal Do Rio Grande Do Sul,Universidade De São Paulo
Universidade Federal De Lavras,Universidade Federal De Lavras
Universidade Federal De Lavras,Universidade Federal De Lavras
Universidade Federal De Uberlândia,Universidade Estadual De Campinas
Universidade Estadual De Campinas,Universidade Estadual De Campinas
Pontifícia Universidade Católica Do Rio De Janeiro,Pontifícia Universidade Católica Do Rio De Janeiro
Pontifícia Universidade Católica Do Rio De Janeiro,Pontifícia Universidade Católica Do Rio De Janeiro
Universidade Federal Do Maranhão,Universidade Federal Do Maranhão
Universidade Federal Do Maranhão,Universidade Federal Do Maranhão
Universidade Federal Do Rio Grande Do Norte,Universidade De Brasília
Universidade De Brasília,Universidade De Londres
Universidade Estadual De Londrina,Universidade Estadual De Londrina
Universidade Estadual De Londrina,Universidade Estadual De Londrina
Universidade Federal De Santa Maria,Universidade Federal De Santa Catarina
Universidade Federal De Santa Catarina,Universidade De São Paulo
Escola Baiana De Medicina E Saúde Pública,Universidade Federal Da Bahia
Universidade De São Paulo,Universidade De São Paulo
Universidade De São Paulo,Universidade De São Paulo
Universidade Federal De Pelotas,Universidade Federal De Pelotas
Universidade Federal De Pelotas,Universidade De São Paulo
Universidade Federal De Santa Maria,Universidade Federal Do Paraná
Universidade Federal Do Paraná,Universidade Federal De Santa Catarina
Universidade Estadual De Londrina,Escola Superior De Agricultura Luiz De Queiroz
Escola Superior De Agricultura Luiz De Queiroz,University Of Florida
Universidade De Brasília,Universidade De Brasília
Universidade De Brasília,Universidade De Brasília
Universidade Do Vale Do Taquari - Univates,Universidade Federal De Santa Maria
Universidade Federal De Santa Maria,Universidade Federal Do Rio Grande Do Sul
Universidade Do Estado Do Rio De Janeiro,Universidade Federal Fluminense
Universidade Federal Fluminense,Universidade De São Paulo
Universidade Federal Do Rio De Janeiro,Fundação Oswaldo Cruz
Fundação Oswaldo Cruz,Fundação Oswaldo Cruz
Ecole Nationale Supérieure D'ingénieurs Electriciens De Grenoble,Ecole Nationale Supérieure D'ingénieurs Electriciens De Grenoble
Ecole Nationale Supérieure D'ingénieurs Electriciens De Grenoble,Ecole Centrale De Lyon
Pontifícia Universidade Católica Do Rio Grande Do Sul,Universidade Federal De Santa Catarina
Universidade Federal De Santa Catarina,Instituto Tecnológico De Aeronáutica
Universidade Federal Do Rio Grande Do Sul,Universidade Federal Do Rio Grande Do Sul
Universidade Federal Do Rio Grande Do Sul,Universidade Federal Do Rio Grande Do Sul
Universidade Federal De Minas Gerais,Universidade Federal De Minas Gerais
Universidade Federal De Minas Gerais,Institut National Polytechnique De Grenoble
Universidad Nacional De Tucuman,Princeton University
Princeton University,Princeton University
Universidade Federal Do Rio De Janeiro,Universidade Federal Do Rio De Janeiro
Universidade Federal Do Rio De Janeiro,Universidade Federal Do Rio De Janeiro
Pontifícia Universidade Católica Do Rio Grande Do Sul,Universidade Federal Do Rio Grande Do Sul
Universidade Federal Do Rio Grande Do Sul,Pontifícia Universidade Católica Do Rio Grande Do Sul
Universidade Estadual De Campinas,Pontifícia Universidade Católica De Campinas
Pontifícia Universidade Católica De Campinas,Universidade De São Paulo
Universidade De São Paulo,Universidade De São Paulo
Universidade De São Paulo,Universidade De São Paulo
Universidade Do Estado De Santa Catarina,Pontifícia Universidade Católica Do Rio De Janeiro
Pontifícia Universidade Católica Do Rio De Janeiro,Pontifícia Universidade Católica Do Rio De Janeiro
Universidade Federal Do Rio Grande Do Norte,Universidade Federal Do Rio Grande Do Norte
Universidade Federal Do Rio Grande Do Norte,Universidade Federal De Itajubá
Universidade Federal Do Paraná,Centro Agronomico Tropical De Investigacion Y Ensenanza
Universidade Federal Do Tocantins,Universidade Federal Rural Do Rio De Janeiro
Universidade Federal Rural Do Rio De Janeiro,Universidade Estadual Paulista Júlio De Mesquita Filho
Universidade Federal Do Paraná,Universidade De São Paulo
Universidade De São Paulo,Universidade De São Paulo
Universidade Cidade De São Paulo,Universidade Federal De Lavras
Universidade Federal De Lavras,Universidade De São Paulo
Universidade Estadual De Maringá,Universidade Federal De São Carlos
Universidade Federal De São Carlos,Universidade Federal De São Carlos
Pontifícia Universidade Católica Do Rio De Janeiro,Pontifícia Universidade Católica Do Rio De Janeiro
Pontifícia Universidade Católica Do Rio De Janeiro,University Of Washington
Universidade Federal Do Rio De Janeiro,Instituto Universitário De Pesquisas Do Rio De Janeiro
Instituto Universitário De Pesquisas Do Rio De Janeiro,Instituto Universitário De Pesquisas Do Rio De Janeiro
Centro De Instrução Braz De Aguiar,Free University Of Amsterdam
Free University Of Amsterdam,Free University Of Amsterdam
Universidade Federal De Santa Catarina,University Of Southampton
University Of Southampton,University Of Southampton
Universidade De São Paulo,Universidade De São Paulo
Universidade De São Paulo,Universidade De São Paulo
Universidade De São Paulo,Universidade De São Paulo
Universidade Federal Do Rio Grande Do Sul,Universidade Federal Do Rio Grande Do Sul
Universidade Federal Do Rio Grande Do Sul,University Of Utah
Faculdade De Economia Administração E Contabilidade Da Universidade De São,Programa De Pós Graduação Em Integração Da América Latina
Programa De Pós Graduação Em Integração Da América Latina,Faculdade De Economia Administração E Contabilidade Da Universidade De São
Universidade De São Paulo,Universidade De São Paulo
Universidade De São Paulo,Universidade De São Paulo
Universidade Federal De Santa Maria,Universidade Federal De Santa Maria
Universidade Federal De Santa Maria,Universidade Federal De Santa Maria
Universidade De Brasília,Universidade De Brasília
Universidade De Brasília,Universidade De Brasília
Universidade De São Paulo,Universidade De São Paulo
Universidade De São Paulo,Universidade De São Paulo
Instituto Nacional De Telecomunicações,Instituto Nacional De Telecomunicações
Instituto Nacional De Telecomunicações,Universidade Estadual De Campinas
Universidade Federal De São Carlos,Universidade Federal De São Carlos
Universidade Federal De São Carlos,Universidade De São Paulo
Universidade Estadual De Campinas,Universidade Estadual De Campinas
Universidade Estadual De Campinas,Universidade Estadual De Campinas
Universidade Estadual De Campinas,London School Of Hygiene And Tropical Medicine
Universidade Federal De Juiz De Fora,Universidade De São Paulo
Universidade De São Paulo,Universidade De São Paulo
Universidade Federal Do Pará,Instituto Nacional De Pesquisas Espaciais
Instituto Nacional De Pesquisas Espaciais,Universidade De São Paulo
Universidade Federal Do Rio De Janeiro,Universidade Federal Do Rio De Janeiro
Universidade Federal Do Rio De Janeiro,Universidade Federal Do Rio De Janeiro
Universidade De São Paulo,Universidade De São Paulo
Universidade De São Paulo,Universidade De São Paulo
Universidade Federal De Sergipe,Universidade Federal De Sergipe
Universidade Federal De Sergipe,Universidade Federal De Sergipe
Escola Federal De Engenharia De Itajubá,Universidade Estadual De Campinas
Universidade Estadual De Campinas,Escola Politécnica Da Universidade De São Paulo
Universidade Federal De Campina Grande,Universidade Federal De Santa Maria
Universidade Federal De Santa Maria,Universidade De Brasília
Universidade Federal De Lavras,Instituto Nacional De Pesquisas Da Amazônia
Instituto Nacional De Pesquisas Da Amazônia,Instituto Nacional De Pesquisas Da Amazônia
Universidade Federal De Santa Maria,Universidade Federal Do Pará
Universidade Federal Do Pará,Universidade Federal De Santa Catarina
Universidade Comunitária Regional De Chapecó,Universidade Federal De Santa Catarina
Universidade Federal De Santa Catarina,Universidade Federal De Santa Catarina
Universidade Federal De Pernambuco,Universidade Federal De Pernambuco
Universidade Federal De Pernambuco,University Of Tübingen
Universidade Católica De Pernambuco,Universidade Federal De Pernambuco
Universidade Federal De Pernambuco,Universidade De São Paulo
Universidade Federal Rural Do Rio De Janeiro,Universidade Federal Rural Do Rio De Janeiro
Universidade Federal Rural Do Rio De Janeiro,Universidade Federal Rural Do Rio De Janeiro
Universidade Federal De Santa Maria,Universidade Federal De Santa Maria
Universidade Federal De Santa Maria,Escola Superior De Agricultura Luiz De Queiroz
Universidade Federal Do Rio Grande Do Sul,Universidade Federal Do Rio Grande Do Sul
Universidade Federal Do Rio Grande Do Sul,Ecole Des Hautes Études En Sciences Sociales
Universidade Federal Do Ceará,Universidade Federal Do Ceará
Universidade Federal Do Ceará,Université D'evry Val D'essonne
Universidade Estadual Do Ceará,Universidade Federal Do Ceará
Universidade Federal Do Ceará,Universidade Federal Do Ceará
Universidade Federal Da Paraíba,Universidade Federal Da Paraíba
Universidade Federal Da Paraíba,Universidade Federal De São Carlos
Universidade Federal Do Rio De Janeiro,Universidade Federal Do Rio De Janeiro
Universidade Federal Do Rio De Janeiro,Universidade Federal Do Rio De Janeiro
Universidade Federal De Santa Maria,Universidade Federal De Pernambuco
Universidade Federal De Pernambuco,Universidade Federal De Pernambuco
Universidade Federal Do Rio De Janeiro,Instituto Universitário De Pesquisas Do Rio De Janeiro
Instituto Universitário De Pesquisas Do Rio De Janeiro,Instituto Universitário De Pesquisas Do Rio De Janeiro
Instituto Universitário De Pesquisas Do Rio De Janeiro,Instituto Universitário De Pesquisas Do Rio De Janeiro
Universidade Federal De Goiás,Universidade Estadual Paulista Júlio De Mesquita Filho
Universidade Estadual Paulista Júlio De Mesquita Filho,Universidade Estadual Paulista Júlio De Mesquita Filho
