source,target
Universidade Federal De Santa Catarina,Universidade Federal Do Rio De Janeiro
Universidade Federal Do Rio De Janeiro,Universidade Federal Do Rio De Janeiro
Universidade Federal Da Paraíba,Universidade Federal Da Paraíba
Universidade Federal Da Paraíba,Universidade Estadual De Campinas
Universidade Estácio De Sá,Universidade De São Paulo
Universidade De São Paulo,Universidade De São Paulo
Universidad Nacional De Tucumán,Universidade Estadual De Campinas
Universidade Estadual De Campinas,Universidade Estadual De Campinas
Universidade Federal De Viçosa,Universidade Federal De Minas Gerais
Universidade Federal De Minas Gerais,Universidade Federal De Minas Gerais
Universidade Federal De Pernambuco,Universidade Federal Do Rio De Janeiro
Universidade Federal Do Rio De Janeiro,Universidade Federal Do Rio De Janeiro
Universidade De Passo Fundo,Universidade Federal Do Rio Grande Do Sul
Universidade Federal Do Rio Grande Do Sul,Universidade Federal Do Rio Grande Do Sul
Universidade Federal De Pernambuco,Universidade Federal De Pernambuco
Universidade Federal De Pernambuco,The University Of Glasgow
Universidade Federal Rural Do Rio De Janeiro,Universidade Federal De Viçosa
Universidade Federal De Viçosa,Universidade Federal De Viçosa
Universidade Federal Do Rio De Janeiro,Universidade Federal Do Rio De Janeiro
Universidade Federal Do Rio De Janeiro,Universidade Federal Do Rio De Janeiro
Universidade Federal Do Paraná,Universidade Federal Do Paraná
Universidade Federal Do Paraná,Universidade De São Paulo
Universidade Católica De Santos,Universidade Federal Da Paraíba
Universidade Federal Da Paraíba,Universidade Estadual Paulista Júlio De Mesquita Filho
Universidade Federal Da Bahia,Universidade Federal De Viçosa
Universidade Federal De Viçosa,Universidade Federal De Viçosa
Universidade Federal Do Rio Grande Do Norte,Universidade Federal Da Bahia
Universidade Federal Da Bahia,Universidade Federal Do Pará
Universidade Federal De Viçosa,Universidade Federal De Viçosa
Universidade Federal De Viçosa,Purdue University
Universidade Federal De Lavras,Universidade Federal De Lavras
Universidade Federal De Lavras,Universidade Estadual Paulista Júlio De Mesquita Filho
Universidade Federal Do Rio De Janeiro,Universidade Federal Do Rio De Janeiro
Universidade Federal Do Rio De Janeiro,Universidade De São Paulo
Universidade Federal Do Rio De Janeiro,Universidade Federal Do Rio De Janeiro
Universidade Federal Do Rio De Janeiro,Universidade De São Paulo
Universidade Federal De Santa Maria,Universidade Federal De Santa Maria
Universidade Federal De Santa Maria,Universidade Federal De Santa Maria
Universidade Federal Do Rio De Janeiro,Universidade Federal Do Rio De Janeiro
Universidade Federal Do Rio De Janeiro,Duke University
Universidade Federal De Ouro Preto,Universidade Federal De Ouro Preto
Universidade Federal De Ouro Preto,Universidade Estadual De Campinas
Universidade Federal Rural De Pernambuco,Universidade Federal De Pernambuco
Universidade Federal De Pernambuco,Universidade Federal De Pernambuco
Universidade Federal Do Ceará,Universidade Federal Do Ceará
Universidade Federal Do Ceará,Universidade Estadual Do Norte Fluminense Darcy Ribeiro
Universidade De São Paulo,Universidade De São Paulo
Universidade De São Paulo,Universidade De São Paulo
Universidade Federal De Minas Gerais,Universidade Federal De Minas Gerais
Universidade Federal De Minas Gerais,Universidade De São Paulo
Universidade São Francisco - Itatiba,Universidade São Francisco
Universidade São Francisco,Universidade São Francisco
Universidade Federal De Juiz De Fora,Universidade De São Paulo
Universidade De São Paulo,Universidade De São Paulo
Universidade Federal De Pernambuco,Universidade Federal De Pernambuco
Universidade Federal De Pernambuco,University Of Illinois - System
Universidade Federal De Campina Grande,Universidade Federal De Campina Grande
Universidade Federal De Campina Grande,Universidade Federal De Campina Grande
Universidade Federal De Campina Grande,Universidade Federal De Pernambuco
Universidade Federal De Minas Gerais,Universidade Federal De Minas Gerais
Universidade Federal De Minas Gerais,University Of California In Santa Barbara
University Of Arizona,University Of Arizona
University Of Arizona,Universidade Estadual Do Norte Fluminense Darcy Ribeiro
Universidade Federal Rural De Pernambuco,Universidade Federal Rural De Pernambuco
Universidade Federal Rural De Pernambuco,Universidade De São Paulo
Universidade Estadual Do Norte Fluminense Darcy Ribeiro,Universidade Estadual Do Norte Fluminense Darcy Ribeiro
Universidade Estadual Do Norte Fluminense Darcy Ribeiro,Universidade De Brasília
Universidade Federal De Santa Maria,Universidade Federal De Santa Maria
Universidade Federal De Santa Maria,Universidade Federal De Santa Maria
Universidade Federal Do Paraná,Université Bordeaux 1
Université Bordeaux 1,Université Bordeaux 1
Universidade Federal De Pernambuco,Universidade Federal De Pernambuco
Universidade Federal De Pernambuco,Universidade Federal De Pernambuco
Universidade Federal Do Rio Grande Do Sul,Universidade Federal Do Rio Grande Do Sul
Universidade Federal Do Rio Grande Do Sul,Universidade Federal Do Rio Grande Do Sul
Universidade Federal De Lavras,Universidade Federal De Lavras
Universidade Federal De Lavras,Universidade Federal De Lavras
Universidade Federal De Santa Catarina,Universidade Federal De Santa Catarina
Universidade Federal De Santa Catarina,Universidade Federal De Santa Catarina
Instituto Tecnológico De Aeronáutica,Stanford University
Stanford University,Stanford University
Universidade De São Paulo,Universidade De São Paulo
Universidade De São Paulo,Universidade De São Paulo
Universidade Estadual De Campinas,Universidade Estadual De Campinas
Universidade Estadual De Campinas,Universidade Estadual De Campinas
Universidade Federal Da Paraíba,Universidade Federal Da Paraíba
Universidade Federal Da Paraíba,Universidade Federal Do Rio De Janeiro
Universidade Federal Do Rio Grande Do Norte,Universidade Federal Do Rio Grande Do Norte
Universidade Federal Do Rio Grande Do Norte,Universidade Federal Do Rio Grande Do Norte
Universidade Federal Rural Do Rio De Janeiro,Universidade Federal Do Rio De Janeiro
Universidade Federal Do Rio De Janeiro,Universidade De São Paulo
Universidade Da Amazônia,Universidade Federal Do Rio De Janeiro
Universidade Federal Do Rio De Janeiro,Universidade Federal Do Rio De Janeiro
Universidade Federal Rural Do Rio De Janeiro,Universidade Federal Rural Do Rio De Janeiro
Universidade Federal Rural Do Rio De Janeiro,Universidade Federal De Viçosa
Universidade Federal Do Rio De Janeiro,Instituto Alberto Luiz Coimbra De Pós Graduação E Pesquisa De Engenharia
Instituto Alberto Luiz Coimbra De Pós Graduação E Pesquisa De Engenharia,Universidade Federal Do Rio De Janeiro
Universidade Federal Do Rio De Janeiro,Universidade Federal Do Rio De Janeiro
Universidade Federal Do Rio De Janeiro,Universidade Federal Do Rio De Janeiro
Universidade Federal Do Ceará,Universidade Federal Do Ceará
Universidade Federal Do Ceará,Universidade Federal Do Ceará
Universidade Presbiteriana Mackenzie,Universidade De São Paulo
Universidade De São Paulo,Universidade De São Paulo
Universidade Estadual De Londrina,Universidade Estadual De Campinas
Universidade Estadual De Campinas,Universidade Estadual De Campinas
Universidade Federal Do Rio De Janeiro,Fundação Oswaldo Cruz
Fundação Oswaldo Cruz,Fundação Oswaldo Cruz
Universidade Do Sul De Santa Catarina,Universidade Estadual De Campinas
Universidade Estadual De Campinas,Universidade Estadual De Campinas
Universidade Federal De Pernambuco,Universidade Federal De Pernambuco
Universidade Federal De Pernambuco,Universidade Federal De Pernambuco
Universidade Federal Do Rio Grande Do Sul,Universidade Federal Do Rio Grande Do Sul
Universidade Federal Do Rio Grande Do Sul,Universidade Federal Do Rio Grande Do Sul
Universidade Federal De São Carlos,Universidade Estadual Paulista Júlio De Mesquita Filho
Universidade Estadual Paulista Júlio De Mesquita Filho,Universidade Federal De São Carlos
Universidade De Caxias Do Sul,Universidade Federal Do Rio Grande Do Sul
Universidade Federal Do Rio Grande Do Sul,Universidade Federal Do Rio Grande Do Sul
Universidade Federal De Novossibirsk,Novosibirsk State University
Novosibirsk State University,"Instituto De Catálise, Academia De Ciências Da Rússia"
Universidade Federal De Viçosa,Universidade Federal De Juiz De Fora
Universidade Federal De Juiz De Fora,Universidade Federal De Minas Gerais
Universidade De São Paulo,Universidade De São Paulo
Universidade De São Paulo,Universidade De São Paulo
Universidade Federal Do Rio De Janeiro,Universidade Federal Do Rio De Janeiro
Universidade Federal Do Rio De Janeiro,Universidade Federal Do Rio De Janeiro
Universidade Santa Úrsula,Universidade Federal Do Rio De Janeiro
Universidade Federal Do Rio De Janeiro,Universidade Federal Do Rio De Janeiro
Universidade Federal Do Piauí,Universidade Federal Da Paraíba
Universidade Federal Da Paraíba,Universidade Federal De Pernambuco
Universidade Federal Do Rio De Janeiro,University Of Illinois At Urbana Champaign
University Of Illinois At Urbana Champaign,University Of Illinois At Urbana Champaign
Universidade Federal De Viçosa,Universidade Federal De Viçosa
Universidade Federal De Viçosa,Iowa State University
Universidade De São Paulo,Instituto De Pesquisas Energéticas E Nucleares
Instituto De Pesquisas Energéticas E Nucleares,Instituto De Pesquisas Energéticas E Nucleares
Universidade De São Paulo,Universidade Estadual De Campinas
Universidade Estadual De Campinas,Universidade De São Paulo
Universidade Federal Do Rio Grande Do Sul,Universidade Federal Do Rio Grande Do Sul
Universidade Federal Do Rio Grande Do Sul,Universidade Federal Do Rio Grande Do Sul
Universidade Estadual De Londrina,Pontifícia Universidade Católica De São Paulo
Pontifícia Universidade Católica De São Paulo,Pontifícia Universidade Católica De São Paulo
Universidade Federal De Minas Gerais,Universidade Estadual De Campinas
Universidade Estadual De Campinas,Universidade Estadual De Campinas
Universidad De Santiago De Chile,Universidade Federal De São Carlos
Universidade Federal De São Carlos,Universidade Federal De São Carlos
Universidade Federal De Sao Carlos,Universidade Federal De Sao Carlos
Universidade Federal De Sao Carlos,Universidade Federal De Sao Carlos
Pontifícia Universidade Católica De Minas Gerais,Universidade Federal De Minas Gerais
Universidade Federal De Minas Gerais,Universidade Federal De Minas Gerais
Universidade Federal De Viçosa,Universidade Federal De Viçosa
Universidade Federal De Viçosa,Universidade Federal De Viçosa
Universidade Federal De Minas Gerais,Universidade De Brasília
Universidade De Brasília,Universidade Federal De Minas Gerais
Universidade Federal De Santa Maria,Universidade Federal De Santa Maria
Universidade Federal De Santa Maria,Universidade Federal De Santa Maria
Universidade Federal Rural Da Amazônia,Universidade Federal De Lavras
Universidade Federal De Lavras,Universidade Federal De Lavras
Universidade De Brasília,Universidade De Brasília
Universidade De Brasília,Université Pierre Et Marie Curie
Universidade Estadual Paulista Júlio De Mesquita Filho,Universidade Federal Do Rio De Janeiro
Universidade Federal Do Rio De Janeiro,Universidade Federal Do Rio De Janeiro
Universidade Federal De Minas Gerais,Pontifícia Universidade Católica De Minas Gerais
Pontifícia Universidade Católica De Minas Gerais,Universidade Federal De Minas Gerais
Universidade Federal Do Rio Grande Do Sul,Universidade Estadual De Campinas
Universidade Federal Do Maranhão,Universidade Federal Do Maranhão
Universidade Federal Do Maranhão,Pontifícia Universidade Católica Do Rio De Janeiro
Universidade De Brasília,Universidade De Brasília
Universidade De Brasília,Universidade De Brasília
Universidade Veiga De Almeida,Universidade Federal Do Rio De Janeiro
Universidade Federal Do Rio De Janeiro,Universidade Federal Do Rio De Janeiro
Universidade Federal De Viçosa,Universidade Federal De Viçosa
Universidade Federal De Viçosa,Universidade Federal De Viçosa
Universidade De Brasília,Universidade Federal De Viçosa
Universidade Federal De Pelotas,Universidade Federal De Santa Maria
Universidade Federal De Santa Maria,Universidade Federal De Santa Maria
Universidade Do Estado Do Rio De Janeiro,Universidade Federal Do Rio De Janeiro
Universidade Federal Do Rio De Janeiro,Universidade Federal Do Rio De Janeiro
Universidade Federal Do Paraná,Pontifícia Universidade Católica Do Paraná
Pontifícia Universidade Católica Do Paraná,Pontifícia Universidade Católica Do Paraná
Universidade De São Paulo,Universidade De São Paulo
Universidade De São Paulo,Instituto Nacional De Pesquisas Espaciais
Pontifícia Universidade Católica Do Rio De Janeiro,Universidade Estadual De Campinas
Universidade Estadual De Campinas,Instituto Universitário De Pesquisas Do Rio De Janeiro
Universidade Federal Rural Da Amazônia,Faculdade De Medicina De Ribeirão Preto
Faculdade De Medicina De Ribeirão Preto,Universidade Federal Do Pará
Universidade Federal Do Rio Grande Do Sul,Universidade Federal Do Rio Grande Do Sul
Universidade Federal Do Rio Grande Do Sul,Universidade Federal Do Rio Grande Do Sul
Universidade Federal De Santa Catarina,Universidade Federal De Santa Catarina
Universidade Federal De Santa Catarina,Universidade Federal De Santa Catarina
Universidade Federal Da Paraíba,Universidade Federal De Pernambuco
Universidade Federal De Pernambuco,University Of Edinburgh
Universidade Federal Da Paraíba,Universidade Federal Da Paraíba
Universidade Federal Da Paraíba,Université De Limoges
Universidade Federal Do Rio Grande Do Sul,Universidade Federal Do Rio Grande Do Sul
Universidade Federal Do Rio Grande Do Sul,Universidade Federal Do Rio Grande Do Sul
Universidade Federal Do Rio Grande Do Sul,Universidade Federal Do Rio Grande Do Sul
Universidade Federal Do Rio Grande Do Sul,Université Montpellier 2 - Sciences Et Techniques
Universidade Federal De Viçosa,Universidade Federal De Viçosa
Universidade Federal De Viçosa,University Of Toronto
Universidade Estadual Paulista Júlio De Mesquita Filho,Universidade Do Vale Do Paraíba
Universidade Do Vale Do Paraíba,Universidade Do Vale Do Paraíba
Universidade Federal Do Rio De Janeiro,Universidade Federal Do Rio De Janeiro
Universidade Federal Do Rio De Janeiro,Centro Brasileiro De Pesquisas Físicas
Universidad Complutense De Madrid,Universidad Complutense De Madrid
Universidad Complutense De Madrid,Instituto Nacional De Matemática Pura E Aplicada
Escola De Minas,Instituto De Geociências
Instituto De Geociências,Ecole Des Mines De Paris E Ecole Des Mines De Saint Etienne
Université De Poitiers,Université De Poitiers
Université De Poitiers,Université Paris 1 Pantheon-sorbonne
Universidade Federal Do Amazonas,Instituto Nacional De Pesquisas Da Amazônia
Instituto Nacional De Pesquisas Da Amazônia,Instituto Nacional De Pesquisas Da Amazônia
Universidade Federal De Viçosa,Universidade Federal De Lavras
Universidade Federal De Lavras,Universidade Federal De Lavras
Universidade Do Vale Do Rio Dos Sinos,Universidade Federal Do Rio De Janeiro
Universidade Federal Do Rio De Janeiro,Universidade Federal Do Rio Grande Do Sul
Universidade Federal De Alagoas,Pontifícia Universidade Católica Do Rio Grande Do Sul
Pontifícia Universidade Católica Do Rio Grande Do Sul,Pontifícia Universidade Católica Do Rio De Janeiro
Universidade Federal De Santa Catarina,Universidade Federal De Santa Catarina
Universidade Federal De Santa Catarina,Universidade Federal De Santa Catarina
Universidade Federal De Lavras,Escola Superior De Agricultura Luiz De Queiroz
Escola Superior De Agricultura Luiz De Queiroz,Universidade Federal De Lavras
Universidade Federal De Pernambuco,Pontifícia Universidade Católica Do Rio De Janeiro
Pontifícia Universidade Católica Do Rio De Janeiro,Pontifícia Universidade Católica Do Rio De Janeiro
Universidade Federal Do Rio Grande Do Norte,Universidade Estadual Paulista Júlio De Mesquita Filho
Universidade Estadual Paulista Júlio De Mesquita Filho,Universidade Estadual Paulista Júlio De Mesquita Filho
Universidade Federal Do Rio Grande Do Sul,Universidade Federal Do Rio Grande Do Sul
Universidade Federal Do Rio Grande Do Sul,University Of Massachusetts Amherst
Universidade Estadual Paulista Júlio De Mesquita Filho,Universidade Estadual Paulista Júlio De Mesquita Filho
Universidade Estadual Paulista Júlio De Mesquita Filho,Universidade Estadual Paulista Júlio De Mesquita Filho
Universidade Federal De Santa Catarina,Universidade De Brasília
Universidade De Brasília,Universidade Estadual De Campinas
Universidade Federal Do Pará,Universidade Federal Do Rio Grande Do Sul
Universidade Federal Do Rio Grande Do Sul,Universidade Federal Do Rio Grande Do Sul
Universidade Federal De Viçosa,Universidade Federal De Viçosa
Universidade Federal De Viçosa,Universidade De São Paulo
Universidade Do Estado Do Rio De Janeiro,Universidade Federal Do Rio De Janeiro
Universidade Federal Do Rio De Janeiro,Universidade De São Paulo
Universidade Federal De Minas Gerais,Universidade Federal De Minas Gerais
Universidade Federal De Minas Gerais,Universidade Federal De Minas Gerais
Universidade Federal Do Rio Grande Do Sul,Universidade Federal Do Rio Grande Do Sul
Universidade Federal Do Rio Grande Do Sul,Universidade Federal Do Rio Grande Do Sul
Universidade Do Estado Do Rio Grande Do Norte,Universidade Federal Do Rio Grande Do Norte
Universidade Federal Do Rio Grande Do Norte,Universidade Federal Do Rio Grande Do Norte
Faculdade De Filosofia Ciencias E Letras Barão De Mauá Ribeirão Preto,Universidade De São Paulo
Universidade De São Paulo,Universidade De São Paulo
Universidade De Brasília,Universidade Federal De São Paulo
Universidade Federal De São Paulo,Universidade De São Paulo
Universidade Federal Do Rio Grande Do Sul,Universidade Federal Do Rio Grande Do Sul
Universidade Federal Do Rio Grande Do Sul,Universidade Federal Do Rio De Janeiro
Universidade Federal De Viçosa,University Of Wisconsin - Madison
University Of Wisconsin - Madison,University Of Florida
Universidade Federal Do Paraná,Universidade Federal De Goiás
Universidade Federal De Goiás,Pontifícia Universidade Católica Do Rio Grande Do Sul
Universidade Federal Do Rio Grande Do Sul,Pontifícia Universidade Católica Do Rio Grande Do Sul
Pontifícia Universidade Católica Do Rio Grande Do Sul,Universidade De São Paulo
Brown University,Imperial College London - Silwood Park Campus
Imperial College London - Silwood Park Campus,University Of Michigan
Universidade Federal Do Rio Grande Do Sul,Universidade Federal Do Rio Grande
Universidade Federal Do Rio Grande,University Of Glasgow
Pontifícia Universidade Católica Do Rio De Janeiro,Pontifícia Universidade Católica Do Rio De Janeiro
Pontifícia Universidade Católica Do Rio De Janeiro,University Of Pennsylvania
Universidade Federal De Lavras,Universidade Federal De Viçosa
Universidade Federal De Viçosa,Universidade Estadual De Londrina
Universidade De São Paulo,Universidade De São Paulo
Universidade De São Paulo,Universidade De São Paulo
Universidade De Passo Fundo,Universidade Federal Do Rio Grande Do Sul
Universidade Federal Do Rio Grande Do Sul,Universidade Federal Do Rio Grande Do Sul
Universidade Federal De Minas Gerais,Universidade Federal De Minas Gerais
Universidade Federal De Santa Maria,Universidade Federal De Santa Maria
Universidade Federal De Santa Maria,Universidade Federal De Santa Maria
Universidade Federal Do Rio De Janeiro,Universidade Federal Do Rio De Janeiro
Universidade Federal Do Rio De Janeiro,Universidade Federal Do Rio De Janeiro
Universidade Federal Do Rio De Janeiro,Universidade Federal Do Rio De Janeiro
Universidade Federal Do Rio De Janeiro,Universidade Federal De São Carlos
Universidade Federal De Ouro Preto,Universidade Federal De Minas Gerais
Universidade Federal De Minas Gerais,Universidade Federal De Minas Gerais
Universidade Federal De Santa Maria,Universidade Federal De Santa Maria
Universidade Federal De Santa Maria,École Normale Supérieure De Lyon
Universidade Federal Da Paraíba,Universidade Federal Da Paraíba
Universidade Federal Da Paraíba,Universidade Federal Fluminense
Universidade De São Paulo,Universidade De São Paulo
Universidade De São Paulo,Universidade De São Paulo
Universidade Estadual De Campinas,Instituto Agronômico De Campinas
Instituto Agronômico De Campinas,Escola Superior De Agricultura &quot
Universidade São Judas Tadeu,Pontifícia Universidade Católica De Campinas
Pontifícia Universidade Católica De Campinas,Universidade Federal De São Paulo
Universidade Federal De Minas Gerais,Universidade Estadual De Campinas
Universidade Estadual De Campinas,Universidade Estadual De Campinas
Universidade Federal Do Paraná,Universidade Estadual De Campinas
Universidade Estadual De Campinas,Tokyo Institute Of Technology
Universidade De São Paulo,Universidade De São Paulo
Universidade De São Paulo,Universidade De São Paulo
Universidade Federal De Pernambuco,Universidade Federal De Pernambuco
Universidade Federal De Pernambuco,Universidade Federal De Pernambuco
Université Paris 1 Pantheon-sorbonne,Université Paris 1 Pantheon-sorbonne
Universidade Estadual De Montes Claros,Universidade Federal De Lavras
Universidade Federal De Lavras,Universidade Federal De Lavras
Universidade Federal De Pelotas,Universidade Federal De Pelotas
Universidade Federal De Pelotas,Universidade Federal Do Rio Grande Do Sul
Universidade Estadual Do Ceará,Universidade Estadual Do Ceará
Universidade Estadual Do Ceará,Universidade Estadual Do Norte Fluminense Darcy Ribeiro
Pontifícia Universidade Católica Do Rio Grande Do Sul,Universidade Federal Do Rio Grande Do Sul
Universidade Federal Do Rio Grande Do Sul,Universidade Federal Do Rio Grande Do Sul
Universidade Estadual De Ponta Grossa,Universidade Estadual Do Oeste Do Paraná
Universidade Estadual Do Oeste Do Paraná,Universidade Federal Do Rio Grande Do Sul
Universidade Federal De Santa Maria,Universidade Federal De Viçosa
Universidade Federal De Viçosa,University Of Manitoba
Universidade Federal Da Paraíba,Universidade Federal Da Paraíba
Universidade Federal Da Paraíba,Universidade Federal Rural Do Rio De Janeiro
Universidade De Pernambuco,Universidade Federal Do Rio Grande Do Sul
Universidade Federal Do Rio Grande Do Sul,Universidade Federal Do Rio Grande Do Sul
Universidade Federal De Campina Grande,Universidade Federal De Campina Grande
Universidade Federal De Campina Grande,Universidade Federal De Campina Grande
Instituto Tecnológico De Aeronáutica,Universidade Federal Do Ceará
Universidade Federal Do Ceará,Universidade De São Paulo
Universidade Federal De Lavras,Universidade Federal De Lavras
Universidade Federal De Lavras,Université Montpellier 2
Universidade Estadual De Londrina,Universidade Estadual De Londrina
Universidade Estadual De Londrina,Universidade Estadual De Maringá
Universidade Estadual Paulista Júlio De Mesquita Filho,Universidade Estadual Paulista Júlio De Mesquita Filho
Universidade Estadual Paulista Júlio De Mesquita Filho,Universidade Estadual De Campinas
Universidade Federal Do Rio De Janeiro,Universidade Federal Do Rio De Janeiro
Universidade Federal Do Rio De Janeiro,Universidade Federal Do Rio De Janeiro
Universidade Federal Do Rio De Janeiro,Museu Nacional - Universidade Federal Do Rio De Janeiro
Museu Nacional - Universidade Federal Do Rio De Janeiro,Museu Nacional - Universidade Federal Do Rio De Janeiro
Universidade Federal Da Paraíba,Universidade Federal De Santa Maria
Universidade Federal De Santa Maria,Universidade Federal Rural De Pernambuco
Universidade Federal Do Rio Grande Do Norte,Universidade Federal De Pernambuco
Universidade Federal De Pernambuco,Universidade Federal De São Paulo
Universidade Presbiteriana Mackenzie,Universidade De São Paulo
Universidade De São Paulo,Universidade De São Paulo
Escola De Engenharia De São Carlos - Usp,Universidade De São Paulo
Universidade De São Paulo,Universidade De São Paulo
Universidade Do Estado Do Rio De Janeiro,Universidade Federal Do Rio De Janeiro
Universidade Do Estado Do Rio De Janeiro,Universidade Federal Do Rio De Janeiro
Universidade Federal Do Rio De Janeiro,University Of Michigan
Universidade Presbiteriana Mackenzie,Universidade De São Paulo
Universidade De São Paulo,Universidade De São Paulo
Universidade Federal Do Rio Grande Do Sul,Universidade Federal Do Rio Grande Do Sul
Universidade Federal Do Rio Grande Do Sul,Universidade Federal Do Rio Grande Do Sul
Instituto De Física,Instituto De Física
Instituto De Física,Universidade De São Paulo
Universidade Do Estado Do Rio De Janeiro,Universidade Do Estado Do Rio De Janeiro
Universidade Do Estado Do Rio De Janeiro,Universidade Do Estado Do Rio De Janeiro
Universidade Federal De Juiz De Fora,Universidade Federal Do Paraná
Universidade Federal Do Paraná,Universidade Federal Do Paraná
Universidade Federal Fluminense,Universidade Federal Do Rio De Janeiro
Universidade Federal Do Rio De Janeiro,Universidade Federal Do Rio De Janeiro
Universidade Da Costa Rica,Universidade Federal De Pernambuco
Universidade Federal De Pernambuco,Universidade De São Paulo
Universidade Federal Do Paraná,Hokkaido University
Hokkaido University,Hokkaido University
Universidade Federal Rural De Pernambuco,Universidade Federal De Pernambuco
Universidade Federal De Pernambuco,University Of London
Universidade Federal De Minas Gerais,Universidade Federal De Minas Gerais
Universidade Federal De Minas Gerais,Universidade Federal De Minas Gerais
Universidade Federal De São Carlos,Instituto De Pesquisas Energéticas E Nucleares
Instituto De Pesquisas Energéticas E Nucleares,Instituto De Pesquisas Energéticas E Nucleares
Pontifícia Universidade Católica De Minas Gerais,Universidade Federal Do Rio De Janeiro
Universidade Federal Do Rio De Janeiro,Universidade Federal Do Rio De Janeiro
Universidade Federal Do Ceará,Universidade De São Paulo
Universidade De São Paulo,Universidade De São Paulo
Universidade Federal De Itajubá,Universidade Federal De Itajubá
Universidade Federal De Itajubá,Universidade Federal De Itajubá
Universidad Nacional De Córdoba,Instituto Alberto Luiz Coimbra De Pós Graduação E Pesquisa De Engenharia
Instituto Alberto Luiz Coimbra De Pós Graduação E Pesquisa De Engenharia,Instituto Alberto Luiz Coimbra De Pós Graduação E Pesquisa De Engenharia
Universidade Federal Rural Do Rio De Janeiro,Universidade Federal De Viçosa
Universidade Federal De Viçosa,Universidade Federal De Viçosa
Universidade Federal De Uberlândia,Universidade Federal De Uberlândia
Universidade Federal De Uberlândia,Universidade Federal De Uberlândia
Universidade Federal De Santa Maria,Universidade Federal De Santa Maria
Universidade Federal De Santa Maria,Universidade Federal Do Rio Grande Do Sul
Universidade Federal Do Espírito Santo,Universidade Federal De Viçosa
Universidade Federal De Viçosa,Universidade Federal De Viçosa
Universidade Do Estado De Santa Catarina,Universidade De São Paulo
Universidade De São Paulo,Universidade Federal Do Rio Grande Do Sul
Universidade Federal De Minas Gerais,Universidade Federal De Minas Gerais
Universidade Federal De Minas Gerais,Universidade Federal De Minas Gerais
Universidade Federal Fluminense,Universidade Federal Do Rio De Janeiro
Universidade Federal Do Rio De Janeiro,Rwtha Aachen University
Pontifícia Universidade Católica Do Rio De Janeiro,Pontifícia Universidade Católica Do Rio De Janeiro
Pontifícia Universidade Católica Do Rio De Janeiro,Pontifícia Universidade Católica Do Rio De Janeiro
Universidade Estadual De Campinas,Universidade Estadual De Campinas
Universidade Estadual De Campinas,University Of Colorado At Denver
Universidade Federal Do Paraná,Universidade De São Paulo
Universidade De São Paulo,Universidade De São Paulo
Universidade Federal Do Rio Grande Do Sul,Universidade Federal Do Rio Grande Do Sul
Universidade Federal Do Rio Grande Do Sul,Universidade Federal Do Rio Grande Do Sul
Universidade Estadual Paulista Júlio De Mesquita Filho,Universidade De São Paulo
Universidade De São Paulo,Unesp - Universidade Estadual Paulista - Câmpus De Jaboticabal
Universidade Federal Rural De Pernambuco,Universidade Federal De Pernambuco
Universidade Federal De Pernambuco,Universidade Federal De Pernambuco
Universidade Federal Do Rio De Janeiro,Instituto Universitário De Pesquisas Do Rio De Janeiro
Instituto Universitário De Pesquisas Do Rio De Janeiro,University Of California San Diego
Universidade Federal Do Paraná,Escola De Engenharia De São Carlos Universidade De São Paulo
Escola De Engenharia De São Carlos Universidade De São Paulo,Wageningen Agricultural University
Universidade Federal Do Rio Grande Do Sul,Universidade Federal Do Rio Grande Do Sul
Universidade Federal Do Rio Grande Do Sul,Universidade De São Paulo
Pontifícia Universidade Católica Do Rio De Janeiro,Pontifícia Universidade Católica Do Rio De Janeiro
Pontifícia Universidade Católica Do Rio De Janeiro,University Of London
Universidade Federal Do Rio Grande Do Sul,Universidade Federal Do Rio Grande Do Sul
Universidade Federal Do Rio Grande Do Sul,Universidade Federal Do Rio Grande Do Sul
Academia Militar Das Agulhas Negras (aman),Instituto Militar De Engenharia
Instituto Militar De Engenharia,Instituto Militar De Engenharia
Universidade Federal Do Espírito Santo,Universidade Federal Do Espírito Santo
Universidade Federal Do Espírito Santo,Universidade Federal Do Espírito Santo
Universidade De São Paulo,Universidade De São Paulo
Universidade De São Paulo,Universidade De São Paulo
Universidade Santa Úrsula,Universidade Federal De Santa Maria
Universidade Federal De Santa Maria,Instituto Nacional De Pesquisas Da Amazônia
Universidade Estadual Do Centro-oeste,Universidade Federal Do Paraná
Universidade Federal Do Paraná,Universidade Federal Do Paraná
Centro Federal De Educação Tecnológica Celso Suckow Da Fonseca,Universidade Federal Do Rio De Janeiro
Universidade Federal Do Rio De Janeiro,Universidade Federal Do Rio De Janeiro
Universidade Federal De Viçosa,Universidade Estadual Paulista Júlio De Mesquita Filho
Universidade Estadual Paulista Júlio De Mesquita Filho,Universidade Estadual Paulista Júlio De Mesquita Filho
Universidade Federal Rural Do Rio De Janeiro,Universidade Federal De Santa Catarina
Universidade Federal De Santa Catarina,Universidade De São Paulo
Universidade Federal De Alagoas,Universidade Federal De Viçosa
Universidade Federal De Viçosa,Universidade Federal De Viçosa
Universidade Estadual Paulista Júlio De Mesquita Filho,Universidade Gama Filho
Universidade Gama Filho,Universidade Gama Filho
Universidade Federal Do Pará,Universidade Federal Do Pará
Universidade Federal Do Pará,Universidade Federal Do Abc
Universidade Federal Do Pará,Universidade De Brasília
