source,target
Universidade Federal De Santa Maria,Universidade Federal De Santa Maria
Universidade Federal De Santa Maria,Universidade Federal De Santa Maria
Universidade Federal Da Bahia,Universidade Federal De Santa Catarina
Universidade Federal De Santa Catarina,Universidade Federal De Santa Catarina
Universidade Federal Fluminense,Universidade Federal Fluminense
Universidade Federal Fluminense,Universidade Federal Fluminense
Universidade Veiga De Almeida,Universidade Castelo Branco
Universidade Castelo Branco,Universidade Federal Do Rio De Janeiro
Universidade Gama Filho,Universidade Federal Do Rio De Janeiro
Universidade Federal Do Rio De Janeiro,Universidade Estadual Paulista Júlio De Mesquita Filho
Universidade Federal Da Paraíba,Universidade Federal Da Paraíba
Universidade Federal Da Paraíba,Universidade Federal Da Paraíba
Universidade Estadual De Campinas,Universidade Estadual De Campinas
Universidade Estadual De Campinas,Universidade Estadual De Campinas
Universidade Federal Do Rio De Janeiro,Universidade Federal Do Rio De Janeiro
Universidade Federal Do Rio De Janeiro,Universidade Federal Do Rio De Janeiro
Universidade Federal De Santa Maria,Universidade Federal Do Rio Grande Do Sul
Universidade Federal Do Rio Grande Do Sul,Escola Superior De Agricultura Luiz De Queiroz
Universidade Federal Do Rio De Janeiro,Universidade Federal Do Rio De Janeiro
Universidade Federal Do Rio De Janeiro,Universidade Federal De São Carlos
Universidade Federal De Goiás,Universidade Estadual De Campinas
Universidade Estadual De Campinas,Universidade Estadual De Campinas
Universidade Federal De Ouro Preto,Universidade Federal De Minas Gerais
Universidade Federal De Minas Gerais,Universidade Federal De Minas Gerais
Universidade Federal De Santa Maria,Universidade Federal De Santa Maria
Universidade Federal De Santa Maria,Universidade Federal Do Rio Grande Do Sul
Universidade Federal Da Bahia,Universidade Federal Da Bahia
Universidade Federal Da Bahia,Coordenação Dos Programas De Pós Graduação Em Engenharia
Universidade Federal Do Estado Do Rio De Janeiro,Universidade Do Estado Do Rio De Janeiro
Universidade Do Estado Do Rio De Janeiro,Universidade De São Paulo
Universidade De Brasília,University Of Missouri-saint Louis
Universidade De Brasília,University Of Missouri-saint Louis
University Of Missouri-saint Louis,University Of Missouri-saint Louis
Universidade Federal De Santa Catarina,Universidade Federal De Santa Catarina
Universidade Federal De Santa Catarina,Universidade Federal De Santa Catarina
Universidade Federal De Santa Catarina,Universidade Federal De Santa Catarina
Universidade De Brasília,Universidade Federal De Minas Gerais
Universidade Federal De Minas Gerais,Universidade Federal De Minas Gerais
Universidade Federal Da Paraíba,Universidade Federal Da Paraíba
Universidade Federal Da Paraíba,Universidade Federal Da Paraíba
Universidade Estadual De Campinas,Universidade Estadual De Campinas
Universidade Estadual De Campinas,Universidade Estadual De Campinas
Universidade Federal Do Rio Grande Do Sul,Universidade Federal Do Rio Grande Do Sul
Universidade Federal Do Rio Grande Do Sul,Universidade Federal Do Rio Grande Do Sul
Universidad Nacional De Misiones,Universidade Federal Do Rio Grande Do Sul
Universidade Federal Do Rio Grande Do Sul,Université Claude Bernarde Lyon 1
Universidade Federal De Minas Gerais,Fundação Getúlio Vargas
Fundação Getúlio Vargas,Fundação Getúlio Vargas
Centro Universitário Barão De Mauá - Jardim Paulista,Instituto Nacional De Pesquisas Da Amazônia
Instituto Nacional De Pesquisas Da Amazônia,Instituto Nacional De Pesquisas Da Amazônia
Universidade Federal De São Carlos,Universidade Federal De São Carlos
Universidade Federal De São Carlos,Universidade Federal De São Carlos
Universidade Federal Do Rio Grande Do Sul,Universidade Estadual De Campinas
Universidade Estadual De Campinas,Universidade Estadual De Campinas
Universidade Federal Do Rio Grande Do Sul,Universidade Federal Do Rio Grande Do Sul
Universidade Federal Do Rio Grande Do Sul,University College London
Universidade Federal De Santa Maria,Universidade Federal De Santa Maria
Universidade Federal De Santa Maria,École Normale Supérieure De Lyon
Universidade Federal Do Rio De Janeiro,Universidade Federal Do Rio De Janeiro
Universidade Federal Do Rio De Janeiro,Universidade Estadual De Campinas
Universidade Federal Do Rio De Janeiro,Pontifícia Universidade Católica Do Rio De Janeiro
Pontifícia Universidade Católica Do Rio De Janeiro,Pontifícia Universidade Católica Do Rio De Janeiro
Universidade Federal Da Paraíba,Universidade Federal Da Paraíba
Universidade Federal Da Paraíba,Universidade Federal Fluminense
Universidade Federal De Alagoas,Universidade Federal De Alagoas
Universidade Federal De Alagoas,Universidade Estadual De Campinas
Faculdade De Ciencias Medicas De Minas Gerais,Universidade Federal De Minas Gerais
Universidade Federal De Minas Gerais,Universidade Federal De Minas Gerais
Universidade Federal Do Piauí,Universidade Federal Do Piauí
Universidade Federal Do Piauí,Universidade Federal Do Rio De Janeiro
Pontifícia Universidade Católica Do Rio Grande Do Sul,Pontifícia Universidade Católica Do Rio Grande Do Sul
Universidade Federal De Pelotas,Universidade Federal Do Rio Grande Do Sul
Universidade Federal Do Rio Grande Do Sul,Fundação Faculdade Federal De Ciências Médicas De Porto Alegre
Universidade Federal Do Rio Grande,Universidade De São Paulo
Universidade De São Paulo,University Of New South Wales
Universidade Federal Do Rio Grande Do Sul,Architectural Association School Of Architecture
Architectural Association School Of Architecture,University Of Pennsylvania
Universidade Federal Do Rio Grande,Universidade Do Vale Do Rio Dos Sinos
Universidade Do Vale Do Rio Dos Sinos,Universidade Do Vale Do Rio Dos Sinos
Universidade Federal Da Bahia,Universidade Federal De Santa Catarina
Universidade Federal De Santa Catarina,Universidade Federal De Santa Catarina
Universidade De São Paulo,Universidade De São Paulo
Universidade De São Paulo,Universidade De São Paulo
Universidade Estadual Paulista Júlio De Mesquita Filho,Faculdade De Medicina De São José Do Rio Preto
Faculdade De Medicina De São José Do Rio Preto,Faculdade De Medicina De São José Do Rio Preto
Universidade Federal Do Paraná,Universidade Federal Do Rio Grande Do Sul
Universidade Federal Do Rio Grande Do Sul,Universidade Federal Do Rio Grande Do Sul
Universidade Federal De Pernambuco,Universidade De Brasília
Universidade De Brasília,Universidade De Brasília
Universidade De São Paulo,Universidade De São Paulo
Universidade De São Paulo,"""Carnegie Mellon University"
Universidade Estadual Paulista Júlio De Mesquita Filho,Universidade Federal De Santa Catarina
Universidade Federal De Santa Catarina,Universidade De São Paulo
Universidade Estadual De Campinas,Instituto Agronômico De Campinas
Instituto Agronômico De Campinas,Escola Superior De Agricultura &quot;luiz De Queiroz&quot;
Universidade São Judas Tadeu,Pontifícia Universidade Católica De Campinas
Pontifícia Universidade Católica De Campinas,Universidade Federal De São Paulo
Universidade Federal De Pelotas,Museu De Arqueologia E Etnologia Da Universidade De São Paulo
Museu De Arqueologia E Etnologia Da Universidade De São Paulo,Museu De Arqueologia E Etnologia Da Universidade De São Paulo
Universidade Federal De Santa Catarina,Instituto Nacional De Pesquisas Da Amazônia
Instituto Nacional De Pesquisas Da Amazônia,"""Louisiana State University - Baton Rouge"
Universidade De São Paulo,Universidade De São Paulo
Universidade De São Paulo,Universidade De São Paulo
Universidade Federal Do Rio Grande Do Sul,"""Universidade Federal Do Rio Grande Do Sul"
"""Universidade Federal Do Rio Grande Do Sul/MESTRADO/Engenharia De Minas, Metalúrgica E De Materiais"",""Universidade Federal Do Rio Grande Do Sul","Metalúrgica E De Materiais"""
Universidade Estadual De Campinas,Universidade Estadual De Campinas
Universidade Estadual De Campinas,Universidade Federal Do Paraná
Universidade Federal De Minas Gerais,Universidade Estadual De Campinas
Universidade Estadual De Campinas,Universidade Estadual De Campinas
Universidad Nacional De Asunción,Universidade Federal De Viçosa
Universidade Federal De Viçosa,Universidade Federal De Viçosa
Claretiano Centro Universitário,Universidade De Brasília
Universidade De Brasília,Universidade De Brasília
Universidade Federal Da Bahia,Universidade Federal Da Bahia
Universidade Federal Da Bahia,Université De Montreal
Universidade Federal De Santa Maria,Instituto Nacional De Pesquisas Espaciais
Instituto Nacional De Pesquisas Espaciais,Instituto Nacional De Pesquisas Espaciais
Universidade Federal De Santa Maria,Universidade Federal Do Rio Grande Do Sul
Universidade Federal Do Rio Grande Do Sul,Philadelphia College Of Pharmacy And Science
Universidade Federal Do Paraná,Universidade Estadual De Campinas
Universidade Estadual De Campinas,Tokyo Institute Of Technology
Universidade Federal De Minas Gerais,Universidade Federal De Minas Gerais
Universidade Federal De Minas Gerais,Universidade Federal De Minas Gerais
Pontifícia Universidade Católica De São Paulo,Pontifícia Universidade Católica De São Paulo
Universidade De São Paulo,Universidade De São Paulo
Universidade De São Paulo,Universidade De São Paulo
Universidade Federal Do Rio Grande Do Sul,Universidade Federal Do Rio Grande Do Sul
Universidade Federal Do Rio Grande Do Sul,Universidade Federal Do Rio Grande Do Sul
Universidade Federal De Minas Gerais,"""Université De Paris X"
Pontifícia Universidade Católica Do Paraná,Universidade Federal Do Paraná
Universidade Federal Do Paraná,Universidade Federal Do Paraná
Universidade Federal Do Rio De Janeiro,Centro Brasileiro De Pesquisas Físicas
Centro Brasileiro De Pesquisas Físicas,Centro Brasileiro De Pesquisas Físicas
Universidade Estadual Paulista Júlio De Mesquita Filho,Universidade Estadual Paulista Júlio De Mesquita Filho
Universidade Estadual Paulista Júlio De Mesquita Filho,Universidade Estadual Paulista Júlio De Mesquita Filho
Universidade De Brasília,Instituto Militar De Engenharia
Instituto Militar De Engenharia,Max Planck Institute Fur Kohlenforshung
Instituto Militar De Engenharia,Max Planck Institute Fur Kohlenforshung
Universidade Federal De Minas Gerais,Universidade Federal De Minas Gerais
Universidade Federal De Minas Gerais,Universidade Do Estado Do Rio De Janeiro
Universidade Metodista De Piracicaba,Universidade Estadual De Campinas
Universidade Estadual De Campinas,University Of Birmingham
Universidade Federal De Pernambuco,Universidade Federal De Pernambuco
Universidade Federal De Pernambuco,Universidade Federal De Pernambuco
Universidade Estadual De Maringá,Universidade Federal De Viçosa
Universidade Federal De Viçosa,Universidade Estadual De Campinas
Faculdade Est,School Of Mission And Theology - Faculty Of Arts
História,Universidade De São Paulo
Universidade De São Paulo,Universidad Nacional Autónoma De Mexico
Universidade Federal Da Paraíba,Universidade Federal Da Paraíba
Universidade Federal Da Paraíba,Universidade Federal Do Ceará
Universidade Federal Da Bahia,Universidade Estadual De Campinas
Universidade Estadual De Campinas,Universidade De São Paulo
Universidade De Belgrado,Universidade De Belgrado
Universidade De Belgrado,Universidade De Belgrado
Universidade Federal Do Rio De Janeiro,Pontifícia Universidade Católica Do Rio De Janeiro
Pontifícia Universidade Católica Do Rio De Janeiro,Faculdade De Letras
Universidade Federal De Santa Maria,Universidade Federal Do Rio Grande Do Sul
Universidade Federal Do Rio Grande Do Sul,Escola Superior De Agricultura Luiz De Queiroz
Universidade Federal De Viçosa,Universidade Estadual De Campinas
Universidade Estadual De Campinas,"""University For Health Sciences"
Universidade De São Paulo,Universidade De São Paulo
Universidade De São Paulo,Universidade De São Paulo
Université Paris 1 Pantheon-sorbonne,"""Université Paris 1 Pantheon-sorbonne"
Universidade Federal Do Rio Grande Do Sul,Universidade Federal Do Rio Grande Do Sul
Universidade Federal Do Rio Grande Do Sul,Universitat Politècnica De Catalunya
Universidade De São Paulo,Universidade De São Paulo
Universidade De São Paulo,Universidade De São Paulo
Universidade Federal Da Paraíba,Universidade Federal Da Paraíba
Universidade Federal Da Paraíba,Universidade Federal Da Paraíba
Universidade Federal Do Rio Grande Do Norte,Instituto De Química De São Carlos
Instituto De Química De São Carlos,Universidade Federal Do Rio Grande Do Norte
Universidade Estadual Paulista - Unesp - C. Presidente Prudente,Universidade Estadual Paulista Júlio De Mesquita Filho
Universidade Estadual Paulista Júlio De Mesquita Filho,Universidade De São Paulo
Universidade Federal De São Paulo,Universidade Federal De São Paulo
Universidade Federal De São Paulo,Universidade Federal De São Paulo
Universidade Estadual Paulista Júlio De Mesquita Filho,Universidade De São Paulo
Universidade De São Paulo,Universidade De São Paulo
Universidade Estadual De Montes Claros,Universidade Federal De Lavras
Universidade Federal De Lavras,Universidade Federal De Lavras
Universidade De Brasília,Universidade De Brasília
Universidade De Brasília,University Of Florida
Universidade Federal De Pelotas,Universidade Federal De Pelotas
Universidade Federal De Pelotas,Universidade Federal Do Rio Grande Do Sul
Universidade Federal De Viçosa,Universidade De São Paulo
Universidade De São Paulo,Universidade De São Paulo
Universidade Estadual Do Ceará,Universidade Estadual Do Ceará
Universidade Estadual Do Ceará,Universidade Estadual Do Norte Fluminense Darcy Ribeiro
Universidade De Brasília,Universidade De Brasília
Universidade De Brasília,Uppsala Universitet
Faculdade De Filosofia Ciencias E Letras De Ribeirao Preto,Faculdade De Medicina De Ribeirao Preto
Faculdade De Medicina De Ribeirao Preto,Faculdade De Medicina De Ribeirao Preto
Universidade De São Paulo,Universidade Estadual Paulista Júlio De Mesquita Filho
Universidade Estadual Paulista Júlio De Mesquita Filho,Universidade Estadual Paulista Júlio De Mesquita Filho
Universidade Federal De Juiz De Fora,Universidade Federal De São Paulo
Universidade Federal De São Paulo,Universidade Federal De São Paulo
Universidade De São Paulo,Universidade De São Paulo
Universidade De São Paulo,Universidade De São Paulo
Pontifícia Universidade Católica Do Rio Grande Do Sul,Universidade Federal Do Rio Grande Do Sul
Universidade Federal Do Rio Grande Do Sul,Universidade Federal Do Rio Grande Do Sul
Pontifícia Universidade Católica De São Paulo,Columbia University
Pontifícia Universidade Católica De São Paulo,Columbia University
Columbia University,Columbia University
Pontifícia Universidade Católica Do Paraná,Universidade Estadual De Campinas
Pontifícia Universidade Católica Do Paraná,Universidade Estadual De Campinas
Universidade Estadual De Campinas,Universidade Estadual De Campinas
Universidade Federal De Minas Gerais,Universidade De São Paulo
Universidade De São Paulo,Washington University In Saint Louis
Universidade Federal Do Estado Do Rio De Janeiro,Universidade Federal Do Rio De Janeiro
Universidade Federal Do Rio De Janeiro,Universidade Federal Do Rio De Janeiro
Universidade Estadual De Ponta Grossa,Universidade Estadual Do Oeste Do Paraná
Universidade Estadual Do Oeste Do Paraná,Universidade Federal Do Rio Grande Do Sul
Universidade De São Paulo,Universidade De São Paulo
Universidade De São Paulo,Carnegie Mellon University
Universidade Vale Do Rio Verde De Três Corações,Universidade Federal De Lavras
Universidade Federal De Lavras,Universidade Federal De Lavras
Universidade Federal Fluminense,Universidade Federal Fluminense
Universidade Federal Fluminense,Fundação Oswaldo Cruz
Universidade De São Paulo,Universidade De São Paulo
Universidade De São Paulo,Universidade De São Paulo
Universidade Estadual Paulista Júlio De Mesquita Filho,Universidade De São Paulo
Universidade De São Paulo,Universidade De São Paulo
Universidade Federal Do Rio Grande Do Sul,Universidade Federal Do Rio Grande Do Sul
Universidade Federal Do Rio Grande Do Sul,Universidade Federal Do Rio Grande Do Sul
Universidade Estadual Paulista Júlio De Mesquita Filho,Universidade Estadual Paulista Júlio De Mesquita Filho
Universidade Estadual Paulista Júlio De Mesquita Filho,Universidade Estadual Paulista Júlio De Mesquita Filho
Universidade De São Paulo,Universidade Estadual De Campinas
Universidade Estadual De Campinas,Universidade Estadual Paulista Júlio De Mesquita Filho
Universidade Federal De Juiz De Fora,Universidade Federal Do Rio De Janeiro
Universidade Federal Do Rio De Janeiro,Universidade Federal Do Rio De Janeiro
Universidade De São Paulo,Universidade De São Paulo
Universidade De São Paulo,Universidade De São Paulo
Universidad De Concepción,Universidade Federal De Santa Catarina
Universidade Federal De Santa Catarina,Universidade Federal De Santa Catarina
Universidade Federal Rural De Pernambuco,Universidade Federal De São Paulo
Universidade Federal De São Paulo,Universidade Federal De São Paulo
Universidade Estadual Paulista Júlio De Mesquita Filho,Universidade Estadual Paulista Júlio De Mesquita Filho
Universidade Estadual Paulista Júlio De Mesquita Filho,Universidade Estadual Paulista Júlio De Mesquita Filho
Universidade Federal Da Paraíba,Universidade Federal Da Paraíba
Universidade Federal Da Paraíba,Universidade Federal De Minas Gerais
Universidade Federal De Campina Grande,Universidade Federal De Campina Grande
Universidade Federal De Campina Grande,Universidade De Brasília
Universidade Federal Do Paraná,Universidade Federal Do Paraná
Universidade Federal Do Paraná,Universidade De São Paulo
Pontifícia Universidade Católica Do Rio Grande Do Sul,Pontifícia Universidade Católica Do Rio Grande Do Sul
Pontifícia Universidade Católica Do Rio Grande Do Sul,Universidade Federal Do Paraná
Universidade Federal Do Rio Grande Do Sul,Universidade Federal Do Rio Grande Do Sul
Universidade Federal Do Rio Grande Do Sul,Universidade Federal Do Rio Grande Do Sul
Universidade De São Paulo,Universidade De São Paulo
Universidade De São Paulo,Universidade De São Paulo
Universidade Federal De São Carlos,Universidade Federal De São Carlos
Universidade Federal De São Carlos,Universidade Federal De São Carlos
Universidade Federal Do Rio De Janeiro,Imperial College London
Imperial College London,Universidade Federal Do Rio De Janeiro
Universidade Federal De Uberlândia,Universidade Estadual De Campinas
Universidade Estadual De Campinas,Universidade Estadual De Campinas
Universidade Do Vale Do Rio Dos Sinos,Universidade Federal Do Rio Grande Do Sul
Universidade Federal Do Rio Grande Do Sul,Universidade Federal De Santa Catarina
Centro Universitário Sagrado Coração,University Of Wisconsin - Madison
University Of Wisconsin - Madison,Universidade De São Paulo
Universidade De São Paulo,Universidade De São Paulo
Universidade De São Paulo,Instituto Universitário Europeu
Universidade Estadual De Campinas,Universidade De São Paulo
Universidade De São Paulo,Universidade De São Paulo
Universidade Estadual Paulista Júlio De Mesquita Filho,Pontifícia Universidade Católica Do Rio De Janeiro
Pontifícia Universidade Católica Do Rio De Janeiro,Universidade Federal Do Rio De Janeiro
Universidade Do Vale Do Rio Dos Sinos,Universidade Federal Do Rio Grande Do Sul
Universidade Federal Do Rio Grande Do Sul,Universidade Federal Do Rio Grande Do Sul
Universidade Federal De Santa Maria,Universidade Federal De Viçosa
Universidade Federal De Viçosa,University Of Manitoba
Universidade Federal Do Rio De Janeiro,Pontifícia Universidade Católica Do Rio De Janeiro
Pontifícia Universidade Católica Do Rio De Janeiro,Université Blaise Pascal École Doctorale Sciences Pour L'ingénieur
Universidade Federal De Alfenas,Universidade Federal De Lavras
Universidade Federal De Lavras,Universidade Federal De Lavras
Universidade Federal Da Paraíba,Universidade Federal Da Paraíba
Universidade Federal Da Paraíba,Universidade Federal Rural Do Rio De Janeiro
Universidade De Pernambuco,Universidade Federal Do Rio Grande Do Sul
Universidade Federal Do Rio Grande Do Sul,Universidade Federal Do Rio Grande Do Sul
Universidade Estadual Paulista Júlio De Mesquita Filho,Universidade De São Paulo
Universidade De São Paulo,Universidade De São Paulo
Universidade De São Paulo,Universidade De São Paulo
Universidade De São Paulo,Universidade De São Paulo
Universidade Estadual Paulista Júlio De Mesquita Filho,Universidade Estadual De Londrina
Universidade Estadual De Londrina,Universidade Estadual Paulista Júlio De Mesquita Filho
Universidade Federal De Campina Grande,Universidade Federal De Campina Grande
Universidade Federal De Campina Grande,Universidade Federal De Campina Grande
Agra University,Universidade De Bombaim
Universidade De Bombaim,Universidade De Bombaim
Pontifícia Universidade Católica Do Rio Grande Do Sul,Universidade Federal Do Rio Grande Do Sul
Universidade Federal Do Rio Grande Do Sul,Universidade De São Paulo
Universidade De São Paulo,Universidade De São Paulo
Universidade De São Paulo,Universidade De São Paulo
Universidade De São Paulo,Universidade De São Paulo
Universidade De São Paulo,Universidade De São Paulo
Universidade Federal De Viçosa,Universidade Federal De Viçosa
Universidade Federal De Viçosa,University Of Illinois - System
Universidade Estadual De Campinas,Universidade De São Paulo
Universidade De São Paulo,Universidade De São Paulo
Instituto Tecnológico De Aeronáutica,Universidade Federal Do Ceará
Universidade Federal Do Ceará,Universidade De São Paulo
Universidade Federal Do Paraná,Universidade De São Paulo
Universidade Federal Do Rio Grande Do Sul,Universidade Federal Do Rio Grande Do Sul
Universidade Federal Do Rio Grande Do Sul,Université Montpellier 2 - Sciences Et Techniques
Universidade De São Paulo,Universidade De São Paulo
Universidade De São Paulo,Universidade De São Paulo
Faculdade De Ciências Médicas De Minas Gerais,Universidade Federal De Minas Gerais
Universidade Federal De Minas Gerais,The University Of Sydney
Universidade Federal De São Carlos,Universidade Federal De São Carlos
Universidade Federal De São Carlos,Universidade Federal De São Carlos
Universidade De Marília,Universidade Estadual De Maringá
Universidade Estadual De Maringá,Universidade Federal Do Paraná
Universidade Do Vale Do Rio Dos Sinos,Universidade Do Vale Do Rio Dos Sinos
Universidade Do Vale Do Rio Dos Sinos,Pontifícia Universidade Católica Do Rio Grande Do Sul
Universidade Federal Do Paraná,Universidade Federal Do Rio De Janeiro
Universidade Federal Do Rio De Janeiro,Universidade Federal Do Rio De Janeiro
Universidade Do Vale Do Rio Dos Sinos,Universidade Federal Do Rio Grande Do Sul
Universidade Federal Do Rio Grande Do Sul,Universidade Federal Do Rio Grande Do Sul
Universidade Estadual Paulista Júlio De Mesquita Filho,Instituto De Física De São Carlos
Instituto De Física De São Carlos,Instituto De Física De São Carlos
Universidade De Bauru,Universidade De São Paulo
Universidade De São Paulo,Universidade De São Paulo
Universidade Federal De São Carlos,Universidade De São Paulo
Universidade De São Paulo,Universidade De São Paulo
Faculdades Oswaldo Cruz,Universidade De São Paulo
Universidade De São Paulo,Universidade De São Paulo
Universidade Federal Da Paraíba,Universidade Federal Do Rio De Janeiro
Universidade Federal Do Rio De Janeiro,University Of Manchester
Universidade De São Paulo,Faculdade De Medicina De Ribeirão Preto
Faculdade De Medicina De Ribeirão Preto,"""Faculdade De Filosofia"
Universidade Federal Do Rio Grande Do Sul,Universidade Federal De São Paulo
Universidade Federal De São Paulo,Universidade Federal Do Paraná
Universidade Federal De Minas Gerais,Universidade Federal De Minas Gerais
Universidade Federal De Minas Gerais,Universidade Federal De Minas Gerais
Universidade Federal Do Ceará,Universidade Federal Do Ceará
Universidade Federal Do Ceará,Universidade Federal Do Ceará
Universidade De São Paulo,Universidade De São Paulo
Universidade De São Paulo,Universidade De São Paulo
Faculdade De Educação Ciências E Letras Notre Dame,Universidade Federal Do Rio De Janeiro
Universidade Federal Do Rio De Janeiro,Universidade Federal Do Rio De Janeiro
Universidade Federal De Minas Gerais,Instituto Universitário De Pesquisas Do Rio De Janeiro
Instituto Universitário De Pesquisas Do Rio De Janeiro,Instituto Universitário De Pesquisas Do Rio De Janeiro
Pontifícia Universidade Católica De Campinas,Universidade Federal De Pelotas
Universidade Federal De Pelotas,Universidade Federal De Pelotas
Universita Degli Studi Di Roma,Universita Degli Studi Di Roma
Universita Degli Studi Di Roma,Pennsylvania State University
Pontifícia Universidade Católica Do Rio Grande Do Sul,"""Universidade Federal Do Rio Grande Do Sul"
Universidade De Brasília,Universidade Federal Do Ceará
Universidade Federal Do Ceará,Universidade De São Paulo
Universidade Estadual De Maringá,Universidade Estadual De Maringá
Universidade Estadual De Maringá,Universidade Federal De São Carlos
Universidade Tecnológica Federal Do Paraná,Universidade Federal De Minas Gerais
Universidade Federal De Lavras,Universidade Federal De Lavras
Universidade Federal De Lavras,Université Montpellier 2
Universidade Estadual Paulista Júlio De Mesquita Filho,Universidade Estadual Paulista Júlio De Mesquita Filho
Universidade Estadual Paulista Júlio De Mesquita Filho,Universidade Estadual Paulista Júlio De Mesquita Filho
Universidade Federal Do Rio Grande Do Sul,Universidade Federal Do Rio Grande Do Sul
Universidade Federal Do Rio Grande Do Sul,Universität Bielefeld
Universidade Estadual De Londrina,Universidade Estadual De Londrina
Universidade Estadual De Londrina,Universidade Estadual De Maringá
Universidade Federal Do Rio Grande Do Sul,Universidade Federal Do Rio Grande Do Sul
Universidade Federal Do Rio Grande Do Sul,Instituto Nacional De Matemática Pura E Aplicada
Universidade Federal Do Paraná,Universidade Federal Do Paraná
Universidade Federal Do Paraná,Universidade Federal Do Paraná
Universidade Federal De Santa Maria,Universidade Federal De Santa Maria
Universidade Federal De Santa Maria,Universidade Federal Do Rio Grande Do Sul
Universidade Federal De Minas Gerais,Universidade Federal De Minas Gerais
Universidade Federal De Minas Gerais,Universidade Federal De Minas Gerais
Universidade Estadual Paulista Júlio De Mesquita Filho,Universidade Estadual Paulista Júlio De Mesquita Filho
Universidade Estadual Paulista Júlio De Mesquita Filho,Universidade Estadual De Campinas
Universidade Federal De Sergipe,Universidade Federal De Sergipe
Universidade Federal De Sergipe,Universidade Federal De Sergipe
Escola De Enfermagem De Ribeirão Preto Da Universidade De São Paulo,Escola De Enfermagem De Ribeirão Preto Da Universidade De São Paulo
Escola De Enfermagem De Ribeirão Preto Da Universidade De São Paulo,Escola De Enfermagem De Ribeirão Preto Da Universidade De São Paulo
Universidade Federal Do Rio De Janeiro,Universidade Federal Do Rio De Janeiro
Universidade Federal Do Rio De Janeiro,Universidade Federal Do Rio De Janeiro
Universidade Estadual Paulista Júlio De Mesquita Filho,Faculdade De Medicina De Ribeirão Preto-usp
Faculdade De Medicina De Ribeirão Preto-usp,Faculdade De Medicina De Ribeirão Preto Da Universidade De São Paulo
Universidade Federal Do Rio De Janeiro,Museu Nacional - Universidade Federal Do Rio De Janeiro
Museu Nacional - Universidade Federal Do Rio De Janeiro,Museu Nacional - Universidade Federal Do Rio De Janeiro
Faculdade De Filosofia Ciências E Letras De Penápolis,Universidade Estadual De Campinas
Universidade Estadual De Campinas,Universidade Estadual De Campinas
Universidade Federal Da Paraíba,Universidade Federal De Santa Maria
Universidade Federal De Santa Maria,Universidade Federal Rural De Pernambuco
Universidade Federal Da Bahia,Universidade Federal Da Bahia
Universidade Federal Da Bahia,Universidade Federal Do Rio De Janeiro
Universidade Estadual Paulista Júlio De Mesquita Filho,Instituto Tecnológico De Aeronáutica
Instituto Tecnológico De Aeronáutica,Instituto Tecnológico De Aeronáutica
Universidade Federal Do Rio De Janeiro,Universidade Federal Do Rio De Janeiro
Universidade Federal Do Rio De Janeiro,Universidade Federal Do Rio De Janeiro
Faculdade De Enfermagem Nossa Senhora Medianeira,Universidade Federal De Santa Catarina
Universidade Federal De Santa Catarina,Universidade Federal De Santa Catarina
Universidade Federal Do Rio Grande Do Norte,Universidade Federal De Pernambuco
Universidade Federal De Pernambuco,Universidade Federal De São Paulo
Universidade Federal De Pernambuco,Instituto De Física E Química De São Carlos
Instituto De Física E Química De São Carlos,Instituto De Física E Química De São Carlos
Universidade Federal De Uberlândia,Universidade Federal De Santa Maria
Universidade Federal De Santa Maria,Universidade Federal Do Rio Grande Do Sul
Universidade Nacional Do Nordeste Resistência,Universidade Federal Do Rio Grande Do Sul
Universidade Federal Do Rio Grande Do Sul,Universidade Federal Do Rio Grande Do Sul
Universidade Federal De Santa Catarina,Universidade Federal Do Paraná
Universidade Federal Do Paraná,Universidade De São Paulo
Universidade Estadual Paulista Júlio De Mesquita Filho,Usp - Escola De Engenharia De São Carlos
Usp - Escola De Engenharia De São Carlos,Universidade De São Paulo
Universidade José Do Rosário Vellano,Universidade Federal De Itajubá
Universidade Federal De Itajubá,Universidade Estadual De Campinas
Centro Federal De Educação Tecnológica Celso Suckow Da Fonseca,Instituto Militar De Engenharia
Instituto Militar De Engenharia,Universidade Federal Do Rio De Janeiro
Universidade De São Paulo,Universidade De São Paulo
Universidade De São Paulo,Universidade De São Paulo
Universidade Federal De Pernambuco,Universidade Federal De Pernambuco
Universidade Federal De Pernambuco,University Of London
Universidade De São Paulo,Universidade De São Paulo
Universidade De São Paulo,Universidade De São Paulo
Universidade Federal Rural De Pernambuco,Universidade Federal De Viçosa
Universidade Federal De Viçosa,University Of Georgia
Universidade Federal Do Rio Grande Do Sul,Universidade Federal Do Rio Grande Do Sul
Universidade Federal Do Rio Grande Do Sul,Universidade Federal Do Rio Grande Do Sul
Universidade Federal Do Rio Grande Do Sul,Pontifícia Universidade Católica Do Rio Grande Do Sul
Pontifícia Universidade Católica Do Rio Grande Do Sul,Pontifícia Universidade Católica De São Paulo
Universidade Estadual De Londrina,Universidade Estadual De Londrina
Universidade Estadual De Londrina,Universidade Estadual De Londrina
Universidade De Brasília,Universidade De Brasília
Universidade De Brasília,Humboldt Universität Zu Berlim
Universidade Federal Da Bahia,Universidade De São Paulo
Universidade De São Paulo,Université De Strasbourg
Universidade De São Paulo,Université De Strasbourg
Universidade Federal Fluminense,Universidade Federal Fluminense
