CURSO-TECNICO-PROFISSIONALIZANTE,Início.1,Quantidade,GRADUACAO,Início.2,Quantidade,MESTRADO,Início.4,Quantidade,DOUTORADO,Início.5,Quantidade
Equipamentos Para A Área Da Sáude,2008.0,1,,,,,,,,,
Estradas,1989.0,1,,,,,,,,,
Estradas,1992.0,1,,,,,,,,,
Estradas,1993.0,1,,,,,,,,,
Estradas,2004.0,1,,,,,,,,,
 /profissionalizante Em Edificações,2003.0,1,,,,,,,,,
Estradas - Ênfase Em Transporte E Trânsito,1999.0,1,,,,,,,,,
Gestão Comercial,2007.0,1,,,,,,,,,
Gestão Em Serviços De Saúde,2007.0,1,,,,,,,,,
Informática,1998.0,1,,,,,,,,,
Informática,2007.0,1,,,,,,,,,
Informática,2008.0,1,,,,,,,,,
Informática,2010.0,1,,,,,,,,,
Informática - Sistemas De Análise Da Informação,1997.0,1,,,,,,,,,
Informática Industrial,1989.0,1,,,,,,,,,
Eletrônica,1982.0,1,,,,,,,,,
Eletrônica,1977.0,1,,,,,,,,,
Eletromecânica,2005.0,1,,,,,,,,,
Eletrônica,1976.0,1,,,,,,,,,
Eletromecânica,2007.0,1,,,,,,,,,
Eletromecânica Industrial,1996.0,1,,,,,,,,,
Eletromêcanica,2009.0,1,,,,,,,,,
Eletronica,1986.0,1,,,,,,,,,
Eletrotecnica,1984.0,1,,,,,,,,,
Eletrotecnica,2010.0,1,,,,,,,,,
Eletrotécnica,1974.0,1,,,,,,,,,
Eletrotécnica,1982.0,1,,,,,,,,,
Eletrotécnica,1983.0,1,,,,,,,,,
Eletrotécnica,1987.0,1,,,,,,,,,
Eletrotécnica,1990.0,1,,,,,,,,,
Eletrotécnica,1992.0,1,,,,,,,,,
Eletrotécnica,1993.0,1,,,,,,,,,
Eletrotécnica,1995.0,1,,,,,,,,,
Eletrotécnica,2006.0,1,,,,,,,,,
Eletrotécnica,2008.0,1,,,,,,,,,
Eletrotécnica - Automação Industrial,2007.0,1,,,,,,,,,
Eletrotécnica - Automação Industrial,2008.0,1,,,,,,,,,
Eletrotécnica - Ênfase Em Automação Industrial,2005.0,1,,,,,,,,,
Eletrotécnica E Automaçaõ Industrial,2003.0,1,,,,,,,,,
Eletrotécnica E Automação Industrial,2002.0,1,,,,,,,,,
Eletrotécnica E Automação Industrial,2005.0,1,,,,,,,,,
Eletrotécnica E Automação Industrial,2007.0,1,,,,,,,,,
Eletrotécnica E Automação Industrial,2010.0,1,,,,,,,,,
Eletrotécnica Industrial,1997.0,1,,,,,,,,,
Eletrotécnica/automação,2007.0,1,,,,,,,,,
Eletrotécnica/automação Industrial,2006.0,1,,,,,,,,,
Técni Co Em Química,2004.0,1,,,,,,,,,
