CURSO-TECNICO-PROFISSIONALIZANTE,Fim.1,Quantidade,GRADUACAO,Fim.2,Quantidade,MESTRADO,Fim.4,Quantidade,DOUTORADO,Fim.5,Quantidade
,,,Ciências-habilitação Em Física,1997.0,1.0,Ciências Biológicas (zoologia),1997.0,1.0,Ciência Política (ciência Política E Sociologia),2000.0,1
,,,Ciências-habilitação Em Química,2002.0,1.0,Ciências Biológicas (zoologia),1996.0,1.0,Ciência Política (ciência Política E Sociologia),1998.0,1
,,,Computação,1996.0,1.0,Ciências Biológicas (zoologia),1994.0,1.0,Ciência Política (ciência Política E Sociologia),1994.0,1
,,,Comunicação,1980.0,1.0,Ciências Biológicas (zoologia),1993.0,1.0,Ciência Política,2011.0,1
,,,Comunicação,1993.0,1.0,Ciências Biológicas (zoologia),1990.0,1.0,Ciência Política,2010.0,1
,,,Comunicação E Semiótica,1971.0,1.0,Ciências Biológicas (zoologia),1988.0,1.0,Ciência Política,2008.0,1
,,,Comunicação Social,1973.0,1.0,Ciências Biológicas (zoologia),1982.0,1.0,Ciências (microbiologia),1996.0,1
,,,Comunicação Social,1975.0,1.0,Ciências Biológicas (zoologia),1976.0,1.0,Ciências (microbiologia),1995.0,1
,,,Comunicação Social,1984.0,1.0,Ciências Biológicas (microbiologia),2000.0,1.0,Ciências (microbiologia),1990.0,1
,,,Comunicação Social,1988.0,1.0,Ciências Biológicas (microbiologia),1990.0,1.0,Ciências (microbiologia),1978.0,1
,,,Comunicação Social,1989.0,1.0,Ciências Biológicas (microbiologia Aplicada),1995.0,1.0,Ciências (físico Química),2006.0,1
,,,Comunicação Social,1990.0,1.0,Ciências Biológicas (genética),2008.0,1.0,Ciências (energia Nuclear Na Agricultura),2000.0,1
,,,Comunicação Social,1991.0,1.0,Ciências Biológicas (genética),2000.0,1.0,Ciências (economia Aplicada),2002.0,1
,,,Comunicação Social,1998.0,1.0,Ciências Biológicas (genética),1992.0,1.0,Ciências (bioquímica),2005.0,1
,,,Comunicação Social - Habilitação Em Jornalismo,1988.0,1.0,Ciências Biológicas (genética),1991.0,1.0,Ciências (bioquímica),2001.0,1
,,,Comunicação Social - Habilitação Relações Públicas,2002.0,1.0,Ciências (microbiologia),1991.0,1.0,Ciências (bioquímica),1998.0,1
,,,Comunicação Social Com Habilitação Em Jornalismo,1991.0,1.0,Ciências (microbiologia),1987.0,1.0,Ciências (bioquímica),1996.0,1
,,,Comunicação Social Hab Publicidade E Propaganda,1996.0,1.0,Ciências (microbiologia),1982.0,1.0,Ciências (bioquímica),1993.0,1
,,,Comunicação Social Habilitação Em Jornalismo,1996.0,1.0,Ciências (microbiologia),1981.0,1.0,Ciências (bioquímica),1990.0,1
,,,Comunicação Social Habilitação Jornalismo,1995.0,1.0,Ciências (microbiologia),1973.0,1.0,Ciências (biologia Da Relação Patógeno-hospedeiro),2001.0,1
,,,Cîências Econômicas,2001.0,1.0,Ciências (físico Química),2002.0,1.0,Ciências Biológicas,2001.0,1
,,,Desenho Industrial,1977.0,1.0,Ciências (fisiologia Geral),1992.0,1.0,Ciências Biológicas,1998.0,1
,,,Desenho Industrial,1996.0,1.0,Ciências (fisiologia Geral),1991.0,1.0,Ciências Biológicas,1993.0,1
,,,Diplom-studiengang Informatik,1991.0,1.0,Ciências (fisiologia Geral),1990.0,1.0,Ciências Ambientais,2007.0,1
,,,Direito,1959.0,1.0,Ciências (entomologia) - Ribeirão Preto,1991.0,1.0,Ciências Agrárias (fisiologia Vegetal),2009.0,1
,,,Direito,1971.0,1.0,Ciências (bioquímica),2001.0,1.0,Ciências Agrárias (fisiologia Vegetal),2007.0,1
,,,Direito,1979.0,1.0,Ciências (bioquímica),1986.0,1.0,Ciências Agrárias (fisiologia Vegetal),2003.0,1
,,,Direito,1981.0,1.0,Ciências (bioquímica),1980.0,1.0,Ciências Agrárias (fisiologia Vegetal),1998.0,1
,,,Direito,1990.0,1.0,Ciências,1991.0,1.0,Ciências Agrárias (fisiologia Vegetal),1995.0,1
,,,Direito,1993.0,1.0,Ciência Veterinária,2004.0,1.0,Ciências Agrárias (fisiologia Vegetal),1994.0,1
,,,Direito,1994.0,1.0,Ciência Social (antropologia Social),2000.0,1.0,Ciências (química),2004.0,1
,,,Direito,1998.0,1.0,Ciências Da Computação,2004.0,1.0,Ciências (química De Produtos Naturais),1996.0,1
,,,Direito,1999.0,1.0,Ciências Da Computação,2001.0,1.0,Ciências (microbiologia),2002.0,1
,,,Direito,2002.0,1.0,Ciências Da Computação,2000.0,1.0,Ciências (microbiologia),2000.0,1
,,,Direito,2003.0,1.0,Ciências Da Computação,1998.0,1.0,Ciências Biológicas (biofísica),2002.0,1
,,,Direito,2014.0,1.0,Ciências Da Computação,1997.0,1.0,Ciências Biológicas (biofísica),2001.0,1
,,,Direção Teatral E Crítica Teatral,1974.0,1.0,Ciências Da Computação,1991.0,1.0,Ciências Biológicas (biofísica),2000.0,1
,,,Disegno Industriale,2004.0,1.0,Ciências Da Computação,1990.0,1.0,Ciências Biológicas (biofísica),1999.0,1
,,,Ecologia,1980.0,1.0,Ciências Da Computação,1988.0,1.0,Ciências Biológicas (biofísica),1993.0,1
,,,Ecologia,1983.0,1.0,Ciências Da Computação,1984.0,1.0,Ciências Biológicas (biofísica),1990.0,1
,,,Ecologia,1990.0,1.0,Ciências Da Computação,1981.0,1.0,Ciências Biológicas (biofísica),1989.0,1
,,,Ecologia,1991.0,1.0,Ciências Da Computação,1980.0,1.0,Ciências Biológicas (biofísica),1983.0,1
,,,Ecologia E Ciências,1977.0,1.0,Ciências Criminais,2003.0,1.0,Ciências Biológicas (biofísica),1982.0,1
,,,Ecomomia,2001.0,1.0,Ciências Cartográficas,2011.0,1.0,Ciências Biológicas (biofísica),1978.0,1
,,,Economia,1972.0,1.0,Ciências Biológicas Zoologia,1993.0,1.0,Ciências Biológicas,2016.0,1
,,,Economia,1973.0,1.0,Ciências Biológicas Ecologia,1999.0,1.0,Ciências Biológicas,2014.0,1
,,,Economia,1974.0,1.0,Ciências Biológicas (zoologia),2007.0,1.0,Ciências Biológicas,2002.0,1
,,,Economia,1981.0,1.0,Ciências De Florestas Tropicais,2009.0,1.0,Ciências Biológicas (bioquímica Toxicológica),2009.0,1
,,,Economia,1982.0,1.0,Ciências De Florestas Tropicais,2002.0,1.0,Ciências Biológicas (bioquímica Toxicológica),2007.0,1
,,,Economia,1984.0,1.0,Ciências De Engenharia,1997.0,1.0,Ciências Biológicas (biologia Vegetal),1997.0,1
,,,Economia,1988.0,1.0,Ciências De Alimentos,2000.0,1.0,Ciências Biológicas (biologia Molecular),2006.0,1
,,,Economia,1989.0,1.0,Ciências Da Saúde,2003.0,1.0,Ciências Biológicas (biologia Molecular),2002.0,1
,,,Economia,1992.0,1.0,Ciências Da Reabilitação,2004.0,1.0,Ciências Biológicas (biologia Molecular),2001.0,1
,,,Economia,1996.0,1.0,Ciências Da Informação,2011.0,1.0,Ciências Biológicas (biologia Molecular),2000.0,1
,,,Economia,1997.0,1.0,Ciências Da Comunicação,2001.0,1.0,Ciências Biológicas (biologia Molecular),1998.0,1
,,,Economia,1998.0,1.0,Ciências Da Comunicação,1992.0,1.0,Ciências Biológicas (biologia Molecular),1997.0,1
,,,Economia,1999.0,1.0,Ciências Da Computação E Matemática Computacional,2008.0,1.0,Ciências Biológicas (biologia Molecular),1996.0,1
,,,Economia,2001.0,1.0,Ciências Da Computação E Matemática Computacional,1995.0,1.0,Ciências Biológicas (biologia Genética),1997.0,1
,,,Economia,2003.0,1.0,Ciências Da Computação E Matemática Computacional,1991.0,1.0,Ciências Biológicas (biologia Genética),1996.0,1
,,,Economia,2004.0,1.0,Ciências Da Computação,2013.0,1.0,Ciências Biológicas (biologia Celular),2012.0,1
,,,Economia,2006.0,1.0,Ciências Da Computação,2011.0,1.0,Ciências Biológicas (biologia Celular),2001.0,1
,,,Economia,2013.0,1.0,Ciências Da Computação,2010.0,1.0,Ciências Biológicas (biofísica),2007.0,1
,,,Economia Doméstica,1994.0,1.0,Ciências Da Computação,2007.0,1.0,Antropologia Social,1991.0,1
,,,Educação Artística Música,1981.0,1.0,Ciências Farmacêuticas,1993.0,1.0,Antropologia Social,1989.0,1
,,,Educação Física,1984.0,1.0,Ciências Farmacêuticas,1992.0,1.0,Antropologia Social,1988.0,1
,,,Educação Física,1994.0,1.0,Ciências Farmacêuticas,1986.0,1.0,Antropologia Social,1986.0,1
,,,Educação Física,1995.0,1.0,Ciências Espaciais,1969.0,1.0,Antropologia,2012.0,1
,,,Educação Física,1997.0,1.0,Ciências Dos Materiais,2002.0,1.0,Antropologia,2010.0,1
,,,Educação Física,2001.0,1.0,Ciências Dos Materiais,1986.0,1.0,Antropologia,2006.0,1
,,,Educação Física,2002.0,1.0,Ciências Dos Materiais,1980.0,1.0,Antropologia,2005.0,1
,,,Educação Física,2007.0,1.0,Ciências Dos Alimentos,2004.0,1.0,Antropologia,2002.0,1
,,,Electronique De Systemes Embarques,2005.0,1.0,Ciências Dos Alimentos,2003.0,1.0,Antropologia,1998.0,1
,,,Eletrônica,1978.0,1.0,Ciências Dos Alimentos,1999.0,1.0,Ciências Biológicas (bioquímica),2002.0,1
,,,Energia Elétrica,2004.0,1.0,Ciências Dos Alimentos,1995.0,1.0,Ciências Biológicas (bioquímica),1996.0,1
,,,Enfemagem,1987.0,1.0,Ciências Dos Alimentos,1987.0,1.0,Ciências Biológicas (bioquímica),1993.0,1
,,,Enfermagem,1971.0,1.0,Ciências Do Solo,1983.0,1.0,Ciências Biológicas (bioquímica),1989.0,1
,,,Enfermagem,1993.0,1.0,Ciências Do Movimento,2004.0,1.0,Ciências Biológicas (bioquímica Toxicológica),2012.0,1
,,,Enfermagem,2006.0,1.0,Ciências Do Movimento,1998.0,1.0,Ciências Biológicas (botânica),1993.0,1
,,,Enfermagem,2008.0,1.0,Ciências Do Esporte,2010.0,1.0,Ciências Biológicas (botânica),1992.0,1
,,,Enfermagem,2010.0,1.0,Ciências Morfológicas,1982.0,1.0,Ciências Biológicas (botânica),1990.0,1
,,,Enfermagem E Obsterícia,1984.0,1.0,Ciências Mecânicas,2009.0,1.0,Ciências Biológicas (botânica),1981.0,1
,,,Enfermagem E Obstetrícia,1979.0,1.0,Ciências Jurídicas,1999.0,1.0,Ciências Biológicas (bioquímica),2009.0,1
,,,Eng Civil,2006.0,1.0,Ciências Geodésicas,2001.0,1.0,Ciências Biológicas (bioquímica),2007.0,1
,,,Eng De Aeronáutica,1985.0,1.0,Ciências Geodésicas,1994.0,1.0,Ciências Biológicas (bioquímica),2004.0,1
,,,Eng. Controle E Automação,2011.0,1.0,Ciências Geodésicas,1993.0,1.0,Antropologia Social,2003.0,1
,,,Engeharia Eletrica,2003.0,1.0,Ciências Físicas Aplicadas,2009.0,1.0,Antropologia Social,2002.0,1
,,,Engenhaira Civil,1995.0,1.0,Ciências Florestais,1992.0,1.0,Antropologia Social,1999.0,1
,,,Engenhaira Mecânica,1998.0,1.0,Ciências Florestais,1991.0,1.0,Antropologia Social,1995.0,1
,,,Engenhari Civil,2002.0,1.0,Ciências Florestais,1988.0,1.0,Antropologia Social,1993.0,1
,,,Engenharia,1982.0,1.0,Ciências Fisiológicas,2008.0,1.0,Antropologia Social,1992.0,1
,,,Engenharia Aeronáutica,1976.0,1.0,Ciências Fisiológicas,2003.0,1.0,Ciências Biológicas (fisiologia),2002.0,1
,,,Engenharia Aeronáutica,1981.0,1.0,Ciências Farmacêuticas,2007.0,1.0,Ciências Biológicas (fisiologia),1997.0,1
,,,Engenharia Aeronáutica,1983.0,1.0,Ciências Farmacêuticas,2003.0,1.0,Ciências Biológicas (fisiologia E Farmacologia),2002.0,1
,,,Engenharia Agricola,1992.0,1.0,Ciências Farmacêuticas,1998.0,1.0,Ciências Biológicas (fisiologia E Farmacologia),2000.0,1
,,,Engenharia Agricola,2007.0,1.0,Ciências Farmacêuticas,1994.0,1.0,Ciências Biológicas (farmacologia),1996.0,1
,,,Engenharia Agronomica,1973.0,1.0,Ciência Política (ciência Política E Sociologia),1991.0,1.0,Ciências Biológicas (entomologia),2014.0,1
,,,Engenharia Agronomica,1986.0,1.0,Ciência Política (ciência Política E Sociologia),1990.0,1.0,Ciências Biológicas (entomologia),2002.0,1
,,,Engenharia Agronomica,1988.0,1.0,Ciência Política (ciência Política E Sociologia),1989.0,1.0,Ciências Biológicas (entomologia),1996.0,1
,,,Engenharia Agronomica,2005.0,1.0,Ciência Política,2001.0,1.0,Ciências Biológicas (entomologia),1990.0,1
,,,Engenharia Agronomica,2011.0,1.0,Ciência Política,1998.0,1.0,Ciências Biológicas (botânica),2001.0,1
,,,Engenharia Agronômica,1966.0,1.0,Ciência Política,1992.0,1.0,Ciências Biológicas (zoologia),1994.0,1
,,,Engenharia Agronômica,1972.0,1.0,Ciência Política,1983.0,1.0,Ciências Biológicas (zoologia),1981.0,1
,,,Engenharia Agronômica,1976.0,1.0,Ciência Política,1964.0,1.0,Ciências Biológicas (zoologia),1973.0,1
,,,Engenharia Agronômica,1979.0,1.0,Ciência Politica,1976.0,1.0,Ciências Biológicas (microbiologia),2004.0,1
,,,Engenharia Agronômica,1982.0,1.0,Ciência Florestal,2006.0,1.0,Ciências Biológicas (microbiologia),2001.0,1
,,,Engenharia Agronômica,1984.0,1.0,Ciência Florestal,2005.0,1.0,Ciências Biológicas (microbiologia),2000.0,1
,,,Engenharia Agronômica,1994.0,1.0,Ciência Florestal,2003.0,1.0,Ciências Biológicas (genética),2004.0,1
,,,Engenharia Agronômica,1998.0,1.0,Ciência Florestal,2002.0,1.0,Ciências Biológicas (genética),2001.0,1
,,,Engenharia Agronômica,2000.0,1.0,Ciências Sociais,1975.0,1.0,Ciências Biológicas (genética),1998.0,1
,,,Engenharia Agronômica,2003.0,1.0,Ciências Sociais,1971.0,1.0,Ciências Biológicas (genética),1997.0,1
,,,Engenharia Agronômica,2011.0,1.0,Ciências Odontológicas,1982.0,1.0,Ciências Biológicas (genética),1996.0,1
,,,Engenharia Agronômica - Esalq/usp,1997.0,1.0,Computação,1976.0,1.0,Ciências Biológicas (genética),1994.0,1
,,,Engenharia Agrícola,1980.0,1.0,Comparative Literature,1973.0,1.0,Ciências Biológicas (genética),1992.0,1
,,,Engenharia Agrícola,1982.0,1.0,Clínica Médica,1995.0,1.0,Ciências Da Computação,2001.0,1
,,,Engenharia Agrícola,1985.0,1.0,Ciências Veterinárias,2012.0,1.0,Ciências Com Especialidade Em Física,2018.0,1
,,,Engenharia Agrícola,1987.0,1.0,Ciências Veterinárias,2009.0,1.0,Ciências Cartográficas,2014.0,1
,,,Engenharia Agrícola,1990.0,1.0,Ciências Veterinárias,2003.0,1.0,Ciências Bioquímica,1987.0,1
,,,Engenharia Agrícola,1992.0,1.0,Ciências Veterinárias,1996.0,1.0,Ciências Biológicas Zoologia,1999.0,1
,,,Engenharia Agrícola,1998.0,1.0,Ciências Técnicas Nucleares,1973.0,1.0,Ciências Biológicas Concentração Zoologia,1992.0,1
,,,Engenharia Agrícola,1999.0,1.0,"Ciências Sociais Em Desenvolvimento, Agricultura E Sociedade",2002.0,1.0,Ciências Biológicas Aplicada - Aqüicultura,2000.0,1
,,,Engenharia Agrícola,2000.0,1.0,Ciências Sociais Com Menção Em Educação,1994.0,1.0,Ciências Biológicas (zoologia),2008.0,1
,,,Engenharia Agrícola,2001.0,1.0,Ciências Sociais - Sociologia,1970.0,1.0,Ciências Biológicas (zoologia),2001.0,1
,,,Engenharia Agrícola,2002.0,1.0,Ciências Sociais,2007.0,1.0,Ciências Biológicas (zoologia),1999.0,1
,,,Engenharia Agrícola,2006.0,1.0,Ciências Sociais,2004.0,1.0,Ciências Biológicas (zoologia),1998.0,1
,,,Engenharia Agrícola,2009.0,1.0,Ciências Sociais,2002.0,1.0,Ciências Da Saúde,2008.0,1
,,,Engenharia Agrícola E Ambiental,2004.0,1.0,Ciências Sociais,1981.0,1.0,Ciências Da Reabilitação,2009.0,1
,,,Engenharia Agrônomica,1988.0,1.0,Ciência Social (antropologia Social),1992.0,1.0,Ciências Da Informação,2015.0,1
,,,Engenharia Agrônomica,2002.0,1.0,Desenvolvimento Econômico,1998.0,1.0,Ciências Da Informação,2011.0,1
,,,Engenharia Ambiental,2009.0,1.0,Desenvolvimento Econômico,1997.0,1.0,Ciências Da Engenharia Ambiental,2005.0,1
,,,Engenharia Ambiental,2011.0,1.0,Dept. Geological Sciences,1979.0,1.0,Ciências Da Comunicação,2009.0,1
,,,Engenharia Cartográfica,1986.0,1.0,Demografia,2009.0,1.0,Ciências Da Comunicação,2005.0,1
,,,Engenharia Cartográfica,1997.0,1.0,Demografia,1997.0,1.0,Ciências Da Comunicação,1999.0,1
,,,Engenharia Cartográfica,2008.0,1.0,Criptogamos,1994.0,1.0,Ciências Da Computação E Matemática Computacional,2013.0,1
,,,Engenharia Civil,1960.0,1.0,Comunicação Social,2001.0,1.0,Ciências Da Computação,2016.0,1
,,,Engenharia Civil,1969.0,1.0,Comunicação E Semiótica,1982.0,1.0,Ciências Da Computação,2007.0,1
,,,Engenharia Civil,1970.0,1.0,Comunicação,1998.0,1.0,Ciências Da Computação,2004.0,1
,,,Engenharia Civil,1972.0,1.0,Comunicação,1991.0,1.0,Ciências Da Computação,2003.0,1
,,,Engenharia Civil,1977.0,1.0,Computação Aplicada E Automação,1999.0,1.0,Ciências Dos Alimentos,2002.0,1
,,,Engenharia Civil,1982.0,1.0,Computação Aplicada,2005.0,1.0,Ciências Dos Alimentos,2001.0,1
,,,Engenharia Civil,1989.0,1.0,Computação,2006.0,1.0,Ciências Dos Alimentos,2000.0,1
,,,Engenharia Civil,1993.0,1.0,Computação,1993.0,1.0,Ciências Dos Alimentos,1998.0,1
,,,Engenharia Civil,1996.0,1.0,Computação,1991.0,1.0,Ciências Dos Alimentos,1990.0,1
,,,Engenharia Civil,2002.0,1.0,Computação,1988.0,1.0,Ciências Dos Alimentos,1988.0,1
,,,Engenharia Civil,2008.0,1.0,Direito,2000.0,1.0,Ciências Do Movimento,2007.0,1
,,,Engenharia Civil,2009.0,1.0,Direito,1999.0,1.0,Ciências Do Movimento,2005.0,1
,,,Engenharia Civil,2014.0,1.0,Direito,1996.0,1.0,Ciências De Florestas Tropicais,2013.0,1
,,,Engenharia Civil - Estruturas,1983.0,1.0,Direito,1995.0,1.0,Ciências De Florestas Tropicais,2010.0,1
,,,Engenharia Civil Escola De Engenharia De São Carlo,1977.0,1.0,Direito,1992.0,1.0,Ciências De Engenharia,2000.0,1
,,,Engenharia Civil São Carlos Sp,1982.0,1.0,Direito,1987.0,1.0,Ciências De Alimentos,2009.0,1
,,,Engenharia Da Computação,2010.0,1.0,Diplom-studiengang Informatik,1995.0,1.0,Ciências De Alimento,1980.0,1
,,,Engenharia De Alimentos,1977.0,1.0,Diplom Physiker,2000.0,1.0,Ciências Da Saúde,2014.0,1
,,,Engenharia De Alimentos,1981.0,1.0,Design,1998.0,1.0,Ciências Da Saúde,2012.0,1
,,,Engenharia De Alimentos,1984.0,1.0,Desenvolvimento Urbano,1994.0,1.0,Ciências Da Saúde,2009.0,1
,,,Engenharia De Alimentos,1985.0,1.0,Desenvolvimento Urbano,1989.0,1.0,Ciências Farmacêuticas,2005.0,1
,,,Engenharia De Alimentos,1987.0,1.0,Desenvolvimento Urbano,1985.0,1.0,Ciências Farmacêuticas,2003.0,1
,,,Engenharia De Alimentos,1989.0,1.0,Desenvolvimento Rural,2006.0,1.0,Ciências Farmacêuticas,1997.0,1
,,,Engenharia De Alimentos,1993.0,1.0,Desenvolvimento Rural,2004.0,1.0,Ciências Em Economia,1999.0,1
,,,Engenharia De Alimentos,1994.0,1.0,Desenvolvimento Regional E Agronegócio,2007.0,1.0,Ciências E Engenharia De Materiais,2011.0,1
,,,Engenharia De Alimentos,1997.0,1.0,Desenvolvimento Econômico,2006.0,1.0,Ciências Dos Materiais,2012.0,1
,,,Engenharia De Alimentos,1998.0,1.0,Ciência Florestal,1996.0,1.0,Ciências Dos Materiais,2006.0,1
,,,Engenharia De Alimentos,1999.0,1.0,Ciência Florestal,1993.0,1.0,Ciências Dos Materiais,2005.0,1
,,,Engenharia De Alimentos,2000.0,1.0,Ciência Florestal,1992.0,1.0,Ciências Dos Materiais,2003.0,1
,,,Engenharia De Alimentos,2005.0,1.0,Ciência Florestal,1989.0,1.0,Ciências Dos Materiais,1997.0,1
,,,Engenharia De Alimentos,2010.0,1.0,Ciência Econômica,2001.0,1.0,Ciências Dos Materiais,1989.0,1
,,,Engenharia De Bioprocessos E Biotecnologia,2005.0,1.0,Ciência Econômica,1998.0,1.0,Ciências Dos Alimentos,2007.0,1
,,,Engenharia De Bioprocessos E Biotecnologia,2007.0,1.0,Ciência Econômica,1990.0,1.0,Ciências Dos Alimentos,2006.0,1
,,,Engenharia De Ciência Dos Materiais E Metalurgia,1990.0,1.0,Ciência E Tecnologia Dos Alimentos,2007.0,1.0,Ciências Médicas,2006.0,1
,,,Engenharia De Computaçâo,1993.0,1.0,Ciência E Tecnologia De Sementes,2006.0,1.0,Ciências Mecânicas,2013.0,1
,,,Engenharia De Computação,1990.0,1.0,Ciência E Tecnologia De Polímeros,2001.0,1.0,Ciências Humanas Sociologia E Política,2003.0,1
,,,Engenharia De Computação,1995.0,1.0,Ciência E Tecnologia De Polímeros,1985.0,1.0,Ciências Humanas Educação,1989.0,1
,,,Engenharia De Computação,1996.0,1.0,Ciência E Tecnologia De Polímeros,1984.0,1.0,Ciências Humanas (sociologia),2010.0,1
,,,Engenharia De Computação,1998.0,1.0,Ecologia,1986.0,1.0,Ciências Geodésicas,2009.0,1
,,,Engenharia De Computação,1999.0,1.0,Développement Economique Et Social,1976.0,1.0,Ciências Geodésicas,1996.0,1
,,,Engenharia De Computação,2003.0,1.0,Divulgação Científica E Cultural,2013.0,1.0,Ciências Florestais,2014.0,1
,,,Engenharia De Computação,2005.0,1.0,Direito,2007.0,1.0,Ciências Florestais,2012.0,1
,,,Engenharia De Comunicações,1995.0,1.0,Ecologia E Evolução Da Biodiversidade,1983.0,1.0,Ciências Florestais,1999.0,1
,,,Engenharia De Controle E Automação,2001.0,1.0,Ecologia E Evolução,2006.0,1.0,Ciências Fisiológicas,2012.0,1
,,,Engenharia De Controle E Automação,2007.0,1.0,Ecologia De Ambientes Aquáticos Continentais,2007.0,1.0,Ciências Fisiológicas,2007.0,1
,,,Engenharia De Energia E Automação Elétricas,1997.0,1.0,Ecologia De Ambientes Aquáticos Continentais,2004.0,1.0,Ciências Fisiológicas,1996.0,1
,,,Engenharia De Geodésia E Topografia,1977.0,1.0,Ecologia De Ambientes Aquáticos Continentais,2003.0,1.0,Ciências Farmacêuticas,2012.0,1
,,,"Engenharia De Geologia, Mineralogia E Cristalografia",1995.0,1.0,Ecologia De Ambientes Aquáticos Continentais,1996.0,1.0,Ciências Sociais,2014.0,1
,,,Engenharia De Materiais,1976.0,1.0,Ecologia (conservação E Manejo Da Vida Silvestre),2000.0,1.0,Ciências Sociais,2012.0,1
,,,Engenharia De Materiais,1978.0,1.0,Ecologia (conservação E Manejo Da Vida Silvestre),1999.0,1.0,Ciências Sociais,2010.0,1
,,,Engenharia De Materiais,1981.0,1.0,Ecologia (conservação E Manejo Da Vida Silvestre),1998.0,1.0,Ciências Sociais,2001.0,1
,,,Engenharia De Materiais,1986.0,1.0,Ecologia (conservação E Manejo Da Vida Silvestre),1997.0,1.0,Ciências Sociais,2000.0,1
,,,Engenharia De Materiais,1989.0,1.0,Ecologia (conservação E Manejo Da Vida Silvestre),1993.0,1.0,Ciências Sociais,1999.0,1
,,,Engenharia De Materiais,1995.0,1.0,Ecologia,2010.0,1.0,Ciências Sociais,1997.0,1
,,,Engenharia De Materiais,1998.0,1.0,Ecologia,2002.0,1.0,Ciências Sociais,1996.0,1
,,,Engenharia De Materiais,1999.0,1.0,Ecologia,1998.0,1.0,Ciências Sociais,1995.0,1
,,,Engenharia De Materiais,2006.0,1.0,Ecologia,1997.0,1.0,Ciências Sociais,1994.0,1
,,,Engenharia De Materiais,2007.0,1.0,Ciência Florestal,1997.0,1.0,Ciências Pneumológicas,2009.0,1
,,,Engenharia De Materiais,2012.0,1.0,Ciência E Tecnologia De Alimentos,1988.0,1.0,Ciências Pneumológicas,1992.0,1
,,,Engenharia De Minas,1981.0,1.0,Ciência E Tecnologia De Alimentos,1987.0,1.0,Ciências Pedagógicas,1992.0,1
,,,Engenharia De Minas,1984.0,1.0,Ciência E Tecnologia De Alimentos,1980.0,1.0,Ciências Odontológicas,1993.0,1
,,,Engenharia De Minas,1986.0,1.0,Ciência E Tecnologia De Alimentos,1978.0,1.0,Ciências Naturais (dr. Rer Nat.),2005.0,1
,,,Engenharia De Minas,1987.0,1.0,Ciência E Tecnologia De Alimentos,1969.0,1.0,Ciências Naturais,2001.0,1
,,,Engenharia De Minas,1988.0,1.0,Economia,1980.0,1.0,Computação,1997.0,1
,,,Engenharia De Pesca,1993.0,1.0,"Ecologia, Conservação E Manejo Da Vida Silvestre",2005.0,1.0,Comparative Literature,1983.0,1
,,,Engenharia De Pesca,1998.0,1.0,Ecologia Humana,1986.0,1.0,Clínica Médica,2006.0,1
,,,Engenharia De Produção,1987.0,1.0,Ecologia E Recursos Naturais,2001.0,1.0,Clínica Médica,2001.0,1
,,,Engenharia De Produção,1994.0,1.0,Ecologia E Recursos Naturais,1993.0,1.0,Ciências Área Genética,1988.0,1
,,,Engenharia De Produção,2002.0,1.0,Ecologia E Recursos Naturais,1992.0,1.0,Ciências Veterinárias,2015.0,1
,,,Engenharia De Produção,2003.0,1.0,Ecologia E Recursos Naturais,1990.0,1.0,Ciências Veterinárias,2012.0,1
,,,Engenharia De Produção,2011.0,1.0,Ecologia E Evolução Da Biodiversidade,2002.0,1.0,Ciências Veterinárias,2010.0,1
,,,Engenharia De Produção Agroindustrial,2009.0,1.0,Ecologia E Evolução Da Biodiversidade,2001.0,1.0,Ciências Veterinárias,2009.0,1
,,,Engenharia De Produção Civil,2006.0,1.0,Ecologia E Evolução Da Biodiversidade,1996.0,1.0,Ciências Veterinárias,2007.0,1
,,,Engenharia De Produção Civil,2007.0,1.0,Ecologia E Evolução Da Biodiversidade,1989.0,1.0,Ciências Veterinárias,2000.0,1
,,,Engenharia De Produção Em Controle E Automação,2011.0,1.0,Economia Aplicada,1992.0,1.0,Ciências Veterinárias,1995.0,1
,,,Engenharia De Produção Mecânica,1996.0,1.0,Economia Agrícola,1970.0,1.0,"Ciências Sociais Em Desenvolvimento, Agricultura E Sociedade",2011.0,1
,,,Engenharia De Produção Mecânica,2006.0,1.0,Economia,2014.0,1.0,"Ciências Sociais Em Desenvolvimento, Agricultura E Sociedade",2007.0,1
,,,Engenharia De Produção Mecânica,2008.0,1.0,Economia,2011.0,1.0,Comunicação,1999.0,1
,,,Engenharia De Telecomunicações,1972.0,1.0,Economia,1999.0,1.0,Comunicação,1997.0,1
,,,Engenharia De Telecomunicações,2003.0,1.0,Economia,1987.0,1.0,Comunicação,1987.0,1
,,,Engenharia De Teleinformática,1995.0,1.0,Ciência E Tecnologia De Madeiras [esalq],1999.0,1.0,Computing,1995.0,1
,,,Engenharia E Tecnologia De Alimentos,1978.0,1.0,Ciência E Tecnologia De Alimentos,2009.0,1.0,Computer Science,2012.0,1
,,,Engenharia Eletrica,1973.0,1.0,Ciência E Tecnologia De Alimentos,2006.0,1.0,Computer Science,2008.0,1
,,,Engenharia Eletrica,1975.0,1.0,Ciência E Tecnologia De Alimentos,2005.0,1.0,Computer Science,1993.0,1
,,,Engenharia Eletrica,1980.0,1.0,Ciência E Tecnologia De Alimentos,2003.0,1.0,Computer And Information Sciences,1992.0,1
