ENSINO-MEDIO-SEGUNDO-GRAU,CURSO-TECNICO-PROFISSIONALIZANTE,GRADUACAO,ESPECIALIZACAO,MESTRADO,DOUTORADO
881.0,872.0,17265.0,5070.0,14294.0,15949.0
