CURSO-TECNICO-PROFISSIONALIZANTE,Início.1,Quantidade,GRADUACAO,Início.2,Quantidade,MESTRADO,Início.4,Quantidade,DOUTORADO,Início.5,Quantidade
,,,Engenharia Florestal,1986.0,3.0,Fitotecnia,1970.0,2.0,Matemática,1989.0,3
,,,Engenharia Industrial Mecânica,1994.0,3.0,Fitotecnia,1979.0,2.0,Matemática,1984.0,3
,,,Engenharia De Computação,1994.0,3.0,Fitotecnia,1983.0,2.0,Matemática,1983.0,3
,,,Biologia,1974.0,3.0,Fitopatologia,1982.0,2.0,Materiais Dentários,1999.0,3
,,,Farmácia E Bioquímica,1977.0,3.0,Fitopatologia,1987.0,2.0,Ciência Animal E Pastagens,1998.0,3
,,,Fonoaudiologia,1986.0,3.0,Fitopatologia,1993.0,2.0,Ciências Naturais,1991.0,3
,,,Administração,1983.0,3.0,Fitopatologia,1995.0,2.0,Astronomia,1996.0,3
,,,Fonoaudiologia,1994.0,3.0,Ciência Do Solo,1984.0,2.0,Astronomia,1990.0,3
,,,Fonoaudiologia,1998.0,3.0,Ciência Do Solo,1990.0,2.0,Ciências Sociais,1991.0,3
,,,Física,1963.0,3.0,Ciência Do Solo,1992.0,2.0,Ciências Sociais,1987.0,3
,,,Ciencias Biológicas,1974.0,3.0,Ciência Do Solo,1995.0,2.0,Ciências Sociais,1986.0,3
,,,Direito,1999.0,3.0,Ciência De Alimentos,1995.0,2.0,Administração,1999.0,3
,,,Farmácia E Bioquímica,1985.0,3.0,Fármacos E Medicamentos,1993.0,2.0,Administração,2004.0,3
,,,Farmácia Bioquímica,1979.0,3.0,Fármacos E Medicamentos,1999.0,2.0,Zootecnia,1987.0,3
,,,Ciencias Biologicas,1993.0,3.0,Fitotecnia (produção Vegetal),1995.0,2.0,Zootecnia,1989.0,3
,,,Química,2006.0,3.0,Fitotecnia (produção Vegetal),1999.0,2.0,Zoologia,2002.0,2
,,,Biologia,1981.0,3.0,Arquitetura E Urbanismo,1994.0,2.0,Zootecnia,1986.0,2
,,,Química Industrial,1979.0,3.0,Arquitetura E Urbanismo,1996.0,2.0,Clínica Médica,1993.0,2
,,,Ciências Agrícolas,1995.0,3.0,Fisioterapia,1998.0,2.0,Clínica Médica,1985.0,2
,,,Química Industrial,1982.0,3.0,Fisioterapia,2005.0,2.0,Ciências Veterinárias,2006.0,2
,,,Ciencias Biológicas,1978.0,3.0,Fisiologia Vegetal,2002.0,2.0,Tecnologia De Alimentos,2005.0,2
,,,Medicina Veterinária,2003.0,3.0,Fisiologia,1994.0,2.0,Biologia De Água Doce E Pesca Interior,1984.0,2
,,,Química Industrial,1985.0,3.0,Fisiologia,1995.0,2.0,Biologia De Sistemas,2002.0,2
,,,Química Industrial,1986.0,3.0,Ciência E Tecnologia De Alimentos,1991.0,2.0,Biologia De Sistemas,1995.0,2
,,,Ciências Econômicas,2005.0,3.0,Neurociências E Comportamento,1998.0,2.0,Biologia De Sistemas,1991.0,2
,,,Ciencias Biologicas,1991.0,3.0,Música,1998.0,2.0,Tecnologia De Alimentos,1994.0,2
,,,Química Industrial,1989.0,3.0,Morfologia,1993.0,2.0,Ciências Sociais,2008.0,2
,,,Química Industrial,1994.0,3.0,Modelagem Computacional,2006.0,2.0,Ciências Sociais,2000.0,2
,,,Direito,1989.0,3.0,Microbiologia E Imunologia,1990.0,2.0,Astronomia,2004.0,2
,,,Direito,1988.0,3.0,Microbiologia E Imunologia,1975.0,2.0,Astronomia,1997.0,2
,,,Ciências Econômicas,1995.0,3.0,Microbiologia E Imunologia,1979.0,2.0,Ciências Veterinárias,1998.0,2
,,,Química Industrial,2001.0,3.0,Microbiologia E Imunologia,1981.0,2.0,Ciências Veterinárias,1997.0,2
,,,Química Licenciatura,2001.0,3.0,Microbiologia E Imunologia,1986.0,2.0,Ciências Veterinárias,1994.0,2
,,,Direito,1986.0,3.0,Microbiologia Agrícola,2000.0,2.0,Ciência Animal,1998.0,2
,,,Serviço Social,1968.0,3.0,Microbiologia Agrícola,2002.0,2.0,Ciência Animal,1997.0,2
,,,Serviço Social,1973.0,3.0,Microbiologia Agrícola,2003.0,2.0,Matemática,1988.0,2
,,,Comunicação Social,1995.0,3.0,Ciência E Engenharia Dos Materiais,1990.0,2.0,Matemática,1987.0,2
,,,Direito,1982.0,3.0,Ciência E Engenharia Dos Materiais,1992.0,2.0,Mathematics,2000.0,2
,,,Ciências Econômicas,1984.0,3.0,Física,1970.0,2.0,Mathematics,1986.0,2
,,,Serviço Social,1982.0,3.0,Nutrição,1997.0,2.0,Matemática Pura,2004.0,2
,,,Engenharia Florestal,1973.0,3.0,Nutrição,1998.0,2.0,Matemática Aplicada,2009.0,2
,,,Serviço Social,1985.0,3.0,Nutrição,2005.0,2.0,Ciência Animal E Pastagens,2000.0,2
,,,Serviço Social,1986.0,3.0,Arquitetura,1995.0,2.0,Ciência Animal E Pastagens,1999.0,2
,,,Engenharia De Alimentos,2000.0,3.0,Arquitetura,1997.0,2.0,Ciência Animal,2011.0,2
,,,Serviço Social,1989.0,3.0,Nutrição,1991.0,2.0,Ciência Animal,2006.0,2
,,,Serviço Social,1995.0,3.0,Neurociências,2001.0,2.0,Tocoginecologia,1997.0,2
,,,Teologia,1981.0,3.0,Neurociências E Biologia Celular,2004.0,2.0,Teoria Psicanalítica,1998.0,2
,,,Zootecnia,1977.0,3.0,Neurociências E Comportamento,1992.0,2.0,Teoria E História Literária,2004.0,2
,,,Zootecnia,1979.0,3.0,Arquitetura E Urbanismo,1982.0,2.0,Teoria E História Literária,2000.0,2
,,,Matemática,1969.0,3.0,Fisiologia,1975.0,2.0,Agronomia (energia Na Agricultura),1994.0,2
,,,Pedagogia,1967.0,3.0,Fisica,1985.0,2.0,Agronomia (energia Na Agricultura),1990.0,2
,,,Ciencias Biológicas,1990.0,3.0,Fisica,1986.0,2.0,Agronomia (ciências Do Solo),2006.0,2
,,,Ciencias Biologicas,1988.0,3.0,Fisica,1987.0,2.0,Agronomia (estatística E Experimentação Agronômica),1991.0,2
,,,Zootecnia,1984.0,3.0,Ciência E Tecnologia De Materiais,2007.0,2.0,Ciência Da Computação,1999.0,2
,,,Pedagogia,1971.0,3.0,Ciência E Tecnologia De Polímeros,1987.0,2.0,Ciência Da Computação,1994.0,2
,,,Ciências Econômicas,1982.0,3.0,Ciência Florestal,2009.0,2.0,Ciência Da Computação,1993.0,2
,,,Pedagogia,1973.0,3.0,Ciência E Tecnologia De Alimentos,2013.0,2.0,Matemática Aplicada,2001.0,2
,,,Biologia,1992.0,3.0,Arquitetura E Urbanismo,2003.0,2.0,Matemática Aplicada,1994.0,2
,,,Comunicação Social,1971.0,3.0,Arquitetura E Urbanismo,1979.0,2.0,Matemática Aplicada,1991.0,2
,,,Meteorologia,1984.0,3.0,Arquitetura E Urbanismo,1980.0,2.0,Matemática - Ufpa - Ufam,2013.0,2
,,,Zootecnia,1995.0,3.0,Microbiologia Agrícola,1982.0,2.0,Agronomia (energia Na Agricultura),2002.0,2
,,,Meteorologia,1985.0,3.0,Microbiologia Agrícola,1990.0,2.0,Medicina,1993.0,2
,,,Comunicação Social,2000.0,3.0,Microbiologia Agrícola,1991.0,2.0,Medicina,1989.0,2
,,,Ciências Econômicas,1970.0,3.0,Microbiologia Agrícola,1993.0,2.0,Medicina,1987.0,2
,,,Medicina Veterinária,1977.0,3.0,Microbiologia,2002.0,2.0,Medicina,1979.0,2
,,,Faculdade De Medicina,1968.0,3.0,Ciência De Alimentos,1992.0,2.0,Lingüística E Letras,1987.0,2
,,,Engenharia De Produção Mecânica,2001.0,3.0,Ciência Da Informação,1982.0,2.0,Lingüística E Letras,1986.0,2
,,,Engenharia De Alimentos,1994.0,3.0,Ciência De Alimentos,2005.0,2.0,Lingüística Aplicada E Estudos Da Linguagem,2002.0,2
,,,Nutrição,1978.0,3.0,Meteorologia,1982.0,2.0,Lingüística Aplicada E Estudos Da Linguagem,2001.0,2
,,,Odontologia,2002.0,3.0,Meteorologia,1988.0,2.0,Lingüística Aplicada E Estudos Da Linguagem,1998.0,2
,,,Engenharia Ambiental,2004.0,2.0,Nutrição E Produção Animal,1995.0,2.0,Matematica,2009.0,2
,,,Geologia,1998.0,2.0,Ciência Da Informação,1992.0,2.0,Matematica,1990.0,2
,,,Engenharia Ambiental,2007.0,2.0,Ciência Da Informação,2003.0,2.0,Matematica,1988.0,2
,,,Geologia,2000.0,2.0,Ciência Da Informação,2004.0,2.0,Ciência Da Informação,2002.0,2
,,,Engenharia Industrial,2002.0,2.0,Ciência Da Computação,1998.0,2.0,Ciência Da Computação,2007.0,2
,,,Engenharia Sanitária,1994.0,2.0,Ciência Da Computação,1999.0,2.0,Ciência Da Computação,2003.0,2
,,,Geologia,2003.0,2.0,Ciência De Alimentos,1979.0,2.0,Matematica,1987.0,2
,,,Geologia,2006.0,2.0,Ciência De Alimentos,1982.0,2.0,Lógica E Filosofia Da Ciência,1990.0,2
,,,Graduação,1978.0,2.0,Ciência De Alimentos,1983.0,2.0,Literatura Comparada,1995.0,2
,,,Engenharia Naval,1981.0,2.0,Arquitetura E Urbanismo,1988.0,2.0,Literatura Comparada,1993.0,2
,,,Engenharia Biomédica,2001.0,2.0,Arquitetura E Urbanismo,1993.0,2.0,Agronomia (energia Na Agricultura),1996.0,2
,,,História,1962.0,2.0,Artes,1989.0,2.0,Literatura Brasileira,1983.0,2
,,,História,1968.0,2.0,Ciência Econômica,1995.0,2.0,Lingüística E Letras,1998.0,2
,,,Engenharia Eletrônica,1962.0,2.0,Ciência Florestal,1985.0,2.0,Lingüística E Letras,1994.0,2
,,,Engenharia Cartográfica,1977.0,2.0,Ciência Florestal,1987.0,2.0,Lingüística E Letras,1992.0,2
,,,Engenharia Eletrônica,1966.0,2.0,Farmacologia,2005.0,2.0,Ciência De Alimentos,1989.0,2
,,,Comunicação,1978.0,2.0,Farmacologia,2008.0,2.0,Ciência Animal,1995.0,2
,,,Engenharia Cartográfica,1983.0,2.0,Estudos Literários,1975.0,2.0,Ciência Animal,1993.0,2
,,,Engenharia Cartográfica,1989.0,2.0,Estudos Literários,1979.0,2.0,Ciência Animal,1992.0,2
,,,Ciencias Biologicas,1972.0,2.0,Estudos Literários,2004.0,2.0,Ciência Animal,1989.0,2
,,,Ciencias Biologicas,1973.0,2.0,Estudos Linguísticos E Literários Em Inglês,1968.0,2.0,Mathematics,2005.0,2
,,,Ciencias Biologicas,1974.0,2.0,Odontologia,2007.0,2.0,Medicina Veterinária,1999.0,2
,,,Comunicação Humana E Saúde,1976.0,2.0,Oceanografia Química E Geológica,1999.0,2.0,Medicina Veterinária,1997.0,2
,,,Engenharia Eletrônica,1973.0,2.0,Odontologia,1984.0,2.0,Medicina Tropical,2003.0,2
,,,Engenharia Eletrônica,1974.0,2.0,Odontologia,1990.0,2.0,Medicina E Saúde,1998.0,2
,,,Comunicação Social,1970.0,2.0,Odontologia,1993.0,2.0,Medicina (saúde Mental),1998.0,2
,,,Ciencias Biologicas,1981.0,2.0,Aqüícultura,1998.0,2.0,Ciência Da Informação,2009.0,2
,,,Ciencias Biologicas,1983.0,2.0,Arqueologia,1997.0,2.0,Lingüística,1976.0,2
,,,Ciencias Biologicas,1984.0,2.0,Oceanografia Biológica,1987.0,2.0,Lingüística,1972.0,2
,,,Ciencias Biologicas,1989.0,2.0,Oceanografia Biológica,1992.0,2.0,Ciência Do Solo,1996.0,2
,,,Ciencias Biologicas,1994.0,2.0,Oceanografia Biológica,1994.0,2.0,Ciência Do Solo,1988.0,2
,,,Comunicação Social,1973.0,2.0,Farmácia (fisiopatologia E Toxicologia),1979.0,2.0,Linguística E Língua Portuguesa,1999.0,2
,,,Engenharia Eletrônica,1975.0,2.0,Farmácia (fisiopatologia E Toxicologia),1990.0,2.0,Lingüística Aplicada,2004.0,2
,,,Ciencias Biologicas,1997.0,2.0,Meteorologia,2000.0,2.0,Lingüística,2005.0,2
,,,Ciencias Biologicas,1998.0,2.0,Meteorologia,2003.0,2.0,Lingüística,2001.0,2
,,,Comunicação Social,1975.0,2.0,Meteorologia,2004.0,2.0,Ciência De Alimentos,2005.0,2
,,,Ciencias Biologicas,2003.0,2.0,Meteorologia,2005.0,2.0,Ciência De Alimentos,1993.0,2
,,,Comunicação Social,1977.0,2.0,Meteorologia,2006.0,2.0,Ciência De Alimentos,1991.0,2
,,,Comunicação Social,1978.0,2.0,Meteorologia,1979.0,2.0,Agronomia (fitopatologia),2009.0,2
,,,Engenharia Cartográfica,2004.0,2.0,Meteorologia,1981.0,2.0,Agronomia (fitopatologia),2008.0,2
,,,Comunicação Social,1989.0,2.0,Artes,1994.0,2.0,Agronomia (fitopatologia),2002.0,2
,,,Comunicação Social,1990.0,2.0,Arquitetura E Urbanismo,1998.0,2.0,Agronomia (fitopatologia),2000.0,2
,,,Comunicação Social,1997.0,2.0,Arquitetura E Urbanismo,1999.0,2.0,Agronomia (fitopatologia),1999.0,2
,,,Ciencias Biológicas,1973.0,2.0,Astronomia,1974.0,2.0,Letras (teoria Literária E Literatura Comparada),1985.0,2
,,,Engenharia Eletrônica,1979.0,2.0,Estudos Literários,2006.0,2.0,Ciência Dos Alimentos,1994.0,2
,,,Ciencias Biológicas,1985.0,2.0,Ciência Política,1974.0,2.0,Ciência Do Solo,2012.0,2
,,,História,2002.0,2.0,Ciência Política,1977.0,2.0,Ciência Do Solo,2011.0,2
,,,Ciencias Biológicas,1986.0,2.0,Ciência Política,1986.0,2.0,Ciência Do Solo,2008.0,2
,,,História Natural,1956.0,2.0,Estudos Lingüísticos,2006.0,2.0,Ciência Do Solo,2007.0,2
,,,História Natural,1958.0,2.0,Estatística,1987.0,2.0,Ciência Do Solo,2001.0,2
,,,História Natural,1964.0,2.0,Estatística,1989.0,2.0,Ciência Do Solo,2000.0,2
,,,Ciencias Biológicas,1989.0,2.0,Ciência Social (antropologia Social),1987.0,2.0,Letras (língua Espanhola E Lit. Espanhola E Hispano-americ.),1992.0,2
,,,História Natural,1968.0,2.0,Ciência Social (antropologia Social),1990.0,2.0,Letras (letras Vernáculas),2004.0,2
,,,Engenharia Civil,1965.0,2.0,Ciência Política,2006.0,2.0,Agronomia (fitopatologia),1997.0,2
,,,Ciencias Biológicas,1992.0,2.0,Estatística,1991.0,2.0,Agronomia (fitopatologia),1994.0,2
,,,Ciencias Biológicas,1994.0,2.0,Ciência Política,1995.0,2.0,Lingüística,1994.0,2
,,,Ciencias Biológicas,1999.0,2.0,Ciência Política,1997.0,2.0,Lingüística,1987.0,2
,,,Informática,1991.0,2.0,Ciência Política,2001.0,2.0,Lingüística,1986.0,2
,,,Ciencias Biológicas,2004.0,2.0,Estudos Lingüísticos,1985.0,2.0,Lingüística,1980.0,2
,,,Comunicação Social - Jornalismo,1998.0,2.0,Estudos Lingüísticos,1988.0,2.0,Meteorologia,1985.0,2
,,,Informática,1994.0,2.0,Ciência Política,2008.0,2.0,Meteorologia,1977.0,2
,,,Comunicação Social Jornalismo,1979.0,2.0,Ciência Política (ciência Política E Sociologia),1983.0,2.0,Medicina: Ciências Médicas,2009.0,2
,,,Informática,2000.0,2.0,Farmacologia,1988.0,2.0,Cirurgia Veterinária,2003.0,2
,,,Informática,2001.0,2.0,Ciência Da Computação,2008.0,2.0,Medicina: Ciências Médicas,1999.0,2
,,,Ciencias Economicas,2001.0,2.0,Microbiologia,2003.0,2.0,Medicina: Ciências Médicas,1995.0,2
,,,Engenharia Civil,2005.0,2.0,Odontopediatria,2001.0,2.0,Letras,2003.0,2
,,,Engenharia Eletrônica,1991.0,2.0,Antropologia Social,2000.0,2.0,Letras,1996.0,2
,,,Engenharia Industrial Elétrica,1999.0,2.0,Antropologia Social,2001.0,2.0,Letras,1994.0,2
,,,Letras,1961.0,2.0,Odontologia (reabilitação Oral),1991.0,2.0,Letras,1986.0,2
,,,Ciencias Sociais,1972.0,2.0,Odontologia (odontopediatria),2003.0,2.0,Kinesiology,1992.0,2
,,,Engenharia Eletrônica,1993.0,2.0,Odontologia (patologia Bucal),2001.0,2.0,Linguística E Língua Portuguesa,1997.0,2
,,,Ciencias Sociais,1979.0,2.0,Odontologia,1997.0,2.0,Linguistica,1998.0,2
,,,Ciencias Sociais,1982.0,2.0,Odontologia,2000.0,2.0,Linguistica,1994.0,2
,,,Ciencias Sociais,1989.0,2.0,Odontologia,2004.0,2.0,Letras Neolatinas,1992.0,2
,,,Ciencias Sociais,1999.0,2.0,Estatística,1999.0,2.0,Letras (teoria Literária E Literatura Comparada),1987.0,2
,,,Engenharia Quimica,1965.0,2.0,Ciência Política (ciência Política E Sociologia),1988.0,2.0,Letras (letras Vernáculas),1999.0,2
,,,Engenharia Industrial Mecânica,1980.0,2.0,Estatística,2007.0,2.0,Letras (letras Vernáculas),1996.0,2
,,,Engenharia Elétrica,1965.0,2.0,Estatística,2009.0,2.0,Letras (letras Vernáculas),1989.0,2
,,,Engenharia Industrial Mecânica,1993.0,2.0,Estatística,2010.0,2.0,Letras (letras Clássicas),1994.0,2
,,,Letras,1973.0,2.0,Estatística Aplicada E Biometria,2010.0,2.0,Letras (ciência Da Literatura),1997.0,2
,,,Engenharia Elétrica,1967.0,2.0,Estatística E Experimentação Agropecuária,2001.0,2.0,Biologia Celular,1997.0,2
,,,Desenho E Plástica,1975.0,2.0,Astronomia,1978.0,2.0,Biologia Animal,2008.0,2
,,,Letras,1977.0,2.0,Física Aplicada,2008.0,2.0,Letras (ciência Da Literatura),1975.0,2
,,,Engenharia De Alimentos,1977.0,2.0,Física,2013.0,2.0,Letras,2013.0,2
,,,Ciência Da Computação,1989.0,2.0,Meteorologia,1990.0,2.0,Medicina (nefrologia),1984.0,2
,,,Ciência Da Computação,1990.0,2.0,Meteorologia,1993.0,2.0,Medicina (medicina Preventiva),2006.0,2
,,,Estatistica,1981.0,2.0,Meteorologia,1996.0,2.0,Medicina (medicina Preventiva),1997.0,2
,,,Estatística,1983.0,2.0,Meteorologia,1997.0,2.0,Medicina (clínica Cirúrgica),1989.0,2
,,,Estatística,1984.0,2.0,Medicina: Ciências Médicas,1995.0,2.0,Medicina,1998.0,2
,,,Estatística,1990.0,2.0,Medicina Veterinária,2000.0,2.0,Medicina,1995.0,2
,,,Estatística,1995.0,2.0,Artes,1985.0,2.0,Meteorologia,1987.0,2
,,,Estatística,1998.0,2.0,Artes,1987.0,2.0,Ciência E Engenharia Dos Materiais,1992.0,2
,,,Estatística,2005.0,2.0,Físico-química,1977.0,2.0,Imunologia Básica E Aplicada,2004.0,2
,,,Estatística,2010.0,2.0,Física E Astronomia,2006.0,2.0,Imunologia Básica E Aplicada,2003.0,2
,,,Faculdade De Medicina,1975.0,2.0,Ciência Da Computação,1975.0,2.0,Imunologia Básica E Aplicada,2000.0,2
,,,Faculdade De Medicina,1982.0,2.0,Parasitologia,1979.0,2.0,Irrigação E Drenagem,2002.0,2
,,,Faculdade De Medicina,1995.0,2.0,Odontologia Social,1989.0,2.0,Irrigação E Drenagem,1998.0,2
,,,Farmacia,1981.0,2.0,Física Aplicada,2001.0,2.0,Irrigação E Drenagem,1997.0,2
,,,Farmacia,1986.0,2.0,Medicina Veterinária,2003.0,2.0,Inglês: Estudos Linguísticos E Literários,2003.0,2
,,,Farmacia,1989.0,2.0,Medicina Veterinária,2008.0,2.0,Inglês: Estudos Linguísticos E Literários,1996.0,2
,,,Farmacia,1990.0,2.0,Medicina Veterinária,1991.0,2.0,Ciência E Engenharia De Materiais,2010.0,2
,,,Biomedicina,1997.0,2.0,Genética,2005.0,2.0,Ciência E Engenharia De Materiais,2002.0,2
,,,Farmacia,1997.0,2.0,Genética,2007.0,2.0,Ciência E Engenharia De Materiais,1998.0,2
,,,Letras,2000.0,2.0,Estatística,1969.0,2.0,Informática,2008.0,2
,,,Letras,2001.0,2.0,Estatística,1977.0,2.0,Informática,1998.0,2
,,,Letras,2007.0,2.0,Ciências,1995.0,2.0,Informática,1996.0,2
,,,Letras - Português/inglês,1970.0,2.0,Ciências,1997.0,2.0,Informática,1995.0,2
,,,Letras Anglo Germânicas,1959.0,2.0,Ciências,2003.0,2.0,Imunologia Básica E Aplicada,2006.0,2
,,,Letras Anglo Germânicas,1961.0,2.0,Ciências,2004.0,2.0,Ciência E Engenharia Dos Materiais,2013.0,2
,,,Letras Anglo Portuguesas,1975.0,2.0,Ciência Política (ciência Política E Sociologia),2000.0,2.0,Ciência E Engenharia Dos Materiais,2003.0,2
,,,Letras Português,1999.0,2.0,Epidemiologia,1997.0,2.0,Ciência E Engenharia Dos Materiais,2001.0,2
,,,Licenciatura E Ciências Biológicas,1983.0,2.0,Estatística,1998.0,2.0,Medicina: Ciências Médicas,1990.0,2
,,,Ciência Da Computação,2004.0,2.0,Antropologia Social,1984.0,2.0,Medicina Veterinária,2008.0,2
,,,Licenciatura E Química,1987.0,2.0,Epidemiologia,2000.0,2.0,Medicina Veterinária,2004.0,2
,,,Licenciatura E Química,1993.0,2.0,Epidemiologia,2002.0,2.0,Microbiologia E Imunologia,1983.0,2
,,,Licenciatura Plena Em Biologia,1984.0,2.0,Entomologia,2003.0,2.0,Microbiologia E Imunologia,1979.0,2
,,,Licenciatura Plena Em Ciências Biológicas,1982.0,2.0,Ciências (bioquímica),1999.0,2.0,Microbiologia Agrícola,1997.0,2
,,,Licenciatura Plena Em Ciências Biológicas,1984.0,2.0,Ciências,1988.0,2.0,Microbiologia,2003.0,2
,,,Farmacia,1999.0,2.0,Entomologia,2008.0,2.0,Micro-imuno-parasitologia,2001.0,2
,,,Licenciatura Plena Em Ciências Biológicas,1995.0,2.0,Entomologia,1986.0,2.0,Meteorologia,2009.0,2
,,,Farmacia,2000.0,2.0,Entomologia,1987.0,2.0,Meteorologia,2006.0,2
,,,Farmacia E Bioquimica,1970.0,2.0,Entomologia,1992.0,2.0,Meteorologia,2005.0,2
,,,Farmacia E Bioquimica,1974.0,2.0,Patologia Experimental E Comparada,1995.0,2.0,Meteorologia,2004.0,2
,,,Licenciatura Plena Em Filosofia,1983.0,2.0,Patologia Experimental E Comparada,1999.0,2.0,História Social Da Cultura,1998.0,2
,,,Licenciatura Plena Em Fisica,2001.0,2.0,Estatística,2002.0,2.0,História Social,2003.0,2
,,,Licenciatura Plena Em Física,1982.0,2.0,Estatística,2003.0,2.0,História Social,1990.0,2
,,,Farmacia E Bioquimica,1980.0,2.0,Ciência Da Computação,1991.0,2.0,Imunologia Básica E Aplicada,1999.0,2
,,,Farmacia E Bioquimica,1981.0,2.0,Ciência Da Computação,1995.0,2.0,Imunologia Básica E Aplicada,1998.0,2
,,,Licenciatura Plena Em Física,1999.0,2.0,Física Aplicada À Medicina E Biologia,1996.0,2.0,Imunologia,2009.0,2
,,,Farmácia,1969.0,2.0,Patologia Humana,2005.0,2.0,Imunologia,2006.0,2
,,,Licenciatura Plena Em Física,2002.0,2.0,Patologia Oral,2004.0,2.0,Imunologia,2004.0,2
,,,Engenharia De Alimentos,1982.0,2.0,Patologia Experimental,2003.0,2.0,Imunologia,1998.0,2
,,,Licenciatura Plena Em Física,2004.0,2.0,Patologia Experimental,2004.0,2.0,Imunologia,1995.0,2
,,,Licenciatura Plena Em História,1983.0,2.0,Antropologia Social,1991.0,2.0,Imunologia,1990.0,2
,,,Licenciatura Plena Em História,1987.0,2.0,Patologia,1998.0,2.0,Ciência E Tecnologia De Alimentos,2014.0,2
,,,Farmácia,1972.0,2.0,Patologia,2004.0,2.0,Informática,1994.0,2
,,,Licenciatura Plena Em Matemática,1998.0,2.0,Parasitologia,1987.0,2.0,Informática,1992.0,2
,,,Licenciatura Plena Em Matemática,1999.0,2.0,Parasitologia,1989.0,2.0,Informática,1976.0,2
,,,Engenharia De Alimentos,1983.0,2.0,Antropologia Social,2004.0,2.0,Infectologia,1992.0,2
,,,Licenciatura Plena Em Química,1996.0,2.0,Antropologia Social,1983.0,2.0,Agronomia (fitotecnia),1993.0,2
,,,Licenciatura Plena Em Química,1999.0,2.0,Entomologia,1995.0,2.0,Agronomia (fitotecnia),1992.0,2
,,,Lingüística,1973.0,2.0,"Ensino De Ciências (modalidades Física, Química E Biologia)",1985.0,2.0,Agronomia (fitotecnia),1991.0,2
,,,Lingüística,1981.0,2.0,"Ensino De Ciências (modalidades Física, Química E Biologia)",1988.0,2.0,História Social,1982.0,2
,,,Lingüística,1998.0,2.0,Engenharia Química,2007.0,2.0,História Social,1980.0,2
,,,Matematica,1967.0,2.0,Engenharia Química,1976.0,2.0,História Social,1971.0,2
,,,Engenharia De Alimentos,1985.0,2.0,Ciências (fisiologia Humana),1997.0,2.0,Ciência Econômica,1995.0,2
,,,Matematica,1972.0,2.0,Ciências (fisiologia Humana),1998.0,2.0,Ciência Econômica,1994.0,2
,,,Matematica,1973.0,2.0,Engenharia Oceânica,1989.0,2.0,Ciência E Tecnologia De Sementes,2010.0,2
,,,Matematica,1975.0,2.0,Engenharia Oceânica,2002.0,2.0,Ciência E Tecnologia De Alimentos,2012.0,2
,,,Engenharia De Alimentos,1986.0,2.0,Engenharia Naval E Oceânica,1996.0,2.0,Ciência E Tecnologia De Alimentos,2004.0,2
,,,Direito,1960.0,2.0,Engenharia Nuclear,1974.0,2.0,Ciência E Tecnologia De Alimentos,2001.0,2
,,,Engenharia De Alimentos,1996.0,2.0,Engenharia Nuclear,1982.0,2.0,Ciência E Tecnologia De Alimentos,1996.0,2
,,,Matematica,1982.0,2.0,Engenharia Nuclear,1983.0,2.0,Ciência E Tecnologia De Materiais,2008.0,2
,,,Matematica,1988.0,2.0,Engenharia Química,1979.0,2.0,Imunologia,1982.0,2
,,,Matematica,1992.0,2.0,Ciências (fisiologia Geral),1985.0,2.0,História Social Da Cultura,2004.0,2
,,,Direito,1972.0,2.0,Ciências (fisiologia Geral),1987.0,2.0,Neurociências,2005.0,2
,,,Matematica,1997.0,2.0,Ciências (bioquímica),2000.0,2.0,Nefrologia,1983.0,2
,,,Matematica,1999.0,2.0,Ciências (bioquímica),2003.0,2.0,Música,2005.0,2
,,,Matematica,2003.0,2.0,Antropologia,1993.0,2.0,Música,2002.0,2
,,,Matemática,1963.0,2.0,Patologia Humana,1983.0,2.0,Música,1997.0,2
,,,Direito,1974.0,2.0,Patologia Humana,2001.0,2.0,Música,1989.0,2
,,,Matemática,1968.0,2.0,Ciências (microbiologia),1982.0,2.0,Ciencias Del Mar,1998.0,2
,,,Direito,1979.0,2.0,Engenharia Metalúrgica E De Minas,1991.0,2.0,Agronomia (genética E Melhoramento De Plantas),1999.0,2
,,,Direito,1983.0,2.0,Engenharia Metalúrgica E De Materiais,1985.0,2.0,Agronomia (genética E Melhoramento De Plantas),1995.0,2
,,,Matemática,1971.0,2.0,Engenharia Metalúrgica E De Materiais,1989.0,2.0,Agronomia (genética E Melhoramento De Plantas),1993.0,2
,,,Direito,1985.0,2.0,Engenharia Metalúrgica E De Materiais,1992.0,2.0,Agronomia (genética E Melhoramento De Plantas),1987.0,2
,,,Ciências Agrícolas,1993.0,2.0,Engenharia Metalúrgica E De Minas,1977.0,2.0,História,1991.0,2
,,,Direito,2001.0,2.0,Engenharia Metalúrgica E De Minas,1981.0,2.0,História,1987.0,2
,,,Direito,2006.0,2.0,Engenharia Metalúrgica E De Minas,1983.0,2.0,História Social,1984.0,2
,,,Ciências Biologicas,1982.0,2.0,Ciências (microbiologia),1998.0,2.0,Agronomia (fitotecnia),2010.0,2
,,,Direito,2011.0,2.0,Engenharia Química,1984.0,2.0,Agronomia (fitotecnia),1995.0,2
,,,Direito,2018.0,2.0,Engenharia Nuclear,2004.0,2.0,Geologia E Geoquímica,1991.0,2
,,,Ciências Biológicas,1965.0,2.0,Ciências (fisiologia Humana),1984.0,2.0,História Econômica,1997.0,2
,,,Matemática,1981.0,2.0,Ciências (fisiologia Humana),1987.0,2.0,História Econômica,1993.0,2
