CURSO-TECNICO-PROFISSIONALIZANTE,Início.1,Quantidade,GRADUACAO,Início.2,Quantidade,MESTRADO,Início.4,Quantidade,DOUTORADO,Início.5,Quantidade
,,,Mathematics,1997.0,1.0,Genética Humana,1992.0,1.0,Fisica Teorica,2001.0,1
,,,Mathematics,1999.0,1.0,Geociencias - Geologia Regional(rc),2001.0,1.0,Fisica Teorica,1973.0,1
,,,Mathematics,2000.0,1.0,Geociências,1971.0,1.0,Fisica Nuclear De Altas Energias,1978.0,1
,,,Mathematics (ba Hons.),1998.0,1.0,Geociências,1975.0,1.0,Fisica Experimental De Altas Energias,2007.0,1
,,,Mathematics And Applied Mathematics,1991.0,1.0,Geociências,1981.0,1.0,Fisiologia,2001.0,1
,,,Mathematik,1991.0,1.0,Genética E Melhoramento De Plantas,1993.0,1.0,Fisiologia,2000.0,1
,,,Maîtrise En Sciences Physiologie,1979.0,1.0,Center For Applied Research In Education,1987.0,1.0,Fisiologia,1999.0,1
,,,Mecatrônica,1995.0,1.0,Ceramics Science And Engineering,1989.0,1.0,Fisiologia,1994.0,1
,,,Medical Graduates Step 1,1993.0,1.0,Chemical Engineering,1992.0,1.0,Fisiologia,1991.0,1
,,,Medicina,1957.0,1.0,Chemistry,1987.0,1.0,Ciências Aquáticas,1992.0,1
,,,Ciencia Biologicas,1992.0,1.0,Chimica,1999.0,1.0,Ciências Aplicadas,2005.0,1
,,,Medicina,1959.0,1.0,Chimie Therapeutique,1983.0,1.0,Ciências Aplicadas,1989.0,1
,,,Ciencia Da Computacao,1972.0,1.0,Ciencia Da Informacao,1971.0,1.0,Ciências Animal - Produção De Ruminantes,1983.0,1
,,,Ciencia Da Computacao,1981.0,1.0,Ciencia Da Informacao E Documentacao,1999.0,1.0,Ciências Ambientais E Florestais,2009.0,1
,,,Medicina,1962.0,1.0,Ciencia Da Motricidade Humana,2002.0,1.0,Ciências Ambientais,1999.0,1
,,,Ciencia Da Computacao,1984.0,1.0,Ciencia De Alimentos,1981.0,1.0,Ciências Ambientais,1995.0,1
,,,Ciencia Da Computacao,1987.0,1.0,Ciencia E Engenharia De Materiais,1994.0,1.0,Ciências Agrárias - Agronomia,2013.0,1
,,,Ciencia Da Computacao,1988.0,1.0,Botânica,1984.0,1.0,Ciências Agrárias (fitopatologia),1994.0,1
,,,Ciencia Da Computacao,1990.0,1.0,Botânica,1986.0,1.0,Ciências Agrárias (fisiologia Vegetal),2010.0,1
,,,Ciencia Da Computacao,1991.0,1.0,Botânica,1989.0,1.0,Ciências Agrárias (fisiologia Vegetal),2009.0,1
,,,Ciencia Da Computacao,1994.0,1.0,Botânica,1990.0,1.0,Fisiologia Do Comportamento,2000.0,1
,,,Ciencia Da Computacao,1996.0,1.0,Geociências,1987.0,1.0,Fisiologia Da Reprodução - Zootecnia,1990.0,1
,,,Ciencia Da Computacao,1997.0,1.0,Geociências (geoquímica),1986.0,1.0,Fisiologia Da Reprodução,1992.0,1
,,,Ciencia Da Computacao,2000.0,1.0,Geociências,2001.0,1.0,Fisiologia Celular E Molecular Das Plantas,1997.0,1
,,,Ciencia Da Computacao,2002.0,1.0,Geociências,2002.0,1.0,Fisiologia Celular,1991.0,1
,,,Ciencia Da Computação,1992.0,1.0,Geociências,2003.0,1.0,Fisiologia Cardiovascular,2005.0,1
,,,Ciencia Da Computação,2002.0,1.0,Geociências,2005.0,1.0,Fisiologia Cardiovascular,1986.0,1
,,,Ciencia Da Computação,2008.0,1.0,Geociências,2006.0,1.0,Fisiologia Bioquímica De Plantas,2010.0,1
,,,Ciencia Politica,1990.0,1.0,Geociências,2012.0,1.0,Fisiologia - Rib. Preto - Doutorado,1976.0,1
,,,Ciencia Politica,1992.0,1.0,Geociências (geologia Sedimentar),1983.0,1.0,Fisiologia (physiology Graduate Course),1978.0,1
,,,Ciencia Política,2001.0,1.0,Geociências (geologia Sedimentar),1985.0,1.0,Fisiologia (ph.d.),1995.0,1
,,,Ciencia Política Y Administración Pública,1985.0,1.0,Geociências (geologia Sedimentar),1992.0,1.0,Fisiologia,2010.0,1
,,,Ciencias Antropológicas,1971.0,1.0,Geociências (geologia Sedimentar),1996.0,1.0,Fisiologia,2008.0,1
,,,Ciencias Antropológicas Orientación Arqueológica,1987.0,1.0,Geociências (geologia Sedimentar),2002.0,1.0,Fisiologia,2004.0,1
,,,Ciencias Bilogicas,2005.0,1.0,Geociências (geologia Sedimentar),2003.0,1.0,Fisiologia,2003.0,1
,,,Ciencias Biologiacas,1998.0,1.0,Geociências,1982.0,1.0,Fisiologia,2002.0,1
,,,Ciencias Biologicas,1964.0,1.0,Geociências,1986.0,1.0,Fisiologia Molecular De Plantas,2007.0,1
,,,Ciencias Biologicas,1965.0,1.0,Cellular And Molecular Biology,1995.0,1.0,Fisiologia Molecular De Plantas,2003.0,1
,,,Ciencias Biologicas,1969.0,1.0,Geociências E Meio Ambiente,1999.0,1.0,Fisiologia Humana,2001.0,1
,,,Ciencias Biologicas,1975.0,1.0,Geociências (geoquímica E Geotectônica),1973.0,1.0,Fisiologia Humana,2000.0,1
,,,Ciencias Biologicas,1976.0,1.0,Geociências (geoquímica E Geotectônica),1975.0,1.0,Fisiologia Humana,1987.0,1
,,,Ciencias Biologicas,1977.0,1.0,Geociências (geoquímica E Geotectônica),1977.0,1.0,Fisiologia E Tecnologia Pós Colheita,1994.0,1
,,,Ciencias Biologicas,1978.0,1.0,Geociências (geoquímica E Geotectônica),1984.0,1.0,Fisiologia E Nutrição De Plantas,1990.0,1
,,,Ciencias Biologicas,1979.0,1.0,Geociências (geoquímica E Geotectônica),1987.0,1.0,Fisiologia E Nutrição De Peixes,2007.0,1
,,,Ciencias Biologicas,1987.0,1.0,Geociências (geoquímica E Geotectônica),1989.0,1.0,Fisiologia E Farmacologia Cardiovascular,1992.0,1
,,,Ciencias Biologicas,1995.0,1.0,Geociências (geoquímica E Geotectônica),1992.0,1.0,Fisiologia E Farmacologia,2009.0,1
,,,Ciencias Biologicas,1996.0,1.0,Geociências (geoquímica E Geotectônica),1996.0,1.0,Fisiologia E Farmacologia,2007.0,1
,,,Ciencias Biologicas,2002.0,1.0,Geociências (geoquímica E Geotectônica),1998.0,1.0,Fisiologia E Farmacologia,2006.0,1
,,,Ciencias Biologicas,2004.0,1.0,Geociências (geoquímica E Geotectônica),1999.0,1.0,Fisiologia E Farmacologia,2005.0,1
,,,Ciencias Biologicas,2005.0,1.0,Geociências (geoquímica E Geotectônica),2001.0,1.0,Fisiologia E Biofísica,2004.0,1
,,,Ciencias Biologicas (bacharelado E Licenciatura),1998.0,1.0,Geociências (geoquímica E Geotectônica),2002.0,1.0,Fisiologia E Biofísica,1989.0,1
,,,Ciencias Biologicas (biologia Molecular),1981.0,1.0,Geociências (geoquímica E Geotectônica),2007.0,1.0,Fisiologia Do Exercício,1996.0,1
,,,Ciencias Biologicas - Licenciatura,1982.0,1.0,Geociências (geoquímica),1974.0,1.0,Fisiopatologia Em Clínica Médica,1994.0,1
,,,Ciencias Biologicas - Modalidade Biologia Marinha,1982.0,1.0,Geociências (geoquímica),1983.0,1.0,Fisiopatologia Em Clínica Médica,1991.0,1
,,,Ciencias Biologicas Bacharelado,2003.0,1.0,Geofísica,1987.0,1.0,Fisiopatologia Em Clínica Médica,1989.0,1
,,,Ciencias Biologicas Biologia Molecu,1980.0,1.0,Geofísica,1988.0,1.0,Fisiopatologia Em Clínica Médica,1984.0,1
,,,Medicina,2004.0,1.0,Geofísica,1991.0,1.0,Fisiopatologia Em Clínica Médica,1972.0,1
,,,Medicina,2006.0,1.0,Geociências (geoquímica),1987.0,1.0,Fisiopatologia E Patologia Molecular,1994.0,1
,,,Medicina (iniciação Científica),1994.0,1.0,Geociências (geoquímica),1990.0,1.0,Fisiopatologia E Ciências Cirúrgicas,2007.0,1
,,,Medicina - Ribeirão Preto,1984.0,1.0,Geociências (geoquímica),1992.0,1.0,Fisiopatologia Clínica E Experimental,2008.0,1
,,,Medicina E Chirurgia,1975.0,1.0,Geociências (geoquímica),1998.0,1.0,Fisiopatologia Clínica E Experimental,2007.0,1
,,,Ciencias Biologicas Diurno Genetica,2000.0,1.0,Geociências (mineralogia E Petrologia),1974.0,1.0,Fisiología Y Nutrición,1988.0,1
,,,Medicina Humana,1998.0,1.0,Geociências (mineralogia E Petrologia),1975.0,1.0,Fisiologia Vegetal/biologia Molecular,1998.0,1
,,,Ciencias Biologicas Modalidade Medica,1970.0,1.0,Geociências (mineralogia E Petrologia),1978.0,1.0,Fisiologia Vegetal,2001.0,1
,,,Medicina Veterianária,1993.0,1.0,Geociências (mineralogia E Petrologia),1983.0,1.0,Fisiologia Vegetal,1998.0,1
,,,Medicina Veterinaria,1961.0,1.0,Geociências (recursos Minerais E Hidrogeologia),1985.0,1.0,Fisiologia Vegetal,1996.0,1
,,,Medicina Veterinaria,1969.0,1.0,Geociências (recursos Minerais E Hidrogeologia),1986.0,1.0,Fisiologia Vegetal,1982.0,1
,,,Ciencias Biologicas Modalidade Medica,1973.0,1.0,Geociências (recursos Minerais E Hidrogeologia),1995.0,1.0,Fisiologia Vegetal,1971.0,1
,,,Ciencias Biologicas Modalidade Medica,1982.0,1.0,Geociências E Meio Ambiente,1991.0,1.0,Fisiopatologia Em Clínica Médica [botucatu],1991.0,1
,,,Ciencias Biologicas Modalidade Medica,1996.0,1.0,Geociências E Meio Ambiente,1998.0,1.0,Fisiopatologia Em Clínica Médica,2010.0,1
,,,Medicina Veterinaria,1980.0,1.0,Geofísica,2009.0,1.0,Fisiopatologia Em Clínica Médica,2006.0,1
,,,Ciencias Biologicas Modalidade Médica,1997.0,1.0,Geofísica Espacial,1968.0,1.0,Ciências Agrárias (fisiologia Vegetal),2006.0,1
,,,Medicina Veterinaria,1985.0,1.0,Geofísica Espacial,1973.0,1.0,Ciências Agrárias (fisiologia Vegetal),2005.0,1
,,,Medicina Veterinaria,1986.0,1.0,Geofísica Espacial,1985.0,1.0,Ciências Agrárias (fisiologia Vegetal),2004.0,1
,,,Medicina Veterinaria,1987.0,1.0,Geofísica Espacial,1987.0,1.0,Ciências Agrárias (fisiologia Vegetal),2000.0,1
,,,Medicina Veterinaria,1989.0,1.0,Geofísica Espacial,1996.0,1.0,Ciências Agrárias (fisiologia Vegetal),1996.0,1
,,,Medicina Veterinaria,1992.0,1.0,Geofísica Espacial,2002.0,1.0,Ciências Agrárias (fisiologia Vegetal),1994.0,1
,,,Ciencias Biologicas- Bacharelado,1981.0,1.0,Geociências E Meio Ambiente,2004.0,1.0,Ciências Agrárias (fisiologia Vegetal),1993.0,1
,,,Medicina Veterinaria,1994.0,1.0,Geociências E Meio Ambiente,2008.0,1.0,Ciências Agrárias (fisiologia Vegetal),1992.0,1
,,,Medicina Veterinaria,1997.0,1.0,Geociências-geologia Sedim. E Amb. (paleontologia),2004.0,1.0,Ciências Agrárias (fisiologia Vegetal),1988.0,1
,,,Medicina Veterinaria,1998.0,1.0,Geodinâmica E Geofísica,1997.0,1.0,Ciências Agrárias,1996.0,1
,,,Medicina Veterinaria,2000.0,1.0,Geodinâmica E Geofísica,1998.0,1.0,Ciências Agrárias,1986.0,1
,,,Medicina Veterinaria,2004.0,1.0,Geodinâmica E Geofísica,2007.0,1.0,Ciências Agronômicas,1970.0,1
,,,Medicina Veterinaria Campus Botucatu,1989.0,1.0,Geofísica,1974.0,1.0,Ciências - Química Orgânica,2002.0,1
,,,Medicina Veterinaria E Zootecnia,1974.0,1.0,Geofísica,1978.0,1.0,Fitopatologia,1987.0,1
,,,Medicina Veterinaria Y Zootecnia,1995.0,1.0,Geofísica,1982.0,1.0,Fitopatologia,1984.0,1
,,,Medicina Veterinária,1958.0,1.0,Geofísica,1992.0,1.0,Fitopatologia,1977.0,1
,,,Medicina Veterinária,1961.0,1.0,Geofísica,1996.0,1.0,Fitopatologia,1976.0,1
,,,Medicina Veterinária,1965.0,1.0,Geofísica,1998.0,1.0,Fitopatologia,1966.0,1
,,,Ciencias Biologicas- Licenciatura E Bacharelado,1971.0,1.0,Botânica,1994.0,1.0,Fitomelhoramento,2001.0,1
,,,Medicina Veterinária,1967.0,1.0,Botânica,1997.0,1.0,Fitecnia / Fisiologia Molecular Vegetal,1993.0,1
,,,Medicina Veterinária,1968.0,1.0,Botânica,2000.0,1.0,Fisioterapia,2013.0,1
,,,Medicina Veterinária,1969.0,1.0,Botânica,2001.0,1.0,Fisioterapia,2011.0,1
,,,Ciencias Biologicas/ Licenciatura,1983.0,1.0,Botânica,2002.0,1.0,Fisioterapia,2005.0,1
,,,Ciencias Biológicas,1964.0,1.0,Botânica,2004.0,1.0,Fisioterapia,2002.0,1
,,,Ciencias Biológicas,1975.0,1.0,Botânica,2005.0,1.0,Fisiopatologia Médica,2011.0,1
,,,Ciencias Biológicas,1977.0,1.0,Botânica (fisiologia Vegetal),2005.0,1.0,Fisiopatologia Médica,2006.0,1
,,,Ciencias Biológicas,1979.0,1.0,Biotecnologia,2003.0,1.0,Fisiopatologia Médica,2003.0,1
,,,Ciencias Biológicas,1980.0,1.0,Biotecnologia,2004.0,1.0,Fisiopatologia Medica,2007.0,1
,,,Ciencias Biológicas,1981.0,1.0,Biotecnologia,2005.0,1.0,Fisiopatologia Experimental,2007.0,1
,,,Ciencias Biológicas,1988.0,1.0,Geofísica,2003.0,1.0,Fitotecnia,1992.0,1
,,,Ciencias Biológicas,1991.0,1.0,Geofísica,2007.0,1.0,Fitotecnia,1990.0,1
,,,Ciencias Biológicas,1997.0,1.0,Biotecnologia De Produtos Bioativos,2004.0,1.0,Fitotecnia,1987.0,1
,,,Ciencias Biológicas,1998.0,1.0,Biotecnologia Em Saúde E Medicina Investigativa,2010.0,1.0,Fitossanidade,2000.0,1
,,,Ciencias Biológicas,2000.0,1.0,Biotecnologia Industrial,2002.0,1.0,Fitopatología,1996.0,1
,,,Ciencias Biológicas,2003.0,1.0,Biotecnologia Vegetal,1993.0,1.0,Fitopatologia/patologia De Sementes,1977.0,1
,,,Ciencias Biológicas Genética,1985.0,1.0,Biotecnologia Vegetal E Bioprocessos,1997.0,1.0,Fitopatologia Florestal,1995.0,1
,,,Ciencias Biológicas Licenciatura,1998.0,1.0,Botany,1972.0,1.0,"Fitopatologia / &quot;plant Pathology&quot;, Ph.d.",1997.0,1
,,,Ciencias Biológicas Licenciatura E Bacharelado,1999.0,1.0,Botânica,1971.0,1.0,Fitopatologia (conceito Capes 7),2008.0,1
,,,Ciencias Biológicas Modalidade -licenciatura,1980.0,1.0,Botânica,1981.0,1.0,Fitopatologia,2005.0,1
,,,Ciencias Biológicas Modalidade Médica,1972.0,1.0,Bioquímica E Imunologia,2005.0,1.0,Fitopatologia,2004.0,1
,,,Ciencias Biológicas Modalidade Médica,1980.0,1.0,Bioquímica E Imunologia,2006.0,1.0,Fitopatologia,2002.0,1
,,,Ciencias Biológicas Modalidade Médica,1994.0,1.0,Bioquímica E Imunologia,2010.0,1.0,Fitopatologia,2000.0,1
,,,Ciencias Biolögicas,1991.0,1.0,Geografia,1979.0,1.0,Fitopatologia,1994.0,1
,,,Ciencias Biomedicas,1974.0,1.0,Geografia,1981.0,1.0,Fitopatologia,1993.0,1
,,,Ciencias Biomedicas,1997.0,1.0,Geografia,1982.0,1.0,Fitopatologia,1989.0,1
,,,Ciencias Biomédicas Modalidade Médica,1965.0,1.0,Geografia,1987.0,1.0,Fitotecnia,2006.0,1
,,,Ciencias Com Especializacao Em Matematica,1980.0,1.0,Geografia,1989.0,1.0,Fitotecnia,2005.0,1
,,,Ciencias Contabeis,1996.0,1.0,Bioresources And Product Science,1998.0,1.0,Fitotecnia,2004.0,1
,,,Ciencias Da Actividade Física E Do Esporte,1997.0,1.0,Biotechnology,1998.0,1.0,Fitotecnia,2003.0,1
,,,Ciencias Da Computacao,1985.0,1.0,Biotecnologia,1996.0,1.0,Fitotecnia,1997.0,1
,,,Ciencias Da Computação,2003.0,1.0,Biotecnologia,1997.0,1.0,Ciências - Química Orgânica,1995.0,1
,,,Ciencias De Computacao,1983.0,1.0,Biotecnologia,1998.0,1.0,Ciências - Química Analítica,2008.0,1
,,,Ciencias Do Meio Aquatico,1989.0,1.0,Biotecnologia,1999.0,1.0,Ciências - Neurologia,2002.0,1
,,,Ciencias Economicas,1978.0,1.0,Biotecnologia,2000.0,1.0,Ciências - Físico-química,2002.0,1
,,,Ciencias Economicas,1981.0,1.0,Bioquímica E Imunologia,1984.0,1.0,Ciências - Física Computacional,1997.0,1
,,,Ciencias Economicas,1983.0,1.0,Bioquímica E Imunologia,1985.0,1.0,Ciências - Bioquímica,1978.0,1
,,,Ciencias Economicas,1986.0,1.0,Bioquímica E Imunologia,1989.0,1.0,Ciências (química),2001.0,1
,,,Ciencias Economicas,1988.0,1.0,Geografia,1997.0,1.0,Ciências (química De Produtos Naturais),1992.0,1
,,,Ciencias Economicas,1990.0,1.0,Geografia,2001.0,1.0,Ciências (microbiologia),2010.0,1
,,,Medicina Veterinária (fmvz-usp),1984.0,1.0,Geografia,2003.0,1.0,Ciências (microbiologia),2004.0,1
,,,Medicina Veterinária - Fcav-unesp,2001.0,1.0,Geografia,2008.0,1.0,Ciências (microbiologia),1999.0,1
,,,Medicina Veterinária E Zootecnia,1968.0,1.0,Geofísica Espacial,2003.0,1.0,Agronomia Solos E Nutrição De Plantas Esalq,1985.0,1
,,,Medicina Veterinária E Zootecnia,1972.0,1.0,Biotecnologia De Produtos Bioativos,1997.0,1.0,Agronomia Genética E Melhoramento De Plantas Jabot,1999.0,1
,,,Medicina Veterinária E Zootecnia,1979.0,1.0,Geografia Física,1994.0,1.0,Agronomia Genética E Melhoramento De Plantas,1994.0,1
,,,Medicina Veterinária E Zootecnia,1985.0,1.0,Geografia Humana,1989.0,1.0,Agronomia Genética E Melhoramento De Plantas,1993.0,1
,,,Medicina Veterinária E Zootecnia,1989.0,1.0,Geografia Organização Do Espaço Rio Claro,1985.0,1.0,Agronomia Fitotecnia,2006.0,1
,,,Medicina Veterinária E Zootecnia,1991.0,1.0,Geografia,2010.0,1.0,Agronomia Entomologia,1997.0,1
,,,Medicina Veterinária E Zootecnia,1994.0,1.0,Geografia (geografia Física),1972.0,1.0,Agronomia Ciência Animal E Pastagens Esalq,1999.0,1
,,,Medicina Veterínaria,2001.0,1.0,Geografia (geografia Física),1977.0,1.0,Agronomia Area Conc Agrometeorologia,1989.0,1
,,,Medicina Vetrinária,1987.0,1.0,Geografia (geografia Física),1982.0,1.0,Agronomia Agrometeorologia,1989.0,1
,,,Medicina [rib Preto],1977.0,1.0,Geografia (geografia Física),1986.0,1.0,Agronomia /estatística E Experimentação Agronômica,1991.0,1
,,,"Medicina, Plantão Voluntário Clínica Médica",1976.0,1.0,Geografia (geografia Física),1988.0,1.0,Fitotecnia (produção Vegetal),1986.0,1
,,,Medicna,1971.0,1.0,Geografia (geografia Física),1990.0,1.0,Fitotecnia (produção Vegetal),1985.0,1
,,,Medico,1970.0,1.0,Geografia (geografia Física),1991.0,1.0,Fitotecnia (produção Vegetal),1981.0,1
,,,Medidas Físicas,1996.0,1.0,Geografia (geografia Física),1994.0,1.0,Fitotecnia,2012.0,1
,,,Meteorologia,1975.0,1.0,Geografia (geografia Física),1996.0,1.0,Fitotecnia,2011.0,1
,,,Meteorologia,1977.0,1.0,Geografia (geografia Humana),1968.0,1.0,Fitotecnia,2007.0,1
,,,Ciencias Economicas,1991.0,1.0,Bioquímica Toxicológica,2010.0,1.0,Fitotecnia (produção Vegetal),1994.0,1
,,,Meteorologia,1980.0,1.0,Bioquímica Vegetal,1994.0,1.0,Fitotecnia (produção Vegetal),1993.0,1
,,,Meteorologia,1981.0,1.0,Bioquímica E Imunologia,1997.0,1.0,Fitotecnia (produção Vegetal),1992.0,1
,,,Ciencias Economicas,1998.0,1.0,Bioquímica E Imunologia,1999.0,1.0,Fitotecnia (produção Vegetal),1991.0,1
,,,Ciencias Economicas,2003.0,1.0,Bioquímica E Imunologia,2003.0,1.0,Ciências (microbiologia),1993.0,1
,,,Meteorologia,1989.0,1.0,Bioquímica E Biologia Molecular,2006.0,1.0,Ciências (microbiologia),1992.0,1
,,,Ciencias Econômicas,1986.0,1.0,Bioquímica E Fisiologia,1972.0,1.0,Ciências (microbiologia),1989.0,1
,,,Ciencias Farmaceutica,2002.0,1.0,Bioquímica E Fisiologia,1976.0,1.0,Ciências (microbiologia),1987.0,1
,,,Ciencias Farmaceuticas,1979.0,1.0,Bioquímica E Fisiologia,1983.0,1.0,Ciências (microbiologia),1981.0,1
,,,Ciencias Farmaceuticas,1993.0,1.0,Geografia (geografia Humana),1994.0,1.0,Ciências (microbiologia),1975.0,1
,,,Meteorologia,1997.0,1.0,Geografia (geografia Humana),1996.0,1.0,Agronomy (ph.d.),1992.0,1
,,,Meteorologia,1998.0,1.0,Geografia (geografia Humana),1998.0,1.0,Agronomy,1998.0,1
,,,Meteorologia,1999.0,1.0,Geografia (geografia Humana),2003.0,1.0,Agronomy,1997.0,1
,,,Ciencias Farmaceuticas,1997.0,1.0,Geografia (geografia Humana),2006.0,1.0,Agronomy,1994.0,1
,,,Meteorologia,2002.0,1.0,Geografia (tratamento Da Informação Espacial),1998.0,1.0,Agronomy,1969.0,1
,,,Meteorologia Bacharelado,1996.0,1.0,Geografia E Pratica Do Desenvolvimento,1992.0,1.0,Agronomia/melhoramento De Plantas,1991.0,1
,,,Microbiologia,1985.0,1.0,Geografia Física,1974.0,1.0,Forest Science,1979.0,1
,,,Microbiologia,1991.0,1.0,Geografia Física,1987.0,1.0,Forest Resources And Conservation,2006.0,1
,,,Microbiologia,1994.0,1.0,Geologia,2000.0,1.0,Forest Resouces Management And Ecology,1991.0,1
,,,Microbiologia,1996.0,1.0,Geologia,2001.0,1.0,Forest Products,1976.0,1
,,,Microbiologia E Imunologia,1984.0,1.0,Geografia Rio Claro,1980.0,1.0,Food Science And Technology,1992.0,1
,,,Ciencias Fisicas,1978.0,1.0,Geografia Rio Claro,1985.0,1.0,Food Science And Technology,1991.0,1
,,,Microbiologia E Imunologia,1996.0,1.0,Geografia Tratamento Da Informação Espacial,2000.0,1.0,Food Science,1982.0,1
,,,Ciencias Fisicas,1982.0,1.0,Geologia,1963.0,1.0,Food Biotechnology And Bioengineering,1992.0,1
,,,Microbiologia E Imunologia,2000.0,1.0,Geologia,1965.0,1.0,Food And Nutritional Science,1993.0,1
,,,Microbiologia E Imunologia,2001.0,1.0,Geologia,1970.0,1.0,Fitotecnia (produção Vegetal),2011.0,1
,,,Microbiologia E Imunologia,2002.0,1.0,Geologia,1971.0,1.0,Fitotecnia (produção Vegetal),2010.0,1
,,,Mineralogia E Cristalografia,1965.0,1.0,Geologia,1977.0,1.0,Fitotecnia (produção Vegetal),2006.0,1
,,,Molecular And Cellular Biochemistry,2001.0,1.0,Geologia,1978.0,1.0,Fitotecnia (produção Vegetal),2001.0,1
,,,Molecular Cellular And Develomental Biology,1983.0,1.0,Geologia,1983.0,1.0,Fitotecnia (produção Vegetal),2000.0,1
,,,Monitoria Em Psiquiatria,1993.0,1.0,Geografia (geografia Humana),1987.0,1.0,Fitotecnia (produção Vegetal),1999.0,1
,,,Multidisciplinar,1990.0,1.0,Bioquímica E Imunologia,1991.0,1.0,Fitotecnia (produção Vegetal),1998.0,1
,,,Museologia,1970.0,1.0,Bioquímica E Imunologia,1992.0,1.0,Fármacos E Medicamentos,2009.0,1
,,,Museologia,1984.0,1.0,Bioquímica E Imunologia,1995.0,1.0,Fármacos E Medicamentos,2005.0,1
,,,Museologia,1989.0,1.0,Geologia E Geoquímica,1989.0,1.0,Fármacos E Medicamentos,2004.0,1
,,,Museologia,1997.0,1.0,Geologia E Geoquímica,1991.0,1.0,Fármacos E Medicamentos,1997.0,1
,,,Museologia,2002.0,1.0,Geologia,1984.0,1.0,Fármacos E Medicamentos,1996.0,1
,,,Museologia Museus Artísticos,1973.0,1.0,Bioquímica E Fisiologia,1986.0,1.0,Fármacos E Medicamentos,1995.0,1
,,,Ciencias Fisicas,1994.0,1.0,Bioquímica E Fisiologia,1988.0,1.0,Fármacos E Medicamentos,1994.0,1
,,,Musica - Composicao,1983.0,1.0,Bioquímica E Fisiologia,1989.0,1.0,Fármacos E Medicamentos,1992.0,1
,,,Musica - Violao,1998.0,1.0,Bioquímica E Fisiologia,1994.0,1.0,Fármacos E Medicamentos,1991.0,1
,,,Médico Da Faculdade De Ciências Médicas,1979.0,1.0,Bioquímica E Fisiologia,1998.0,1.0,Fármaco E Medicamentos,2006.0,1
,,,Música,1959.0,1.0,Bioquímica E Fisiologia,1999.0,1.0,Fundamentos Filosóficos Da Educação,1975.0,1
,,,Ciencias Juridicas E Sociais,1966.0,1.0,Bioquímica E Fisiologia,2007.0,1.0,Fruticultura De Clima Temperado,2000.0,1
,,,Música,1977.0,1.0,Bioquímica E Fisiologia,2008.0,1.0,Forestry - Ciências Florestais (genética),1978.0,1
,,,Música,1986.0,1.0,Bioquímica E Imunologia,1980.0,1.0,Forestry,1988.0,1
,,,Música,1987.0,1.0,Bioquímica E Imunologia,1981.0,1.0,Forest Sciences,1991.0,1
,,,Música,1994.0,1.0,Bioquímica E Imunologia,1982.0,1.0,Forest Science,1998.0,1
,,,Música (licenciatura),1976.0,1.0,Bioquímica,1994.0,1.0,Ciências (fisiologia),1994.0,1
,,,Música Composição E Regência,1983.0,1.0,Geologia,1996.0,1.0,Ciências (fisiologia Vegetal),1999.0,1
,,,Música Habilitação Em Composição,1989.0,1.0,Geologia,2009.0,1.0,Ciências (fisiologia Humana),2008.0,1
,,,Música Habilitação Em Piano,1981.0,1.0,Bioquímica,2000.0,1.0,Ciências (fisiologia Humana),2003.0,1
,,,Música Instrumento Piano,1982.0,1.0,Bioquímica,2006.0,1.0,Agronomia - Fitomelhoramento,2007.0,1
,,,Música-hab. Composição E Regência,1996.0,1.0,Bioquímica,2007.0,1.0,Agronomia - Ciências Do Solo,2011.0,1
,,,Neuere Deutsche Literatur,1975.0,1.0,Bioquímica,2008.0,1.0,Agronomia - Ciências Do Solo,1987.0,1
,,,Nutricao,1978.0,1.0,Bioquímica - Iqusp,2000.0,1.0,Agronomia - Area: Ingenieria Agrícola,1988.0,1
,,,Nutricao,1985.0,1.0,Bioquímica De Alimentos/ Ciência De Alimentos,1980.0,1.0,Agronomia - Agricultura - Botucatu,1995.0,1
,,,Nutrição,1976.0,1.0,Bioquímica E Biologia Molecular,2004.0,1.0,Agronomia (solos E Nutrição De Plantas),2006.0,1
,,,Ciencias Matematicas,2001.0,1.0,Bioquímica,1968.0,1.0,Agronomia (solos E Nutrição De Plantas),2003.0,1
,,,Ciencias Moleculares,1999.0,1.0,Bioquímica,1970.0,1.0,Agronomia (solos E Nutrição De Plantas),2000.0,1
,,,Ciencias Médicas,1980.0,1.0,Geologia,2011.0,1.0,Física,1972.0,1
,,,Ciencias Políticas Y Sociología (it.internacional),1987.0,1.0,Geologia E Geoquímica,1973.0,1.0,Física,1962.0,1
,,,Nutrição,1981.0,1.0,Geologia E Geoquímica,1977.0,1.0,Físca Do Ambiente Agrícola,2003.0,1
,,,Ciencias Sociais,1969.0,1.0,Geologia E Geoquímica,1979.0,1.0,Fármacos E Medicamentos Rib Preto,2002.0,1
,,,Ciencias Sociais,1970.0,1.0,Geologia E Geoquímica,1980.0,1.0,Agronomia (solos E Nutrição De Plantas),1980.0,1
,,,Ciencias Sociais,1971.0,1.0,Geologia E Geoquímica,1986.0,1.0,Agronomia (solos E Nutrição De Plantas),1978.0,1
,,,Ciencias Sociais,1977.0,1.0,Geologia E Geoquímica,1999.0,1.0,Agronomia (solos E Nutrição De Plantas),1977.0,1
,,,Ciencias Sociais,1984.0,1.0,Geologia E Geoquímica,2006.0,1.0,Agronomia (solos E Nutrição De Plantas),1974.0,1
