CURSO-TECNICO-PROFISSIONALIZANTE,Fim.1,Quantidade,GRADUACAO,Fim.2,Quantidade,MESTRADO,Fim.4,Quantidade,DOUTORADO,Fim.5,Quantidade
,,,Biologia Modalidade Médica,1995.0,1.0,Física Do Estado Sólido,1986.0,1.0,Administração (ph.d. In Management),2006.0,1
,,,Licenciatura Plena Em Letras (port.-literaturas),1993.0,1.0,Física Do Estado Sólido,1965.0,1.0,Administração De Empresas,1991.0,1
,,,Licenciatura Plena Em Letras (portug-literaturas),1991.0,1.0,Física Do Ambiente Agrícola,2002.0,1.0,Administração De Empresas,1997.0,1
,,,Licenciatura Plena Em Letras Hab Língua Portuguesa,1999.0,1.0,Física De Plasmas,1990.0,1.0,Administração De Empresas,2001.0,1
,,,Licenciatura Plena Em Letras Português Inglês E Re,1987.0,1.0,Física De Partículas Experimental,1993.0,1.0,Administração De Empresas,2004.0,1
,,,Licenciatura Plena Em Matematica,1979.0,1.0,Física De Partículas E Campos,1988.0,1.0,Administração De Empresas,2005.0,1
,,,Licenciatura Plena Em Matematica,1992.0,1.0,Física Da Matéria Condensada,2009.0,1.0,Administração De Empresas,2006.0,1
,,,Licenciatura Plena Em Matematica,2002.0,1.0,Física Da Matéria Condensada,2008.0,1.0,Administração De Empresas,2012.0,1
,,,Licenciatura Plena Em Matemática,1982.0,1.0,Física Da Matéria Condensada,2003.0,1.0,Administração De Organizações,2016.0,1
,,,Licenciatura Plena Em Matemática,1984.0,1.0,Física Da Matéria Condensada,2002.0,1.0,Administração E Direção De Empresas,2001.0,1
,,,Biologia Modalidade Médica,1997.0,1.0,Física Teórica,1977.0,1.0,Administração E Turismo,2011.0,1
,,,Licenciatura Plena Em Matemática,1986.0,1.0,Física Teorica,2004.0,1.0,Administração Pública,2003.0,1
,,,Licenciatura Plena Em Matemática,1987.0,1.0,Física São Carlos,1997.0,1.0,Advanced Architectural Studies,1999.0,1
,,,Licenciatura Plena Em Matemática,1994.0,1.0,Física São Carlos,1986.0,1.0,Advanced Architectural Studies,2007.0,1
,,,"Biologia, Genética",1994.0,1.0,Física São Carlos,1983.0,1.0,Farmacologia,2014.0,1
,,,Licenciatura Plena Em Matemática,1999.0,1.0,Física São Carlos,1982.0,1.0,Farmacologia (conceito Capes 6),1997.0,1
,,,Biologia-genética,2000.0,1.0,Física São Carlos,1975.0,1.0,Farmacologia (conceito Capes 6),2005.0,1
,,,Licenciatura Plena Em Matemática,2002.0,1.0,Física Química E Neurociência,2003.0,1.0,Farmacologia (conceito Capes 7),2005.0,1
,,,Biological Science,1997.0,1.0,Física Nuclear Experimental,1987.0,1.0,Aeronautical Engineering,1993.0,1
,,,Licenciatura Plena Em Matemática,2005.0,1.0,Física Nuclear,1995.0,1.0,Farmacologia Bioquimica E Molecular,2008.0,1
,,,Licenciatura Plena Em Matemática,2008.0,1.0,Física Nuclear,1988.0,1.0,Farmacologia Bioquimica E Molecular,2009.0,1
,,,Licenciatura Plena Em Matemática,2009.0,1.0,Física Nuclear,1980.0,1.0,Farmacologia Bioquimica E Molecular,2010.0,1
,,,Licenciatura Plena Em Matemática,2010.0,1.0,Física Nuclear,1973.0,1.0,Farmacologia Bioquímica E Molecular,2006.0,1
,,,Licenciatura Plena Em Pedagogia,1981.0,1.0,Física Matemática,1985.0,1.0,Farmacologia Celular E Molecular,1990.0,1
,,,Licenciatura Plena Em Pedagogia,1986.0,1.0,Física Fundamental E Astrofísica,2009.0,1.0,Farmacologia Clínica,1989.0,1
,,,Licenciatura Plena Em Pedagogia,1987.0,1.0,Física Espacial,1983.0,1.0,Farmacologia Molecular,1996.0,1
,,,Licenciatura Plena Em Pedagogia,1988.0,1.0,Físico-química,1992.0,1.0,Farmácia,1994.0,1
,,,Licenciatura Plena Em Pedagogia Habilitação Em Adm,1980.0,1.0,Físico-química,1991.0,1.0,Farmácia,1995.0,1
,,,Licenciatura Plena Em Português E Literaturas De L,1986.0,1.0,Físico-química,1987.0,1.0,Farmácia,1996.0,1
,,,Licenciatura Plena Em Psicologia,1996.0,1.0,Físico-química,1986.0,1.0,Farmácia,2000.0,1
,,,Licenciatura Plena Em Quimica,2009.0,1.0,Físico-química,1984.0,1.0,Farmácia,2002.0,1
,,,Licenciatura Plena Em Química,1978.0,1.0,Físico-química,1979.0,1.0,Farmácia,2009.0,1
,,,Licenciatura Plena Em Química,1982.0,1.0,Físico-química,1975.0,1.0,Farmácia (fisiopatologia E Toxicologia),1996.0,1
,,,Licenciatura Plena Em Química,1985.0,1.0,Físico Química - Araraquara,1989.0,1.0,Farmácia (fisiopatologia E Toxicologia),1999.0,1
,,,Licenciatura Plena Em Química,1986.0,1.0,Físico Química,1988.0,1.0,Aeronautics,2009.0,1
,,,Licenciatura Plena Em Química,1987.0,1.0,Físico Química,1985.0,1.0,Aeronautics And Astronautics,2011.0,1
,,,Licenciatura Plena Em Química,1988.0,1.0,Físico Química,1980.0,1.0,Farmácia (fisiopatologia E Toxicologia),2004.0,1
,,,Licenciatura Plena Em Química,1993.0,1.0,Físico Química,1979.0,1.0,Farmácia (fisiopatologia E Toxicologia),2005.0,1
,,,Licenciatura Plena Em Química,1996.0,1.0,Físico Quíica,1975.0,1.0,Farmácia (fisiopatologia E Toxicologia),2007.0,1
,,,Licenciatura Plena Em Química,2001.0,1.0,Física Teórica São Paulo,2002.0,1.0,Farmácia (fisiopatologia E Toxicologia),2011.0,1
,,,Biological Sciences,1974.0,1.0,Física Teórica,2007.0,1.0,Farmácia Bioquímica,2005.0,1
,,,Licenciatura Plena Em Química,2003.0,1.0,Física Teórica,2005.0,1.0,Farmácia E Bioquímica,1994.0,1
,,,Licenciatura Plena Em Química,2006.0,1.0,Genetica E Melhoramento Animal,2005.0,1.0,Field Crop Physiology,1987.0,1
,,,Licenciatura Plena Em Química,2007.0,1.0,Genetica,1998.0,1.0,Field Crop Science (concentração: Plant Genetics),2002.0,1
,,,Licenciatura Plena Em Química Quími,1980.0,1.0,Genetica,1995.0,1.0,Filologia E Língua Portuguesa,1988.0,1
,,,Licenciatura Plena Português Inglês,1980.0,1.0,Genetica,1984.0,1.0,Aeronautics And Astronautics Engineering,1988.0,1
,,,Licenciatura Plena-habilitação Em Matemática,1991.0,1.0,Gastroenterologia Clínica,1995.0,1.0,Filosofia,1974.0,1
,,,Licenciatura Português-francês,1985.0,1.0,Gastroenterologia,1998.0,1.0,Filosofia,1975.0,1
,,,Licenciatura Química,1999.0,1.0,Gastroenterologia,1993.0,1.0,Aeronáutica E Astronáutica,1997.0,1
,,,"Licenciatura, Bacharelado E Formação Em Psicologia",1999.0,1.0,Fïsico Quïmica,1980.0,1.0,Filosofia,1982.0,1
,,,Licenciatura/bacharelado Em Ciências Biológicas,2006.0,1.0,Físico-química,2009.0,1.0,Aerospace Engineering,1983.0,1
,,,Licencitura Em Química,1978.0,1.0,Físico-química,2003.0,1.0,Aerospace Engineering,1986.0,1
,,,Licienciatura Plena Em Ciências,1999.0,1.0,Físico-química,2002.0,1.0,Aerospace Engineering,1996.0,1
,,,Liciencitura Em Ciências Biológicas,1997.0,1.0,Físico-química,1999.0,1.0,Aerospace Engineering And Engineering Mechanics,1987.0,1
,,,Licênciatura Em Genética,2007.0,1.0,Físico-química,1997.0,1.0,Aerospace Science & Engineering,2000.0,1
,,,Lingua Portuguesa E Literaturas De,2005.0,1.0,Físico-química,1996.0,1.0,Agonomia: Genética E Melhoramento De Plantas,2010.0,1
,,,Linguagem E Literatura,1995.0,1.0,Físico-química,1995.0,1.0,Agrarwissenschaft Ciências Agrárias,1987.0,1
,,,Lingue E Letterature Straniere,1988.0,1.0,Físico-química,1994.0,1.0,Agricultura,1981.0,1
,,,Linguistica,1973.0,1.0,Ciência Animal E Pastagens,2010.0,1.0,Agricultura,1995.0,1
,,,Linguistica,1993.0,1.0,Ciência Animal E Pastagens,2005.0,1.0,Agricultura Tropical,2008.0,1
,,,Linguistica,1997.0,1.0,Ciência Animal E Pastagens,2003.0,1.0,Agricultural And Development Economics,2004.0,1
,,,Lingüística,1976.0,1.0,Ciência Animal E Pastagens,2002.0,1.0,Agricultural And Food Economics,2004.0,1
,,,Lingüística,1978.0,1.0,Ciência Animal E Pastagens,1997.0,1.0,Agricultural And Irrigation Engineering,1991.0,1
,,,Lingüística,1983.0,1.0,Genética,1999.0,1.0,Agricultural And Resource Economics,2010.0,1
,,,Lingüística,1986.0,1.0,Genética,1996.0,1.0,Agricultural Chemistry,1968.0,1
,,,Lingüística,1988.0,1.0,Genética,1995.0,1.0,Agricultural Economics,1981.0,1
,,,Lingüística,1993.0,1.0,Genética,1994.0,1.0,Agricultural Economics,1987.0,1
,,,Lingüística,1997.0,1.0,Genética,1993.0,1.0,Agricultural Economics,1996.0,1
,,,Biologie,1979.0,1.0,Genética,1991.0,1.0,Agricultural Engineering,1993.0,1
,,,Lingüística E Língua Portuguesa,1995.0,1.0,Genética,1990.0,1.0,Agrobiotecnologie Per Le Produzioni Tropicali,1998.0,1
,,,Lingüística E Português,1978.0,1.0,Genética,1983.0,1.0,Agroecología Sociología Y Estudios Campesinos,2000.0,1
,,,Língua E Literatura Espanholas,1981.0,1.0,Genética,1980.0,1.0,Agronegócios,2005.0,1
,,,Língua E Literatura Inglesa,1986.0,1.0,Genética,1977.0,1.0,Agronegócios,2007.0,1
,,,Língua E Literatura Portuguesas,1987.0,1.0,Genetics,1978.0,1.0,Agronegócios,2008.0,1
,,,Língua E Literatura Portuguesas,1988.0,1.0,Ciência,1964.0,1.0,Filosofia,2010.0,1
,,,Língua E Literatura Russas,1978.0,1.0,Genética E Biologia Molecular,1986.0,1.0,Agronegócios,2012.0,1
,,,Língua Francesa E Literatura De Língua Francesa,1995.0,1.0,Genética E Biologia Molecular,1980.0,1.0,Agronomia,1975.0,1
,,,Língua Portuguesa,1988.0,1.0,Genética E Biologia Molecular,1978.0,1.0,Agronomia,1983.0,1
,,,Língua Portuguesa E Literaturas,1968.0,1.0,Genética E Biologia Molecular,1976.0,1.0,Filosofia,2015.0,1
,,,Língua Portuguesa E Literaturas,1998.0,1.0,Genética De Microrganismos,1989.0,1.0,Filosofia,2016.0,1
,,,Maitrise De Biologie Animale,1980.0,1.0,Genética,2006.0,1.0,Filosofia,2017.0,1
,,,Maitrise De Sciences Et Techniques,1986.0,1.0,Genética,2003.0,1.0,Filosofia (phd),2000.0,1
,,,Majeure De Physique,1999.0,1.0,Ciência Da Computação,1991.0,1.0,Filosofia Da Enfermagem,1995.0,1
,,,Major Undeclared,1972.0,1.0,Ciência Da Computação,1989.0,1.0,Filosofia Da Enfermagem,1996.0,1
,,,Matamática/licenciatura,2010.0,1.0,Ciência Da Computação,1985.0,1.0,Filosofia Da Enfermagem,1998.0,1
,,,Matematica,1967.0,1.0,Ciência Da Computação,1981.0,1.0,Filosofia Da Saúde,1999.0,1
,,,Biologie Des Organismes Et Des Populations,1985.0,1.0,Ciência Da Computação,1979.0,1.0,Filosofia E Ciências Da Educação,1998.0,1
,,,Biologie Diplom,1991.0,1.0,Ciência Animal Nos Trópicos,2006.0,1.0,Filosofia E Ciências Da Educação,2002.0,1
,,,Biology,1977.0,1.0,Ciência Animal E Pastagens Esalq,1984.0,1.0,Filosofia E Germanística,1980.0,1
,,,Matematica,1973.0,1.0,Ciência Animal E Pastagens,2011.0,1.0,Filosofia E História,1976.0,1
,,,Matematica,1974.0,1.0,Genética E Biologia Molecular,2011.0,1.0,Filosofia E História Da Educação,1990.0,1
,,,Biology,1996.0,1.0,Genética E Biologia Molecular,1999.0,1.0,Filosofia E História Da Educação,2004.0,1
,,,Biología,2001.0,1.0,Genética E Biologia Molecular,1995.0,1.0,Filosofia E Metodologia Das Ciências,2006.0,1
,,,Matematica,1978.0,1.0,Genética E Biologia Molecular,1990.0,1.0,Filosofia E Teoria Política,2004.0,1
,,,Biomedicas,1979.0,1.0,Ciência Animal E Pastagens,1993.0,1.0,Filosofia Econômica E Social,1981.0,1
,,,Biomedicina,1973.0,1.0,Ciência Animal E Pastagens,1990.0,1.0,Filosofia Phd,2007.0,1
,,,Biomedicina,1977.0,1.0,Ciência Animal,2012.0,1.0,Filosofia Politica,2005.0,1
,,,Biomedicina,1978.0,1.0,Ciência Animal,2011.0,1.0,Filosofia/teologia,1990.0,1
,,,Biomedicina,1980.0,1.0,Ciência Animal,2006.0,1.0,Filosofía I Lletras (historia),1995.0,1
,,,Matematica,1989.0,1.0,Ciência Animal,2005.0,1.0,Filosofía Y Ciencias De La Educación,2001.0,1
,,,Biomedicina,1981.0,1.0,Ciência Animal,2004.0,1.0,Finanças,1999.0,1
,,,Matematica,1993.0,1.0,Ciência Animal,2003.0,1.0,Finanças,2013.0,1
,,,Biomedicina,1983.0,1.0,Ciência Animal,1998.0,1.0,Finanças,2015.0,1
,,,Matematica,1996.0,1.0,Ciência Animal,1977.0,1.0,Finanças Quantitativas,2010.0,1
,,,Biomedicina,1986.0,1.0,Ciência Ambiental,1996.0,1.0,Fisheries,1993.0,1
,,,Biomedicina,1990.0,1.0,Ciência Ambiental,1995.0,1.0,Fisica,1961.0,1
,,,Matematica,2001.0,1.0,Cirurgia Plástica,2001.0,1.0,Agronomia,1985.0,1
,,,Biomedicina,1993.0,1.0,Cirurgia,1984.0,1.0,Agronomia,1986.0,1
,,,Matematica,2003.0,1.0,Cirurgia,1981.0,1.0,Fisica,1975.0,1
,,,Biomedicina,1996.0,1.0,Ciencias Sociales,1988.0,1.0,Fisica,1976.0,1
,,,Matematica,2006.0,1.0,Ciencias Sociais,1991.0,1.0,Fisica,1979.0,1
,,,Biomedicina,1997.0,1.0,Ciencias Químicas,2009.0,1.0,Fisica,1981.0,1
,,,Matematica,2008.0,1.0,Ciencias Geoambientais,2004.0,1.0,Fisica,1983.0,1
,,,Matematica,2010.0,1.0,Genética E Melhoramento,1990.0,1.0,Fisica,1984.0,1
,,,Matematica (ramo Cientifico),1994.0,1.0,Genética E Melhoramento,1989.0,1.0,Fisica,1985.0,1
,,,Matematica Aplicada,1983.0,1.0,Genética E Melhoramento,1987.0,1.0,Agronomia,1994.0,1
,,,Matematica Aplicada,1990.0,1.0,Genética E Melhoramento,1985.0,1.0,Agronomia,1997.0,1
,,,Matematica Aplicada,1991.0,1.0,Genética E Melhoramento,1979.0,1.0,Fisica,1988.0,1
,,,Matematica Aplicada E Computacional,1990.0,1.0,Genética E Bioquímica,2008.0,1.0,Fisica,1989.0,1
,,,Matematica Aplicada E Computacional,1997.0,1.0,Genética E Bioquímica,1999.0,1.0,Fisica,1990.0,1
,,,Matematica Aplicada E Computacional,1999.0,1.0,Genética E Bioquímica,1997.0,1.0,Fisica,1991.0,1
,,,Matematica Computacional,1982.0,1.0,Genética E Bioquímica,1996.0,1.0,Agronomia,1999.0,1
,,,Matematica E Matematica Aplicada,1971.0,1.0,Genética E Melhoramento,2011.0,1.0,Agronomia,2007.0,1
,,,Matematica Pura,1979.0,1.0,Genética E Melhoramento,2009.0,1.0,Fisica,1994.0,1
,,,"Matematica, Astronomia E Fisica",1984.0,1.0,Genética E Melhoramento,2008.0,1.0,Fisica,1996.0,1
,,,Matematicas,1971.0,1.0,Genética E Melhoramento,2007.0,1.0,Agronomia,2018.0,1
,,,Matematicas,1985.0,1.0,Genética E Melhoramento,2006.0,1.0,Fisica,1998.0,1
,,,Matematicas,2005.0,1.0,Genética E Melhoramento,2005.0,1.0,Fisica,1999.0,1
,,,Matematicas,2006.0,1.0,Genética E Melhoramento,2003.0,1.0,Fisica,2000.0,1
,,,Matemática,1956.0,1.0,Genética E Melhoramento,1994.0,1.0,Fisica,2002.0,1
,,,Matemática,1962.0,1.0,Civil Engineering And Engineering Mechanics,2007.0,1.0,Agronomia (agricultura),1997.0,1
,,,Matemática,1963.0,1.0,Civil Engineering And Economics,2002.0,1.0,Fisica,2004.0,1
,,,Biomedicina,1999.0,1.0,Civil And Environmental Engineering,2001.0,1.0,Fisica,2005.0,1
,,,Matemática,1968.0,1.0,City And Regional Planning,1984.0,1.0,Agronomia (agricultura),1998.0,1
,,,Matemática,1970.0,1.0,Cirurgia Veterinária,2010.0,1.0,Agronomia (agricultura),1999.0,1
,,,Biomedicina,2005.0,1.0,Cirurgia Veterinária,2006.0,1.0,Agronomia (agricultura),2001.0,1
,,,Biomedicina,2007.0,1.0,Cirurgia Veterinária,2004.0,1.0,Agronomia (agricultura),2004.0,1
,,,Biomedicina,2011.0,1.0,Cirurgia Veterinária,2002.0,1.0,Agronomia (agricultura),2005.0,1
,,,Biomedicina,2014.0,1.0,Ciencias Biologicas Biologia Celular,1993.0,1.0,Agronomia (agricultura),2006.0,1
,,,Bioquimica,1993.0,1.0,Ciencias Biologicas (zoologia),2002.0,1.0,Agronomia (agricultura),2012.0,1
,,,Bioquimica E Imunologia,1993.0,1.0,Ciencias Biologicas (zoologia),1998.0,1.0,Fisica,2014.0,1
,,,Bioquimica E Zoologia,1985.0,1.0,Genética E Melhoramento De Plantas,1991.0,1.0,Fisica,2015.0,1
,,,Matemática,1978.0,1.0,Genética E Melhoramento De Plantas,1989.0,1.0,Fisica,2016.0,1
,,,Bioquimica/biologia Molecular,1989.0,1.0,Genética E Melhoramento De Plantas,1988.0,1.0,Agronomia (agricultura),2013.0,1
,,,Bioquímica,1962.0,1.0,Genética E Melhoramento De Plantas,1982.0,1.0,Fisica (sao Carlos),1983.0,1
,,,Bioquímica,1963.0,1.0,Genética E Melhoramento Animal [jaboticabal],1998.0,1.0,Fisica (sc),2008.0,1
,,,Bioquímica,1970.0,1.0,Genética E Melhoramento Animal,2012.0,1.0,Fisica (sc),2014.0,1
,,,Bioquímica,1982.0,1.0,Genética E Melhoramento Animal,2009.0,1.0,Fisica - Estagio Sanduiche,1997.0,1
,,,Bioquímica,1994.0,1.0,Genética E Melhoramento Animal,2008.0,1.0,Fisica - Matematica,1990.0,1
,,,Bioquímica,1996.0,1.0,Genética E Melhoramento Animal,2004.0,1.0,Fisica Aplicada,1998.0,1
,,,Bioquímica,2000.0,1.0,Genética E Melhoramento Animal,1998.0,1.0,Fisica Aplicada,2011.0,1
,,,Bioquímica,2004.0,1.0,Genética E Melhoramento Animal,1997.0,1.0,Fisica Aplicada - Instituto De Física De São Carlos/usp/são Ca,2003.0,1
,,,Bióloga,1987.0,1.0,Genética E Melhoramento Animal,1996.0,1.0,Fisica Aplicada - Instituto De Física De São Carlos/usp/são Ca,2008.0,1
,,,Botany With Marine Botany,1989.0,1.0,Genética E Melhoramento Animal,1993.0,1.0,Fisica Aplicada - Instituto De Física De São Carlos/usp/são Ca,2013.0,1
,,,Botânica,1970.0,1.0,Genética E Melhoramento De Plantas,2005.0,1.0,Fisica De Particulas Elementares,1989.0,1
,,,Bsc (mathematics And Physics),2003.0,1.0,Genética E Melhoramento De Plantas,2000.0,1.0,Fisica De Particulas Elementares,1997.0,1
,,,Bsc(econ) Law And Government,1996.0,1.0,Genética E Melhoramento De Plantas,1992.0,1.0,Fisica De Particulas Elementares,2004.0,1
,,,Centro De Ciências Jurídicas,1986.0,1.0,Ciencias Físicas,2007.0,1.0,Fisica De Plasma,1993.0,1
,,,Chemistry,1968.0,1.0,Ciencias Físicas,1999.0,1.0,Fisica Do Estado Solido,1990.0,1
,,,Chemistry,1971.0,1.0,Ciencias Físicas,1985.0,1.0,Fisica E Química De Materiais Aeronáuticos,2002.0,1
,,,Chemistry,1989.0,1.0,Ciencias Florestais,1998.0,1.0,Fisica Experimental De Altas Energias,2010.0,1
,,,Chemistry,2001.0,1.0,Ciencias Florestais,1989.0,1.0,Fisica Nuclear De Altas Energias,1983.0,1
,,,Chemistry,2004.0,1.0,Ciencias Fisicas,2004.0,1.0,Fisica Teorica,1976.0,1
,,,Chemistry Honours,1987.0,1.0,Ciencias Espaciais,1972.0,1.0,Fisica Teorica,1983.0,1
,,,Chemistry With European Experience,1998.0,1.0,Ciencias Del Mar,1998.0,1.0,Fisica Teorica,1985.0,1
,,,Ci6encias Biológicas Licenciatura,2001.0,1.0,Ciencias De La Religión,1986.0,1.0,Fisica Teorica,2004.0,1
,,,Ciencia Biologicas,1995.0,1.0,Ciencias De Actividade Física E Do Esporte,2004.0,1.0,Fisica Teorica,2007.0,1
,,,Ciencia Da Computacao,1975.0,1.0,Ciencias Da Saude,2011.0,1.0,Fisica Teorica,2009.0,1
,,,Ciencia Da Computacao,1984.0,1.0,Ciencias Da Computacao,1992.0,1.0,Fisica Teorica E Matematica,1993.0,1
,,,Ciencia Da Computacao,1985.0,1.0,Ciencias Biológicas Farmacologia Bioquímica E Mole,2003.0,1.0,Fisica [sao Carlos -sp],1990.0,1
,,,Ciencia Da Computacao,1986.0,1.0,Geociências,1985.0,1.0,Fisica-computacional,1996.0,1
,,,Ciencia Da Computacao,1988.0,1.0,Geociências,1984.0,1.0,Fisico-quimica,2002.0,1
,,,Ciencia Da Computacao,1990.0,1.0,Geociências,1980.0,1.0,Fisiofarmacologia,1989.0,1
,,,Ciencia Da Computacao,1992.0,1.0,Geociências,1979.0,1.0,Fisiologia,1968.0,1
,,,Ciencia Da Computacao,1993.0,1.0,Geociências,1978.0,1.0,Fisiologia,1976.0,1
,,,Ciencia Da Computacao,1994.0,1.0,Geociências,1973.0,1.0,Fisiologia,1978.0,1
,,,Matemática,2015.0,1.0,Geociencias - Geologia Regional(rc),2003.0,1.0,Fisiologia,1979.0,1
,,,Matemática,2019.0,1.0,Genética Humana,1993.0,1.0,Agronomia (agricultura),2015.0,1
,,,Matemática (bacharelado),1988.0,1.0,Genética Evolutiva E Biologia Molecular,2010.0,1.0,Fisiologia,1982.0,1
,,,Matemática (bacharelado),1996.0,1.0,Genética Evolutiva E Biologia Molecular,2008.0,1.0,Agronomia (ciência Do Solo),2012.0,1
,,,Matemática (bacharelado),2001.0,1.0,Genética Evolutiva E Biologia Molecular,2001.0,1.0,Agronomia (ciência Do Solo),2013.0,1
,,,Matemática (bacharelado),2005.0,1.0,Genética Evolutiva E Biologia Molecular,1999.0,1.0,Agronomia (ciências Do Solo),1985.0,1
,,,Matemática (bacharelado),2011.0,1.0,Genética Evolutiva E Biologia Molecular,1997.0,1.0,Fisiologia,1986.0,1
,,,Matemática (licenciatura),1998.0,1.0,Genética E Toxicologia Aplicada,2007.0,1.0,Agronomia (ciências Do Solo),1993.0,1
,,,Matemática (licenciatura),2009.0,1.0,Genética E Melhoramento De Plantas Esalq,1979.0,1.0,Fisiologia,1994.0,1
,,,Matemática (unicamp),1996.0,1.0,Genética E Melhoramento De Plantas Esalq,1973.0,1.0,Fisiologia,1995.0,1
,,,Matemática (vordiplom In Mathematik),2006.0,1.0,Ciencias,1974.0,1.0,Fisiologia,1996.0,1
,,,Matemática - Licenciatura,1976.0,1.0,Ciencia Espacial,1986.0,1.0,Agronomia (ciências Do Solo),1994.0,1
,,,Matemática - Licenciatura,1993.0,1.0,Ciencia E Tecnologia De Alimentos,1999.0,1.0,Agronomia (ciências Do Solo),1997.0,1
,,,Matemática - Licenciatura,1996.0,1.0,Ciencia E Engenharia De Materiais,1997.0,1.0,Agronomia (ciências Do Solo),2000.0,1
,,,Matemática - Licenciatura,2008.0,1.0,Ciencia De Alimentos,1987.0,1.0,Fisiologia,2000.0,1
,,,Matemática - Licenciatura,2009.0,1.0,Ciencia Da Motricidade Humana,2005.0,1.0,Agronomia (ciências Do Solo),2001.0,1
,,,Matemática - Licenciatura Plena,1991.0,1.0,Ciencia Da Informacao E Documentacao,2002.0,1.0,Agronomia (ciências Do Solo),2002.0,1
,,,Matemática Aplicada,1975.0,1.0,Ciencia Da Informacao,1974.0,1.0,Agronomia (ciências Do Solo),2004.0,1
,,,Matemática Aplicada,2007.0,1.0,Chimie Therapeutique,1984.0,1.0,Agronomia (ciências Do Solo),2011.0,1
,,,Matemática Aplicada,2008.0,1.0,Geociências,2003.0,1.0,Fisiologia,2009.0,1
,,,Matemática Aplicada Computacional,1983.0,1.0,Geociências,2002.0,1.0,Agronomia (energia Na Agricultura),1995.0,1
,,,Matemática Aplicada E Computacional,1988.0,1.0,Geociências,2000.0,1.0,Agronomia (energia Na Agricultura),1998.0,1
,,,Matemática Aplicada E Computacional,1989.0,1.0,Geociências,1998.0,1.0,Agronomia (energia Na Agricultura),2000.0,1
,,,Matemática Aplicada E Computacional,1994.0,1.0,Geociências,1992.0,1.0,Fisiologia (ph.d.),2001.0,1
,,,Matemática Aplicada E Computacional,1995.0,1.0,Geociências,1990.0,1.0,Fisiologia (physiology Graduate Course),1981.0,1
,,,Matemática Aplicada E Computacional,1998.0,1.0,Geociências,1989.0,1.0,Fisiologia - Rib. Preto - Doutorado,1980.0,1
,,,Ciencia Da Computacao,1997.0,1.0,Geociências (geologia Sedimentar),1990.0,1.0,Fisiologia Bioquímica De Plantas,2013.0,1
,,,Matemática Aplicada E Computacional,2003.0,1.0,Geociências (geologia Sedimentar),1987.0,1.0,Fisiologia Cardiovascular,1990.0,1
,,,Matemática Aplicada E Computacional,2005.0,1.0,Geociências (geologia Sedimentar),1986.0,1.0,Fisiologia Cardiovascular,2009.0,1
,,,Matemática Aplicada E Computacional,2006.0,1.0,Geociências (geologia Sedimentar),1985.0,1.0,Fisiologia Celular,1995.0,1
,,,Matemática Aplicada E Computacional,2007.0,1.0,Geociências,2014.0,1.0,Fisiologia Celular E Molecular Das Plantas,2000.0,1
,,,Matemática Aplicada E Computação Científica,2005.0,1.0,Geociências,2010.0,1.0,Fisiologia Da Reprodução,1997.0,1
,,,Matemática Bacharelado,1972.0,1.0,Geociências,2009.0,1.0,Fisiologia Da Reprodução - Zootecnia,1995.0,1
,,,Matemática Bacharelado,1981.0,1.0,Geociências,2006.0,1.0,Fisiologia Do Comportamento,2003.0,1
,,,Matemática Computacional,2006.0,1.0,Geociências,2004.0,1.0,Fisiologia Do Exercício,1999.0,1
,,,Matemática De Sistemas,1983.0,1.0,Ciencias Biologicas (zoologia),1990.0,1.0,Fisiologia E Biofísica,1995.0,1
,,,Matemática E Ciença De Computação(secundário),1985.0,1.0,Ciencias Biologicas (zoologia),1988.0,1.0,Fisiologia E Biofísica,2008.0,1
,,,Matemática E Computação Científica,1998.0,1.0,Ciencias Biologicas (microbiologia Aplicada),2001.0,1.0,Fisiologia E Farmacologia,2008.0,1
,,,Matemática E Computação Científica,2000.0,1.0,Ciencias Biologicas (genetica),1997.0,1.0,Fisiologia E Farmacologia,2009.0,1
,,,Matemática E Física,1970.0,1.0,Ciencias Biologicas (genetica),1991.0,1.0,Agronomia (energia Na Agricultura),2006.0,1
,,,Matemática Física E Química,1961.0,1.0,Ciencias Biologicas,1984.0,1.0,Fisiologia E Farmacologia Cardiovascular,1996.0,1
,,,Matemática Licenciatura,1990.0,1.0,Ciencias Biologicas,1983.0,1.0,Fisiologia E Nutrição De Peixes,2010.0,1
,,,Matemática Licenciatura,1997.0,1.0,Geociências (geoquímica),1988.0,1.0,Fisiologia E Nutrição De Plantas,1993.0,1
,,,Matemática Licenciatura,2006.0,1.0,Geociências (geoquímica),1985.0,1.0,Fisiologia E Tecnologia Pós Colheita,1998.0,1
,,,Matemática Licenciatura,2010.0,1.0,Geociências (geoquímica),1976.0,1.0,Fisiologia Humana,1992.0,1
,,,Matemática Licenciatura,2011.0,1.0,Geociências (geoquímica E Geotectônica),2010.0,1.0,Fisiologia Humana,2004.0,1
,,,Matemática Licenciatura Plena,1984.0,1.0,Geociências (geoquímica E Geotectônica),2004.0,1.0,Fisiologia Humana,2005.0,1
,,,Matemática Licenciatura Plena,1988.0,1.0,Geociências (geoquímica E Geotectônica),2003.0,1.0,Fisiologia Molecular De Plantas,2008.0,1
,,,Matemática Licenciatura Plena,2001.0,1.0,Geociências (geoquímica E Geotectônica),1998.0,1.0,Fisiologia Molecular De Plantas,2011.0,1
