CURSO-TECNICO-PROFISSIONALIZANTE,Fim.1,Quantidade,GRADUACAO,Fim.2,Quantidade,MESTRADO,Fim.4,Quantidade,DOUTORADO,Fim.5,Quantidade
,,,Psicologia,1976.0,7.0,Ciências Biológicas,2010.0,4.0,Biologia Celular E Molecular,2002.0,4
,,,Ciências Biológicas Modalidade Médica,2001.0,6.0,Ciências Biológicas (biofísica),1986.0,4.0,Ciências,1991.0,4
,,,História,1999.0,6.0,Ciências Biológicas (biofísica),1991.0,4.0,Biologia Celular E Molecular,2006.0,4
,,,Educação Física,2001.0,6.0,Ciências Biológicas (biofísica),1997.0,4.0,Ciências,2002.0,4
,,,Filosofia,1988.0,6.0,Artes Visuais,1995.0,4.0,Ciências,2008.0,4
,,,História,1996.0,6.0,Ciência Da Computação,1997.0,4.0,Biologia Celular E Molecular,2013.0,4
,,,Engenharia Florestal,1992.0,6.0,Ciência Da Computação,2006.0,4.0,Ecologia,1995.0,4
,,,Arquitetura E Urbanismo,1998.0,6.0,Ciência Da Computação,2009.0,4.0,Ciências Sociais,1996.0,4
,,,Arquitetura E Urbanismo,1997.0,6.0,Microbiologia E Imunologia,1983.0,4.0,Ciências (bioquímica),1995.0,4
,,,Matemática,1999.0,6.0,Agronomia (solos E Nutrição De Plantas),2002.0,4.0,Agronomia (solos E Nutrição De Plantas),2001.0,4
,,,Filosofia,1985.0,6.0,Química (físico-química),1985.0,4.0,Agronomia (solos E Nutrição De Plantas),2004.0,4
,,,Engenharia Civil,2003.0,6.0,Ciências Biológicas (biologia Genética),1984.0,4.0,Agronomia (solos E Nutrição De Plantas),2005.0,4
,,,História,1984.0,6.0,Genética E Biologia Molecular,1988.0,4.0,Ciências Biológicas (entomologia),2003.0,4
,,,Educação Física,2002.0,6.0,Genética E Biologia Molecular,1992.0,4.0,Ciências Sociais,2006.0,4
,,,Engenharia Civil,2005.0,6.0,Genética E Biologia Molecular,1993.0,4.0,Ciências Sociais,2008.0,4
,,,Filosofia,1982.0,6.0,Genética E Biologia Molecular,2004.0,4.0,Bioquímica E Imunologia,1997.0,4
,,,História,1975.0,6.0,Genética E Melhoramento,1992.0,4.0,Engenharia Civil,1983.0,4
,,,Geologia,1993.0,6.0,Genética E Melhoramento,1995.0,4.0,Ecologia,2007.0,4
,,,Medicina,1970.0,6.0,Genética E Melhoramento,2002.0,4.0,Engenharia Civil,1987.0,4
,,,Geologia,1984.0,6.0,Geociências,1991.0,4.0,Ciências (fisiologia Geral),2002.0,4
,,,Engenharia Elétrica,2006.0,6.0,Geociências,1997.0,4.0,Engenharia Nuclear,2010.0,4
,,,Engenharia Elétrica,2000.0,6.0,Ciências Biológicas (bioquímica),1987.0,4.0,Ciências Veterinárias,2004.0,4
,,,Biologia,1991.0,6.0,Engenharia Elétrica,1976.0,4.0,Ciências Veterinárias,2005.0,4
,,,Matemática,1984.0,6.0,Engenharia Elétrica,1979.0,4.0,Ciências (fisiologia Humana),1995.0,4
,,,Ciências Econômicas,1993.0,6.0,Ciências Biológicas (biologia Molecular),1988.0,4.0,Demografia,2014.0,4
,,,Engenharia Agronômica,2002.0,6.0,Engenharia Elétrica,1986.0,4.0,Educação Física,2006.0,4
,,,Letras,1993.0,6.0,Geociências,1999.0,4.0,Engenharia Civil,1993.0,4
,,,Ciências Biológicas,2010.0,6.0,Astronomia,1989.0,4.0,Engenharia Mecânica,1985.0,4
,,,Administração,2000.0,6.0,Meteorologia,2001.0,4.0,Comunicação E Semiótica,1998.0,4
,,,Medicina Veterinária,1982.0,6.0,Geografia,1992.0,4.0,Comunicação E Semiótica,2001.0,4
,,,Nutrição,1998.0,6.0,Geografia,2001.0,4.0,Biotecnologia,2004.0,4
,,,Economia,1989.0,6.0,Geografia,2009.0,4.0,Comunicação E Semiótica,2002.0,4
,,,Engenharia Elétrica,1992.0,6.0,Geografia (geografia Humana),1994.0,4.0,Ciências (microbiologia),1986.0,4
,,,Letras,1990.0,6.0,Medicina Veterinária,2006.0,4.0,Ciências (microbiologia),1987.0,4
,,,Engenharia Mecânica,1980.0,6.0,Meteorologia,1991.0,4.0,Antropologia,1998.0,4
,,,Matemática,1986.0,6.0,Engenharia De Produção,2009.0,4.0,Biotecnologia,2007.0,4
,,,Psicologia,1972.0,6.0,Ciências Biológicas (entomologia),2007.0,4.0,Biologia Molecular,1994.0,4
,,,Fisica,1975.0,6.0,Engenharia De Sistemas E Computação,1990.0,4.0,Engenharia Mecânica,1989.0,4
,,,Farmácia,1990.0,6.0,Ciências Biológicas (botânica),1985.0,4.0,Comunicação E Semiótica,2003.0,4
,,,Fisica,1986.0,6.0,Ciências Biológicas (botânica),1988.0,4.0,Engenharia Mecânica,1990.0,4
,,,Administração,1994.0,6.0,Ciências Biológicas (botânica),1993.0,4.0,Engenharia Agrícola,1998.0,4
,,,Agronomia,2010.0,6.0,Ciências Biológicas (bioquímica),2006.0,4.0,Ciências Biológicas (fisiologia),2003.0,4
,,,Agronomia,2011.0,6.0,Ciências Biológicas (bioquímica),2007.0,4.0,Ciências Da Computação,1999.0,4
,,,Farmácia Bioquímica,1999.0,6.0,Ciências Biológicas (bioquímica),2008.0,4.0,Antropologia Social,2003.0,4
,,,Psicologia,1982.0,6.0,Ciências Biológicas (bioquímica),1977.0,4.0,Ciências Da Computação,2002.0,4
,,,Farmácia,1986.0,6.0,Saúde Coletiva,1999.0,4.0,Biologia Parasitária,2006.0,4
,,,Farmácia,2000.0,6.0,Engenharia De Produção,1993.0,4.0,Ciências Da Computação,2010.0,4
,,,Ciências Econômicas,1991.0,6.0,Engenharia De Produção,2001.0,4.0,Engenharia Agrícola,2009.0,4
,,,Engenharia Mecânica,1993.0,6.0,Engenharia De Produção,2003.0,4.0,Engenharia Agrícola,2012.0,4
,,,Fisica,1996.0,6.0,Engenharia De Produção,2005.0,4.0,Ciências Da Computação,2014.0,4
,,,Fisica,2008.0,6.0,Geologia,1984.0,4.0,Direito,1999.0,4
,,,Matemática,1987.0,6.0,Geologia,1995.0,4.0,Ciências Da Saúde,2008.0,4
,,,Fisioterapia,1992.0,6.0,Geologia E Geoquímica,1991.0,4.0,Ciências Da Saúde,2009.0,4
,,,Nutrição,2004.0,6.0,História,1989.0,4.0,Ciências Biológicas,2002.0,4
,,,Direito,1998.0,6.0,Bioquímica,1991.0,4.0,Biologia Vegetal,2000.0,4
,,,Ciências Econômicas,1999.0,6.0,Bioquímica,1985.0,4.0,Biologia Vegetal,2002.0,4
,,,Engenharia Mecânica,1992.0,6.0,Agronomia (fitotecnia),1992.0,4.0,Ciências Biológicas (genética),2004.0,4
,,,Direito,1996.0,6.0,Engenharia Civil,2009.0,4.0,Biologia Vegetal,2004.0,4
,,,Direito,1995.0,6.0,Engenharia De Alimentos,1991.0,4.0,Ciências Da Saúde,2011.0,4
,,,Medicina,2006.0,6.0,Ciências Biológicas (microbiologia),1990.0,4.0,Arquitetura E Urbanismo,1994.0,4
,,,Ciências Sociais,1972.0,6.0,Ciências Biológicas (microbiologia),1998.0,4.0,Arquitetura E Urbanismo,2001.0,4
,,,Engenharia Agronômica,2004.0,6.0,Saúde Coletiva,1994.0,4.0,Arquitetura E Urbanismo,2010.0,4
,,,Fisica,1995.0,6.0,Engenharia Civil,1993.0,4.0,Ciências Biológicas (genética),2010.0,4
,,,Geografia,1985.0,6.0,Engenharia Civil,1995.0,4.0,Ciências Biológicas (biofísica),1987.0,4
,,,Direito,1992.0,6.0,Engenharia Civil,1997.0,4.0,Ciências Biológicas (biofísica),1988.0,4
,,,Psicologia,2005.0,6.0,Ciências Biológicas (zoologia),1993.0,4.0,Ciências Biológicas (biofísica),1991.0,4
,,,Fisioterapia,1998.0,6.0,História,2004.0,4.0,Ciências Biológicas (biofísica),2002.0,4
,,,Economia,1985.0,6.0,Medicina Veterinária,1992.0,4.0,Engenharia Elétrica,1983.0,4
,,,Odontologia,1986.0,6.0,Medicina Veterinária,1993.0,4.0,Ciências Da Computação E Matemática Computacional,2013.0,4
,,,Filosofia,2006.0,6.0,Medicina Veterinária,1997.0,4.0,Engenharia Civil,2012.0,4
,,,Fisica,1994.0,6.0,Medicina Veterinária,2001.0,4.0,Desenvolvimento Sustentável,2003.0,4
,,,Química,1980.0,6.0,Sensoriamento Remoto,1989.0,4.0,Astronomia,2001.0,4
,,,Ciências Sociais,1983.0,6.0,Engenharia Civil,1976.0,4.0,Ciências Biológicas (microbiologia),2003.0,4
,,,Comunicação Social,1988.0,6.0,Engenharia Civil,1978.0,4.0,Engenharia Agrícola,2002.0,4
,,,Farmácia Bioquímica,2001.0,6.0,Ciências Biológicas (zoologia),2004.0,4.0,Engenharia Elétrica,1985.0,4
,,,Engenharia Química,2002.0,6.0,História Social,1997.0,4.0,Computação,2002.0,4
,,,Educação Física,2006.0,6.0,História Social,2002.0,4.0,Engenharia Elétrica,1986.0,4
,,,Letras,1991.0,6.0,Biologia Vegetal,1994.0,4.0,Ciências Biológicas (biologia Genética),1997.0,4
,,,Engenharia Florestal,1985.0,6.0,Biologia Vegetal,1995.0,4.0,Engenharia Elétrica,2014.0,4
,,,Fisica,1992.0,6.0,Imunologia,1989.0,4.0,Ciências Dos Alimentos,1997.0,4
,,,Filosofia,1990.0,6.0,Matemática Aplicada,2009.0,4.0,Engenharia Química,1991.0,4
,,,Matemática,1989.0,6.0,Letras,1977.0,4.0,Ciências Dos Alimentos,2005.0,4
,,,História,1980.0,6.0,Ciências Da Computação,1996.0,4.0,Engenharia Química,1997.0,4
,,,Letras,1997.0,6.0,Ciências Da Computação,1998.0,4.0,Engenharia Química,2002.0,4
,,,Engenharia Química,1982.0,6.0,Engenharia Agrícola,1984.0,4.0,Ciência Animal,1998.0,4
,,,Fisica,2004.0,6.0,Engenharia Agrícola,1995.0,4.0,Ciências Farmacêuticas,2005.0,4
,,,Letras,1986.0,6.0,Engenharia Agrícola,1999.0,4.0,Ciências Farmacêuticas,2007.0,4
,,,Ciência Da Computação,1990.0,6.0,Engenharia Agrícola,2003.0,4.0,Ciências Farmacêuticas,2010.0,4
,,,Geografia,1995.0,6.0,Engenharia Agrícola,2006.0,4.0,Ciência Da Computação,1997.0,4
,,,Geografia,2002.0,6.0,Saúde Pública,2002.0,4.0,Ciência Da Computação,2005.0,4
,,,Letras,1982.0,6.0,Enfermagem,2000.0,4.0,Ciência Da Computação,2008.0,4
,,,Geografia,2004.0,6.0,Serviço Social,1991.0,4.0,Ciência Da Computação,2010.0,4
,,,Educação Física,2004.0,6.0,Enfermagem,2007.0,4.0,Ciência Da Computação,2011.0,4
,,,Letras,1974.0,6.0,Enfermagem,2008.0,4.0,Ciência Da Computação,2013.0,4
,,,Odontologia,1987.0,6.0,Engenharia Aeronâutica E Mecânica,1987.0,4.0,Ciência Da Informação,2010.0,4
,,,Matemática,1993.0,6.0,Ciências Da Computação,2003.0,4.0,Engenharia Florestal,2007.0,4
,,,Fisioterapia,2004.0,6.0,Ciências Da Computação,2007.0,4.0,Ciência De Alimentos,1997.0,4
,,,Licenciatura Plena Em Física,2003.0,6.0,Letras,1990.0,4.0,Ciência De Alimentos,2010.0,4
,,,Geologia,1972.0,6.0,Letras,1993.0,4.0,Engenharia De Produção,1997.0,4
,,,Medicina Veterinária,2010.0,6.0,Letras,1994.0,4.0,Ciência Do Solo,1997.0,4
,,,Química Industrial,1991.0,6.0,Letras,1997.0,4.0,Ciência Do Solo,2014.0,4
,,,Química Industrial,1993.0,6.0,Letras,2000.0,4.0,Epidemiologia Experimental Aplicada Às Zoonoses,2006.0,4
,,,Química Industrial,2000.0,6.0,Letras,2005.0,4.0,Farmacologia,1990.0,4
,,,Química Industrial,2004.0,6.0,Educação,2010.0,4.0,Farmacologia,1992.0,4
,,,Zootecnia,1991.0,6.0,Agronomia (ciências Do Solo),2000.0,4.0,Farmacologia,1994.0,4
,,,Educação Física,1986.0,6.0,Sociologia,1985.0,4.0,Farmacologia,1995.0,4
,,,Matemática,1997.0,6.0,Educação Física E Esporte,1997.0,4.0,Farmacologia,1997.0,4
,,,Zootecnia,2000.0,6.0,Ciências Da Saúde,2008.0,4.0,Farmacologia,1999.0,4
,,,Filosofia,1994.0,6.0,Ciências Da Saúde,2009.0,4.0,Farmacologia,2007.0,4
,,,Engenharia Agronômica,1997.0,6.0,Enfermagem,1989.0,4.0,Farmacologia,2010.0,4
,,,Engenharia Agronômica,1976.0,6.0,Enfermagem,1990.0,4.0,Filosofia,1986.0,4
,,,Enfermagem,1978.0,6.0,Enfermagem,1995.0,4.0,Filosofia,1995.0,4
,,,Enfermagem,1979.0,6.0,Sociologia,1993.0,4.0,Filosofia,2006.0,4
,,,Pedagogia,1984.0,6.0,Sociologia,1998.0,4.0,Filosofia,2012.0,4
,,,Fisica,2010.0,5.0,Educação,1990.0,4.0,Filosofia,2013.0,4
,,,Fisioterapia,1996.0,5.0,Biologia Celular E Molecular,2005.0,4.0,Fisica,1992.0,4
,,,Fisioterapia,2001.0,5.0,Biologia Celular E Molecular,2006.0,4.0,Físico-química,2003.0,4
,,,Fisioterapia,2002.0,5.0,Lingüística,1998.0,4.0,Genética E Biologia Molecular,2002.0,4
,,,Fisioterapia,2007.0,5.0,Matemática,1997.0,4.0,Genética E Biologia Molecular,2003.0,4
,,,Fonoaudiologia,1984.0,5.0,Economia,2007.0,4.0,Genética E Biologia Molecular,2005.0,4
,,,Fonoaudiologia,1994.0,5.0,Economia,2008.0,4.0,Genética E Biologia Molecular,2010.0,4
,,,Física,2011.0,5.0,Ciências Dos Alimentos,1995.0,4.0,Genética E Biologia Molecular,2011.0,4
,,,Geografia,1988.0,5.0,Educação,1982.0,4.0,Genética E Melhoramento De Plantas,2002.0,4
,,,Geografia,1991.0,5.0,Agronomia,2009.0,4.0,Genética E Melhoramento De Plantas,2010.0,4
,,,Geografia,1993.0,5.0,Ecologia E Evolução Da Biodiversidade,1996.0,4.0,Geociências,1998.0,4
,,,Geografia,1997.0,5.0,Ciências Farmacêuticas,1998.0,4.0,Geociências,1999.0,4
,,,Geografia,2000.0,5.0,Economia,1977.0,4.0,Geociências,2000.0,4
,,,Geografia,2001.0,5.0,Economia,1987.0,4.0,Geografia,1997.0,4
,,,Geografia,2005.0,5.0,Economia,1988.0,4.0,Geografia,2005.0,4
,,,Geologia,1977.0,5.0,Economia,1996.0,4.0,Geografia,2006.0,4
,,,Geologia,1980.0,5.0,Agronomia,1997.0,4.0,Geografia,2011.0,4
,,,Geologia,1992.0,5.0,Matemática,1985.0,4.0,Geografia (geografia Física),1995.0,4
,,,Geologia,1995.0,5.0,Matemática,1987.0,4.0,Geografia (geografia Humana),1998.0,4
,,,Geologia,1998.0,5.0,Matemática,1991.0,4.0,Geologia,2001.0,4
,,,História,1978.0,5.0,Matemática,1994.0,4.0,Geologia,2006.0,4
,,,Letras,1976.0,5.0,Matemática,1995.0,4.0,História,1993.0,4
,,,Letras,1981.0,5.0,Matemática,1976.0,4.0,História,2008.0,4
,,,Matematica,1984.0,5.0,Ecologia,1998.0,4.0,História,2010.0,4
,,,Matemática,1972.0,5.0,Ecologia,2000.0,4.0,História Econômica,2000.0,4
,,,Matemática,1980.0,5.0,Ecologia,2003.0,4.0,História Social,1992.0,4
,,,Matemática,2000.0,5.0,Ciências Farmacêuticas,2007.0,4.0,História Social,1994.0,4
,,,Matemática,2009.0,5.0,Sociologia Política,1998.0,4.0,História Social,1995.0,4
,,,Medicina Veterinária,2006.0,5.0,Administração,2002.0,4.0,História Social,2001.0,4
,,,Nutrição,2003.0,5.0,Computação,1995.0,4.0,História Social,2012.0,4
,,,Nutrição,2006.0,5.0,Computação,2009.0,4.0,Zootecnia,2015.0,4
,,,Odontologia,1980.0,5.0,Comunicação,1998.0,4.0,Imunologia,1999.0,4
,,,Odontologia,1982.0,5.0,Comunicação E Semiótica,1994.0,4.0,Imunologia,2005.0,4
,,,Odontologia,1983.0,5.0,Direito,2005.0,4.0,Informática,2000.0,4
,,,Ciência Da Computação,1996.0,5.0,Matemática,1979.0,4.0,Informática,2001.0,4
,,,Engenharia Agronômica,1983.0,5.0,Matemática,1983.0,4.0,Letras,1993.0,4
,,,Engenharia De Alimentos,2005.0,5.0,Lingüística,2000.0,4.0,Letras,2000.0,4
,,,Direito,1991.0,5.0,Biologia Celular E Molecular,1994.0,4.0,Lingüística,2001.0,4
,,,Direito,2000.0,5.0,Zootecnia,2000.0,4.0,Lingüística,2006.0,4
,,,Direito,2001.0,5.0,Ciências Veterinárias,1993.0,4.0,Lingüística,2009.0,4
,,,Engenharia Agronômica,1988.0,5.0,Lingüística E Letras,1995.0,3.0,Lingüística E Letras,2000.0,4
,,,Odontologia,2005.0,5.0,Ciências Veterinárias,2001.0,3.0,Matemática,1977.0,4
,,,Zootecnia,2009.0,5.0,Ciências Veterinárias,1997.0,3.0,Matemática,1989.0,4
,,,Engenharia De Alimentos,2006.0,5.0,Ciências Sociais,2004.0,3.0,Matemática,1990.0,4
,,,Engenharia Elétrica,1973.0,5.0,Ciências Sociais,1992.0,3.0,Matemática,1994.0,4
,,,Pedagogia,1986.0,5.0,Computação,1994.0,3.0,Matemática,2003.0,4
,,,Pedagogia,1987.0,5.0,Computação,1993.0,3.0,Matemática,2016.0,4
,,,Engenharia Elétrica,1979.0,5.0,Administração De Empresas,1997.0,3.0,Matemática Aplicada,2011.0,4
,,,Ciências Biológicas,1973.0,5.0,Clínica Odontológica,2006.0,3.0,Medicina Tropical,2007.0,4
,,,Biologia,1985.0,5.0,Zoologia,2007.0,3.0,Medicina Veterinária,2005.0,4
,,,Pedagogia,1992.0,5.0,Ciências Sociais,1980.0,3.0,Medicina Veterinária,2010.0,4
,,,Biologia,1986.0,5.0,Ciências Sociais,1979.0,3.0,Medicina Veterinária,2012.0,4
,,,Biologia,1990.0,5.0,Computação,2007.0,3.0,Medicina: Ciências Médicas,2001.0,4
,,,Psicologia,1974.0,5.0,Computação,2001.0,3.0,Microbiologia E Imunologia,1998.0,4
,,,Biologia,1992.0,5.0,Computação,1999.0,3.0,Parasitologia,1992.0,4
,,,Economia,1984.0,5.0,Computação,1997.0,3.0,Parasitologia,2000.0,4
,,,Engenharia Agronômica,2000.0,5.0,Ciências Sociais,2008.0,3.0,Psicologia,1999.0,4
,,,Economia,1986.0,5.0,Ciências Sociais,2007.0,3.0,Psicologia,2010.0,4
,,,Engenharia De Computação,2007.0,5.0,Comunicação,1996.0,3.0,Psicologia (psicologia Clínica),2002.0,4
,,,Agronomia,1970.0,5.0,Biologia Celular E Molecular,2004.0,3.0,Psicologia (psicologia Experimental),1981.0,4
,,,Agronomia,1972.0,5.0,Biologia Celular E Molecular,2003.0,3.0,Quimica,1997.0,4
,,,Economia,1994.0,5.0,Lingüística,1997.0,3.0,Química,1983.0,4
,,,Arquitetura E Urbanismo,1999.0,5.0,Lingüística,1993.0,3.0,Química,1989.0,4
,,,Engenharia Civil,1991.0,5.0,Biologia Celular E Molecular,1997.0,3.0,Química,2014.0,4
,,,Biomedicina,2004.0,5.0,Comunicação,1993.0,3.0,Química (físico-química),1993.0,4
,,,Ciências Sociais,2004.0,5.0,Ciências Médicas: Endocrinologia,2005.0,3.0,Química (físico-química),1995.0,4
,,,Educação Física,1990.0,5.0,Demografia,2004.0,3.0,Química (química Analítica) [sp-capital],1996.0,4
,,,Psicologia,1989.0,5.0,Demografia,1997.0,3.0,Química Biológica,2004.0,4
,,,Ciência Da Computação,1998.0,5.0,Tecnologia Nuclear,1983.0,3.0,Química Biológica,2007.0,4
,,,Ciências Sociais,2005.0,5.0,Direito,2002.0,3.0,Química De Produtos Naturais,1992.0,4
,,,Educação Física,1995.0,5.0,Direito,2001.0,3.0,Química Orgânica,1986.0,4
,,,Educação Física,1997.0,5.0,Direito,1996.0,3.0,Química Orgânica,1990.0,4
,,,Educação Física,1998.0,5.0,Direito,1995.0,3.0,Saúde Coletiva,2007.0,4
,,,Educação Física,2000.0,5.0,Direito,1994.0,3.0,Ciências Da Comunicação,2003.0,4
,,,Psicologia,1996.0,5.0,Direito,1993.0,3.0,Engenharia Elétrica,1987.0,4
,,,Engenharia De Materiais,1991.0,5.0,Tocoginecologia,2004.0,3.0,Saúde Pública,2011.0,4
,,,Engenharia Florestal,2003.0,5.0,Teoria E História Literária,1993.0,3.0,Serviço Social,1999.0,4
,,,Enfermagem,1977.0,5.0,Matemática,1989.0,3.0,Enfermagem,2002.0,4
,,,Engenharia Agrícola,1990.0,5.0,Matemática,2003.0,3.0,Computação,2014.0,4
,,,Engenharia Florestal,2005.0,5.0,Matemática,2000.0,3.0,Serviço Social,2007.0,4
,,,Ciências Biológicas Modalidade Médica,2000.0,5.0,Biologia Celular E Molecular,2007.0,3.0,Sociologia,1979.0,4
,,,Engenharia Florestal,2006.0,5.0,Teoria E História Literária,1992.0,3.0,Sociologia,1988.0,4
,,,Enfermagem,1990.0,5.0,Ciências Fisiológicas,2005.0,3.0,Enfermagem,2009.0,4
,,,Enfermagem,1992.0,5.0,Ciências Fisiológicas,2004.0,3.0,Ciência E Engenharia Dos Materiais,2001.0,4
,,,Enfermagem,2002.0,5.0,Ciências Fisiológicas,2002.0,3.0,Ciência E Engenharia Dos Materiais,2002.0,4
,,,Psicologia,2010.0,5.0,Ecologia,2006.0,3.0,Sociologia,1995.0,4
,,,Quimica,1981.0,5.0,Ecologia,2004.0,3.0,Ciência E Engenharia Dos Materiais,2004.0,4
,,,Quimica,2002.0,5.0,Ecologia,2002.0,3.0,Administração,1999.0,4
,,,Engenharia Florestal,2009.0,5.0,Ecologia,1987.0,3.0,Administração,2002.0,4
,,,Engenharia Civil,2007.0,5.0,Ecologia,1984.0,3.0,Sociologia,1999.0,4
,,,Engenharia Mecânica,2006.0,5.0,Letras,1980.0,3.0,Sociologia,2000.0,4
,,,Ciências Contábeis,2000.0,5.0,Letras,1979.0,3.0,Ciência E Engenharia Dos Materiais,2006.0,4
,,,Química,1979.0,5.0,Letras,1978.0,3.0,Ciências Biológicas (biologia Molecular),1988.0,4
,,,Ciencias Biologicas,1983.0,5.0,Letras,1976.0,3.0,Ciências Biológicas (biologia Molecular),1992.0,4
,,,Ciencias Biologicas,1984.0,5.0,Ciências Farmacêuticas,2006.0,3.0,Engenharia De Produção,2013.0,4
,,,Ciencias Biologicas,1988.0,5.0,Ciências Farmacêuticas,2004.0,3.0,Sociologia,2005.0,4
,,,Ciencias Biologicas,1989.0,5.0,Economia,1978.0,3.0,Sociologia,2006.0,4
,,,Ciencias Biologicas,1994.0,5.0,Ecologia E Recursos Naturais,1982.0,3.0,Ciências Biológicas (biologia Molecular),1996.0,4
,,,Ciencias Biologicas,1995.0,5.0,Ciências Farmacêuticas,2000.0,3.0,Administração De Empresas,2013.0,4
,,,Engenharia Química,2005.0,5.0,Ciências Farmacêuticas,1990.0,3.0,Engenharia Elétrica,1988.0,4
,,,Engenharia Mecânica,1977.0,5.0,Sociologia,2009.0,3.0,Sociologia,2011.0,4
,,,Engenharia Mecânica,1981.0,5.0,Economia,1999.0,3.0,Engenharia De Produção,2015.0,4
,,,Ciências Econômicas,1995.0,5.0,Economia,1998.0,3.0,Tecnologia De Alimentos,2001.0,4
,,,Ciências Econômicas,1996.0,5.0,Economia,1994.0,3.0,Educação,1988.0,4
,,,Ciências Econômicas,2003.0,5.0,Economia,1989.0,3.0,Zoologia,2010.0,4
,,,Ciências Econômicas,2004.0,5.0,Ciências Dos Alimentos,2000.0,3.0,Ciências Biológicas (zoologia),1993.0,4
,,,Ciências Econômicas,2006.0,5.0,Ciências Dos Alimentos,1999.0,3.0,Economia,1988.0,4
,,,Engenharia Mecânica,1995.0,5.0,Ciências Dos Alimentos,1997.0,3.0,Economia,1997.0,4
,,,Engenharia Florestal,1979.0,5.0,Ciências Dos Alimentos,1992.0,3.0,Zootecnia,1999.0,4
,,,Engenharia De Alimentos,1985.0,5.0,Agronomia,2002.0,3.0,Entomologia,1999.0,4
,,,Engenharia Elétrica,1968.0,5.0,Matemática Aplicada,1998.0,3.0,Engenharia Hidráulica E Saneamento,2005.0,4
,,,Estatística,2004.0,5.0,Letras (letras Clássicas),1993.0,3.0,Economia,1999.0,4
,,,Ciência Da Computação,1992.0,5.0,Letras,1995.0,3.0,Ciências Biológicas (zoologia),1998.0,4
,,,Engenharia Civil,1971.0,5.0,Letras,1992.0,3.0,Entomologia,2004.0,4
,,,Farmácia,1976.0,5.0,Agronomia,2001.0,3.0,Agronomia,2009.0,4
,,,Farmácia,1983.0,5.0,Agronomia,2000.0,3.0,Agronomia,2012.0,4
,,,Farmácia,1991.0,5.0,Agronomia,1998.0,3.0,Direito,2006.0,4
,,,Farmácia,1996.0,5.0,Agronomia,1994.0,3.0,Ciência Econômica,2001.0,4
,,,Farmácia,1997.0,5.0,Agronomia,1992.0,3.0,Ciências Biológicas (bioquímica),1987.0,4
,,,Farmácia,1998.0,5.0,Agronomia,2008.0,3.0,Bioquímica,1992.0,4
,,,Química,2007.0,5.0,Educação,1986.0,3.0,Bioquímica,1993.0,4
,,,Engenharia Química,2004.0,5.0,Educação,1984.0,3.0,Arquitetura E Urbanismo,2011.0,3
,,,Química Industrial,1985.0,5.0,Educação,1980.0,3.0,Arquitetura E Urbanismo,2009.0,3
,,,Farmácia Bioquímica,1979.0,5.0,Educação,1979.0,3.0,Biotecnologia,2012.0,3
,,,Química Industrial,1988.0,5.0,Informática,2010.0,3.0,Fisiologia,2002.0,3
,,,Farmácia Bioquímica,1986.0,5.0,Matemática Aplicada,2008.0,3.0,Fisiologia,2004.0,3
,,,Farmácia Bioquímica,1997.0,5.0,Matemática Aplicada,2005.0,3.0,Fisiologia,2006.0,3
,,,Farmácia E Bioquímica,1997.0,5.0,Matemática Aplicada,2004.0,3.0,Fisiologia,2010.0,3
,,,Farmácia E Bioquímica,2000.0,5.0,Matemática Aplicada,2002.0,3.0,Fisioterapia,2006.0,3
,,,Serviço Social,1983.0,5.0,Economia Aplicada,2002.0,3.0,Fitopatologia,2002.0,3
,,,Serviço Social,1992.0,5.0,Agronomia (ciências Do Solo),1992.0,3.0,Fitotecnia,1991.0,3
,,,Zootecnia,1983.0,5.0,Sociologia,1991.0,3.0,Antropologia Social,1991.0,3
,,,Zootecnia,1989.0,5.0,Ciências Do Movimento,2004.0,3.0,Fitotecnia (produção Vegetal),2006.0,3
,,,Filosofia,1975.0,5.0,Sociologia,2004.0,3.0,Fitotecnia (produção Vegetal),2007.0,3
,,,Zootecnia,1992.0,5.0,Sociologia,2000.0,3.0,Fitotecnia (produção Vegetal),2010.0,3
,,,Filosofia,1980.0,5.0,Agronomia (ciências Do Solo),1997.0,3.0,Engenharia Agrícola,1996.0,3
,,,Zootecnia,1996.0,5.0,Sociologia,1978.0,3.0,Física,1976.0,3
,,,Filosofia,1997.0,5.0,Sociologia,1977.0,3.0,Física,1977.0,3
,,,Zootecnia,1999.0,5.0,Educação Física,2002.0,3.0,Física,1978.0,3
,,,Filosofia,2000.0,5.0,Imunologia Básica E Aplicada,2005.0,3.0,Antropologia Social,1988.0,3
,,,Fisica,1971.0,5.0,Matemática,2013.0,3.0,Engenharia Mecânica,1991.0,3
,,,Fisica,1976.0,5.0,Informática,2007.0,3.0,Ciências Biológicas (fisiologia),2001.0,3
,,,Fisica,1981.0,5.0,Biologia Molecular E Morfofuncional,2002.0,3.0,Ciências Da Saúde,2003.0,3
,,,Fisica,1989.0,5.0,Biologia Molecular E Morfofuncional,1994.0,3.0,Ciências (microbiologia),2005.0,3
,,,Fisica,1993.0,5.0,Agronomia,2004.0,3.0,Ciências (microbiologia),2004.0,3
,,,Fisica,1998.0,5.0,"Educação: História, Política, Sociedade",1996.0,3.0,Ecologia De Ambientes Aquáticos Continentais,2008.0,3
,,,Enfermagem,1974.0,4.0,Sociologia,1987.0,3.0,Ciências (microbiologia),2002.0,3
