CURSO-TECNICO-PROFISSIONALIZANTE,Início.1,Quantidade,GRADUACAO,Início.2,Quantidade,MESTRADO,Início.4,Quantidade,DOUTORADO,Início.5,Quantidade
,,,Ciências Sociais,1980.0,1.0,Ciências Biológicas (zoologia),1986.0,1.0,Ciências Biológicas (bioquímica Toxicológica),2004.0,1
,,,Ciências Sociais,1981.0,1.0,Ciências Biológicas (entomologia),1980.0,1.0,Ciências Biológicas (biologia Vegetal),1991.0,1
,,,Ciências Sociais,1982.0,1.0,Ciências Biológicas (entomologia),1984.0,1.0,Ciências Biológicas (fisiologia),1994.0,1
,,,Ciências Sociais,1989.0,1.0,Ciências Biológicas (entomologia),1989.0,1.0,Ciências Biológicas (fisiologia E Farmacologia),1999.0,1
,,,Ciências Sociais,1992.0,1.0,Ciências Biológicas (entomologia),1994.0,1.0,Ciências Biológicas (fisiologia E Farmacologia),1996.0,1
,,,Ciências Sociais,1997.0,1.0,Ciências Biológicas (entomologia),1996.0,1.0,Ciências Biológicas (farmacologia),1990.0,1
,,,Ciências Sociais,2000.0,1.0,Ciências Biológicas (entomologia),2004.0,1.0,Ciências Biológicas (entomologia),2010.0,1
,,,Ciências Sociais (licenciatura),1999.0,1.0,Ciências Biológicas (entomologia),2007.0,1.0,Ciências Biológicas (entomologia),1998.0,1
,,,Ciências Sociais - Bacharelado,1967.0,1.0,Ciências Biológicas (fisiologia E Farmacologia),1986.0,1.0,Ciências Biológicas (entomologia),1997.0,1
,,,Ciências Sociais Antropologia,1972.0,1.0,Ciências Biológicas (fisiologia E Farmacologia),1989.0,1.0,Ciências Biológicas (entomologia),1996.0,1
,,,"Ciências, Licenciatura Plena Em Química, Bacha",1977.0,1.0,Ciências Biológicas (fisiologia),1973.0,1.0,Ciências Biológicas (entomologia),1995.0,1
,,,Ciências-habilitação Em Física,1995.0,1.0,Ciências Biológicas (fisiologia),1994.0,1.0,Ciências Biológicas (entomologia),1993.0,1
,,,Ciências-habilitação Em Química,1998.0,1.0,Ciência E Engenharia Dos Materiais,1998.0,1.0,Ciências Biológicas (entomologia),1992.0,1
,,,Computação,1993.0,1.0,Ciência E Engenharia Dos Materiais,2000.0,1.0,Ciências Biológicas (entomologia),1986.0,1
,,,Comunicação,1978.0,1.0,Ciência E Engenharia Dos Materiais,2008.0,1.0,Ciências Biológicas (entomologia),1978.0,1
,,,Comunicação,1988.0,1.0,Ciências Biológicas Ecologia,1997.0,1.0,Ciências Biológicas (entomologia),1976.0,1
,,,Comunicação E Semiótica,1968.0,1.0,Ciências Biológicas Zoologia,1991.0,1.0,Ciências Biológicas (botânica),2000.0,1
,,,Comunicação Social,1970.0,1.0,Ciências Cartográficas,2009.0,1.0,Ciências Biológicas (botânica),1997.0,1
,,,Comunicação Social,1971.0,1.0,Ciências Criminais,2002.0,1.0,Ciência Animal,1995.0,1
,,,Comunicação Social,1981.0,1.0,Ciências Da Computação,1977.0,1.0,Ciência Animal,1989.0,1
,,,Comunicação Social,1995.0,1.0,Ciências Da Computação,1978.0,1.0,Civil Engineering / Engineering Mechanics,2007.0,1
,,,Comunicação Social - Habilitação Em Jornalismo,1985.0,1.0,Ciências Da Computação,1981.0,1.0,Civil Engineer,1978.0,1
,,,Comunicação Social - Habilitação Relações Públicas,1998.0,1.0,Ciências Da Computação,1983.0,1.0,Ciências Biológicas (zoologia),1969.0,1
,,,Comunicação Social Com Habilitação Em Jornalismo,1987.0,1.0,Ciências Biológicas (genética),1998.0,1.0,Ciências Biológicas (microbiologia),2000.0,1
,,,Comunicação Social Hab Publicidade E Propaganda,1992.0,1.0,Ciências Biológicas (genética),2006.0,1.0,Ciências Biológicas (microbiologia),1997.0,1
,,,Comunicação Social Habilitação Em Jornalismo,1993.0,1.0,Ciências Biológicas (microbiologia Aplicada),1991.0,1.0,Ciências Biológicas (microbiologia),1996.0,1
,,,Comunicação Social Habilitação Jornalismo,1992.0,1.0,Ciências Biológicas (microbiologia),1988.0,1.0,Ciências Biológicas (genética),2000.0,1
,,,Cîências Econômicas,1997.0,1.0,Ciências Biológicas (microbiologia),1998.0,1.0,Ciências Biológicas (genética),1999.0,1
,,,Desenho Industrial,1974.0,1.0,Ciências Biológicas (zoologia),1993.0,1.0,Ciências Biológicas (genética),1996.0,1
,,,Desenho Industrial,1992.0,1.0,Ciências Biológicas (zoologia),1995.0,1.0,Ciências Biológicas (genética),1993.0,1
,,,Diplom-studiengang Informatik,1988.0,1.0,Ciências Biológicas (zoologia),1997.0,1.0,Ciências Biológicas (genética),1991.0,1
,,,Direito,1955.0,1.0,Ciências Biológicas (zoologia),2005.0,1.0,Ciências Biológicas (genética),1990.0,1
,,,Direito,1967.0,1.0,Ciência E Tecnologia De Alimentos,2004.0,1.0,Ciências Biológicas (genética),1987.0,1
,,,Direito,1985.0,1.0,Ciência E Tecnologia De Alimentos,2007.0,1.0,Ciências Biológicas (fisiologia),1998.0,1
,,,Direito,1988.0,1.0,Ciência E Tecnologia De Madeiras [esalq],1996.0,1.0,Ciências Biológicas (zoologia),1993.0,1
,,,Direito,1989.0,1.0,Ciência E Tecnologia De Polímeros,1982.0,1.0,Ciências Biológicas (zoologia),1985.0,1
,,,Direito,1994.0,1.0,Ciência E Tecnologia De Polímeros,1983.0,1.0,Ciências Biológicas (zoologia),1982.0,1
,,,Direito,1995.0,1.0,Ciência E Tecnologia De Polímeros,1999.0,1.0,Ciências Biológicas (zoologia),1976.0,1
,,,Direito,1998.0,1.0,Ciência E Tecnologia De Sementes,2004.0,1.0,Ciência Da Computação,2008.0,1
,,,Direito,1999.0,1.0,Ciência E Tecnologia Dos Alimentos,2005.0,1.0,Ciência Da Computação,2004.0,1
,,,Direito,2006.0,1.0,Ciência E Engenharia De Materiais,2013.0,1.0,Ciência Da Computação,1998.0,1
,,,Direito,2020.0,1.0,Ciência E Engenharia Dos Materiais,1986.0,1.0,Ciência Da Computação,1995.0,1
,,,Direção Teatral E Crítica Teatral,1969.0,1.0,Ciência E Engenharia Dos Materiais,1996.0,1.0,Ciência Da Computação,1993.0,1
,,,Disegno Industriale,1998.0,1.0,Ciência E Engenharia Dos Materiais,1997.0,1.0,Ciência Da Computação,1989.0,1
,,,Ecologia,1977.0,1.0,Ciências De Florestas Tropicais,2007.0,1.0,Ciência Animal E Pastagens,2004.0,1
,,,Ecologia,1980.0,1.0,Ciências Do Esporte,2008.0,1.0,Ciência Animal E Pastagens,2000.0,1
,,,Ecologia,1985.0,1.0,Ciências Do Movimento,1996.0,1.0,Ciência Animal E Pastagens,1998.0,1
,,,Ecologia,1988.0,1.0,Ciências Do Movimento,2002.0,1.0,Ciência Animal E Pastagem,2008.0,1
,,,Ecologia E Ciências,1974.0,1.0,Ciências Do Solo,1978.0,1.0,Ciência Animal,2000.0,1
,,,Ecomomia,1999.0,1.0,Ciências Da Computação,1987.0,1.0,Ciência Animal,1997.0,1
,,,Economia,1968.0,1.0,Ciências Da Computação,1990.0,1.0,Ciências Da Computação E Matemática Computacional,2010.0,1
,,,Economia,1969.0,1.0,Ciências Da Computação,1991.0,1.0,Ciências Da Computação,2013.0,1
,,,Economia,1971.0,1.0,Ciências Da Computação,1993.0,1.0,Ciências Da Computação,2012.0,1
,,,Economia,1972.0,1.0,Ciências Da Computação,1994.0,1.0,Ciências Da Computação,2011.0,1
,,,Economia,1973.0,1.0,Ciências Da Computação,2002.0,1.0,Ciências Da Computação,2007.0,1
,,,Economia,1980.0,1.0,Ciências Da Computação,2004.0,1.0,Ciências Da Computação,2006.0,1
,,,Economia,1983.0,1.0,Ciências Da Computação,2005.0,1.0,Ciências Da Computação,2002.0,1
,,,Economia,1984.0,1.0,Ciências Da Computação,2008.0,1.0,Ciências Da Computação,1995.0,1
,,,Economia,1985.0,1.0,Ciências Da Computação,2009.0,1.0,Ciências Com Especialidade Em Física,2015.0,1
,,,Economia,1986.0,1.0,Ciências Da Computação,2011.0,1.0,Ciências Cartográficas,2011.0,1
,,,Economia,1991.0,1.0,Ciências Espaciais,1967.0,1.0,Ciências Bioquímica,1981.0,1
,,,Economia,1992.0,1.0,Ciências Farmacêuticas,1983.0,1.0,Ciências Biológicas Zoologia,1994.0,1
,,,Economia,1995.0,1.0,Ciências Farmacêuticas,1986.0,1.0,Ciências Biológicas Concentração Zoologia,1988.0,1
,,,Economia,2000.0,1.0,Ciências Farmacêuticas,1988.0,1.0,Ciências Biológicas Aplicada - Aqüicultura,1996.0,1
,,,Economia,2003.0,1.0,Ciências Farmacêuticas,1990.0,1.0,Ciências Biológicas (zoologia),1999.0,1
,,,Economia,2007.0,1.0,Ciências Da Computação E Matemática Computacional,1989.0,1.0,Ciências Biológicas (zoologia),1995.0,1
,,,Economia Doméstica,1991.0,1.0,Ciências Da Computação E Matemática Computacional,1993.0,1.0,Ciências De Florestas Tropicais,2009.0,1
,,,Educação Artística Música,1978.0,1.0,Ciências Da Computação E Matemática Computacional,2006.0,1.0,Ciências De Florestas Tropicais,2007.0,1
,,,Educação Física,1981.0,1.0,Ciências Da Comunicação,1987.0,1.0,Ciências De Engenharia,1997.0,1
,,,Educação Física,1994.0,1.0,Ciências Da Comunicação,1999.0,1.0,Ciências De Alimentos,2005.0,1
,,,Educação Física,1997.0,1.0,Ciências Da Informação,2009.0,1.0,Ciências De Alimento,1976.0,1
,,,Educação Física,1998.0,1.0,Ciências Da Reabilitação,2002.0,1.0,Ciências Da Saúde,2011.0,1
,,,Educação Física,2003.0,1.0,Ciências Da Saúde,2002.0,1.0,Ciências Da Saúde,2008.0,1
,,,Electronique De Systemes Embarques,2001.0,1.0,Ciências De Alimentos,1998.0,1.0,Ciências Da Saúde,2005.0,1
,,,Eletrônica,1973.0,1.0,Ciências De Engenharia,1994.0,1.0,Ciências Da Saúde,2004.0,1
,,,Energia Elétrica,2000.0,1.0,Ciências De Florestas Tropicais,2000.0,1.0,Ciências Da Reabilitação,2006.0,1
,,,Enfemagem,1983.0,1.0,Ciências Florestais,1988.0,1.0,Ciências Da Informação,2011.0,1
,,,Enfermagem,1969.0,1.0,Ciências Florestais,1990.0,1.0,Ciências Da Informação,2007.0,1
,,,Enfermagem,1990.0,1.0,Ciências Físicas Aplicadas,2006.0,1.0,Ciências Da Engenharia Ambiental,2001.0,1
,,,Enfermagem,2002.0,1.0,Ciências Geodésicas,1987.0,1.0,Ciências Da Comunicação,2005.0,1
,,,Enfermagem,2004.0,1.0,Ciências Geodésicas,1991.0,1.0,Ciências Da Comunicação,2002.0,1
,,,Enfermagem,2006.0,1.0,Ciências Geodésicas,1999.0,1.0,Ciências Da Comunicação,1994.0,1
,,,Enfermagem E Obsterícia,1980.0,1.0,Ciências Dos Alimentos,1985.0,1.0,Ciências Dos Materiais,2009.0,1
,,,Enfermagem E Obstetrícia,1975.0,1.0,Ciências Dos Alimentos,1992.0,1.0,Ciências Dos Materiais,2003.0,1
,,,Eng Civil,2002.0,1.0,Ciências Dos Alimentos,1997.0,1.0,Ciências Dos Materiais,2002.0,1
,,,Eng De Aeronáutica,1981.0,1.0,Ciências Dos Alimentos,2001.0,1.0,Ciências Dos Materiais,1999.0,1
,,,Eng. Controle E Automação,2005.0,1.0,Ciências Dos Alimentos,2002.0,1.0,Ciências Dos Materiais,1993.0,1
,,,Engeharia Eletrica,1997.0,1.0,Ciências Dos Materiais,1978.0,1.0,Ciências Dos Materiais,1987.0,1
,,,Engenhaira Civil,1991.0,1.0,Ciências Dos Materiais,1985.0,1.0,Ciências Dos Alimentos,2004.0,1
,,,Engenhaira Mecânica,1993.0,1.0,Ciências Dos Materiais,1998.0,1.0,Ciências Dos Alimentos,2003.0,1
,,,Engenhari Civil,1997.0,1.0,Ciências Dos Materiais,1999.0,1.0,Ciências Dos Alimentos,1999.0,1
,,,Engenharia,1976.0,1.0,Ciências Dos Materiais,2000.0,1.0,Ciências Dos Alimentos,1997.0,1
,,,Engenharia Aeronáutica,1972.0,1.0,Ciências Sociais,1977.0,1.0,Ciências Dos Alimentos,1996.0,1
,,,Engenharia Aeronáutica,1977.0,1.0,Ciências Sociais,2000.0,1.0,Ciências Dos Alimentos,1994.0,1
,,,Engenharia Aeronáutica,1979.0,1.0,Ciências Sociais,2002.0,1.0,Ciências Dos Alimentos,1986.0,1
,,,Engenharia Agricola,1988.0,1.0,Ciências Sociais,2003.0,1.0,Ciências Dos Alimentos,1984.0,1
,,,Engenharia Agricola,2003.0,1.0,Ciências Sociais,2006.0,1.0,Ciências Do Movimento,2004.0,1
,,,Engenharia Agronomica,1969.0,1.0,Ciências Sociais,2007.0,1.0,Ciências Do Movimento,2002.0,1
,,,Engenharia Agronomica,1981.0,1.0,Ciências Sociais - Sociologia,1968.0,1.0,Ciências Humanas (sociologia),2006.0,1
,,,Engenharia Agronomica,1984.0,1.0,Ciências Sociais Com Menção Em Educação,1990.0,1.0,Ciências Geodésicas,2005.0,1
,,,Engenharia Agronomica,2001.0,1.0,Ciências Farmacêuticas,1991.0,1.0,Ciências Geodésicas,1994.0,1
,,,Engenharia Agronomica,2007.0,1.0,Ciências Farmacêuticas,1992.0,1.0,Ciências Florestais,2010.0,1
,,,Engenharia Agronômica,1963.0,1.0,Ciências Farmacêuticas,1996.0,1.0,Ciências Florestais,2009.0,1
,,,Engenharia Agronômica,1969.0,1.0,Ciências Farmacêuticas,2001.0,1.0,Ciências Florestais,1994.0,1
,,,Engenharia Agronômica,1973.0,1.0,Ciências Farmacêuticas,2005.0,1.0,Ciências Fisiológicas,2008.0,1
,,,Engenharia Agronômica,1976.0,1.0,Ciências Fisiológicas,2001.0,1.0,Ciências Fisiológicas,2003.0,1
,,,Engenharia Agronômica,1978.0,1.0,Ciências Fisiológicas,2006.0,1.0,Ciências Fisiológicas,1993.0,1
,,,Engenharia Agronômica,1980.0,1.0,Ciências Florestais,1985.0,1.0,Ciências Farmacêuticas,2009.0,1
,,,Engenharia Agronômica,1989.0,1.0,Ciências Veterinárias,2007.0,1.0,Ciências Farmacêuticas,2004.0,1
,,,Engenharia Agronômica,1990.0,1.0,Ciências Veterinárias,2010.0,1.0,Ciências Farmacêuticas,2003.0,1
,,,Engenharia Agronômica,1994.0,1.0,Clínica Médica,1991.0,1.0,Ciências Farmacêuticas,1999.0,1
,,,Engenharia Agronômica,2007.0,1.0,Comparative Literature,1971.0,1.0,Ciências Farmacêuticas,1992.0,1
,,,Engenharia Agronômica - Esalq/usp,1993.0,1.0,Computação,1974.0,1.0,Ciências Em Economia,1993.0,1
,,,Engenharia Agrícola,1976.0,1.0,Computação,1985.0,1.0,Ciências E Engenharia De Materiais,2008.0,1
,,,Engenharia Agrícola,1978.0,1.0,Computação,1987.0,1.0,Ciências Sociais,1996.0,1
,,,Engenharia Agrícola,1993.0,1.0,Computação,1988.0,1.0,Ciências Sociais,1995.0,1
,,,Engenharia Agrícola,1996.0,1.0,Ciências Jurídicas,1997.0,1.0,Ciências Sociais,1993.0,1
,,,Engenharia Agrícola,2001.0,1.0,Ciências Mecânicas,2008.0,1.0,Ciências Sociais,1991.0,1
,,,Engenharia Agrícola,2004.0,1.0,Ciências Morfológicas,1977.0,1.0,Ciências Sociais,1990.0,1
,,,Engenharia Agrícola E Ambiental,2000.0,1.0,Ciências Odontológicas,1980.0,1.0,Ciências Sociais,1986.0,1
,,,Engenharia Agrônomica,1983.0,1.0,Ciências Sociais,1969.0,1.0,Ciências Pneumológicas,2007.0,1
,,,Engenharia Agrônomica,1998.0,1.0,Ciências Sociais,1972.0,1.0,Ciências Pneumológicas,1989.0,1
,,,Engenharia Ambiental,2000.0,1.0,Ciências Sociais,1973.0,1.0,Ciências Pedagógicas,1988.0,1
,,,Engenharia Ambiental,2002.0,1.0,Ciências Sociais,1974.0,1.0,Ciências Odontológicas,1991.0,1
,,,Engenharia Ambiental,2005.0,1.0,Computação Aplicada,2003.0,1.0,Ciências Naturais (dr. Rer Nat.),2002.0,1
,,,Engenharia Ambiental,2007.0,1.0,Computação Aplicada E Automação,1997.0,1.0,Ciências Naturais,1998.0,1
,,,Engenharia Ambiental,2022.0,1.0,Comunicação,1987.0,1.0,Ciências Médicas,2005.0,1
,,,Engenharia Cartográfica,1982.0,1.0,Comunicação,1995.0,1.0,Ciências Mecânicas,2009.0,1
,,,Engenharia Cartográfica,1993.0,1.0,Comunicação E Semiótica,1979.0,1.0,Ciências Humanas Sociologia E Política,1995.0,1
,,,Engenharia Cartográfica,2004.0,1.0,Comunicação Social,1999.0,1.0,Ciências Humanas Educação,1985.0,1
,,,Engenharia Civil,1956.0,1.0,Criptogamos,1991.0,1.0,Ciências Veterinárias,2009.0,1
,,,Engenharia Civil,1965.0,1.0,Demografia,1995.0,1.0,Ciências Veterinárias,2008.0,1
,,,Engenharia Civil,1968.0,1.0,"Ciências Sociais Em Desenvolvimento, Agricultura E Sociedade",2000.0,1.0,Ciências Veterinárias,2005.0,1
,,,Engenharia Civil,1973.0,1.0,Ciências Técnicas Nucleares,1969.0,1.0,Ciências Veterinárias,2004.0,1
,,,Engenharia Civil,1974.0,1.0,Ciências Veterinárias,1990.0,1.0,Ciências Veterinárias,2002.0,1
,,,Engenharia Civil,1984.0,1.0,Ciências Veterinárias,1991.0,1.0,Ciências Veterinárias,2000.0,1
,,,Engenharia Civil,1986.0,1.0,Ciências Veterinárias,1994.0,1.0,Ciências Veterinárias,1997.0,1
,,,Engenharia Civil,1990.0,1.0,Ciências Veterinárias,1999.0,1.0,Ciências Veterinárias,1995.0,1
,,,Engenharia Civil,1992.0,1.0,Ciências Veterinárias,2000.0,1.0,Ciências Veterinárias,1994.0,1
,,,Engenharia Civil,1993.0,1.0,Ciências Veterinárias,2001.0,1.0,Ciências Veterinárias,1991.0,1
,,,Engenharia Civil,2010.0,1.0,Desenvolvimento Regional E Agronegócio,2005.0,1.0,"Ciências Sociais Em Desenvolvimento, Agricultura E Sociedade",2007.0,1
,,,Engenharia Civil - Estruturas,1979.0,1.0,Desenvolvimento Rural,2003.0,1.0,"Ciências Sociais Em Desenvolvimento, Agricultura E Sociedade",2003.0,1
,,,Engenharia Civil Escola De Engenharia De São Carlo,1973.0,1.0,Desenvolvimento Rural,2005.0,1.0,Ciências Sociais,2012.0,1
,,,Engenharia Civil São Carlos Sp,1977.0,1.0,Desenvolvimento Urbano,1980.0,1.0,Ciências Sociais,2008.0,1
,,,Engenharia Da Computação,2005.0,1.0,Desenvolvimento Urbano,1985.0,1.0,Ciências Sociais,2006.0,1
,,,Engenharia De Alimentos,1973.0,1.0,Desenvolvimento Urbano,1990.0,1.0,Ciências Sociais,1997.0,1
,,,Engenharia De Alimentos,1978.0,1.0,Design,1997.0,1.0,Computer Science,1989.0,1
,,,Engenharia De Alimentos,1980.0,1.0,Diplom Physiker,1994.0,1.0,Computer And Information Sciences,1985.0,1
,,,Engenharia De Alimentos,1981.0,1.0,Diplom-studiengang Informatik,1991.0,1.0,Computação Aplicada,2005.0,1
,,,Engenharia De Alimentos,1982.0,1.0,Computação,1989.0,1.0,Computação,2015.0,1
,,,Engenharia De Alimentos,1985.0,1.0,Computação,1990.0,1.0,Computação,2011.0,1
,,,Engenharia De Alimentos,1987.0,1.0,Computação,1997.0,1.0,Computação,2010.0,1
,,,Engenharia De Alimentos,1990.0,1.0,Computação,1998.0,1.0,Computação,2003.0,1
,,,Engenharia De Alimentos,1991.0,1.0,Computação,2004.0,1.0,Computação,1998.0,1
,,,Engenharia De Alimentos,1993.0,1.0,Computação,2006.0,1.0,Computação,1995.0,1
,,,Engenharia De Alimentos,1994.0,1.0,Computação,2007.0,1.0,Computação,1994.0,1
,,,Engenharia De Alimentos,1995.0,1.0,Ciência E Engenharia Dos Materiais,2012.0,1.0,Computação,1993.0,1
,,,Engenharia De Alimentos,1999.0,1.0,Ciência E Tecnologia Da Madeira,2006.0,1.0,Comparative Literature,1973.0,1
,,,Engenharia De Alimentos,2001.0,1.0,Ciência E Tecnologia Da Madeira,2007.0,1.0,Clínica Médica,2001.0,1
,,,Engenharia De Alimentos,2005.0,1.0,Ciência E Tecnologia Da Madeira,2008.0,1.0,Clínica Médica,1995.0,1
,,,Engenharia De Bioprocessos E Biotecnologia,2001.0,1.0,Ciência E Tecnologia De Alimentos,1968.0,1.0,Ciências Área Genética,1983.0,1
,,,Engenharia De Bioprocessos E Biotecnologia,2002.0,1.0,Ciência E Tecnologia De Alimentos,1975.0,1.0,Ciências Veterinárias,2012.0,1
,,,Engenharia De Ciência Dos Materiais E Metalurgia,1986.0,1.0,Ciência E Tecnologia De Alimentos,1976.0,1.0,Curriculum And Instruction,1998.0,1
,,,Engenharia De Computaçâo,1988.0,1.0,Ciência E Tecnologia De Alimentos,1981.0,1.0,Corrosão No Instituto De Ciência Dos Materiais,1987.0,1
,,,Engenharia De Computação,1985.0,1.0,Ciência E Tecnologia De Alimentos,1982.0,1.0,Corrosion And Protection,1987.0,1
,,,Engenharia De Computação,1990.0,1.0,Ciência De Alimentos,1979.0,1.0,Coppe Programa De Engenharia Civil,1980.0,1
,,,Engenharia De Computação,1991.0,1.0,Ciência De Alimentos,1982.0,1.0,Construção Metálica E Mista,2009.0,1
,,,Engenharia De Computação,1999.0,1.0,Ciência De Alimentos,1986.0,1.0,Conformação Mecânica,1979.0,1
,,,Engenharia De Computação,2001.0,1.0,Ciência De Alimentos,1997.0,1.0,Comunicação Social,2001.0,1
,,,Engenharia De Computação,2002.0,1.0,Ciência De Alimentos,1999.0,1.0,Comunicação E Informação,2010.0,1
,,,Engenharia De Comunicações,1991.0,1.0,Ciência De Alimentos,2004.0,1.0,Comunicação E Cultura,2000.0,1
,,,Engenharia De Controle E Automação,1997.0,1.0,Ciência De Materiais,2001.0,1.0,Comunicação E Cultura,1992.0,1
,,,Engenharia De Controle E Automação,2003.0,1.0,Ecologia De Ambientes Aquáticos Continentais,1994.0,1.0,Comunicação,1993.0,1
,,,Engenharia De Energia E Automação Elétricas,1991.0,1.0,Direito,1986.0,1.0,Comunicação,1992.0,1
,,,Engenharia De Geodésia E Topografia,1974.0,1.0,Direito,1994.0,1.0,Comunicação,1982.0,1
,,,"Engenharia De Geologia, Mineralogia E Cristalografia",1989.0,1.0,Direito,1995.0,1.0,Computing,1991.0,1
,,,Engenharia De Materiais,1972.0,1.0,Direito,1997.0,1.0,Computer Science,2008.0,1
,,,Engenharia De Materiais,1974.0,1.0,Direito,1999.0,1.0,Computer Science,2006.0,1
,,,Engenharia De Materiais,1977.0,1.0,Direito,2000.0,1.0,Design Per La Valorizzazione Dei Beni Culturali,2005.0,1
,,,Engenharia De Materiais,1982.0,1.0,Direito,2005.0,1.0,Desenvolvimento Sustentável Do Trópico Úmido,2001.0,1
,,,Engenharia De Materiais,1986.0,1.0,Divulgação Científica E Cultural,2011.0,1.0,Desenvolvimento Sustentável Do Trópico Úmido,1999.0,1
,,,Engenharia De Materiais,1990.0,1.0,Développement Economique Et Social,1974.0,1.0,Desenvolvimento Rural,2009.0,1
,,,Engenharia De Materiais,1994.0,1.0,Ecologia,1984.0,1.0,Desenvolvimento Regional (ph.d.),2001.0,1
,,,Engenharia De Materiais,1995.0,1.0,Demografia,2007.0,1.0,Desenvolvimento Econômico,2009.0,1
,,,Engenharia De Materiais,2002.0,1.0,Dept. Geological Sciences,1974.0,1.0,Desenvolvimento Econômico,2008.0,1
,,,Engenharia De Materiais,2003.0,1.0,Desenvolvimento Econômico,2004.0,1.0,Desenvolvimento Econômico,2005.0,1
,,,Engenharia De Materiais,2007.0,1.0,Desenvolvimento Econômico,2005.0,1.0,Desenvolvimento Econômico,2004.0,1
,,,Engenharia De Minas,1977.0,1.0,Desenvolvimento Econômico,2006.0,1.0,"Derecho (administración, Hacienda Y Justicia En El Estado Social)",2017.0,1
,,,Engenharia De Minas,1979.0,1.0,Ecologia Humana,1984.0,1.0,Department Of Geological Sciences,1979.0,1
,,,Engenharia De Minas,1984.0,1.0,"Ecologia, Conservação E Manejo Da Vida Silvestre",2003.0,1.0,Demografia,2009.0,1
,,,Engenharia De Pesca,1988.0,1.0,Economia,1975.0,1.0,Demografia,2002.0,1
,,,Engenharia De Pesca,1993.0,1.0,Ecologia,1993.0,1.0,Demografia,1998.0,1
,,,Engenharia De Produção,1983.0,1.0,Ecologia,1994.0,1.0,Dairy Science,2011.0,1
,,,Engenharia De Produção,1990.0,1.0,Ecologia,1995.0,1.0,Dairy Science,1992.0,1
,,,Engenharia De Produção,1998.0,1.0,Ecologia,1996.0,1.0,Doctorat D'université,1987.0,1
,,,Engenharia De Produção,2000.0,1.0,Ecologia,2000.0,1.0,Doctoral Program In Engineering,1965.0,1
,,,Engenharia De Produção,2005.0,1.0,Ecologia,2008.0,1.0,Doctorado En Ingeniería Industrial,2004.0,1
,,,Engenharia De Produção Agroindustrial,2004.0,1.0,Ecologia (conservação E Manejo Da Vida Silvestre),1990.0,1.0,"Doctor Of Philosophy, Area Ecologia",1994.0,1
,,,Engenharia De Produção Civil,2001.0,1.0,Ecologia (conservação E Manejo Da Vida Silvestre),1993.0,1.0,Doctor Of Philosophy (zoo-eco),1990.0,1
,,,Engenharia De Produção Civil,2002.0,1.0,Ecologia (conservação E Manejo Da Vida Silvestre),1994.0,1.0,Docteur En Sciences Appliquees,1995.0,1
,,,Engenharia De Produção Em Controle E Automação,2007.0,1.0,Ecologia (conservação E Manejo Da Vida Silvestre),1995.0,1.0,Distúrbios Da Comunicação Humana (fonoaudiologia),1984.0,1
,,,Engenharia De Produção Mecânica,1989.0,1.0,Ecologia (conservação E Manejo Da Vida Silvestre),1996.0,1.0,Dispositivos Eletrônicos,2006.0,1
,,,Engenharia De Produção Mecânica,2001.0,1.0,Ecologia (conservação E Manejo Da Vida Silvestre),1997.0,1.0,Dispositivos De Microondas,1973.0,1
,,,Engenharia De Produção Mecânica,2004.0,1.0,Ecologia (conservação E Manejo Da Vida Silvestre),1998.0,1.0,Direito,2007.0,1
,,,Engenharia De Telecomunicações,1968.0,1.0,Economia,1996.0,1.0,Direito,2005.0,1
,,,Engenharia De Telecomunicações,1998.0,1.0,Economia,1997.0,1.0,Direito,2003.0,1
,,,Engenharia De Teleinformática,1991.0,1.0,Economia,1999.0,1.0,Direito,2000.0,1
,,,Engenharia E Tecnologia De Alimentos,1975.0,1.0,Ecologia De Ambientes Aquáticos Continentais,2002.0,1.0,Direito,1994.0,1
,,,Engenharia Eletrica,1971.0,1.0,Ecologia De Ambientes Aquáticos Continentais,2003.0,1.0,Direito,1987.0,1
,,,Engenharia Eletrica,1972.0,1.0,Ecologia De Ambientes Aquáticos Continentais,2005.0,1.0,Dirección De Empresas,1978.0,1
,,,Engenharia Eletrica,1976.0,1.0,Ecologia E Evolução,2004.0,1.0,Ciencias Del Mar,1992.0,1
,,,Engenharia Eletrica,1977.0,1.0,Ecologia E Evolução Da Biodiversidade,1981.0,1.0,Ciencias Da Educação,1993.0,1
,,,Engenharia Eletrica,1978.0,1.0,Ecologia E Evolução Da Biodiversidade,1987.0,1.0,Ciencias Da Computacao,1991.0,1
,,,Engenharia Eletrica,1981.0,1.0,Ecologia E Evolução Da Biodiversidade,1994.0,1.0,Ciencias Biologicas (zoologia),1995.0,1
,,,Engenharia Eletrica,1983.0,1.0,Ecologia E Evolução Da Biodiversidade,1999.0,1.0,Ciencias Biologicas (biologia Vegetal),2002.0,1
,,,Engenharia Eletrica,2002.0,1.0,Ecologia E Evolução Da Biodiversidade,2000.0,1.0,Ciencias Biologicas,2001.0,1
,,,Engenharia Eletrica - Enfase Eletronica,1987.0,1.0,Ecologia E Recursos Naturais,1986.0,1.0,Ciencia E Tecnologia De Alimentos,1999.0,1
,,,Engenharia Eletro-eletrônica,1986.0,1.0,Ecologia E Recursos Naturais,1989.0,1.0,Doutorado,1981.0,1
